prompt_id,bank,family_id,cluster_id,token_bank_id,input_ids,target_token_id,distractor_token_id_1,distractor_token_id_2,key_positions,source_value_positions,source_key_position,source_value_position,query_position,sequence_length,repeat_gap
qseq_4c92349cc7f90419,reference,length_32_gap_8,qcluster_reference_0015,qbank_reference_f50b4f7d3319,118631 40238 35465 106335 78886 103743 66375 45964 142802 144722 22111 23043 147271 140190 43440 28022 128642 34154 31142 17568 103227 13443 120022 1007 130578 27518 83507 2994 70007 33851 56663 1007,130578,66375,33851,23 5 28,24 6 29,23,24,31,32,8
qseq_fa3e86f1b25922aa,reference,length_32_gap_8,qcluster_reference_0016,qbank_reference_f50b4f7d3319,24057 32941 4625 125824 13895 79982 51018 135333 97345 60488 39177 143668 27188 565 39145 84388 104766 33398 89791 59579 14857 136751 43702 92409 107306 85264 20917 112602 41608 129193 103041 92409,107306,89791,97345,23 17 7,24 18 8,23,24,31,32,8
qseq_6f167887a3f804d2,reference,length_32_gap_8,qcluster_reference_0017,qbank_reference_f50b4f7d3319,125912 58364 71655 115985 142795 10251 36985 91523 150157 101755 63699 90821 107317 26151 20593 125745 102150 11311 129440 117336 15407 31932 42973 106398 54878 140935 104950 38613 13024 110488 130315 106398,54878,11311,115985,23 16 2,24 17 3,23,24,31,32,8
qseq_628fc6a61191e958,reference,length_32_gap_8,qcluster_reference_0018,qbank_reference_f50b4f7d3319,2081 85224 90204 5501 94299 113070 133282 78498 54737 103011 96833 33700 151512 11829 81748 14605 49027 99180 87208 58711 26437 73949 148866 90109 67360 14664 122247 149260 75697 64030 116402 90109,67360,11829,87208,23 12 17,24 13 18,23,24,31,32,8
qseq_ab9dc799ba00fcdc,reference,length_32_gap_8,qcluster_reference_0019,qbank_reference_f50b4f7d3319,34405 108162 110325 10936 93379 5093 98433 94089 121092 54620 82612 118159 28633 94299 82920 15489 142795 90713 86240 1208 77961 33680 12141 128747 57684 40538 109109 114390 96362 137805 73755 128747,57684,108162,77961,23 0 19,24 1 20,23,24,31,32,8
qseq_4c0f8b697e698714,reference,length_32_gap_8,qcluster_reference_0020,qbank_reference_f50b4f7d3319,21123 45992 41566 122045 121037 126720 13632 63103 134308 129327 108761 33791 11904 85773 9685 10403 107597 109582 90171 15957 27257 135028 71253 26955 67203 91556 28483 16533 133853 538 105979 26955,67203,27257,122045,23 19 2,24 20 3,23,24,31,32,8
qseq_aa2d683bf5f6469d,reference,length_32_gap_8,qcluster_reference_0021,qbank_reference_f50b4f7d3319,101051 125470 69017 113126 23336 127724 18163 70607 79461 102841 92727 56750 68074 70933 69212 3980 61050 147544 21534 37865 129876 111658 104451 9134 116767 70622 146680 61377 20687 17568 33623 9134,116767,113126,146680,23 2 25,24 3 26,23,24,31,32,8
qseq_af38ff9005b7c402,reference,length_32_gap_8,qcluster_reference_0022,qbank_reference_f50b4f7d3319,134058 36275 31094 34833 43340 40144 147795 76110 5873 80860 143553 122800 110809 32450 106159 75452 112248 91368 34413 17850 107306 14826 66375 106416 104512 127583 126693 122199 79372 115274 127607 106416,104512,143553,31094,23 9 1,24 10 2,23,24,31,32,8
qseq_a34242e9ff3dbb41,reference,length_32_gap_8,qcluster_reference_0023,qbank_reference_f50b4f7d3319,54103 145352 88049 63070 39264 116767 4998 124771 9454 128144 106783 118298 58621 138754 26511 137088 37473 670 76243 112946 6626 47297 106398 33799 145877 4120 55093 21233 24779 107597 21622 33799,145877,63070,138754,23 2 12,24 3 13,23,24,31,32,8
qseq_3874a3f36df23a7b,reference,length_32_gap_8,qcluster_reference_0024,qbank_reference_f50b4f7d3319,70987 46086 96767 32286 61377 54192 81110 128144 90174 77734 128759 92571 68400 150014 123593 135062 103161 98439 86510 71871 9244 84391 96614 96788 47132 4612 146575 10077 98507 68863 146737 96788,47132,46086,54192,23 0 4,24 1 5,23,24,31,32,8
qseq_b37855452327d00f,reference,length_32_gap_8,qcluster_reference_0025,qbank_reference_f50b4f7d3319,99277 109973 34049 43279 110455 133829 96583 65601 47222 114466 140282 76250 78326 30733 70123 101600 81904 21514 93074 55925 117960 127583 14325 84259 65043 144086 149996 118688 99252 80056 103794 84259,65043,93074,118688,23 17 26,24 18 27,23,24,31,32,8
qseq_5ec84933bbe16ffc,reference,length_32_gap_8,qcluster_reference_0026,qbank_reference_f50b4f7d3319,134256 65937 92874 143122 13548 76789 64030 85272 137034 55467 118606 78363 142696 4890 78166 38425 37712 37897 150717 69046 59250 97774 39496 20687 23903 78319 135476 31728 53061 21493 129487 20687,23903,38425,78363,23 14 10,24 15 11,23,24,31,32,8
qseq_219560b5e9cf6fb0,reference,length_32_gap_8,qcluster_reference_0027,qbank_reference_f50b4f7d3319,14583 96425 133695 15528 54620 119056 91713 103161 25012 99885 107048 144797 132224 145642 109430 82880 70834 122361 150085 86848 28863 16176 40321 75691 115970 115857 15098 29988 122996 12640 138325 75691,115970,107048,145642,23 9 12,24 10 13,23,24,31,32,8
qseq_7b255d22d1f1affc,reference,length_32_gap_8,qcluster_reference_0028,qbank_reference_f50b4f7d3319,19503 141724 56403 131907 50296 52651 89964 31055 103431 139503 144338 116116 64463 25411 5441 79239 50363 53796 34876 50182 36985 8285 65334 32312 70709 9870 136259 91785 73825 63070 68427 32312,70709,79239,144338,23 14 9,24 15 10,23,24,31,32,8
qseq_2231aaedfefc4ff4,reference,length_32_gap_8,qcluster_reference_0029,qbank_reference_f50b4f7d3319,114542 3158 105154 42222 48531 87192 9870 23303 68734 113733 136933 44591 66375 120255 145979 151463 90573 39879 144797 89968 5330 101547 67078 77273 99129 150359 92980 31677 26419 13072 38361 77273,99129,13072,5330,23 28 19,24 29 20,23,24,31,32,8
qseq_de173783c384179e,reference,length_32_gap_8,qcluster_reference_0030,qbank_reference_f50b4f7d3319,128580 141447 112364 87204 94251 120838 135698 72755 19953 30896 73949 11515 9174 25586 142439 142795 112189 136820 61244 81093 120221 21391 136992 80960 34505 99180 51315 58364 89652 122084 135930 80960,34505,89652,72755,23 27 6,24 28 7,23,24,31,32,8
qseq_a79c3844ff23012f,reference,length_32_gap_8,qcluster_reference_0031,qbank_reference_f50b4f7d3319,49640 109461 114653 115290 51976 70734 30207 75995 88236 76107 16665 136342 55809 36846 18133 2869 56663 71345 44617 129876 109558 20181 97453 34229 36176 38968 94251 115593 98151 53936 75525 34229,36176,56663,20181,23 15 20,24 16 21,23,24,31,32,8
qseq_62f284e21ad5f08e,reference,length_32_gap_8,qcluster_reference_0032,qbank_reference_f50b4f7d3319,5845 10251 21200 80805 106197 49689 78400 88622 73825 34841 72947 91373 82805 119210 67373 93610 115850 104403 109302 19991 111059 136491 72703 42948 129267 112921 71357 71954 109941 81337 115531 42948,129267,104403,34841,23 16 8,24 17 9,23,24,31,32,8
qseq_dd3fb5c14a063eb5,reference,length_32_gap_8,qcluster_reference_0033,qbank_reference_f50b4f7d3319,911 88622 71436 39883 55112 40906 58281 103932 128083 114503 4597 5212 5668 8716 2081 47294 20932 11904 11328 499 109423 19528 91599 112265 93741 9550 82322 55093 36058 131070 73755 112265,93741,8716,47294,23 12 14,24 13 15,23,24,31,32,8
qseq_f5d18beeab20a104,reference,length_32_gap_8,qcluster_reference_0034,qbank_reference_f50b4f7d3319,128144 133695 142865 76228 8444 29152 76975 3137 98900 120149 16779 12308 23206 102722 74163 74053 57440 20917 23025 41319 91675 79491 86459 26955 35265 141589 48810 128116 64213 19733 115815 26955,35265,76228,98900,23 2 7,24 3 8,23,24,31,32,8
qseq_c26c0dd7dd8eefbc,reference,length_32_gap_8,qcluster_reference_0035,qbank_reference_f50b4f7d3319,116767 142972 15407 151320 76454 47898 70055 57027 77634 29028 20027 143876 90887 68823 49928 113290 75528 101533 142637 52460 19922 63103 1261 115885 145758 13072 71213 113629 81811 119173 86240 115885,145758,15407,49928,23 1 13,24 2 14,23,24,31,32,8
qseq_494f268facaf3083,reference,length_32_gap_8,qcluster_reference_0036,qbank_reference_f50b4f7d3319,85492 143876 665 139711 61238 30786 55093 90645 139175 150717 76107 130353 12597 86367 89158 34280 66302 19268 122582 59452 74763 48883 128642 87286 37198 81499 33784 61426 100276 92621 56662 87286,37198,61238,90645,23 3 6,24 4 7,23,24,31,32,8
qseq_60c105a78c82975c,reference,length_32_gap_8,qcluster_reference_0037,qbank_reference_f50b4f7d3319,1466 71377 103161 101264 70933 100230 61110 46933 142972 90707 109166 40876 134692 2259 128759 58200 43529 117714 7521 18525 6786 6417 9451 37577 6170 87549 82608 59579 113237 34505 10504 37577,6170,6417,46933,23 20 6,24 21 7,23,24,31,32,8
qseq_d3a373c83c7cebff,reference,length_32_gap_8,qcluster_reference_0038,qbank_reference_f50b4f7d3319,15174 43955 78094 103152 145532 38425 5944 14896 150337 85864 145263 65454 36708 15011 70987 96785 111052 291 136491 136118 50852 15528 29330 29573 90662 42052 118372 116925 115970 16779 109604 29573,90662,38425,291,23 4 16,24 5 17,23,24,31,32,8
qseq_0deb5235fd0cb008,reference,length_32_gap_8,qcluster_reference_0039,qbank_reference_f50b4f7d3319,87192 119804 146819 43943 6657 60892 115389 47550 33161 11841 90369 91237 123833 109171 20587 43574 23078 138084 29367 110874 92420 72703 118005 87186 45118 130811 98984 53224 123551 125500 141283 87186,45118,125500,138084,23 28 16,24 29 17,23,24,31,32,8
qseq_7e8bdf34549c5274,reference,length_32_gap_8,qcluster_reference_0040,qbank_reference_f50b4f7d3319,63127 101933 57959 73647 109604 4385 7442 65175 139588 85051 41507 117864 26437 27903 124692 68758 146710 102130 79449 5330 21469 8161 90739 66237 99410 38363 36219 65886 3732 82601 18818 66237,99410,8161,3732,23 20 27,24 21 28,23,24,31,32,8
qseq_2585cc12a9179790,reference,length_32_gap_8,qcluster_reference_0041,qbank_reference_f50b4f7d3319,33381 134189 8161 88156 83609 104798 23843 24371 385 141199 91330 146680 102130 10473 2253 112857 127690 109749 26419 73338 120988 90138 81105 51798 134256 12024 38427 77337 129168 35461 3980 51798,134256,35461,24371,23 28 6,24 29 7,23,24,31,32,8
qseq_dcd108247c70ddd8,reference,length_32_gap_8,qcluster_reference_0042,qbank_reference_f50b4f7d3319,47824 85773 53568 111330 51271 97953 3206 67921 96188 27918 135476 54333 143293 67526 129193 66708 11078 150359 93911 85327 143553 128390 90662 28182 88958 54998 92048 139274 52328 17580 16070 28182,88958,11078,54333,23 15 10,24 16 11,23,24,31,32,8
qseq_1d643d500d53dec2,reference,length_32_gap_8,qcluster_reference_0043,qbank_reference_f50b4f7d3319,146567 109004 138219 77779 15368 48414 55756 101243 110455 70007 93247 61498 140038 6819 100731 51255 150014 35070 91523 92847 37712 15884 100637 90390 97327 44525 107982 124425 148812 112603 82867 90390,97327,37712,55756,23 19 5,24 20 6,23,24,31,32,8
qseq_ca0248dac47bb797,reference,length_32_gap_8,qcluster_reference_0044,qbank_reference_f50b4f7d3319,97677 9108 82805 33851 17272 3542 85372 125550 38051 69233 145601 49867 38357 77125 77549 66564 1619 84540 84281 133176 62694 90643 129194 84000 78087 52460 34592 120873 94682 21493 64418 84000,78087,120873,66564,23 26 14,24 27 15,23,24,31,32,8
qseq_7a9b220fef67b40e,reference,length_32_gap_8,qcluster_reference_0045,qbank_reference_f50b4f7d3319,145434 60893 54546 137088 103799 60634 73163 67526 10403 51514 139239 130315 33697 2387 102761 16589 84969 90171 21123 85689 85051 112919 49204 39626 48699 142637 6115 104980 27188 38764 16678 39626,48699,104980,67526,23 26 6,24 27 7,23,24,31,32,8
qseq_fae45ed554c385cc,reference,length_32_gap_8,qcluster_reference_0046,qbank_reference_f50b4f7d3319,50037 8214 84485 2484 68634 51033 117224 53996 129876 89824 151220 145593 15294 14153 105052 128952 88717 15957 32169 47297 90174 62065 63309 139326 15098 105423 46369 92271 96238 106431 90109 139326,15098,53996,106431,23 6 28,24 7 29,23,24,31,32,8
qseq_f23d1eb3c5208235,reference,length_32_gap_8,qcluster_reference_0047,qbank_reference_f50b4f7d3319,56039 66959 104379 51271 23235 125824 44921 21618 55364 141148 118159 88325 146575 134212 136553 55966 120836 15407 116469 44617 128695 37897 150037 88311 49737 48264 26955 110370 87204 93103 6319 88311,49737,118159,93103,23 9 28,24 10 29,23,24,31,32,8
qseq_9eaa49b42493b8c3,reference,length_32_gap_8,qcluster_reference_0048,qbank_reference_f50b4f7d3319,108137 38819 119173 150261 139239 125202 63011 57704 37678 105154 146601 68945 84070 85786 129702 65583 137917 151463 92870 120057 86153 114710 141121 98792 15479 93065 70210 1930 55105 113585 107776 98792,15479,139239,38819,23 3 0,24 4 1,23,24,31,32,8
qseq_e769fa31320e62c3,reference,length_32_gap_8,qcluster_reference_0049,qbank_reference_f50b4f7d3319,95153 27709 125409 108502 63016 2348 11328 120417 105179 50549 71345 670 107479 37024 105950 137557 104401 41438 13164 6639 8305 84969 79981 21469 49655 23488 36325 72138 89157 134091 49142 21469,49655,105950,79981,23 13 21,24 14 22,23,24,31,32,8
qseq_20b15eadf35b34cd,reference,length_32_gap_8,qcluster_reference_0050,qbank_reference_f50b4f7d3319,115506 77273 144790 38849 80904 142272 7162 114088 38546 6639 147308 50037 1873 68097 115489 96588 74793 120457 36110 109688 110553 149602 18440 75697 62917 105905 565 142408 50653 97945 116561 75697,62917,38546,115489,23 7 13,24 8 14,23,24,31,32,8
qseq_8682ec37ad77ce15,reference,length_32_gap_8,qcluster_reference_0051,qbank_reference_f50b4f7d3319,100048 85222 14080 50 29219 141711 13968 6531 35404 139860 45966 27284 63329 102192 43748 41519 128642 110411 3600 101433 8713 101042 115857 139326 65381 88150 137298 18440 98439 40897 2484 139326,65381,115857,13968,23 21 5,24 22 6,23,24,31,32,8
qseq_cebefff39e48c565,reference,length_32_gap_8,qcluster_reference_0052,qbank_reference_f50b4f7d3319,46692 79763 61180 116350 4612 30536 40369 141164 146511 3208 105948 96767 89146 65646 47132 44361 80877 86305 73975 86165 3184 146055 34584 145889 122766 48607 107317 105806 122045 112176 23303 145889,122766,65646,105948,23 12 9,24 13 10,23,24,31,32,8
qseq_5399832b2ca73c51,reference,length_32_gap_8,qcluster_reference_0053,qbank_reference_f50b4f7d3319,133193 89789 78400 118525 63011 126585 77765 73422 1619 6650 114542 9343 119546 151463 29367 144018 31112 91599 150229 32783 130192 49396 135396 78132 78640 11640 35784 18868 128116 150969 123399 78132,78640,77765,89789,23 5 0,24 6 1,23,24,31,32,8
qseq_56e1417b2bf9417d,reference,length_32_gap_8,qcluster_reference_0054,qbank_reference_f50b4f7d3319,1957 109302 50037 107332 74706 15174 114782 17840 23800 37897 114466 36658 66246 60065 96238 94299 8716 114391 143885 77109 123320 64553 49607 82608 140186 57283 84388 76560 26816 129585 118911 82608,140186,64553,118911,23 20 29,24 21 30,23,24,31,32,8
qseq_40431e39f9572619,reference,length_32_gap_8,qcluster_reference_0055,qbank_reference_f50b4f7d3319,99092 111674 2123 36340 35340 140935 32041 15198 143591 12291 61078 36846 123329 29798 433 105950 66708 8087 138754 23309 67830 69408 147934 80904 36953 139503 42533 145889 113920 148356 17807 80904,36953,17807,105950,23 29 14,24 30 15,23,24,31,32,8
qseq_6e4b24b69b3960d3,reference,length_32_gap_8,qcluster_reference_0056,qbank_reference_f50b4f7d3319,100796 50639 96593 129327 145352 125824 36846 114028 105557 40321 20700 85666 106834 106783 97453 124795 125609 40906 84310 52621 136137 73798 38373 34592 71426 72703 44880 29381 99326 26144 38316 34592,71426,73798,38316,23 20 29,24 21 30,23,24,31,32,8
qseq_be1d8a8e0b05fa11,reference,length_32_gap_8,qcluster_reference_0057,qbank_reference_f50b4f7d3319,12308 75502 12407 90621 97115 26835 116925 73567 15097 121012 33772 122800 48094 79461 67203 141938 12079 56084 34209 90824 94089 109423 116143 22691 32395 137582 89964 23536 67585 137220 29798 22691,32395,67585,33772,23 27 9,24 28 10,23,24,31,32,8
qseq_4bcf7cb0761e6055,reference,length_32_gap_8,qcluster_reference_0058,qbank_reference_f50b4f7d3319,29485 120149 46316 119506 114984 89205 149010 16533 4385 86688 89964 150014 61426 90267 65334 20162 44413 115290 13152 49536 59401 47266 57250 31523 54927 135201 39146 19652 107867 33700 111398 31523,54927,90267,4385,23 12 7,24 13 8,23,24,31,32,8
qseq_eb9eef1bd3a09fa2,reference,length_32_gap_8,qcluster_reference_0059,qbank_reference_f50b4f7d3319,3093 84427 66928 61723 147271 30747 14583 77403 63103 88263 1930 146025 35266 117320 123399 83966 68468 118219 138084 140603 83916 55284 144175 48574 139937 62285 27754 108825 142726 23043 46447 48574,139937,14583,108825,23 5 26,24 6 27,23,24,31,32,8
qseq_3be587fdaed7ccf8,reference,length_32_gap_8,qcluster_reference_0060,qbank_reference_f50b4f7d3319,54104 118783 44119 108812 93566 108131 44521 57440 7191 53593 111778 77679 78377 150443 86165 94507 145498 69408 109166 98005 9304 18423 59643 97453 123490 72167 29311 33029 11968 88311 122800 97453,123490,53593,145498,23 8 15,24 9 16,23,24,31,32,8
qseq_0fadfa3768201704,reference,length_32_gap_8,qcluster_reference_0061,qbank_reference_f50b4f7d3319,90807 147923 13687 114353 84087 3093 55284 134031 125550 109430 84168 18470 52621 91956 45092 44799 85909 82468 3194 41915 72106 44783 66246 66852 50862 108119 124291 50882 147222 76381 92800 66852,50862,124291,13687,23 25 1,24 26 2,23,24,31,32,8
qseq_30a32be809d844a2,reference,length_32_gap_8,qcluster_reference_0062,qbank_reference_f50b4f7d3319,2100 34413 78319 23536 114276 18182 113920 30588 35569 45914 41639 3542 113251 73825 119801 13104 137088 52651 53091 105557 68877 34259 73798 146875 15198 122307 129327 58953 100796 46012 129262 146875,15198,105557,46012,23 18 28,24 19 29,23,24,31,32,8
qseq_dcca1496aa119b56,reference,length_32_gap_8,qcluster_reference_0063,qbank_reference_f50b4f7d3319,24789 83128 18163 9137 140676 13968 77961 44525 98970 51993 19268 25632 124656 128494 73824 5823 140775 20162 35407 70836 64418 109679 11412 40897 34980 101107 41548 54109 33101 15294 32142 40897,34980,9137,140775,23 2 15,24 3 16,23,24,31,32,8
qseq_685e8794cfa20dd2,reference,length_32_gap_16,qcluster_reference_0000,qbank_reference_f50b4f7d3319,142726 50 87727 11311 85269 95156 57619 62086 81346 119776 66617 127724 138078 139983 34492 111330 101299 24218 142809 31244 48602 30442 131966 82855 98757 19218 67360 57027 95227 134779 67601 111330,101299,50,30442,15 0 20,16 1 21,15,16,31,32,16
qseq_0192ed53e2eb1a27,reference,length_32_gap_16,qcluster_reference_0001,qbank_reference_f50b4f7d3319,23067 138316 80005 77075 140676 50363 56839 53189 55084 3777 81730 136421 109582 19819 40106 89157 24014 118159 33398 55246 29654 18625 114088 1479 145854 92547 48574 113585 31142 423 139032 89157,24014,109582,18625,15 11 20,16 12 21,15,16,31,32,16
qseq_915e7d0d012b9046,reference,length_32_gap_16,qcluster_reference_0002,qbank_reference_f50b4f7d3319,101107 1737 4125 34168 118688 67637 146601 66522 37803 117874 38230 22442 32751 92748 5942 112921 36491 46211 41701 9870 71149 87208 122084 125259 84310 11311 137788 93348 46316 80448 83414 112921,36491,117874,118688,15 8 3,16 9 4,15,16,31,32,16
qseq_9f0609a3bba40997,reference,length_32_gap_16,qcluster_reference_0003,qbank_reference_f50b4f7d3319,109940 69408 47898 106557 499 125259 50296 127145 93204 57295 146821 5212 2472 115489 34876 144797 38368 91647 8702 73338 3184 67475 25070 120465 31142 46131 109423 22691 77092 142662 3275 144797,38368,50296,69408,15 5 0,16 6 1,15,16,31,32,16
qseq_17c7b1ad6d44fa8f,reference,length_32_gap_16,qcluster_reference_0004,qbank_reference_f50b4f7d3319,44223 9137 26661 86172 37824 79461 35489 36297 109574 9754 85662 82189 149864 84388 121724 136365 49074 101042 110376 70851 46049 141494 54103 21296 27086 105052 88325 20398 96785 17773 90517 136365,49074,109574,96785,15 7 27,16 8 28,15,16,31,32,16
qseq_bf285f5d2669e5de,reference,length_32_gap_16,qcluster_reference_0005,qbank_reference_f50b4f7d3319,118607 75995 112603 16745 82972 4489 50639 81677 18868 46049 24578 33002 6482 40333 114577 37577 89264 50979 75525 42836 141199 122361 121776 29276 134365 8749 118782 12024 121703 107738 108513 37577,89264,118782,46049,15 25 8,16 26 9,15,16,31,32,16
qseq_4499d2fd1f6ef4c3,reference,length_32_gap_16,qcluster_reference_0006,qbank_reference_f50b4f7d3319,7191 4838 147795 129262 99763 40369 79404 70148 15198 33002 64213 64535 114653 39427 88236 135930 130811 31075 33710 76407 38051 39032 33772 151463 15356 55406 62141 117968 111171 144805 16967 135930,130811,16967,129262,15 29 2,16 30 3,15,16,31,32,16
qseq_ec6144af8cc2ec7f,reference,length_32_gap_16,qcluster_reference_0007,qbank_reference_f50b4f7d3319,106439 70621 49585 34833 100757 27440 70309 92645 2018 54295 53061 3278 18470 141103 115815 2175 66541 121020 6158 9876 147071 137805 8367 1900 60893 107846 120716 130811 139503 54998 6053 2175,66541,100757,54998,15 3 28,16 4 29,15,16,31,32,16
qseq_202d839d23e1b137,reference,length_32_gap_16,qcluster_reference_0008,qbank_reference_f50b4f7d3319,130824 61602 135971 129137 118677 57902 72867 77130 60634 130923 63666 2313 15489 28064 26144 84425 103160 63103 123551 140282 87574 53798 90064 69757 9323 120299 58831 39587 14826 24006 108649 84425,103160,72867,63666,15 5 9,16 6 10,15,16,31,32,16
qseq_0cdb10ea254a2798,reference,length_32_gap_16,qcluster_reference_0009,qbank_reference_f50b4f7d3319,23829 115815 94682 6792 141164 129391 92420 66996 77549 149720 20700 121703 5330 112502 63884 122582 10333 88216 139854 81834 72867 104452 64249 124422 126329 32169 125580 66383 106872 99763 18440 122582,10333,126329,106872,15 23 27,16 24 28,15,16,31,32,16
qseq_230f2c847e1451d9,reference,length_32_gap_16,qcluster_reference_0010,qbank_reference_f50b4f7d3319,5301 12747 97453 31039 109209 114822 81601 111104 59965 59579 95193 21212 67585 661 92446 39626 54546 106982 84798 56176 47241 92279 138467 36188 140739 101203 50504 116444 70210 14834 48531 39626,54546,48531,92279,15 29 20,16 30 21,15,16,31,32,16
