fit_id,observer,target,action_loss,mae
90415-1,atp_calibrated,0.5,0.9084163919091225,0.6246482941019542
90415-1,atp_calibrated,1.0,0.991862497292459,0.6246482941019542
90415-1,atp_calibrated,1.5,1.0827872943133117,0.6246482941019542
90415-1,atp_raw,0.5,0.9749687410891056,0.6455000708887969
90415-1,atp_raw,1.0,0.9305499162524938,0.6455000708887969
90415-1,atp_raw,1.5,1.0697735331952571,0.6455000708887969
90416-0,additive,0.5,1.0402529157698155,0.49296212803269485
90416-0,additive,1.0,0.9079241394996643,0.49296212803269485
90416-0,additive,1.5,1.0189268477261066,0.49296212803269485
90416-0,all_pairs,0.5,0.9509454898536205,0.40313897754625855
90416-0,all_pairs,1.0,1.0621964685618877,0.40313897754625855
90416-0,all_pairs,1.5,0.9886235177516938,0.40313897754625855
90416-0,atp_calibrated,0.5,0.9803750175982714,0.64042792414559
90416-0,atp_calibrated,1.0,0.9877140846103429,0.64042792414559
90416-0,atp_calibrated,1.5,1.119145044311881,0.64042792414559
90416-0,atp_raw,0.5,1.0629943039268255,0.673368317020713
90416-0,atp_raw,1.0,0.9070667076855898,0.673368317020713
90416-0,atp_raw,1.5,1.0609368849545717,0.673368317020713
90416-1,additive,0.5,1.1006968403235078,0.48177073996757036
90416-1,additive,1.0,1.0326964523643256,0.48177073996757036
90416-1,additive,1.5,1.0089691579341888,0.48177073996757036
90416-1,all_pairs,0.5,1.0519415317103267,0.3904298725824101
90416-1,all_pairs,1.0,1.003253773599863,0.3904298725824101
90416-1,all_pairs,1.5,1.0217149641364813,0.3904298725824101
90416-1,atp_calibrated,0.5,0.9874084286391736,0.6239701625950473
90416-1,atp_calibrated,1.0,0.9467826627194882,0.6239701625950473
90416-1,atp_calibrated,1.5,1.1143924120813609,0.6239701625950473
90416-1,atp_raw,0.5,1.0476840797811746,0.6537351793333392
90416-1,atp_raw,1.0,1.015800478681922,0.6537351793333392
90416-1,atp_raw,1.5,1.0550643188878894,0.6537351793333392
90417-0,additive,0.5,0.9818823989480734,0.5094096687673373
90417-0,additive,1.0,1.0800950769335032,0.5094096687673373
90417-0,additive,1.5,1.048363958671689,0.5094096687673373
90417-0,all_pairs,0.5,0.9616368725895882,0.4227449115350222
90417-0,all_pairs,1.0,1.0559859910979867,0.4227449115350222
90417-0,all_pairs,1.5,1.0036693759262563,0.4227449115350222
90417-0,atp_calibrated,0.5,0.9084163919091225,0.6524398171495017
90417-0,atp_calibrated,1.0,0.9282745216041803,0.6524398171495017
90417-0,atp_calibrated,1.5,1.0980415970087052,0.6524398171495017
90417-0,atp_raw,0.5,1.039375586807728,0.6936831348275854
90417-0,atp_raw,1.0,1.0259447824209929,0.6936831348275854
90417-0,atp_raw,1.5,1.0850278358906507,0.6936831348275854
90417-1,additive,0.5,1.0587282665073872,0.47802051661134853
90417-1,additive,1.0,1.1169156739488244,0.47802051661134853
90417-1,additive,1.5,1.0124630372971297,0.47802051661134853
90417-1,all_pairs,0.5,1.048821228928864,0.38191887038685585
90417-1,all_pairs,1.0,0.9993660874664784,0.38191887038685585
90417-1,all_pairs,1.5,0.9770675476640462,0.38191887038685585
90417-1,atp_calibrated,0.5,0.9284745436161757,0.6136006192543054
90417-1,atp_calibrated,1.0,0.9166689038276672,0.6136006192543054
90417-1,atp_calibrated,1.5,1.0757390193641185,0.6136006192543054
