seed,archetype_index,x1,x2,rho_target,bias_target,relative_offset,direction_support_fraction,manipulability_denominator,direction_target_gain_error,direction_solver_iterations,z0,zhat0,target_ref,initial_true_error,initial_observer_error,initial_mismatch,observer_gain,true_symmetric_gain,rho_measured,observer_pole,certificate_final_error,pole_only_final_error,bias_only_final_error,actual_final_error,shadow_final_error,certificate_residual,actual_integrated_squared_error,shadow_integrated_squared_error,final_suffix_value,final_shadow_value,final_suffix_shadow_abs_gap,final_suffix_move_abs,scalar_displacement,residual_displacement_l2,direction_norm,max_abs_action,would_clip_fraction
0,0,0,0,-0.75,-0.25,-0.25,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,0.2461678460240364,-0.2538321539759636,-0.25,-0.5,-0.25,0.85,0.212496817111969,-0.7500037445741541,0.7025,-0.1256279070311426,-0.0025041764845603913,0.2474958235154396,-0.13160321861505508,-0.12562790086782255,-0.005975311583912485,0.40424703098795445,0.38552793470389973,-0.12222893536090851,-0.12820425310814104,0.005975317747232534,0.11839678138494492,-0.5852892331401048,0.9047040785194097,1.5457384610778313,0.175,0.0
0,0,0,0,-0.75,-0.25,0.25,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,0.2461678460240364,0.2461678460240364,0.25,0.0,-0.25,0.85,0.212496817111969,-0.7500037445741541,0.7025,0.25,0.0,0.25,0.25,0.25,0.0,1.0,1.0,-0.0038321539759635925,-0.0038321539759635925,0.0,0.0,0.0,0.0,1.5457384610778313,0.0,0.0
0,0,0,0,-0.75,-0.25,0.5,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,0.2461678460240364,0.4961678460240364,0.5,0.25,-0.25,0.85,0.212496817111969,-0.7500037445741541,0.7025,0.4378139535155713,0.0012520882422801956,0.2512520882422802,0.4364035129547119,0.4378139494965028,-0.0014104405608593718,3.2391675072080233,3.253399523263571,0.05976433306932449,0.0583538965275336,0.001410436541790891,0.06359648704528809,0.2926446209814525,0.4523520460785756,1.5457384610778313,0.0875,0.0
0,0,0,0,-0.75,0.0,-0.5,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,-0.0038321539759635925,-0.5038321539759636,-0.5,-0.5,0.0,0.85,0.212496817111969,-0.7500037445741541,0.7025,-0.3756279070311426,-0.0025041764845603913,-0.0025041764845603913,-0.3816032186150551,-0.37562790086782255,-0.005975311583912457,2.647551134600854,2.5948845957444666,-0.12222893536090851,-0.12820425310814104,0.005975317747232534,0.11839678138494492,-0.5852892331401048,0.9047040785194097,1.5457384610778313,0.175,0.0
0,0,0,0,-0.75,0.0,-0.25,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,-0.0038321539759635925,-0.2538321539759636,-0.25,-0.25,0.0,0.85,0.212496817111969,-0.7500037445741541,0.7025,-0.1878139535155713,-0.0012520882422801956,-0.0012520882422801956,-0.18928425759077072,-0.187813960627403,-0.0014703040751994079,0.6551849262624827,0.6487212111383287,-0.06454789638519287,-0.0660181933485606,0.0014702969633677287,0.06071574240922928,-0.2926445685999612,0.45235196511048986,1.5457384610778313,0.0875,0.0
0,0,0,0,-0.75,0.0,0.25,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,-0.0038321539759635925,0.2461678460240364,0.25,0.25,0.0,0.85,0.212496817111969,-0.7500037445741541,0.7025,0.1878139535155713,0.0012520882422801956,0.0012520882422801956,0.18640351295471191,0.18781394949650282,-0.0014104405608593995,0.6425375225311851,0.6487211680230591,0.05976433306932449,0.0583538965275336,0.001410436541790891,0.06359648704528809,0.2926446209814525,0.4523520460785756,1.5457384610778313,0.0875,0.0
0,0,0,0,-0.75,0.0,0.5,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,-0.0038321539759635925,0.4961678460240364,0.5,0.5,0.0,0.85,0.212496817111969,-0.7500037445741541,0.7025,0.3756279070311426,0.0025041764845603913,0.0025041764845603913,0.37014663964509964,0.3756279263723077,-0.005481267386042987,2.546832177113413,2.5948847910110358,0.12602120637893677,0.12053991965172874,0.005481286727208032,0.12985336035490036,0.5852891131172007,0.9047038929953904,1.5457384610778313,0.175,0.0
0,0,0,0,-0.75,0.25,-0.5,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,-0.2538321539759636,-0.5038321539759636,-0.5,-0.25,0.25,0.85,0.212496817111969,-0.7500037445741541,0.7025,-0.4378139535155713,-0.0012520882422801956,-0.2512520882422802,-0.4392842575907707,-0.43781396062740296,-0.0014703040751994356,3.2682237865239228,3.2533996231979856,-0.06454789638519287,-0.0660181933485606,0.0014702969633677287,0.06071574240922928,-0.2926445685999612,0.45235196511048986,1.5457384610778313,0.0875,0.0
0,0,0,0,-0.75,0.25,-0.25,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,-0.2538321539759636,-0.2538321539759636,-0.25,0.0,0.25,0.85,0.212496817111969,-0.7500037445741541,0.7025,-0.25,0.0,-0.25,-0.25,-0.25,0.0,1.0,1.0,-0.0038321539759635925,-0.0038321539759635925,0.0,0.0,0.0,0.0,1.5457384610778313,0.0,0.0
0,0,0,0,-0.75,0.25,0.25,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,-0.2538321539759636,0.2461678460240364,0.25,0.5,0.25,0.85,0.212496817111969,-0.7500037445741541,0.7025,0.1256279070311426,0.0025041764845603913,-0.2474958235154396,0.12014663964509964,0.12562792637230769,-0.0054812673860429595,0.36883646927368535,0.3855280019861667,0.12602120637893677,0.12053991965172874,0.005481286727208032,0.12985336035490036,0.5852891131172007,0.9047038929953904,1.5457384610778313,0.175,0.0
0,0,0,0,-0.75,0.25,0.5,0.9125219098649628,0.12099397266462067,-3.1828880310003083e-06,1,-0.0038321539759635925,-0.2538321539759636,0.4961678460240364,0.5,0.75,0.25,0.85,0.212496817111969,-0.7500037445741541,0.7025,0.3134418605467139,0.003756264726840587,-0.2462437352731594,0.30152783542871475,0.31344184645428236,-0.01191402511799916,1.9360392974715606,2.024455390221791,0.19464001059532166,0.18272599956975405,0.011914011025567606,0.19847216457128525,0.8779338725220354,1.3570561530403118,1.5457384610778313,0.26249999999999996,0.0
0,0,0,0,0.0,-0.25,-0.5,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,0.2461678460240364,-0.5038321539759636,-0.5,-0.75,-0.25,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,0.24622716793308091,-0.003756264726840596,0.2462437352731594,0.1682707741856575,0.24622718901282203,-0.07795639374742341,0.5804049874313155,0.8544223868641195,-0.6721029281616211,-0.7500593429887856,0.07795641482716453,0.6682707741856575,-0.877933831003963,2.5654870810409727,2.922187288428337,0.26249999999999996,0.0
0,0,0,0,0.0,-0.25,-0.25,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,0.2461678460240364,-0.2538321539759636,-0.25,-0.5,-0.25,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,0.24748477862205395,-0.0025041764845603973,0.2474958235154396,0.21344060450792313,0.24748482460936772,-0.034044174114130826,0.5059475832969698,0.6561489041153784,-0.4672727584838867,-0.5013169785853313,0.03404422010144459,0.4634406045079231,-0.5852892582397347,1.7103248304818028,2.922187288428337,0.175,0.0
0,0,0,0,0.0,-0.25,0.25,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,0.2461678460240364,0.2461678460240364,0.25,0.0,-0.25,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,0.25,0.0,0.25,0.25,0.25,0.0,1.0,1.0,-0.0038321539759635925,-0.0038321539759635925,0.0,0.0,0.0,0.0,2.922187288428337,0.0,0.0
0,0,0,0,0.0,-0.25,0.5,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,0.2461678460240364,0.4961678460240364,0.5,0.25,-0.25,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,0.251257610688973,0.0012520882422801987,0.2512520882422802,0.2432755008339882,0.25125757903993284,-0.00798210985498482,1.493400058486998,1.5421244037983364,0.2528923451900482,0.2449102669841036,0.007982078205944626,0.2567244991660118,0.2926446393028973,0.8551624449976222,2.922187288428337,0.0875,0.0
0,0,0,0,0.0,0.0,-0.5,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,-0.0038321539759635925,-0.5038321539759636,-0.5,-0.5,0.0,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,-0.0025152213779460514,-0.0025041764845603973,-0.0025041764845603973,-0.036559395492076874,-0.002515175390632285,-0.03404417411413082,0.5367101402372869,0.4935986765605606,-0.4672727584838867,-0.5013169785853313,0.03404422010144459,0.4634406045079231,-0.5852892582397347,1.7103248304818028,2.922187288428337,0.175,0.0
0,0,0,0,0.0,0.0,-0.25,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,-0.0038321539759635925,-0.2538321539759636,-0.25,-0.25,0.0,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,-0.0012576106889730257,-0.0012520882422801987,-0.0012520882422801987,-0.009611301124095917,-0.0012576189239886792,-0.008353690435122891,0.12799619565702341,0.12339966196915593,-0.24422085285186768,-0.2525745350519749,0.008353682200107237,0.24038869887590408,-0.2926445923794369,0.8551623078784827,2.922187288428337,0.0875,0.0
0,0,0,0,0.0,0.0,0.25,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,-0.0038321539759635925,0.2461678460240364,0.25,0.25,0.0,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,0.0012576106889730257,0.0012520882422801987,0.0012520882422801987,-0.00672449916601181,0.0012575790399328157,-0.007982109854984836,0.12024340290719265,0.1233996592157671,0.2528923451900482,0.2449102669841036,0.007982078205944626,0.2567244991660118,0.2926446393028973,0.8551624449976222,2.922187288428337,0.0875,0.0
0,0,0,0,0.0,0.0,0.5,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,-0.0038321539759635925,0.4961678460240364,0.5,0.5,0.0,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,0.0025152213779460514,0.0025041764845603973,0.0025041764845603973,-0.02806096524000168,0.0025152208199452075,-0.03057618661794773,0.4734582011897474,0.493598657591586,0.5242288112640381,0.4936526252040912,0.030576186059946886,0.5280609652400017,0.5852892047922975,1.7103246742983813,2.922187288428337,0.175,0.0
0,0,0,0,0.0,0.25,-0.5,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,-0.2538321539759636,-0.5038321539759636,-0.5,-0.25,0.25,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,-0.251257610688973,-0.0012520882422801987,-0.2512520882422802,-0.2596113011240959,-0.2512576189239887,-0.008353690435122907,1.5942172711620417,1.5421245493250075,-0.24422085285186768,-0.2525745350519749,0.008353682200107237,0.24038869887590408,-0.2926445923794369,0.8551623078784827,2.922187288428337,0.0875,0.0
0,0,0,0,0.0,0.25,-0.25,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,-0.2538321539759636,-0.2538321539759636,-0.25,0.0,0.25,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,-0.25,0.0,-0.25,-0.25,-0.25,0.0,1.0,1.0,-0.0038321539759635925,-0.0038321539759635925,0.0,0.0,0.0,0.0,2.922187288428337,0.0,0.0
0,0,0,0,0.0,0.25,0.25,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,-0.2538321539759636,0.2461678460240364,0.25,0.5,0.25,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,-0.24748477862205395,0.0025041764845603973,-0.2474958235154396,-0.2780609652400017,-0.2474847791800548,-0.030576186617947726,0.8114732844133288,0.656148945454635,0.5242288112640381,0.4936526252040912,0.030576186059946886,0.5280609652400017,0.5852892047922975,1.7103246742983813,2.922187288428337,0.175,0.0
0,0,0,0,0.0,0.25,0.5,0.6757405790830373,0.12099397266462067,-1.8870830535866467e-05,1,-0.0038321539759635925,-0.2538321539759636,0.4961678460240364,0.5,0.75,0.25,0.8499999999999999,0.8499811291694641,-2.2200977100888763e-05,0.7025000000000001,-0.24622716793308091,0.003756264726840596,-0.2462437352731594,-0.3100593611598015,-0.246227142247743,-0.06383219322672057,1.170994503201996,0.8544222078057405,0.8062272071838379,0.7423949882717794,0.06383221891205848,0.8100593611598015,0.8779337759850016,2.5654869202652626,2.922187288428337,0.26249999999999996,0.0
0,0,0,0,0.75,-0.25,-0.5,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,0.2461678460240364,-0.5038321539759636,-0.5,-0.75,-0.25,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,0.8058619209619864,-0.003756264726840587,0.2462437352731594,0.6141617968678474,0.80586190478194,-0.19170012409413895,4.120152652825939,6.818603765911333,-1.117993950843811,-1.3096940587579036,0.19170010791409253,1.1141617968678474,-0.8779337953258366,4.0619827922244625,4.626752966853152,0.26249999999999996,0.0
0,0,0,0,0.75,-0.25,-0.25,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,0.2461678460240364,-0.2538321539759636,-0.25,-0.5,-0.25,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,0.6205746139746575,-0.0025041764845603913,0.2474958235154396,0.5386692360043526,0.6205745395781707,-0.08190537797030495,3.136335189438434,4.097482680188827,-0.7925013899803162,-0.8744066935541343,0.08190530357381809,0.7886692360043526,-0.5852891541188915,2.707988330286553,4.626752966853152,0.175,0.0
0,0,0,0,0.75,-0.25,0.25,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,0.2461678460240364,0.2461678460240364,0.25,0.0,-0.25,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,0.25,0.0,0.25,0.25,0.25,0.0,1.0,1.0,-0.0038321539759635925,-0.0038321539759635925,0.0,0.0,0.0,0.0,4.626752966853152,0.0,0.0
0,0,0,0,0.75,-0.25,0.5,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,0.2461678460240364,0.4961678460240364,0.5,0.25,-0.25,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,0.06471269301267121,0.0012520882422801956,0.2512520882422802,0.0466730073094368,0.06471262713482678,-0.018039685703234415,0.5858860478313064,0.6236367792772661,0.4494948387145996,0.4314552188892096,0.018039619825389985,0.4533269926905632,0.2926446463577235,1.3539944857692887,4.626752966853152,0.0875,0.0
0,0,0,0,0.75,0.0,-0.5,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,-0.0038321539759635925,-0.5038321539759636,-0.5,-0.5,0.0,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,0.3705746139746575,-0.0025041764845603913,-0.0025041764845603913,0.28866923600435257,0.37057453957817066,-0.08190537797030495,1.0656506260698753,1.5631709595879633,-0.7925013899803162,-0.8744066935541343,0.08190530357381809,0.7886692360043526,-0.5852891541188915,2.707988330286553,4.626752966853152,0.175,0.0
0,0,0,0,0.75,0.0,-0.25,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,-0.0038321539759635925,-0.2538321539759636,-0.25,-0.25,0.0,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,0.18528730698732876,-0.0012520882422801956,-0.0012520882422801956,0.16556421667337418,0.185287493661435,-0.019723090313954583,0.3267067611404059,0.39079324757297706,-0.41939637064933777,-0.4391196476373986,0.01972327698806081,0.4155642166733742,-0.29264472756931276,1.3539948615152502,4.626752966853152,0.0875,0.0
0,0,0,0,0.75,0.0,0.25,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,-0.0038321539759635925,0.2461678460240364,0.25,0.25,0.0,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,-0.18528730698732876,0.0012520882422801956,0.0012520882422801956,-0.2033269926905632,-0.18528737286517322,-0.018039685703234443,0.456407835385332,0.39079300757967383,0.4494948387145996,0.4314552188892096,0.018039619825389985,0.4533269926905632,0.2926446463577235,1.3539944857692887,4.626752966853152,0.0875,0.0
0,0,0,0,0.75,0.0,0.5,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,-0.0038321539759635925,0.4961678460240364,0.5,0.5,0.0,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,-0.3705746139746575,0.0025041764845603913,0.0025041764845603913,-0.43308155983686447,-0.37057454363412745,-0.06250694586220695,2.04093329383854,1.563171064291787,0.9292494058609009,0.8667423896581639,0.06250701620273702,0.9330815598368645,0.58528915684572,2.707988342902915,4.626752966853152,0.175,0.0
0,0,0,0,0.75,0.25,-0.5,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,-0.2538321539759636,-0.5038321539759636,-0.5,-0.25,0.25,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,-0.06471269301267121,-0.0012520882422801956,-0.2512520882422802,-0.08443578332662582,-0.06471250633856501,-0.01972309031395461,0.6715587206371425,0.6236366592719313,-0.41939637064933777,-0.4391196476373986,0.01972327698806081,0.4155642166733742,-0.29264472756931276,1.3539948615152502,4.626752966853152,0.0875,0.0
0,0,0,0,0.75,0.25,-0.25,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,-0.2538321539759636,-0.2538321539759636,-0.25,0.0,0.25,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,-0.25,0.0,-0.25,-0.25,-0.25,0.0,1.0,1.0,-0.0038321539759635925,-0.0038321539759635925,0.0,0.0,0.0,0.0,4.626752966853152,0.0,0.0
0,0,0,0,0.75,0.25,0.25,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,-0.2538321539759636,0.2461678460240364,0.25,0.5,0.25,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,-0.6205746139746575,0.0025041764845603913,-0.2474958235154396,-0.6830815598368645,-0.6205745436341275,-0.06250694586220695,4.941401319195071,4.097482861566425,0.9292494058609009,0.8667423896581639,0.06250701620273702,0.9330815598368645,0.58528915684572,2.707988342902915,4.626752966853152,0.175,0.0
0,0,0,0,0.75,0.25,0.5,0.6072884262632708,0.12099397266462067,-7.359981536869675e-05,1,-0.0038321539759635925,-0.2538321539759636,0.4961678460240364,0.5,0.75,0.25,0.8500000000000001,1.4874264001846313,0.7499134119819191,0.7025,-0.8058619209619864,0.003756264726840587,-0.2462437352731594,-0.9059991165995598,-0.8058619360811043,-0.1001371956375734,8.652069805235527,6.818604369658627,1.4021669626235962,1.3020297821051408,0.10013718051845544,1.4059991165995598,0.8779338163683328,4.061982889582894,4.626752966853152,0.26249999999999996,0.0
0,0,0,0,1.25,-0.25,-0.5,0.589507938094844,0.12099397266462067,-0.00014863014221178084,1,-0.0038321539759635925,0.2461678460240364,-0.5038321539759636,-0.5,-0.75,-0.25,0.8499999999999999,1.912351369857788,1.2498251410091628,0.7025000000000001,1.1789179169381403,-0.003756264726840596,0.2462437352731594,0.8778340294957161,1.178918161633423,-0.3010838874424242,8.509847608546782,14.757154676313434,-1.3816661834716797,-1.6827503156093866,0.3010841321377069,1.377834029495716,-0.8779339341589071,5.097870891149383,5.8066680108832225,0.26249999999999996,0.0
