prompt_id,family_id,arm,effect
qseq_a93c15d3bd75eaac,length_32_gap_16,selected,4.8280231952667236
qseq_f1e7863db1ae4fb2,length_32_gap_16,selected,2.6618059277534485
qseq_625e4cfa9fbf1d93,length_32_gap_16,selected,7.8433499336242676
qseq_952b77f9f4290094,length_32_gap_16,selected,7.493980884552002
qseq_39c551993a573680,length_32_gap_16,selected,2.7318787574768062
qseq_3280ac439bb2f618,length_32_gap_16,selected,1.5383396148681641
qseq_c185c1b1be0e8fad,length_32_gap_16,selected,6.7959737777709961
qseq_6c521bb5b73306c1,length_32_gap_16,selected,1.9752402305603027
qseq_00c33a4e5b865089,length_32_gap_16,selected,4.2873439788818359
qseq_5eabd6d5b37acc11,length_32_gap_16,selected,5.0402512550354004
qseq_606d17a6a3f60787,length_32_gap_16,selected,1.7113585472106934
qseq_5733f986245f09db,length_32_gap_16,selected,4.7420806884765625
qseq_bf32a881981146b5,length_32_gap_16,selected,2.2868490219116206
qseq_a2be7371aaf54678,length_32_gap_16,selected,5.409809947013855
qseq_237ce7b6e500f32b,length_32_gap_16,selected,4.7032012939453125
qseq_43d840d3aef617ce,length_32_gap_16,selected,3.452972412109375
qseq_8f19e6f4c64d4125,length_32_gap_16,selected,2.288421630859375
qseq_10d7f379d0640ba0,length_32_gap_16,selected,1.2857537269592283
qseq_a10615529fd4290e,length_32_gap_16,selected,1.8791778087615969
qseq_c34f9e8909446b19,length_32_gap_16,selected,4.712860107421875
qseq_2ec407819e534359,length_32_gap_16,selected,7.676253080368042
qseq_5e5003a89381e68e,length_32_gap_16,selected,1.4375340938568115
qseq_8e4ba0342eecaec8,length_32_gap_16,selected,4.7995395660400391
qseq_cb4b011c71250672,length_32_gap_16,selected,2.031275749206543
qseq_1e993ba599d3121e,length_32_gap_16,selected,2.159268856048584
qseq_c91a9a9a61777805,length_32_gap_16,selected,3.2565683126449585
qseq_186e69bfdfbd3386,length_32_gap_16,selected,4.8076705932617196
qseq_fba4112bae50be4c,length_32_gap_16,selected,3.8657462596893311
qseq_545afdfb330907ee,length_32_gap_16,selected,3.4486417770385742
qseq_b5001d2557a09b0c,length_32_gap_16,selected,3.8180580139160161
qseq_c12382a948da878c,length_32_gap_16,selected,5.9210104942321777
qseq_a89e32627a56756b,length_32_gap_16,selected,2.4038131237030029
qseq_9f88b9ffef87e1ef,length_32_gap_16,selected,7.542001485824585
qseq_06eca84756d011ea,length_32_gap_16,selected,3.9674764275550838
qseq_38b8ba794af7998b,length_32_gap_16,selected,3.9077627658843999
qseq_1a5e0bf6151c5f76,length_32_gap_16,selected,2.7761735916137691
qseq_113d4eb30e80f449,length_64_gap_8,selected,5.3617644309997559
qseq_2b39be398c67bab2,length_64_gap_8,selected,2.3397872447967529
qseq_30f17220f4146230,length_64_gap_8,selected,1.8437497615814209
qseq_92c8fe810f71cd5a,length_64_gap_8,selected,1.151106595993042
qseq_f1e10d8005286cc4,length_64_gap_8,selected,3.3121025562286377
qseq_26154f69facbda93,length_64_gap_8,selected,3.6809811592102046
qseq_7913f639d2da89a1,length_64_gap_8,selected,2.5933759212493896
qseq_3d3ba0138900152d,length_64_gap_8,selected,1.7172179222106934
qseq_14f3c077267960f1,length_64_gap_8,selected,3.0013473033905029
qseq_7f148e1659b24518,length_64_gap_8,selected,3.9131877422332768
qseq_4c4a77f38455dd02,length_64_gap_8,selected,2.7650666236877441
qseq_c531e82285bf8da0,length_64_gap_8,selected,2.1757760047912602
qseq_15e43477b508b0c5,length_64_gap_8,selected,5.4850292205810556
qseq_96ba7b8196886dac,length_64_gap_8,selected,2.268294095993042
qseq_0881c47fe958d19d,length_64_gap_8,selected,6.2941224575042725
qseq_24a4988a7c71f9ca,length_64_gap_8,selected,1.5491296052932739
qseq_649389517e8c37ea,length_64_gap_8,selected,3.3092145919799805
qseq_164440021952c6e9,length_64_gap_8,selected,2.3099677562713623
qseq_2f8c9b03a1fdf740,length_64_gap_8,selected,2.914351224899292
qseq_dd21ba13e7e2b67d,length_64_gap_8,selected,1.3872263431549072
qseq_e34ef1b0b0763307,length_64_gap_8,selected,2.5648078918457031
qseq_5e3f601fe70ec114,length_64_gap_8,selected,5.5736162662506095
qseq_f61df621dc4ad0b3,length_64_gap_8,selected,2.952197790145874
qseq_25d161b08202464e,length_64_gap_8,selected,1.7796533107757568
qseq_4ed88e326b8adb8b,length_64_gap_8,selected,2.4560518264770508
qseq_98d44e645a6350e8,length_64_gap_8,selected,2.178924560546875
qseq_bdc76e5e8d7d09c2,length_64_gap_8,selected,3.0779099464416504
qseq_fca62c0b8ba609bf,length_64_gap_8,selected,2.0785675048828125
qseq_d273025d0109ea09,length_64_gap_8,selected,1.1824321746826172
qseq_204d25795743bb6b,length_64_gap_8,selected,1.9587306976318359
qseq_515c998ba2d5ac5d,length_64_gap_8,selected,2.6834735870361328
qseq_71334dcef05f435f,length_64_gap_8,selected,4.6485414505004883
qseq_1e4ec8a411bca8ce,length_64_gap_8,selected,3.1346006393432617
qseq_11ba4dadc2005d77,length_64_gap_8,selected,1.3581376075744629
qseq_4b4f63862441a314,length_64_gap_8,selected,4.177405834197998
qseq_f9d228504e570178,length_64_gap_8,selected,2.4538784027099609
qseq_07eed7ae8088072a,length_64_gap_8,selected,6.5452585220336914
qseq_97a6210bf7dcc93c,length_64_gap_8,selected,1.9872715473175049
qseq_17e4cb30a27bc210,length_64_gap_8,selected,0.85013818740844715
qseq_9750fe8b80e8d265,length_64_gap_8,selected,2.6845645904541016
qseq_96eee1dee4ccbd3d,length_64_gap_8,selected,4.2569770812988281
qseq_60a9c0a9a0d672b9,length_64_gap_8,selected,2.4616937637329106
qseq_a8a1125d90871c36,length_64_gap_8,selected,2.5937495231628418
qseq_ae64b6e30bc6243d,length_64_gap_8,selected,2.265254020690918
qseq_04fc374551d0d2ec,length_64_gap_8,selected,2.890826940536499
qseq_e76e254b9b653126,length_64_gap_8,selected,1.2339094877243042
qseq_71ee0d11e232a177,length_64_gap_8,selected,2.4507007598876958
qseq_d8a097bd9d7c99a4,length_64_gap_8,selected,4.5197179317474365
qseq_95d2458e82dc658c,length_64_gap_8,selected,1.0550832748413086
qseq_8604db7cac90c074,length_64_gap_8,selected,1.6546390056610107
qseq_77813aea16db091d,length_64_gap_8,selected,3.4602208137512207
qseq_0f91cb2cce6f36f0,length_64_gap_8,selected,2.4209675788879395
qseq_7c7a0ba3e87eea6c,length_64_gap_8,selected,1.2353634834289553
qseq_8df8239eefa855c1,length_64_gap_8,selected,1.0255415439605713
qseq_00aced17b82866ca,length_64_gap_8,selected,2.7351922988891602
qseq_032e4d04ae9ff13f,length_64_gap_8,selected,2.131200790405273
qseq_c09bc9caf23c874b,length_64_gap_8,selected,3.7967259883880615
qseq_0390c900d04ec655,length_64_gap_8,selected,2.3706259727478027
qseq_82d92fdbed97e830,length_64_gap_8,selected,0.90536046028137196
qseq_17d142d9c9fa61a8,length_64_gap_8,selected,3.1784234046936035
qseq_09daa86ab457bd49,length_64_gap_8,selected,2.8891448974609371
qseq_c0d7ee653ccfea3f,length_64_gap_8,selected,3.4950978755950928
qseq_4eefd512b20bc82e,length_64_gap_8,selected,3.2669806480407715
qseq_2c60761d05c9b79d,length_64_gap_8,selected,2.4591801166534424
qseq_fc2dd2c31eb21e13,length_64_gap_16,selected,2.3569732904434204
qseq_55f0c18222945580,length_64_gap_16,selected,2.5945005416870122
qseq_286a7a2577a69043,length_64_gap_16,selected,1.9372129440307615
qseq_3501035fdf4b4775,length_64_gap_16,selected,2.6759672164916992
qseq_a2abbaea7ab2c606,length_64_gap_16,selected,6.8484160900115967
qseq_a45bdc57cf2a245a,length_64_gap_16,selected,4.056541919708252
qseq_92904e65be26d57d,length_64_gap_16,selected,1.6802716255187988
qseq_453134988d66ad6c,length_64_gap_16,selected,2.7498495578765869
qseq_44e9d619ca06465e,length_64_gap_16,selected,6.5536994934082031
qseq_f1fd9e587ec10af9,length_64_gap_16,selected,0.86396169662475575
qseq_48d14c6a595f0252,length_64_gap_16,selected,4.5185117721557617
qseq_07027b294fbb3fff,length_64_gap_16,selected,9.7702989578247088
qseq_bb41db5e7acf1e45,length_64_gap_16,selected,4.2251262664794922
qseq_447d26c86a20cdb1,length_64_gap_16,selected,5.8131229877471924
qseq_86b8cbe28bdb9474,length_64_gap_16,selected,2.7147927284240723
qseq_272cd57a429a87ae,length_64_gap_16,selected,5.9185185432434082
qseq_ad4c086ee10e62e1,length_64_gap_16,selected,2.371393203735352
qseq_f7181f80cd8b8879,length_64_gap_16,selected,1.4818928241729736
qseq_dd323dd859dd78bf,length_64_gap_16,selected,1.6872231960296633
qseq_6ad89e54fdc36a8c,length_64_gap_16,selected,3.907939195632935
qseq_36afdac01fa21e9a,length_64_gap_16,selected,5.212134838104248
qseq_88b9553c90eff862,length_64_gap_16,selected,7.8273048400878897
qseq_0527707524f75e8e,length_64_gap_16,selected,2.1812903881072998
qseq_17073681f00db52f,length_64_gap_16,selected,4.7449722290039054
qseq_abb1ccbdf1451f32,length_64_gap_16,selected,2.7580301761627202
qseq_626dd15215aaefbe,length_64_gap_16,selected,3.3244814872741695
qseq_3f5b2079552dd886,length_64_gap_16,selected,1.1037559509277344
qseq_b1881cc5f3e75a60,length_64_gap_16,selected,3.912621021270752
qseq_7c09e0c6707c9961,length_64_gap_16,selected,2.088432788848877
qseq_83de5ac9caf88eda,length_64_gap_16,selected,1.6976850032806396
qseq_d4c6cacf26bc8532,length_64_gap_16,selected,3.478118896484375
qseq_0c7975bec4099348,length_64_gap_16,selected,2.7463865280151367
qseq_6119b39ade273288,length_64_gap_16,selected,1.7425272464752195
qseq_9dc40d1a49a14790,length_64_gap_16,selected,0.95436596870422363
qseq_92af7bf5ddf0820f,length_64_gap_16,selected,3.6843280792236328
qseq_1df0d8f6ba9a46f9,length_64_gap_16,selected,4.0527209043502808
qseq_f2ffc68c98e1a032,length_64_gap_16,selected,4.4559845924377441
qseq_9894ee0ad330a618,length_64_gap_16,selected,8.6539814472198486
qseq_d17305be4807fa57,length_64_gap_16,selected,6.3782768249511719
qseq_d7c98a85eae27daf,length_64_gap_16,selected,4.627556324005127
qseq_fe0b19f7d3f6026c,length_64_gap_16,selected,2.2134389877319336
qseq_affac3c9bcccc5fd,length_64_gap_16,selected,2.0349075794219966
qseq_93f9d33c3015930e,length_64_gap_16,selected,4.2701716423034668
qseq_512591c1956b1c23,length_64_gap_16,selected,8.0393896102905256
qseq_9b29b2505ce8d558,length_64_gap_16,selected,0.53833532333374023
qseq_cd3dfbb0177e73c7,length_64_gap_16,selected,4.3688645362854004
qseq_4ba0aca1cc673ab4,length_64_gap_16,selected,4.4518890380859375
qseq_7d18daf2b292ae17,length_64_gap_16,selected,6.3416860103607178
qseq_b44ffe3c7a02186a,length_64_gap_16,selected,4.1185786724090576
qseq_10b8ecd77d286a8b,length_64_gap_16,selected,7.1930356025695801
qseq_20141a647277e685,length_64_gap_16,selected,6.7853399515151978
qseq_245f00a16fdc42ab,length_64_gap_16,selected,1.1917891502380371
qseq_78a52463316ab637,length_64_gap_16,selected,5.9432845115661612
qseq_02db87e95444a4fb,length_64_gap_16,selected,3.4710993766784668
qseq_9d9505f21a9750c7,length_64_gap_16,selected,3.8803379535675049
qseq_f8dcb3bf560d84b2,length_64_gap_16,selected,5.840144157409668
qseq_15f7f10f712fc19f,length_64_gap_16,selected,4.3029707074165344
qseq_9f149ba56d71c880,length_64_gap_16,selected,3.011759757995605
qseq_15eba0729d060190,length_64_gap_16,selected,3.50959712266922
qseq_5ab33b1e0f81a8b8,length_64_gap_16,selected,2.2020750045776367
qseq_b89bda75de3befa4,length_64_gap_16,selected,5.1891227960586548
qseq_fe34a8fbc05e0848,length_64_gap_16,selected,3.4566240310668945
qseq_a3492020a6b9f0d7,length_64_gap_16,selected,3.7289648056030273
qseq_a7737e9eae87c5b3,length_64_gap_16,selected,4.7629531621932975
qseq_20d84938c3ec3dc4,length_32_gap_8,control,-0.14708948135375971
qseq_59a61a4ecc55ea15,length_32_gap_8,control,0.71458339691162098
qseq_31237421f3e8fb73,length_32_gap_8,control,-0.17661285400390619
qseq_db51bc7a8ce2bdc9,length_32_gap_8,control,-0.038221359252929597
qseq_255b180c5f28b7b1,length_32_gap_8,control,0.87176179885864247
qseq_1c4677283f4ddd38,length_32_gap_8,control,0.1872553825378418
qseq_f7e61a8c16cb0bc2,length_32_gap_8,control,1.382232666015625
qseq_67a3ef5387ab6eca,length_32_gap_8,control,-0.1962666511535644
qseq_7e2b133ba97b8dce,length_32_gap_8,control,-0.073246002197265597
qseq_950af0df43357e44,length_32_gap_8,control,0.56267166137695312
qseq_74ed97927d986956,length_32_gap_8,control,0.0262236595153808
qseq_87afc113ff384c6d,length_32_gap_8,control,0.063000679016113198
qseq_2a1a536b5de4cf84,length_32_gap_8,control,-0.17799520492553711
qseq_63682190c380ff47,length_32_gap_8,control,1.0058083534240725
qseq_6cd4ec537ca76518,length_32_gap_8,control,0.2247700691223144
qseq_a9ea8585d9a3c7f1,length_32_gap_8,control,-0.013314247131347601
qseq_11741601f9bfa578,length_32_gap_8,control,1.0019569396972656
qseq_22a648f6472d4674,length_32_gap_8,control,0.33124208450317377
qseq_a88503e9abfb0d77,length_32_gap_8,control,0.28813266754150391
qseq_3ac95bf0de6f1790,length_32_gap_8,control,0.73931443691253662
qseq_81860bc02f0fb157,length_32_gap_8,control,0.1112661361694335
qseq_c3c978d14fde62e1,length_32_gap_8,control,0.29694652557373041
qseq_54e32c4912938dbc,length_32_gap_8,control,0.085582256317138602
qseq_db9cc61c16a077a0,length_32_gap_8,control,0.031013488769531201
qseq_88cc5ee4f2c1aee5,length_32_gap_8,control,-0.1065974235534668
qseq_233e7deb7facb2d3,length_32_gap_8,control,-0.023572921752929601
qseq_d39f95bd596f6631,length_32_gap_8,control,-0.59444403648376465
qseq_3722357b53a5dc31,length_32_gap_8,control,0.17292213439941401
qseq_1fad909cfec0bc31,length_32_gap_8,control,0.32957792282104492
qseq_fb081f0f4fed1e4a,length_32_gap_8,control,-0.0621018409729003
qseq_cfa290f91e756400,length_32_gap_8,control,-0.2348918914794921
qseq_f8c0f781f4c949d8,length_32_gap_8,control,0.58479762077331543
qseq_8ac75402182e3000,length_32_gap_8,control,-0.1720507144927978
qseq_4d0c2bcc7fd5efd9,length_32_gap_8,control,0.2450642585754394
qseq_1ac3e646d5b1a53b,length_32_gap_8,control,0.57801604270935047
qseq_da502db63aa53069,length_32_gap_8,control,-0.2921228408813476
qseq_2afb1901a35bc7e4,length_32_gap_8,control,-0.19304561614990229
qseq_ca9c1c54e5e581ab,length_32_gap_8,control,0.14089059829711911
qseq_00ed603bd5ff1e0f,length_32_gap_8,control,0.32323348522186268
qseq_6b8de9991cf2ccf0,length_32_gap_8,control,-0.14108943939208979
qseq_5fc0c2647c795de0,length_32_gap_8,control,-0.16201877593994141
qseq_2ed16ad0822e1aa9,length_32_gap_8,control,0.065857887268066406
qseq_c90fbe0d78789bdf,length_32_gap_8,control,0.13082027435302729
qseq_265dbb128691c4ea,length_32_gap_8,control,0.34816741943359369
qseq_74f97f9f309af75a,length_32_gap_8,control,0.17599678039550781
qseq_5fae35a4e32931ac,length_32_gap_8,control,0.1450171470642089
qseq_1607504492823f9b,length_32_gap_8,control,0.52347850799560536
qseq_515c6d1a3124f890,length_32_gap_8,control,-0.091532707214355399
qseq_91148b6cc5bccdd2,length_32_gap_8,control,0.51736927032470703
qseq_65d0ab00219d2c21,length_32_gap_8,control,0.052632331848144497
qseq_712af6cd95e56e10,length_32_gap_8,control,0.047200202941894497
qseq_c2368bbd0e7be1e6,length_32_gap_8,control,0.0154953002929687
qseq_94595c58ff11bc3c,length_32_gap_8,control,0.073337554931640597
qseq_22463e75f2e88311,length_32_gap_8,control,-0.14575314521789551
qseq_c9d5935b86e922bb,length_32_gap_8,control,0.0625
qseq_041fbec7259fe37b,length_32_gap_8,control,-0.061511516571044901
qseq_0f456dc928177364,length_32_gap_8,control,0.19784736633300781
qseq_f7c35de3d1ed3dd4,length_32_gap_8,control,0.280120849609375
qseq_fc6cbdd98e626237,length_32_gap_8,control,0.26169204711914062
qseq_283b7aef68bf4713,length_32_gap_8,control,0.24133157730102531
qseq_878b4243e0fd2299,length_32_gap_8,control,0.2498755455017089
qseq_f273063a59bc269c,length_32_gap_8,control,-0.010568618774414
qseq_c857772dff50b7c9,length_32_gap_8,control,0.021869659423828101
qseq_a4034c146d2097b6,length_32_gap_8,control,-0.54419326782226562
qseq_6a43aad004f55b84,length_32_gap_16,control,0.28123116493225092
qseq_22435d1498b5a005,length_32_gap_16,control,0.2317237854003906
qseq_4c036622e19d9d6b,length_32_gap_16,control,-0.031853675842285101
qseq_d6641034d0be8342,length_32_gap_16,control,1.0565330982208252
qseq_595210b1f60a1357,length_32_gap_16,control,0.28399085998535151
qseq_c263909a3e8b90c4,length_32_gap_16,control,0.66263961791992176
qseq_0e8875dd88aee451,length_32_gap_16,control,-0.057872295379638602
qseq_896b3a4912ea8622,length_32_gap_16,control,-0.0042896270751953004
qseq_9b64a3becfbd762f,length_32_gap_16,control,0.33065700531005848
qseq_ed3677b086344f78,length_32_gap_16,control,-0.1183042526245117
qseq_7c4ccb738db6c43f,length_32_gap_16,control,-0.093567848205566406
qseq_4bcc669cfbe06aec,length_32_gap_16,control,-0.048536300659179597
qseq_d655cbb1b1d0f52c,length_32_gap_16,control,-0.14840888977050781
qseq_beba677c00f54b18,length_32_gap_16,control,0.065090894699096596
qseq_c8ef42ef0f8a2c5c,length_32_gap_16,control,-0.41403579711914062
qseq_2ec97ed8227e5716,length_32_gap_16,control,-0.015641689300537099
qseq_e03ad6b0311fe221,length_32_gap_16,control,0.015223503112792899
qseq_fda70a568a1c98df,length_32_gap_16,control,0.50121212005615234
qseq_40814c5fcde637d1,length_32_gap_16,control,0.20830440521240229
qseq_1d773709596e952f,length_32_gap_16,control,0.058819770812988198
qseq_f517d71e2721b8d3,length_32_gap_16,control,-0.0931744575500488
qseq_9905ed5dd15abc87,length_32_gap_16,control,-0.1609649658203125
qseq_bd6635d4c2d7b033,length_32_gap_16,control,0.1407356262207031
qseq_db0d2b08247a10b5,length_32_gap_16,control,0.16733312606811521
qseq_16c88b045e1b06b4,length_32_gap_16,control,0.15909767150878901
qseq_586dc731c8417e51,length_32_gap_16,control,0.16816997528076169
qseq_4c40443a70c944b5,length_32_gap_16,control,-0.054506301879882799
qseq_5bd8107efa3918f2,length_32_gap_16,control,-0.2884755134582519
qseq_a93c15d3bd75eaac,length_32_gap_16,control,-0.093685150146484306
qseq_f1e7863db1ae4fb2,length_32_gap_16,control,-0.012851238250732399
qseq_625e4cfa9fbf1d93,length_32_gap_16,control,0.28353595733642573
qseq_952b77f9f4290094,length_32_gap_16,control,-0.31549739837646479
qseq_39c551993a573680,length_32_gap_16,control,0.016948699951171799
qseq_3280ac439bb2f618,length_32_gap_16,control,0.1255474090576171
qseq_c185c1b1be0e8fad,length_32_gap_16,control,-0.0624527931213378
qseq_6c521bb5b73306c1,length_32_gap_16,control,0.31142997741699208
qseq_00c33a4e5b865089,length_32_gap_16,control,-0.96866655349731445
qseq_5eabd6d5b37acc11,length_32_gap_16,control,-0.71053504943847645
qseq_606d17a6a3f60787,length_32_gap_16,control,-0.044300079345703097
qseq_5733f986245f09db,length_32_gap_16,control,0.091451644897460896
qseq_bf32a881981146b5,length_32_gap_16,control,-0.27691078186035151
qseq_a2be7371aaf54678,length_32_gap_16,control,-0.34310770034790028
qseq_237ce7b6e500f32b,length_32_gap_16,control,-0.031275749206542899
qseq_43d840d3aef617ce,length_32_gap_16,control,-0.024405479431152299
qseq_8f19e6f4c64d4125,length_32_gap_16,control,-0.12548828125
qseq_10d7f379d0640ba0,length_32_gap_16,control,-0.0013446807861327999
qseq_a10615529fd4290e,length_32_gap_16,control,0.029793262481689401
qseq_c34f9e8909446b19,length_32_gap_16,control,-0.13300704956054679
qseq_2ec407819e534359,length_32_gap_16,control,0.71083450317382812
qseq_5e5003a89381e68e,length_32_gap_16,control,0.25000143051147461
qseq_8e4ba0342eecaec8,length_32_gap_16,control,0.13060665130615229
qseq_cb4b011c71250672,length_32_gap_16,control,0.28125
qseq_1e993ba599d3121e,length_32_gap_16,control,0.29734659194946278
qseq_c91a9a9a61777805,length_32_gap_16,control,-0.25786948204040522
qseq_186e69bfdfbd3386,length_32_gap_16,control,0.34067487716674799
qseq_fba4112bae50be4c,length_32_gap_16,control,0.55998992919921875
qseq_545afdfb330907ee,length_32_gap_16,control,0.001622200012207
qseq_b5001d2557a09b0c,length_32_gap_16,control,0.27654266357421869
qseq_c12382a948da878c,length_32_gap_16,control,0.25087738037109369
qseq_a89e32627a56756b,length_32_gap_16,control,-0.0202021598815917
qseq_9f88b9ffef87e1ef,length_32_gap_16,control,1.1073169708251951
qseq_06eca84756d011ea,length_32_gap_16,control,-0.12870240211486811
qseq_38b8ba794af7998b,length_32_gap_16,control,0.49194908142089838
qseq_1a5e0bf6151c5f76,length_32_gap_16,control,-0.1028833389282226
