measurement_budget,reference,candidate,repetition,oracle_regret_reduction,absolute_error_reduction,within_tolerance_improvement
160,additive_head,count_plus_all_bin4,2,0.1220127122476697,0.1220127122476697,0.225
160,additive_head,count_plus_all_bin4,3,0.08028906378895044,0.08028906378895044,0.1
160,additive_head,count_plus_all_bin4,4,0.0628416758030653,0.0628416758030653,0.125
160,additive_head,count_plus_all_bin4,5,0.02301752045750618,0.02301752045750618,0.0
160,additive_head,count_plus_all_bin4,6,0.06751231960952282,0.06751231960952282,0.025
160,additive_head,count_plus_all_bin4,7,0.11418627835810184,0.11418627835810184,0.175
160,additive_head,count_plus_all_bin4,8,0.058305455558002,0.058305455558002,0.125
160,additive_head,count_plus_all_bin4,9,0.16345318742096424,0.16345318742096424,0.175
160,additive_head,count_plus_all_bin4,10,0.06222970727831125,0.06222970727831125,0.15
160,additive_head,count_plus_all_bin4,11,0.1632856760174036,0.1632856760174036,0.075
160,additive_head,count_plus_all_bin4,12,0.014704223722219467,0.014704223722219467,-0.15
160,additive_head,count_plus_all_bin4,13,0.18397365640848876,0.18397365640848876,0.075
160,additive_head,count_plus_all_bin4,14,0.17300780285149814,0.17300780285149814,0.2
160,additive_head,count_plus_all_bin4,15,0.20086036063730717,0.20086036063730717,0.125
160,additive_head,count_plus_all_bin4,16,0.10900966096669436,0.10900966096669436,0.3
160,additive_head,count_plus_all_bin4,17,0.0329272473230958,0.0329272473230958,0.1
160,additive_head,count_plus_all_bin4,18,0.12235933747142554,0.12235933747142554,0.1
160,additive_head,count_plus_all_bin4,19,0.14692786540836095,0.14692786540836095,0.2
160,additive_head,count_plus_all_bin4,20,0.08249349743127823,0.08249349743127823,0.05
160,additive_head,count_plus_all_bin4,21,0.09446363169699908,0.09446363169699908,0.225
160,additive_head,count_plus_all_bin4,22,0.10523706432431937,0.10523706432431937,0.15
160,additive_head,count_plus_all_bin4,23,0.18668778687715532,0.18668778687715532,0.375
160,additive_head,count_plus_all_bin4,24,0.03889414165169001,0.03889414165169001,-0.05
160,additive_head,count_plus_all_bin4,25,0.04804174602031708,0.04804174602031708,0.0
160,additive_head,count_plus_all_bin4,26,0.09418306741863489,0.09418306741863489,0.15
160,additive_head,count_plus_all_bin4,27,0.11598610877990723,0.11598610877990723,0.05
160,additive_head,count_plus_all_bin4,28,0.08760833609849214,0.08760833609849214,0.1
160,additive_head,count_plus_all_bin4,29,0.028924490697681902,0.028924490697681902,0.025
160,count_additive,count_plus_PE_bin4,0,-0.00026235990226268767,-0.00026235990226268767,-0.075
160,count_additive,count_plus_PE_bin4,1,0.11849892735481263,0.11849892735481263,0.175
160,count_additive,count_plus_PE_bin4,2,0.0459848053753376,0.0459848053753376,0.15
160,count_additive,count_plus_PE_bin4,3,0.0843155786395073,0.0843155786395073,0.15
160,count_additive,count_plus_PE_bin4,4,-0.028233191557228567,-0.028233191557228567,-0.075
160,count_additive,count_plus_PE_bin4,5,0.009725018218159676,0.009725018218159676,0.0
160,count_additive,count_plus_PE_bin4,6,0.1026954010128975,0.1026954010128975,0.15
160,count_additive,count_plus_PE_bin4,7,0.014685639925301076,0.014685639925301076,-0.05
160,count_additive,count_plus_PE_bin4,8,0.020302736014127732,0.020302736014127732,0.075
160,count_additive,count_plus_PE_bin4,9,0.017077437601983547,0.017077437601983547,0.1
160,count_additive,count_plus_PE_bin4,10,0.10331432074308396,0.10331432074308396,0.125
160,count_additive,count_plus_PE_bin4,11,0.08923875074833632,0.08923875074833632,0.075
160,count_additive,count_plus_PE_bin4,12,0.14743160232901573,0.14743160232901573,0.275
160,count_additive,count_plus_PE_bin4,13,0.10315631851553916,0.10315631851553916,-0.025
160,count_additive,count_plus_PE_bin4,14,0.06035363879054785,0.06035363879054785,0.125
160,count_additive,count_plus_PE_bin4,15,-0.04037970434874296,-0.04037970434874296,-0.15
160,count_additive,count_plus_PE_bin4,16,0.06250961311161518,0.06250961311161518,0.15
160,count_additive,count_plus_PE_bin4,17,-0.019716708362102507,-0.019716708362102507,0.025
160,count_additive,count_plus_PE_bin4,18,0.10394855346530676,0.10394855346530676,0.125
160,count_additive,count_plus_PE_bin4,19,0.178539676964283,0.178539676964283,0.325
160,count_additive,count_plus_PE_bin4,20,0.0667492363601923,0.0667492363601923,0.025
160,count_additive,count_plus_PE_bin4,21,0.053256993927061555,0.053256993927061555,0.05
160,count_additive,count_plus_PE_bin4,22,0.10588371977210045,0.10588371977210045,0.15
160,count_additive,count_plus_PE_bin4,23,0.13794096168130637,0.13794096168130637,0.325
160,count_additive,count_plus_PE_bin4,24,0.023871973901987076,0.023871973901987076,0.025
160,count_additive,count_plus_PE_bin4,25,0.05127279609441757,0.05127279609441757,-0.075
160,count_additive,count_plus_PE_bin4,26,0.14174957275390626,0.14174957275390626,0.225
160,count_additive,count_plus_PE_bin4,27,0.1119304271414876,0.1119304271414876,0.075
160,count_additive,count_plus_PE_bin4,28,0.11610221229493618,0.11610221229493618,0.175
160,count_additive,count_plus_PE_bin4,29,0.0574399808421731,0.0574399808421731,0.075
160,count_additive,count_plus_all_bin4,0,0.047751428373157975,0.047751428373157975,-0.025
160,count_additive,count_plus_all_bin4,1,0.08881298489868641,0.08881298489868641,0.15
160,count_additive,count_plus_all_bin4,2,0.06723391395062209,0.06723391395062209,0.175
160,count_additive,count_plus_all_bin4,3,0.08567713629454374,0.08567713629454374,0.125
160,count_additive,count_plus_all_bin4,4,0.01402041595429182,0.01402041595429182,-0.025
160,count_additive,count_plus_all_bin4,5,0.008091728948056699,0.008091728948056699,-0.05
160,count_additive,count_plus_all_bin4,6,0.1307006010785699,0.1307006010785699,0.075
160,count_additive,count_plus_all_bin4,7,0.08355157487094403,0.08355157487094403,0.05
160,count_additive,count_plus_all_bin4,8,0.02508132141083479,0.02508132141083479,0.1
160,count_additive,count_plus_all_bin4,9,0.11098266392946243,0.11098266392946243,0.075
160,count_additive,count_plus_all_bin4,10,0.09083389174193143,0.09083389174193143,0.175
160,count_additive,count_plus_all_bin4,11,0.18537457585334777,0.18537457585334777,0.2
160,count_additive,count_plus_all_bin4,12,0.12224114798009396,0.12224114798009396,0.15
160,count_additive,count_plus_all_bin4,13,0.20991520658135415,0.20991520658135415,0.1
160,count_additive,count_plus_all_bin4,14,0.1728734912350774,0.1728734912350774,0.25
160,count_additive,count_plus_all_bin4,15,0.0968272490426898,0.0968272490426898,0.05
160,count_additive,count_plus_all_bin4,16,0.08499712366610765,0.08499712366610765,0.2
160,count_additive,count_plus_all_bin4,17,0.0029651684686541556,0.0029651684686541556,0.125
160,count_additive,count_plus_all_bin4,18,0.11159217245876789,0.11159217245876789,0.05
160,count_additive,count_plus_all_bin4,19,0.1866170147433877,0.1866170147433877,0.35
160,count_additive,count_plus_all_bin4,20,0.06898604780435562,0.06898604780435562,-0.025
160,count_additive,count_plus_all_bin4,21,0.1459235854446888,0.1459235854446888,0.2
160,count_additive,count_plus_all_bin4,22,0.13596315123140812,0.13596315123140812,0.1
160,count_additive,count_plus_all_bin4,23,0.16465720590204,0.16465720590204,0.425
160,count_additive,count_plus_all_bin4,24,0.009320146404206753,0.009320146404206753,-0.125
160,count_additive,count_plus_all_bin4,25,0.07896658349782229,0.07896658349782229,-0.025
160,count_additive,count_plus_all_bin4,26,0.12588534783571959,0.12588534783571959,0.225
160,count_additive,count_plus_all_bin4,27,0.17509712129831315,0.17509712129831315,0.1
160,count_additive,count_plus_all_bin4,28,0.12683771904557944,0.12683771904557944,0.15
160,count_additive,count_plus_all_bin4,29,0.06429663263261318,0.06429663263261318,0.075
20,additive_head,count_plus_PE_bin4,0,-0.12921072021126748,-0.12921072021126748,-0.05
20,additive_head,count_plus_PE_bin4,1,-0.09220885895192624,-0.09220885895192624,-0.125
20,additive_head,count_plus_PE_bin4,2,-0.259384324029088,-0.259384324029088,-0.15
20,additive_head,count_plus_PE_bin4,3,-0.070033248513937,-0.070033248513937,-0.075
20,additive_head,count_plus_PE_bin4,4,-0.1785558821633458,-0.1785558821633458,-0.125
20,additive_head,count_plus_PE_bin4,5,-0.09261182546615601,-0.09261182546615601,-0.075
20,additive_head,count_plus_PE_bin4,6,-0.1304502349346876,-0.1304502349346876,-0.025
20,additive_head,count_plus_PE_bin4,7,-0.04296953361481428,-0.04296953361481428,-0.025
20,additive_head,count_plus_PE_bin4,8,-0.13579638060182334,-0.13579638060182334,-0.075
20,additive_head,count_plus_PE_bin4,9,-0.10255320910364389,-0.10255320910364389,-0.1
20,additive_head,count_plus_PE_bin4,10,-0.2646287282928824,-0.2646287282928824,0.025
20,additive_head,count_plus_PE_bin4,11,-0.09216148052364588,-0.09216148052364588,-0.1
20,additive_head,count_plus_PE_bin4,12,-0.0819329371675849,-0.0819329371675849,-0.15
20,additive_head,count_plus_PE_bin4,13,0.10087037291377783,0.10087037291377783,0.025
20,additive_head,count_plus_PE_bin4,14,-0.3038403341546655,-0.3038403341546655,-0.1
20,additive_head,count_plus_PE_bin4,15,-0.5408107034862042,-0.5408107034862042,-0.175
20,additive_head,count_plus_PE_bin4,16,-0.11663180477917194,-0.11663180477917194,-0.225
20,additive_head,count_plus_PE_bin4,17,0.12449252512305975,0.12449252512305975,-0.1
20,additive_head,count_plus_PE_bin4,18,-0.2525680374354124,-0.2525680374354124,-0.2
20,additive_head,count_plus_PE_bin4,19,-0.21966122966259718,-0.21966122966259718,-0.175
20,additive_head,count_plus_PE_bin4,20,-0.22509753964841367,-0.22509753964841367,-0.15
20,additive_head,count_plus_PE_bin4,21,-0.06950622256845236,-0.06950622256845236,-0.1
20,additive_head,count_plus_PE_bin4,22,0.06788121387362481,0.06788121387362481,0.075
20,additive_head,count_plus_PE_bin4,23,-0.16792845912277699,-0.16792845912277699,-0.05
20,additive_head,count_plus_PE_bin4,24,-0.16882895026355982,-0.16882895026355982,-0.1
20,additive_head,count_plus_PE_bin4,25,0.08477432299405337,0.08477432299405337,0.1
20,additive_head,count_plus_PE_bin4,26,-0.15873378086835147,-0.15873378086835147,-0.075
20,additive_head,count_plus_PE_bin4,27,0.11943912748247384,0.11943912748247384,0.125
20,additive_head,count_plus_PE_bin4,28,-0.3592716595157981,-0.3592716595157981,-0.15
20,additive_head,count_plus_PE_bin4,29,-0.26067498195916416,-0.26067498195916416,-0.1
20,additive_head,count_plus_all_bin4,0,-0.010424122400581836,-0.010424122400581836,0.0
20,additive_head,count_plus_all_bin4,1,0.02618785835802555,0.02618785835802555,0.05
20,additive_head,count_plus_all_bin4,2,-0.033661285415291786,-0.033661285415291786,-0.05
20,additive_head,count_plus_all_bin4,3,-0.024150871299207212,-0.024150871299207212,0.1
20,additive_head,count_plus_all_bin4,4,-0.1933920979499817,-0.1933920979499817,-0.025
20,additive_head,count_plus_all_bin4,5,-0.03465741164982319,-0.03465741164982319,-0.075
20,additive_head,count_plus_all_bin4,6,0.07918165810406208,0.07918165810406208,0.0
20,additive_head,count_plus_all_bin4,7,-0.016280151344835757,-0.016280151344835757,0.05
20,additive_head,count_plus_all_bin4,8,0.10010539069771766,0.10010539069771766,0.0
20,additive_head,count_plus_all_bin4,9,-0.07601822596043348,-0.07601822596043348,-0.1
20,additive_head,count_plus_all_bin4,10,-0.12602118048816918,-0.12602118048816918,0.0
20,additive_head,count_plus_all_bin4,11,-0.06359035223722458,-0.06359035223722458,0.05
20,additive_head,count_plus_all_bin4,12,-0.032535677589476106,-0.032535677589476106,-0.025
20,additive_head,count_plus_all_bin4,13,0.11968662310391665,0.11968662310391665,0.075
20,additive_head,count_plus_all_bin4,14,-0.17529930938035249,-0.17529930938035249,-0.075
20,additive_head,count_plus_all_bin4,15,-0.21789625473320484,-0.21789625473320484,-0.15
20,additive_head,count_plus_all_bin4,16,-0.0831327574327588,-0.0831327574327588,-0.225
20,additive_head,count_plus_all_bin4,17,0.3093319671228528,0.3093319671228528,0.05
20,additive_head,count_plus_all_bin4,18,-0.21165636144578456,-0.21165636144578456,-0.2
20,additive_head,count_plus_all_bin4,19,-0.1720561284571886,-0.1720561284571886,-0.05
20,additive_head,count_plus_all_bin4,20,-0.14339500274509193,-0.14339500274509193,-0.125
20,additive_head,count_plus_all_bin4,21,-0.004670472070574761,-0.004670472070574761,0.025
20,additive_head,count_plus_all_bin4,22,0.2050889553502202,0.2050889553502202,0.1
20,additive_head,count_plus_all_bin4,23,-0.07650688663125038,-0.07650688663125038,0.025
20,additive_head,count_plus_all_bin4,24,-0.08399116471409798,-0.08399116471409798,-0.1
20,additive_head,count_plus_all_bin4,25,0.20365316029638053,0.20365316029638053,0.2
20,additive_head,count_plus_all_bin4,26,-0.17548319716006516,-0.17548319716006516,-0.025
20,additive_head,count_plus_all_bin4,27,0.1680934304371476,0.1680934304371476,0.125
20,additive_head,count_plus_all_bin4,28,-0.027511673606932165,-0.027511673606932165,-0.125
20,additive_head,count_plus_all_bin4,29,-0.009192577376961709,-0.009192577376961709,0.025
20,count_additive,count_plus_PE_bin4,0,0.05389241259545088,0.05389241259545088,0.1
20,count_additive,count_plus_PE_bin4,1,0.12765312809497117,0.12765312809497117,0.025
20,count_additive,count_plus_PE_bin4,2,-0.061436467058956626,-0.061436467058956626,-0.05
20,count_additive,count_plus_PE_bin4,3,0.3785987667739391,0.3785987667739391,0.05
20,count_additive,count_plus_PE_bin4,4,0.36190177481621505,0.36190177481621505,0.125
20,count_additive,count_plus_PE_bin4,5,0.1689281277358532,0.1689281277358532,0.0
20,count_additive,count_plus_PE_bin4,6,0.49575706142932174,0.49575706142932174,0.175
20,count_additive,count_plus_PE_bin4,7,0.20499214343726635,0.20499214343726635,0.15
20,count_additive,count_plus_PE_bin4,8,0.04988309852778912,0.04988309852778912,0.05
20,count_additive,count_plus_PE_bin4,9,0.039166091196239,0.039166091196239,-0.025
20,count_additive,count_plus_PE_bin4,10,-0.15549945514649152,-0.15549945514649152,0.025
20,count_additive,count_plus_PE_bin4,11,0.21364223752170802,0.21364223752170802,0.025
20,count_additive,count_plus_PE_bin4,12,0.18572695087641478,0.18572695087641478,0.05
20,count_additive,count_plus_PE_bin4,13,0.5210594860836864,0.5210594860836864,0.1
20,count_additive,count_plus_PE_bin4,14,0.31976835485547783,0.31976835485547783,0.1
20,count_additive,count_plus_PE_bin4,15,-0.09704582318663597,-0.09704582318663597,0.1
20,count_additive,count_plus_PE_bin4,16,0.4158335953950882,0.4158335953950882,0.225
20,count_additive,count_plus_PE_bin4,17,0.3732040474191308,0.3732040474191308,-0.025
20,count_additive,count_plus_PE_bin4,18,0.08392919655889272,0.08392919655889272,-0.05
20,count_additive,count_plus_PE_bin4,19,0.10773850157856942,0.10773850157856942,0.025
20,count_additive,count_plus_PE_bin4,20,0.22008153311908246,0.22008153311908246,0.025
20,count_additive,count_plus_PE_bin4,21,0.3569052007049322,0.3569052007049322,-0.05
20,count_additive,count_plus_PE_bin4,22,0.2574806695804,0.2574806695804,0.075
20,count_additive,count_plus_PE_bin4,23,0.4051904523745179,0.4051904523745179,0.175
20,count_additive,count_plus_PE_bin4,24,0.23570521492511035,0.23570521492511035,0.05
20,count_additive,count_plus_PE_bin4,25,0.1672613274306059,0.1672613274306059,0.075
20,count_additive,count_plus_PE_bin4,26,0.20476776268333197,0.20476776268333197,0.05
20,count_additive,count_plus_PE_bin4,27,0.4829563595354557,0.4829563595354557,0.175
20,count_additive,count_plus_PE_bin4,28,0.1349998926743865,0.1349998926743865,0.025
20,count_additive,count_plus_PE_bin4,29,-0.09029111973941326,-0.09029111973941326,-0.05
20,count_additive,count_plus_all_bin4,0,0.1726790104061365,0.1726790104061365,0.15
20,count_additive,count_plus_all_bin4,1,0.24604984540492297,0.24604984540492297,0.2
20,count_additive,count_plus_all_bin4,2,0.1642865715548396,0.1642865715548396,0.05
20,count_additive,count_plus_all_bin4,3,0.42448114398866893,0.42448114398866893,0.225
20,count_additive,count_plus_all_bin4,4,0.34706555902957914,0.34706555902957914,0.225
20,count_additive,count_plus_all_bin4,5,0.226882541552186,0.226882541552186,0.0
20,count_additive,count_plus_all_bin4,6,0.7053889544680715,0.7053889544680715,0.2
20,count_additive,count_plus_all_bin4,7,0.23168152570724487,0.23168152570724487,0.225
20,count_additive,count_plus_all_bin4,8,0.2857848698273301,0.2857848698273301,0.125
20,count_additive,count_plus_all_bin4,9,0.06570107433944941,0.06570107433944941,-0.025
20,count_additive,count_plus_all_bin4,10,-0.016891907341778277,-0.016891907341778277,0.0
20,count_additive,count_plus_all_bin4,11,0.2422133658081293,0.2422133658081293,0.175
20,count_additive,count_plus_all_bin4,12,0.23512421045452356,0.23512421045452356,0.175
20,count_additive,count_plus_all_bin4,13,0.5398757362738251,0.5398757362738251,0.15
20,count_additive,count_plus_all_bin4,14,0.4483093796297908,0.4483093796297908,0.125
20,count_additive,count_plus_all_bin4,15,0.22586862556636333,0.22586862556636333,0.125
20,count_additive,count_plus_all_bin4,16,0.4493326427415013,0.4493326427415013,0.225
20,count_additive,count_plus_all_bin4,17,0.5580434894189239,0.5580434894189239,0.125
20,count_additive,count_plus_all_bin4,18,0.12484087254852057,0.12484087254852057,-0.05
20,count_additive,count_plus_all_bin4,19,0.155343602783978,0.155343602783978,0.15
20,count_additive,count_plus_all_bin4,20,0.3017840700224042,0.3017840700224042,0.05
20,count_additive,count_plus_all_bin4,21,0.4217409512028098,0.4217409512028098,0.075
20,count_additive,count_plus_all_bin4,22,0.39468841105699537,0.39468841105699537,0.1
20,count_additive,count_plus_all_bin4,23,0.4966120248660445,0.4966120248660445,0.25
20,count_additive,count_plus_all_bin4,24,0.3205430004745722,0.3205430004745722,0.05
20,count_additive,count_plus_all_bin4,25,0.286140164732933,0.286140164732933,0.175
20,count_additive,count_plus_all_bin4,26,0.18801834639161824,0.18801834639161824,0.1
20,count_additive,count_plus_all_bin4,27,0.5316106624901294,0.5316106624901294,0.175
20,count_additive,count_plus_all_bin4,28,0.4667598785832524,0.4667598785832524,0.05
20,count_additive,count_plus_all_bin4,29,0.16119128484278916,0.16119128484278916,0.075
40,additive_head,count_plus_PE_bin4,0,0.032145284488797186,0.032145284488797186,0.05
40,additive_head,count_plus_PE_bin4,1,-0.011906723491847515,-0.011906723491847515,0.05
40,additive_head,count_plus_PE_bin4,2,-0.035001165792346,-0.035001165792346,0.0
40,additive_head,count_plus_PE_bin4,3,-0.033514061756432054,-0.033514061756432054,-0.075
40,additive_head,count_plus_PE_bin4,4,0.054034732095897195,0.054034732095897195,0.075
40,additive_head,count_plus_PE_bin4,5,0.009689918905496597,0.009689918905496597,0.1
40,additive_head,count_plus_PE_bin4,6,0.01718484126031399,0.01718484126031399,-0.1
40,additive_head,count_plus_PE_bin4,7,0.10025345627218485,0.10025345627218485,0.125
40,additive_head,count_plus_PE_bin4,8,-0.016360153816640376,-0.016360153816640376,0.05
40,additive_head,count_plus_PE_bin4,9,-0.023495917208492756,-0.023495917208492756,-0.15
40,additive_head,count_plus_PE_bin4,10,-0.10117282830178738,-0.10117282830178738,-0.025
40,additive_head,count_plus_PE_bin4,11,-0.04813870396465063,-0.04813870396465063,-0.15
40,additive_head,count_plus_PE_bin4,12,0.007272924482822418,0.007272924482822418,-0.025
40,additive_head,count_plus_PE_bin4,13,0.0982696482911706,0.0982696482911706,0.025
40,additive_head,count_plus_PE_bin4,14,-0.007139765471220016,-0.007139765471220016,0.0
40,additive_head,count_plus_PE_bin4,15,-0.0399927917867899,-0.0399927917867899,-0.075
40,additive_head,count_plus_PE_bin4,16,-0.06266920305788518,-0.06266920305788518,-0.05
40,additive_head,count_plus_PE_bin4,17,0.10530646201223134,0.10530646201223134,0.1
40,additive_head,count_plus_PE_bin4,18,-0.021177662163972856,-0.021177662163972856,-0.225
40,additive_head,count_plus_PE_bin4,19,0.09748980812728406,0.09748980812728406,0.125
40,additive_head,count_plus_PE_bin4,20,0.09535803701728582,0.09535803701728582,-0.025
40,additive_head,count_plus_PE_bin4,21,0.07893129102885724,0.07893129102885724,0.1
40,additive_head,count_plus_PE_bin4,22,-0.007422604970633984,-0.007422604970633984,-0.05
40,additive_head,count_plus_PE_bin4,23,-0.0030975455418229105,-0.0030975455418229105,-0.075
40,additive_head,count_plus_PE_bin4,24,-0.006159557588398456,-0.006159557588398456,0.025
40,additive_head,count_plus_PE_bin4,25,0.09667200893163681,0.09667200893163681,0.125
40,additive_head,count_plus_PE_bin4,26,0.08118273541331292,0.08118273541331292,0.1
40,additive_head,count_plus_PE_bin4,27,-0.0864052850753069,-0.0864052850753069,0.0
40,additive_head,count_plus_PE_bin4,28,-0.05358707755804062,-0.05358707755804062,0.05
40,additive_head,count_plus_PE_bin4,29,0.009085691720247268,0.009085691720247268,0.025
40,additive_head,count_plus_all_bin4,0,-0.09463537968695164,-0.09463537968695164,0.0
40,additive_head,count_plus_all_bin4,1,-0.010516143590211868,-0.010516143590211868,0.0
40,additive_head,count_plus_all_bin4,2,-0.19937267806380987,-0.19937267806380987,-0.25
40,additive_head,count_plus_all_bin4,3,-0.07213649190962315,-0.07213649190962315,-0.1
40,additive_head,count_plus_all_bin4,4,-0.06996749695390463,-0.06996749695390463,0.05
40,additive_head,count_plus_all_bin4,5,-0.25342530105262995,-0.25342530105262995,-0.025
40,additive_head,count_plus_all_bin4,6,-0.04111138097941876,-0.04111138097941876,-0.05
40,additive_head,count_plus_all_bin4,7,0.07524939719587564,0.07524939719587564,0.0
40,additive_head,count_plus_all_bin4,8,-0.09973295480012893,-0.09973295480012893,0.125
40,additive_head,count_plus_all_bin4,9,-0.07029726952314377,-0.07029726952314377,-0.025
40,additive_head,count_plus_all_bin4,10,-0.16607004273682832,-0.16607004273682832,0.025
40,additive_head,count_plus_all_bin4,11,-0.17616014759987592,-0.17616014759987592,-0.125
40,additive_head,count_plus_all_bin4,12,0.04478968139737845,0.04478968139737845,0.15
40,additive_head,count_plus_all_bin4,13,0.02580002397298813,0.02580002397298813,-0.05
40,additive_head,count_plus_all_bin4,14,-0.06700051072984933,-0.06700051072984933,-0.075
40,additive_head,count_plus_all_bin4,15,-0.0026960624381899834,-0.0026960624381899834,0.1
40,additive_head,count_plus_all_bin4,16,-0.13582147769629954,-0.13582147769629954,-0.1
40,additive_head,count_plus_all_bin4,17,-0.01367065478116274,-0.01367065478116274,0.075
40,additive_head,count_plus_all_bin4,18,-0.05795635413378477,-0.05795635413378477,-0.125
40,additive_head,count_plus_all_bin4,19,0.03852882999926806,0.03852882999926806,0.1
40,additive_head,count_plus_all_bin4,20,-0.08102733921259642,-0.08102733921259642,-0.05
40,additive_head,count_plus_all_bin4,21,0.04099049046635628,0.04099049046635628,0.175
40,additive_head,count_plus_all_bin4,22,-0.04346163086593151,-0.04346163086593151,-0.075
40,additive_head,count_plus_all_bin4,23,0.04267310928553343,0.04267310928553343,0.075
40,additive_head,count_plus_all_bin4,24,-0.16724991090595723,-0.16724991090595723,0.0
40,additive_head,count_plus_all_bin4,25,0.07360546961426735,0.07360546961426735,0.15
40,additive_head,count_plus_all_bin4,26,-0.07715244740247726,-0.07715244740247726,-0.1
40,additive_head,count_plus_all_bin4,27,-0.07932858392596245,-0.07932858392596245,0.0
40,additive_head,count_plus_all_bin4,28,-0.08518855310976506,-0.08518855310976506,0.05
40,additive_head,count_plus_all_bin4,29,-0.2153500521555543,-0.2153500521555543,-0.1
40,count_additive,count_plus_PE_bin4,0,0.21205697897821665,0.21205697897821665,0.075
40,count_additive,count_plus_PE_bin4,1,0.08232460133731365,0.08232460133731365,0.175
40,count_additive,count_plus_PE_bin4,2,0.0799632715061307,0.0799632715061307,0.175
40,count_additive,count_plus_PE_bin4,3,0.09230938013643027,0.09230938013643027,0.0
40,count_additive,count_plus_PE_bin4,4,0.177031940408051,0.177031940408051,0.15
40,count_additive,count_plus_PE_bin4,5,0.1074276402592659,0.1074276402592659,0.1
40,count_additive,count_plus_PE_bin4,6,0.13808009792119263,0.13808009792119263,-0.025
40,count_additive,count_plus_PE_bin4,7,0.08104337193071842,0.08104337193071842,0.075
40,count_additive,count_plus_PE_bin4,8,-0.04704898614436388,-0.04704898614436388,-0.075
40,count_additive,count_plus_PE_bin4,9,0.044356361217796805,0.044356361217796805,0.0
40,count_additive,count_plus_PE_bin4,10,-0.04057490117847919,-0.04057490117847919,-0.05
40,count_additive,count_plus_PE_bin4,11,-0.0630998931825161,-0.0630998931825161,-0.075
40,count_additive,count_plus_PE_bin4,12,0.04581521414220333,0.04581521414220333,-0.075
40,count_additive,count_plus_PE_bin4,13,0.1538491040468216,0.1538491040468216,0.075
40,count_additive,count_plus_PE_bin4,14,0.10660420376807452,0.10660420376807452,0.025
40,count_additive,count_plus_PE_bin4,15,0.0580010712146759,0.0580010712146759,0.025
40,count_additive,count_plus_PE_bin4,16,-0.04589510392397642,-0.04589510392397642,-0.075
40,count_additive,count_plus_PE_bin4,17,0.19566066432744264,0.19566066432744264,0.1
40,count_additive,count_plus_PE_bin4,18,0.03259730655699968,0.03259730655699968,-0.075
40,count_additive,count_plus_PE_bin4,19,0.12212810404598713,0.12212810404598713,0.25
