prompt_id,family_id,candidate_margin,candidate_correct,top1_correct,target_nll,target_token_id,candidate_predicted_token_id,predicted_token_id,candidate_logits_finite
qseq_e5dc3c833d234f0e,length_32_gap_16,11.813443183898926,True,True,1.114642858505249,117315,117315,117315,True
qseq_e6d261cea1e472c2,length_32_gap_16,5.0461435317993164,True,False,10.036294937133789,148090,148090,31338,True
qseq_25c2e08d2b99203c,length_32_gap_16,9.0971899032592773,True,False,5.816464900970459,96199,96199,90525,True
qseq_f2ca4750ffe923f6,length_32_gap_16,5.7845892906188965,True,False,3.0625472068786621,1929,1929,13164,True
qseq_bb30451304f9a6a9,length_32_gap_16,9.3814773559570312,True,False,4.448277473449707,123180,123180,13344,True
qseq_5d3f1fbcc050c4e2,length_32_gap_16,10.456913948059082,True,True,1.2655801773071289,120803,120803,120803,True
qseq_9154c934ae21fb26,length_32_gap_16,7.8371391296386719,True,False,4.4449467658996582,100336,100336,198,True
qseq_0a47865125dced54,length_32_gap_16,6.0005741119384766,True,False,4.9832916259765625,80976,80976,12,True
qseq_f52d044ff594b319,length_32_gap_16,6.575157642364502,True,False,4.3775291442871094,24859,24859,220,True
qseq_e0c4e37bf32dcf75,length_32_gap_16,3.4031820297241211,True,False,7.0649209022521973,108075,108075,82,True
qseq_af7432e981e93b5b,length_32_gap_16,11.155478477478027,True,False,4.279973030090332,53586,53586,142898,True
qseq_97ad09374facd769,length_32_gap_16,10.889915466308594,True,False,4.218111515045166,27509,27509,884,True
qseq_cb0a76017dd365fd,length_32_gap_16,8.0923337936401367,True,True,2.9245908260345459,102783,102783,102783,True
qseq_b47b8784a241b1c6,length_32_gap_16,6.4118905067443848,True,True,1.1921592950820923,64811,64811,64811,True
qseq_71989a8488caaf51,length_32_gap_16,8.3705806732177734,True,True,4.0163664817810059,120332,120332,120332,True
qseq_f90f74e2c4b2e636,length_32_gap_16,6.6971230506896973,True,True,4.4566607475280762,119960,119960,119960,True
qseq_860aee082fa5c026,length_32_gap_16,12.077322006225586,True,True,1.6612634658813477,100967,100967,100967,True
qseq_91b8f5f091952138,length_32_gap_16,4.990267276763916,True,False,7.3084707260131836,144883,144883,3667,True
qseq_cb97131f4d3343a9,length_32_gap_16,6.0063753128051758,True,False,5.3219547271728516,81424,81424,220,True
qseq_64b9db2349041966,length_32_gap_16,3.9119973182678223,True,False,5.0268769264221191,61112,61112,220,True
qseq_a69aa91ea490c597,length_32_gap_16,8.426701545715332,True,True,4.1046972274780273,97794,97794,97794,True
qseq_0100115daa28e659,length_32_gap_16,1.9318791627883911,True,False,8.8288679122924805,89697,89697,220,True
qseq_da9b5b00ca231223,length_32_gap_16,6.7946691513061523,True,False,5.1282124519348145,42207,42207,66778,True
qseq_58265ff84f2e13ec,length_32_gap_16,9.1135873794555664,True,False,2.8051126003265381,25514,25514,14,True
qseq_fd6771f165c2af63,length_32_gap_16,6.0186314582824707,True,False,5.5394449234008789,100209,100209,220,True
qseq_b1838c6c55f608f0,length_32_gap_16,1.9764640331268311,True,False,8.3343648910522461,83586,83586,17877,True
qseq_e25e8eb763c44bf0,length_32_gap_16,4.9540920257568359,True,False,7.2626752853393555,106858,106858,198,True
qseq_ae8824c8ea18aad2,length_64_gap_8,4.0130796432495117,True,False,8.7611274719238281,20101,20101,220,True
qseq_08f9ce9d39a177fd,length_64_gap_8,1.5538632869720459,True,False,9.1493301391601562,129135,129135,220,True
qseq_ba25b4ff9ce603ef,length_64_gap_8,5.7279467582702637,True,False,4.9040989875793457,10293,10293,220,True
qseq_b3bceb123fa7d5ec,length_64_gap_8,8.33526611328125,True,True,3.8401861190795898,138057,138057,138057,True
qseq_877a57b96470756d,length_64_gap_8,4.7593965530395508,True,False,6.9865546226501465,52132,52132,334,True
qseq_b9d7f1fa875c99d0,length_64_gap_8,2.3145463466644287,True,False,10.567879676818848,135394,135394,82,True
qseq_bb4fb9cca082c2c4,length_64_gap_8,5.4763393402099609,True,False,6.0848379135131836,13920,13920,220,True
qseq_2e120598408758c4,length_64_gap_8,5.4332938194274902,True,False,6.3220529556274414,112170,112170,15767,True
qseq_a237a9dead0da3a2,length_64_gap_8,12.002847671508789,True,True,3.968289852142334,119622,119622,119622,True
qseq_9bfff1444e5aa0a3,length_64_gap_8,9.8125228881835938,True,False,3.791511058807373,42525,42525,14,True
qseq_5a4c13304ee86daa,length_64_gap_8,2.5111000537872314,True,False,8.7827119827270508,97868,97868,220,True
qseq_68ced4907f269429,length_64_gap_8,6.6655588150024414,True,False,6.2746968269348145,79084,79084,82,True
qseq_d1bdba28f544d799,length_64_gap_8,5.2670984268188477,True,False,8.6208677291870117,41318,41318,8,True
qseq_063eb8887368d26c,length_64_gap_8,5.367673397064209,True,False,8.6571331024169922,15121,15121,67,True
qseq_a6fe7bfa518f271c,length_64_gap_8,6.5159611701965332,True,True,4.5989775657653809,46342,46342,46342,True
qseq_83fa597528c2de6a,length_64_gap_8,4.5395421981811523,True,False,7.1461830139160156,49575,49575,220,True
qseq_031905dc8fd98f3b,length_64_gap_8,6.922396183013916,True,False,5.9694557189941406,136943,136943,220,True
qseq_853e6addf4e8aedb,length_64_gap_8,2.7450790405273438,True,False,8.3702983856201172,116870,116870,39855,True
qseq_77f253831b6a921d,length_64_gap_8,6.5763716697692871,True,False,6.2485313415527344,9056,9056,198,True
qseq_a36a53dd705cb575,length_64_gap_8,3.1396095752716064,True,False,5.436790943145752,91875,91875,220,True
qseq_b9f3d5d09a009161,length_64_gap_8,7.1261196136474609,True,False,5.0925660133361816,96854,96854,220,True
qseq_c72c75f0a2b40676,length_64_gap_8,6.5917387008666992,True,False,5.3560805320739746,41060,41060,82,True
qseq_429ffa184d06abdb,length_64_gap_8,3.0574519634246826,True,False,8.6960411071777344,107683,107683,198,True
qseq_b528fbc842f7a168,length_64_gap_8,11.432259559631348,True,True,1.5424089431762695,11337,11337,11337,True
qseq_dc084949a5577394,length_64_gap_8,8.3536262512207031,True,False,3.5853147506713867,17335,17335,13,True
qseq_7bbd2c793e6ab09b,length_64_gap_8,3.3612565994262695,True,False,9.5885391235351562,85152,85152,220,True
qseq_50512cdd143f6f80,length_64_gap_8,2.8017635345458984,True,False,7.9584794044494629,5999,5999,398,True
qseq_04953cdb1b1280f7,length_64_gap_8,4.4514684677124023,True,False,10.319787979125977,133216,133216,23364,True
qseq_e4f9a2a7954effd8,length_64_gap_8,7.8564481735229492,True,True,3.5697016716003418,34230,34230,34230,True
qseq_07b0e9db340f7815,length_64_gap_8,8.2504196166992188,True,True,3.0882534980773926,114262,114262,114262,True
qseq_d474cf6afee38e15,length_64_gap_8,5.6595945358276367,True,False,7.7103500366210938,10920,10920,81,True
qseq_133832395b8803fb,length_64_gap_8,7.3377823829650879,True,True,3.4144439697265625,28551,28551,28551,True
qseq_71ad6d4ee2b16136,length_64_gap_8,6.9257736206054688,True,False,6.1692047119140625,101666,101666,10176,True
qseq_b78113a569273d84,length_64_gap_8,9.3575239181518555,True,False,5.0449914932250977,106904,106904,220,True
qseq_59f8cb7819ab3e75,length_64_gap_8,8.5022010803222656,True,False,7.161217212677002,31893,31893,8,True
qseq_0b4a8f97b612b0fa,length_64_gap_8,4.5702590942382812,True,False,8.0731344223022461,117163,117163,220,True
qseq_00111061ca67072f,length_64_gap_8,5.1105194091796875,True,False,7.1273760795593262,20037,20037,220,True
qseq_5c3f05d5830454fa,length_64_gap_8,9.4207763671875,True,False,4.4408226013183594,26807,26807,1283,True
qseq_fd96a8ea36b3a775,length_64_gap_8,5.8756008148193359,True,False,6.9656023979187012,65538,65538,15767,True
qseq_bb3537b51fbc06d3,length_64_gap_8,9.0377016067504883,True,True,2.9517228603363037,118767,118767,118767,True
qseq_0ba42ff2de22ba4a,length_64_gap_8,3.2905721664428711,True,False,7.6727137565612793,80548,80548,335,True
qseq_ef90ba166747da2b,length_64_gap_8,4.5274982452392578,True,False,5.6455330848693848,3393,3393,220,True
qseq_6c14e7d81b1d1179,length_64_gap_8,10.590005874633789,True,True,2.854278564453125,27792,27792,27792,True
qseq_fab97a3922bc5882,length_64_gap_8,6.0810108184814453,True,False,5.4811773300170898,129685,129685,124837,True
qseq_c4443cd01b10c3b3,length_64_gap_8,4.8266925811767578,True,False,7.4493269920349121,82830,82830,220,True
qseq_bde349300082738e,length_64_gap_8,7.2822170257568359,True,False,6.7262864112854004,134481,134481,15767,True
qseq_5a6b42cdb8dc31b0,length_64_gap_8,6.5545892715454102,True,True,3.8162524700164795,39300,39300,39300,True
qseq_fb68b5f2b762325b,length_64_gap_8,3.8065094947814941,True,False,9.7781620025634766,53080,53080,220,True
qseq_b59515605c42bc5b,length_64_gap_8,7.565671443939209,True,False,4.8700895309448242,36124,36124,220,True
qseq_72f3ed64c9f631c3,length_64_gap_8,6.9664216041564941,True,False,6.4542465209960938,108858,108858,100655,True
qseq_c013d4029a88cca1,length_64_gap_8,9.9139385223388672,True,True,2.7565476894378662,40313,40313,40313,True
qseq_485a89f456fb35f5,length_64_gap_8,4.733849048614502,True,False,6.5296850204467773,12451,12451,9053,True
qseq_a91215a8af73161b,length_64_gap_8,2.4005026817321777,True,False,9.8738918304443359,101819,101819,13,True
qseq_301600dd7c0c60ff,length_64_gap_8,2.6073682308197021,True,False,8.3697900772094727,81329,81329,220,True
qseq_0e9b7f4446e6a781,length_64_gap_8,7.9697675704956055,True,False,3.9902510643005371,45690,45690,85,True
qseq_d5db7873b204763f,length_64_gap_8,6.3800945281982422,True,False,4.7966980934143066,95033,95033,49588,True
qseq_606cdd73320d8cfb,length_64_gap_8,10.929178237915039,True,True,2.7362778186798096,98722,98722,98722,True
qseq_e0e3da22c79bd2be,length_64_gap_8,6.5633573532104492,True,False,7.0428280830383301,6442,6442,82,True
qseq_308ebfb788f9e5b3,length_64_gap_8,10.123649597167969,True,False,4.0733613967895508,55931,55931,14,True
qseq_3cd28202caa2cc6d,length_64_gap_8,2.8231985569000244,True,False,6.4007453918457031,42411,42411,220,True
qseq_bfd7e4e7f8ec7535,length_64_gap_8,4.6519122123718262,True,False,8.1632633209228516,73877,73877,220,True
qseq_149c9b3f9158929c,length_64_gap_8,3.4329760074615479,True,False,9.0120677947998047,134006,134006,220,True
qseq_b27cf7ba143e26d1,length_64_gap_8,2.1379885673522949,True,False,10.760101318359375,119958,119958,33576,True
qseq_1ec658904ccd0255,length_64_gap_8,2.1271352767944336,True,False,7.4405622482299805,58578,58578,220,True
qseq_1430d7820b9bfe9c,length_64_gap_16,3.1765074729919434,True,False,6.7367982864379883,54698,54698,82,True
qseq_6cab91b2e919d54b,length_64_gap_16,7.5219011306762695,True,False,4.5362205505371094,54612,54612,62,True
qseq_b63f1866d95c4fc3,length_64_gap_16,4.1023178100585938,True,False,7.029747486114502,47448,47448,17587,True
qseq_35b5f1e0035f9647,length_64_gap_16,6.1598443984985352,True,False,5.1366205215454102,63634,63634,11,True
qseq_6013a683296527e7,length_64_gap_16,8.7871847152709961,True,True,2.5626513957977295,10688,10688,10688,True
qseq_c86819fcdc03e7ac,length_64_gap_16,2.0278422832489014,True,False,8.8688182830810547,140684,140684,220,True
qseq_c1e95f14fe34f7d9,length_64_gap_16,6.1278519630432129,True,False,8.8112201690673828,42915,42915,220,True
qseq_71f90d3bdb66cca6,length_64_gap_16,11.556797981262207,True,True,1.46860671043396,101350,101350,101350,True
qseq_9df99be82ec07a58,length_64_gap_16,8.298553466796875,True,False,5.8240351676940918,148448,148448,34434,True
qseq_f62f25ed707226fa,length_64_gap_16,6.430938720703125,True,False,8.4896316528320312,86999,86999,220,True
qseq_927873227de42566,length_64_gap_16,5.9526734352111816,True,False,7.0927152633666992,27593,27593,13,True
qseq_ea6a4d8222ac0ecc,length_64_gap_16,2.3578269481658936,True,False,10.610761642456055,90186,90186,220,True
qseq_7ae63a86e3f463e2,length_64_gap_16,11.406655311584473,True,False,2.8811330795288086,111846,111846,16530,True
qseq_1cc22b45e046b5f0,length_64_gap_16,5.7597432136535645,True,True,4.7631464004516602,31302,31302,31302,True
qseq_ec68d3be8a47c745,length_64_gap_16,6.04351806640625,True,False,4.381800651550293,45063,45063,220,True
qseq_2ff31c8171de0258,length_64_gap_16,10.063020706176758,True,False,3.589838981628418,79665,79665,62,True
qseq_fd8f1d657982d446,length_64_gap_16,7.0660972595214844,True,False,5.9252681732177734,24226,24226,8,True
qseq_555e8743c33fb128,length_64_gap_16,7.8962178230285645,True,False,5.0778961181640625,13795,13795,220,True
qseq_c9ef1325647308a9,length_64_gap_16,10.616573333740234,True,False,3.7302937507629395,12854,12854,28,True
qseq_7e6f150cfe73e27f,length_64_gap_16,2.9851770401000977,True,False,7.0266819000244141,59778,59778,82,True
qseq_be3941806adfe7fb,length_64_gap_16,3.3012979030609131,True,False,8.1101150512695312,140067,140067,68172,True
qseq_1f27dea5a1423aaa,length_64_gap_16,4.6122922897338867,True,False,6.2692723274230957,82415,82415,220,True
qseq_9e84bd6057f414f1,length_64_gap_16,3.5100173950195312,True,False,6.1384954452514648,117477,117477,82,True
qseq_246ee89984874f24,length_64_gap_16,2.62567138671875,True,False,8.921320915222168,53097,53097,928,True
qseq_5eebb2cd9fc91853,length_64_gap_16,3.0045197010040283,True,False,8.4963779449462891,51057,51057,82,True
qseq_19ab9649ec1e9bf4,length_64_gap_16,7.0485477447509766,True,False,8.3232870101928711,127802,127802,132558,True
qseq_a791a0b615f9ce82,length_64_gap_16,7.9527888298034668,True,True,3.4030900001525879,30093,30093,30093,True
qseq_baaca84d1e2b4f15,length_64_gap_16,7.1682858467102051,True,False,6.5272464752197266,87125,87125,14,True
qseq_0a5c7134a2ee110d,length_64_gap_16,4.1061997413635254,True,False,9.665318489074707,119315,119315,13146,True
qseq_735adff49e60172b,length_64_gap_16,2.240833044052124,True,False,9.0025997161865234,67600,67600,220,True
qseq_2532af12e740b460,length_64_gap_16,3.9390654563903809,True,False,7.7462000846862793,107683,107683,8,True
qseq_dbfdfa3c3d4e0fd4,length_64_gap_16,10.524319648742676,True,False,2.6317358016967773,30622,30622,454,True
qseq_9c430b0afb6f555c,length_64_gap_16,6.8121728897094727,True,False,5.9172859191894531,146736,146736,82,True
qseq_0f8760518808ff11,length_64_gap_16,2.0905098915100098,True,False,8.7473697662353516,50462,50462,220,True
qseq_f11635608811c276,length_64_gap_16,6.8415083885192871,True,False,4.955204963684082,77045,77045,19655,True
qseq_ec7a48f824197560,length_64_gap_16,2.0925631523132324,True,False,10.227489471435547,81901,81901,82,True
qseq_cf93f853ed2aec25,length_64_gap_16,8.9843769073486328,True,False,5.0007905960083008,40478,40478,220,True
qseq_bf0cbb2580fc3b1b,length_64_gap_16,2.2029376029968262,True,False,10.890796661376953,144883,144883,76,True
qseq_558bee34d052f1e0,length_64_gap_16,8.6577548980712891,True,False,7.5463247299194336,12584,12584,320,True
qseq_140c8e6ce228e60b,length_64_gap_16,4.8448653221130371,True,False,8.4924507141113281,42380,42380,220,True
qseq_72be6fd870ec4fc1,length_64_gap_16,2.0526168346405029,True,False,10.353195190429688,54669,54669,220,True
qseq_4e1009eb44a8a8ed,length_64_gap_16,7.022641658782959,True,False,6.1481466293334961,115039,115039,9370,True
qseq_3e42716412d7d3aa,length_64_gap_16,6.4637594223022461,True,False,5.4017233848571777,2636,2636,71,True
qseq_9979e8e85e5c2aca,length_64_gap_16,2.7487623691558838,True,False,8.1226987838745117,130128,130128,15952,True
qseq_e8cca88ae0d87f0c,length_64_gap_16,5.6666436195373535,True,True,3.3489480018615723,99223,99223,99223,True
qseq_9781392e7d1432f4,length_64_gap_16,3.7020919322967529,True,False,8.3748989105224609,41532,41532,220,True
qseq_938a531f5d49ae9f,length_64_gap_16,3.8994283676147461,True,False,7.2402381896972656,37750,37750,64,True
qseq_f87a934cb65c9c3f,length_64_gap_16,8.5562763214111328,True,False,4.5753970146179199,20497,20497,315,True
qseq_f64413997792a575,length_64_gap_16,10.628211975097656,True,False,3.2169971466064453,51412,51412,10,True
qseq_43a72a2ed7c2f4ea,length_64_gap_16,12.785079002380371,True,True,0.75496119260787964,69129,69129,69129,True
qseq_7d739324409fd6d1,length_64_gap_16,3.4299097061157227,True,False,8.6343584060668945,107810,107810,334,True
qseq_8b2a954502efad88,length_64_gap_16,5.024817943572998,True,False,4.5621252059936523,21808,21808,14,True
