selector,target,pool_id,selected_mask_id,selected_is_noop,actual_target_loss,oracle_target_loss,regret
natural_mean,0.86343068687710911,qpool_3bc403a0734a65bf,qmask_cbd8bcbf0db11c8c,False,0.65201222961013627,0.65201222961013627,0
transformed_mean,0.86343068687710911,qpool_3bc403a0734a65bf,qmask_cbd8bcbf0db11c8c,False,0.65201222961013627,0.65201222961013627,0
direct_risk,0.86343068687710911,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,False,0.51658195553318365,0.51658195553318365,0
exact_noop,0.86343068687710911,qpool_4da0243bdf72a6cd,analytic_noop,True,0.86343068687710911,0.51658195553318365,0.34684873134392546
natural_mean,0.86343068687710911,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,False,0.51658195553318365,0.51658195553318365,0
transformed_mean,0.86343068687710911,qpool_4da0243bdf72a6cd,qmask_58d4e1dd95e5c5b0,False,1.0100330451209629,0.51658195553318365,0.49345108958777928
direct_risk,0.86343068687710911,qpool_59fb93108c625f9c,qmask_af3070b33fa6727a,False,0.55082300278763796,0.55082300278763796,0
exact_noop,0.86343068687710911,qpool_59fb93108c625f9c,analytic_noop,True,0.86343068687710911,0.55082300278763796,0.31260768408947115
natural_mean,0.86343068687710911,qpool_59fb93108c625f9c,qmask_03e03e6bad3167c1,False,0.66528349370946671,0.55082300278763796,0.11446049092182875
transformed_mean,0.86343068687710911,qpool_59fb93108c625f9c,qmask_03e03e6bad3167c1,False,0.66528349370946671,0.55082300278763796,0.11446049092182875
direct_risk,0.86343068687710911,qpool_6c9ad557921d1966,qmask_5febbac13cd7abee,False,0.54589395496896032,0.54589395496896032,0
exact_noop,0.86343068687710911,qpool_6c9ad557921d1966,analytic_noop,True,0.86343068687710911,0.54589395496896032,0.31753673190814879
natural_mean,0.86343068687710911,qpool_6c9ad557921d1966,qmask_3b86e07f9bac3525,False,0.64126454772667785,0.54589395496896032,0.095370592757717532
transformed_mean,0.86343068687710911,qpool_6c9ad557921d1966,qmask_5febbac13cd7abee,False,0.54589395496896032,0.54589395496896032,0
direct_risk,0.86343068687710911,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,False,0.54184549290675932,0.54184549290675932,0
exact_noop,0.86343068687710911,qpool_70bc91001fd21361,analytic_noop,True,0.86343068687710911,0.54184549290675932,0.32158519397034979
natural_mean,0.86343068687710911,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,False,0.54184549290675932,0.54184549290675932,0
transformed_mean,0.86343068687710911,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,False,0.54184549290675932,0.54184549290675932,0
direct_risk,0.86343068687710911,qpool_7d29cbb2adc90870,qmask_fac74048988e3cbb,False,0.63044453324846472,0.63044453324846472,0
exact_noop,0.86343068687710911,qpool_7d29cbb2adc90870,analytic_noop,True,0.86343068687710911,0.63044453324846472,0.23298615362864439
natural_mean,0.86343068687710911,qpool_7d29cbb2adc90870,qmask_95e119f889d86d43,False,0.95891116539451104,0.63044453324846472,0.32846663214604632
transformed_mean,0.86343068687710911,qpool_7d29cbb2adc90870,qmask_95e119f889d86d43,False,0.95891116539451104,0.63044453324846472,0.32846663214604632
direct_risk,0.86343068687710911,qpool_a6ffe2b653ce5a24,qmask_d350d740bff94567,False,0.59170391927500532,0.59170391927500532,0
exact_noop,0.86343068687710911,qpool_a6ffe2b653ce5a24,analytic_noop,True,0.86343068687710911,0.59170391927500532,0.27172676760210379
natural_mean,0.86343068687710911,qpool_a6ffe2b653ce5a24,qmask_c7c095a611af1783,False,0.7754829390132727,0.59170391927500532,0.18377901973826738
transformed_mean,0.86343068687710911,qpool_a6ffe2b653ce5a24,qmask_c7c095a611af1783,False,0.7754829390132727,0.59170391927500532,0.18377901973826738
direct_risk,0.86343068687710911,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,False,0.64731038615127545,0.64731038615127545,0
exact_noop,0.86343068687710911,qpool_bace2709926cfaee,analytic_noop,True,0.86343068687710911,0.64731038615127545,0.21612030072583366
natural_mean,0.86343068687710911,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,False,0.64731038615127545,0.64731038615127545,0
transformed_mean,0.86343068687710911,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,False,0.64731038615127545,0.64731038615127545,0
direct_risk,0.86343068687710911,qpool_c519138426e50658,qmask_ecc5bb9003043fc6,False,0.4550087971888388,0.4550087971888388,0
exact_noop,0.86343068687710911,qpool_c519138426e50658,analytic_noop,True,0.86343068687710911,0.4550087971888388,0.40842188968827031
natural_mean,0.86343068687710911,qpool_c519138426e50658,qmask_b0e252c8a061a875,False,0.66329880010744091,0.4550087971888388,0.20829000291860211
transformed_mean,0.86343068687710911,qpool_c519138426e50658,qmask_b0e252c8a061a875,False,0.66329880010744091,0.4550087971888388,0.20829000291860211
direct_risk,0.86343068687710911,qpool_e3bc02cdca185ab2,qmask_30f1d2fade2e7178,False,0.7090489045222057,0.7090489045222057,0
exact_noop,0.86343068687710911,qpool_e3bc02cdca185ab2,analytic_noop,True,0.86343068687710911,0.7090489045222057,0.15438178235490341
natural_mean,0.86343068687710911,qpool_e3bc02cdca185ab2,qmask_ece46f8d3d79b53f,False,0.83176480455449564,0.7090489045222057,0.12271590003228994
transformed_mean,0.86343068687710911,qpool_e3bc02cdca185ab2,qmask_ece46f8d3d79b53f,False,0.83176480455449564,0.7090489045222057,0.12271590003228994
direct_risk,0.86343068687710911,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,False,0.6025459779684752,0.6025459779684752,0
exact_noop,0.86343068687710911,qpool_ff721276bd560c43,analytic_noop,True,0.86343068687710911,0.6025459779684752,0.26088470890863391
natural_mean,0.86343068687710911,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,False,0.6025459779684752,0.6025459779684752,0
transformed_mean,0.86343068687710911,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,False,0.6025459779684752,0.6025459779684752,0
direct_risk,1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_04e99e00df510b89,False,0.88577683014045761,0.82708936952985823,0.058687460610599373
exact_noop,1.7268613737542182,qpool_04a0d16a2ce1d6ae,analytic_noop,True,1.7268613737542182,0.82708936952985823,0.89977200422435999
natural_mean,1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_a3ac1f42a70defe3,False,0.87044842417253676,0.82708936952985823,0.043359054642678529
transformed_mean,1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_7c330068eacbeec8,False,1.228416006036241,0.82708936952985823,0.40132663650638278
direct_risk,1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_2def687a70c0189d,False,1.0905829492021439,1.0905829492021439,0
exact_noop,1.7268613737542182,qpool_094d56ddcd5f1fe4,analytic_noop,True,1.7268613737542182,1.0905829492021439,0.63627842455207428
natural_mean,1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_a4b7b621b0c57baf,False,1.1039334776514806,1.0905829492021439,0.013350528449336707
transformed_mean,1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_a4b7b621b0c57baf,False,1.1039334776514806,1.0905829492021439,0.013350528449336707
direct_risk,1.7268613737542182,qpool_0b1792f4952557ee,qmask_84e1013c62ab0342,False,0.87945660662535374,0.87945660662535374,0
exact_noop,1.7268613737542182,qpool_0b1792f4952557ee,analytic_noop,True,1.7268613737542182,0.87945660662535374,0.84740476712886448
natural_mean,1.7268613737542182,qpool_0b1792f4952557ee,qmask_282cb65c9e54d1f9,False,1.0310801119640018,0.87945660662535374,0.1516235053386481
transformed_mean,1.7268613737542182,qpool_0b1792f4952557ee,qmask_282cb65c9e54d1f9,False,1.0310801119640018,0.87945660662535374,0.1516235053386481
direct_risk,1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_b996be105c0f3dda,False,0.8119647807234287,0.8119647807234287,0
exact_noop,1.7268613737542182,qpool_0ffd30d33ad8dd0f,analytic_noop,True,1.7268613737542182,0.8119647807234287,0.91489659303078952
natural_mean,1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_4f926e356a625a67,False,1.191911730567881,0.8119647807234287,0.37994694984445232
transformed_mean,1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_4f926e356a625a67,False,1.191911730567881,0.8119647807234287,0.37994694984445232
direct_risk,1.7268613737542182,qpool_169a31b6710ef111,qmask_bcbb878aab0fd0e6,False,0.74825729402800789,0.74825729402800789,0
exact_noop,1.7268613737542182,qpool_169a31b6710ef111,analytic_noop,True,1.7268613737542182,0.74825729402800789,0.97860407972621033
natural_mean,1.7268613737542182,qpool_169a31b6710ef111,qmask_96b494b452b77f8e,False,0.92039084154839657,0.74825729402800789,0.17213354752038867
transformed_mean,1.7268613737542182,qpool_169a31b6710ef111,qmask_96b494b452b77f8e,False,0.92039084154839657,0.74825729402800789,0.17213354752038867
direct_risk,1.7268613737542182,qpool_3bc403a0734a65bf,qmask_330533bb35dfe50c,False,0.86026109806152817,0.86026109806152817,0
exact_noop,1.7268613737542182,qpool_3bc403a0734a65bf,analytic_noop,True,1.7268613737542182,0.86026109806152817,0.86660027569269005
natural_mean,1.7268613737542182,qpool_3bc403a0734a65bf,qmask_85812c22f52f55f2,False,0.98086061034427985,0.86026109806152817,0.12059951228275168
transformed_mean,1.7268613737542182,qpool_3bc403a0734a65bf,qmask_7496171506cc1757,False,1.0229740733693689,0.86026109806152817,0.16271297530784068
direct_risk,1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,False,0.72354523784088087,0.72354523784088087,0
exact_noop,1.7268613737542182,qpool_4da0243bdf72a6cd,analytic_noop,True,1.7268613737542182,0.72354523784088087,1.0033161359133373
natural_mean,1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_ac55e1313a50fb45,False,1.0565481898875078,0.72354523784088087,0.33300295204662689
transformed_mean,1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_5106913f39c2ea0e,False,0.90540505193439458,0.72354523784088087,0.18185981409351371
direct_risk,1.7268613737542182,qpool_59fb93108c625f9c,qmask_22c3d94ed895c2d5,False,0.74376523128375993,0.74376523128375993,0
exact_noop,1.7268613737542182,qpool_59fb93108c625f9c,analytic_noop,True,1.7268613737542182,0.74376523128375993,0.98309614247045829
natural_mean,1.7268613737542182,qpool_59fb93108c625f9c,qmask_9cf9f1f53520f88b,False,1.1816048742593921,0.74376523128375993,0.43783964297563216
transformed_mean,1.7268613737542182,qpool_59fb93108c625f9c,qmask_9cf9f1f53520f88b,False,1.1816048742593921,0.74376523128375993,0.43783964297563216
direct_risk,1.7268613737542182,qpool_6c9ad557921d1966,qmask_ba4de66f5ec66b86,False,0.8020357481427709,0.8020357481427709,0
exact_noop,1.7268613737542182,qpool_6c9ad557921d1966,analytic_noop,True,1.7268613737542182,0.8020357481427709,0.92482562561144732
natural_mean,1.7268613737542182,qpool_6c9ad557921d1966,qmask_fa363a52954060a1,False,0.85718294706384768,0.8020357481427709,0.055147198921076779
transformed_mean,1.7268613737542182,qpool_6c9ad557921d1966,qmask_ba4de66f5ec66b86,False,0.8020357481427709,0.8020357481427709,0
direct_risk,1.7268613737542182,qpool_70bc91001fd21361,qmask_7f50455f5507bafe,False,0.76830619932752597,0.76830619932752597,0
exact_noop,1.7268613737542182,qpool_70bc91001fd21361,analytic_noop,True,1.7268613737542182,0.76830619932752597,0.95855517442669225
natural_mean,1.7268613737542182,qpool_70bc91001fd21361,qmask_14432725d56e8049,False,0.96459275199777039,0.76830619932752597,0.19628655267024442
transformed_mean,1.7268613737542182,qpool_70bc91001fd21361,qmask_14432725d56e8049,False,0.96459275199777039,0.76830619932752597,0.19628655267024442
direct_risk,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_ecfec3b493d7256a,False,0.88265869426140853,0.88265869426140853,0
exact_noop,1.7268613737542182,qpool_7d29cbb2adc90870,analytic_noop,True,1.7268613737542182,0.88265869426140853,0.84420267949280969
natural_mean,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_9a6bcdbfd54eac0e,False,1.0068692002396347,0.88265869426140853,0.12421050597822614
transformed_mean,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_ecfec3b493d7256a,False,0.88265869426140853,0.88265869426140853,0
direct_risk,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_5a3f155888c60ff4,False,0.90189061381261126,0.90189061381261126,0
exact_noop,1.7268613737542182,qpool_a6ffe2b653ce5a24,analytic_noop,True,1.7268613737542182,0.90189061381261126,0.82497075994160696
natural_mean,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_3745eec79815ddf1,False,0.99098338823841914,0.90189061381261126,0.089092774425807875
transformed_mean,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_3745eec79815ddf1,False,0.99098338823841914,0.90189061381261126,0.089092774425807875
direct_risk,1.7268613737542182,qpool_bace2709926cfaee,qmask_424f9867dfadb061,False,0.88790392238934146,0.87813181763795001,0.0097721047513914527
exact_noop,1.7268613737542182,qpool_bace2709926cfaee,analytic_noop,True,1.7268613737542182,0.87813181763795001,0.84872955611626821
natural_mean,1.7268613737542182,qpool_bace2709926cfaee,qmask_17b31d3e8666d651,False,1.0653476687357397,0.87813181763795001,0.18721585109778971
transformed_mean,1.7268613737542182,qpool_bace2709926cfaee,qmask_17b31d3e8666d651,False,1.0653476687357397,0.87813181763795001,0.18721585109778971
direct_risk,1.7268613737542182,qpool_c519138426e50658,qmask_ecc5bb9003043fc6,False,0.76195357846063416,0.76195357846063416,0
exact_noop,1.7268613737542182,qpool_c519138426e50658,analytic_noop,True,1.7268613737542182,0.76195357846063416,0.96490779529358406
natural_mean,1.7268613737542182,qpool_c519138426e50658,qmask_e8f30cbb6e37ce0d,False,0.98595182421831851,0.76195357846063416,0.22399824575768434
transformed_mean,1.7268613737542182,qpool_c519138426e50658,qmask_ed854a1bc1c21a23,False,1.2176597200641481,0.76195357846063416,0.45570614160351397
direct_risk,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_f61f977e6689b2ed,False,0.82701099306450487,0.82701099306450487,0
exact_noop,1.7268613737542182,qpool_e3bc02cdca185ab2,analytic_noop,True,1.7268613737542182,0.82701099306450487,0.89985038068971335
natural_mean,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_afbe22c87ad11ae4,False,0.96168904396654398,0.82701099306450487,0.1346780509020391
transformed_mean,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_9f2a7299208a9ed1,False,0.88153951737604075,0.82701099306450487,0.054528524311535875
direct_risk,1.7268613737542182,qpool_ff721276bd560c43,qmask_2678a15f3a1887ca,False,0.89306083322753693,0.89306083322753693,0
exact_noop,1.7268613737542182,qpool_ff721276bd560c43,analytic_noop,True,1.7268613737542182,0.89306083322753693,0.83380054052668129
natural_mean,1.7268613737542182,qpool_ff721276bd560c43,qmask_7c7f09c2f082e17d,False,1.1667107291232242,0.89306083322753693,0.27364989589568722
transformed_mean,1.7268613737542182,qpool_ff721276bd560c43,qmask_7c7f09c2f082e17d,False,1.1667107291232242,0.89306083322753693,0.27364989589568722
direct_risk,2.5902920606313278,qpool_04a0d16a2ce1d6ae,qmask_d7d102c2537b80f1,False,1.0614792343103545,1.0614792343103545,0
exact_noop,2.5902920606313278,qpool_04a0d16a2ce1d6ae,analytic_noop,True,2.5902920606313278,1.0614792343103545,1.5288128263209733
natural_mean,2.5902920606313278,qpool_04a0d16a2ce1d6ae,qmask_d7d102c2537b80f1,False,1.0614792343103545,1.0614792343103545,0
transformed_mean,2.5902920606313278,qpool_04a0d16a2ce1d6ae,qmask_87bb9cc60085dcff,False,1.3846197999537253,1.0614792343103545,0.32314056564337079
direct_risk,2.5902920606313278,qpool_094d56ddcd5f1fe4,qmask_514b410bbe7f097e,False,1.1018100647388565,1.0631138429403109,0.038696221798545594
exact_noop,2.5902920606313278,qpool_094d56ddcd5f1fe4,analytic_noop,True,2.5902920606313278,1.0631138429403109,1.5271782176910169
natural_mean,2.5902920606313278,qpool_094d56ddcd5f1fe4,qmask_2def687a70c0189d,False,1.0631138429403109,1.0631138429403109,0
transformed_mean,2.5902920606313278,qpool_094d56ddcd5f1fe4,qmask_514b410bbe7f097e,False,1.1018100647388565,1.0631138429403109,0.038696221798545594
direct_risk,2.5902920606313278,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,False,1.1752972429026158,1.1752972429026158,0
exact_noop,2.5902920606313278,qpool_0b1792f4952557ee,analytic_noop,True,2.5902920606313278,1.1752972429026158,1.4149948177287119
natural_mean,2.5902920606313278,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,False,1.1752972429026158,1.1752972429026158,0
transformed_mean,2.5902920606313278,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,False,1.1752972429026158,1.1752972429026158,0
direct_risk,2.5902920606313278,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,False,1.048495178712983,1.048495178712983,0
exact_noop,2.5902920606313278,qpool_0ffd30d33ad8dd0f,analytic_noop,True,2.5902920606313278,1.048495178712983,1.5417968819183447
natural_mean,2.5902920606313278,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,False,1.048495178712983,1.048495178712983,0
transformed_mean,2.5902920606313278,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,False,1.048495178712983,1.048495178712983,0
direct_risk,2.5902920606313278,qpool_169a31b6710ef111,qmask_cb0a7c3a10da33f2,False,1.0953734230620285,1.0953734230620285,0
exact_noop,2.5902920606313278,qpool_169a31b6710ef111,analytic_noop,True,2.5902920606313278,1.0953734230620285,1.4949186375692993
natural_mean,2.5902920606313278,qpool_169a31b6710ef111,qmask_cb0a7c3a10da33f2,False,1.0953734230620285,1.0953734230620285,0
transformed_mean,2.5902920606313278,qpool_169a31b6710ef111,qmask_427363983d4a675f,False,1.3854603308404876,1.0953734230620285,0.29008690777845914
direct_risk,2.5902920606313278,qpool_3bc403a0734a65bf,qmask_8ec53a11acfe0f00,False,1.1964769087176137,1.1964769087176137,0
exact_noop,2.5902920606313278,qpool_3bc403a0734a65bf,analytic_noop,True,2.5902920606313278,1.1964769087176137,1.3938151519137141
natural_mean,2.5902920606313278,qpool_3bc403a0734a65bf,qmask_81b5d6cd2a60bf37,False,1.2303540888415228,1.1964769087176137,0.033877180123909056
transformed_mean,2.5902920606313278,qpool_3bc403a0734a65bf,qmask_81b5d6cd2a60bf37,False,1.2303540888415228,1.1964769087176137,0.033877180123909056
direct_risk,2.5902920606313278,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,False,1.2680681239380647,1.2680681239380647,0
exact_noop,2.5902920606313278,qpool_4da0243bdf72a6cd,analytic_noop,True,2.5902920606313278,1.2680681239380647,1.3222239366932631
natural_mean,2.5902920606313278,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,False,1.2680681239380647,1.2680681239380647,0
transformed_mean,2.5902920606313278,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,False,1.2680681239380647,1.2680681239380647,0
direct_risk,2.5902920606313278,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,False,0.94925190748472232,0.94925190748472232,0
exact_noop,2.5902920606313278,qpool_59fb93108c625f9c,analytic_noop,True,2.5902920606313278,0.94925190748472232,1.6410401531466055
natural_mean,2.5902920606313278,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,False,0.94925190748472232,0.94925190748472232,0
transformed_mean,2.5902920606313278,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,False,0.94925190748472232,0.94925190748472232,0
direct_risk,2.5902920606313278,qpool_6c9ad557921d1966,qmask_d79394fce5af8530,False,1.4516577380345552,1.2692440399282532,0.18241369810630204
exact_noop,2.5902920606313278,qpool_6c9ad557921d1966,analytic_noop,True,2.5902920606313278,1.2692440399282532,1.3210480207030746
natural_mean,2.5902920606313278,qpool_6c9ad557921d1966,qmask_e003b3ec0121953b,False,1.3043250925566099,1.2692440399282532,0.035081052628356701
transformed_mean,2.5902920606313278,qpool_6c9ad557921d1966,qmask_d79394fce5af8530,False,1.4516577380345552,1.2692440399282532,0.18241369810630204
direct_risk,2.5902920606313278,qpool_70bc91001fd21361,qmask_a6bb6d75ba01c741,False,1.0220049665604165,1.0220049665604165,0
exact_noop,2.5902920606313278,qpool_70bc91001fd21361,analytic_noop,True,2.5902920606313278,1.0220049665604165,1.5682870940709113
natural_mean,2.5902920606313278,qpool_70bc91001fd21361,qmask_527883050feb9009,False,1.1278696915910587,1.0220049665604165,0.10586472503064215
transformed_mean,2.5902920606313278,qpool_70bc91001fd21361,qmask_527883050feb9009,False,1.1278696915910587,1.0220049665604165,0.10586472503064215
direct_risk,2.5902920606313278,qpool_7d29cbb2adc90870,qmask_aa927932235c699d,False,1.3208702719889516,1.2971429733975128,0.023727298591438739
exact_noop,2.5902920606313278,qpool_7d29cbb2adc90870,analytic_noop,True,2.5902920606313278,1.2971429733975128,1.2931490872338149
natural_mean,2.5902920606313278,qpool_7d29cbb2adc90870,qmask_6d08de407943319e,False,1.2971429733975128,1.2971429733975128,0
transformed_mean,2.5902920606313278,qpool_7d29cbb2adc90870,qmask_aa927932235c699d,False,1.3208702719889516,1.2971429733975128,0.023727298591438739
direct_risk,2.5902920606313278,qpool_a6ffe2b653ce5a24,qmask_8a58e1cfc4f87182,False,1.0475714216063352,1.0475714216063352,0
exact_noop,2.5902920606313278,qpool_a6ffe2b653ce5a24,analytic_noop,True,2.5902920606313278,1.0475714216063352,1.5427206390249926
natural_mean,2.5902920606313278,qpool_a6ffe2b653ce5a24,qmask_a9284c314595341d,False,1.0888913081557803,1.0475714216063352,0.041319886549445073
transformed_mean,2.5902920606313278,qpool_a6ffe2b653ce5a24,qmask_58970516f324daa1,False,1.2526569422657303,1.0475714216063352,0.20508552065939512
direct_risk,2.5902920606313278,qpool_bace2709926cfaee,qmask_bad2b6dedfcd4ce3,False,1.0671037607307881,1.0671037607307881,0
exact_noop,2.5902920606313278,qpool_bace2709926cfaee,analytic_noop,True,2.5902920606313278,1.0671037607307881,1.5231882999005397
natural_mean,2.5902920606313278,qpool_bace2709926cfaee,qmask_bad2b6dedfcd4ce3,False,1.0671037607307881,1.0671037607307881,0
transformed_mean,2.5902920606313278,qpool_bace2709926cfaee,qmask_ddc0ed6fecc12d09,False,1.353365412932817,1.0671037607307881,0.28626165220202893
direct_risk,2.5902920606313278,qpool_c519138426e50658,qmask_07e4d5ad11974b66,False,1.4594592016578645,1.365704009701858,0.093755191956006456
exact_noop,2.5902920606313278,qpool_c519138426e50658,analytic_noop,True,2.5902920606313278,1.365704009701858,1.2245880509294698
natural_mean,2.5902920606313278,qpool_c519138426e50658,qmask_47a8b0e6e63f5071,False,1.365704009701858,1.365704009701858,0
transformed_mean,2.5902920606313278,qpool_c519138426e50658,qmask_ed854a1bc1c21a23,False,1.4617011313985131,1.365704009701858,0.095997121696655086
direct_risk,2.5902920606313278,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,False,1.162864014117531,1.162864014117531,0
exact_noop,2.5902920606313278,qpool_e3bc02cdca185ab2,analytic_noop,True,2.5902920606313278,1.162864014117531,1.4274280465137967
natural_mean,2.5902920606313278,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,False,1.162864014117531,1.162864014117531,0
transformed_mean,2.5902920606313278,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,False,1.162864014117531,1.162864014117531,0
direct_risk,2.5902920606313278,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,False,1.1051271354876917,0.99390057606387927,0.11122655942381243
exact_noop,2.5902920606313278,qpool_ff721276bd560c43,analytic_noop,True,2.5902920606313278,0.99390057606387927,1.5963914845674485
natural_mean,2.5902920606313278,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,False,1.1051271354876917,0.99390057606387927,0.11122655942381243
transformed_mean,2.5902920606313278,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,False,1.1051271354876917,0.99390057606387927,0.11122655942381243
