measurement_budget,model,mask_id,mask_bits,predicted_mean_effect,n_heads,observed_mean_effect,error,absolute_error,squared_error
16,additive,qmask_427363983d4a675f,11011110,2.1643918926331924,6,3.1862844168790616,-1.0218925242458692,1.0218925242458692,1.0442643311095943
16,additive,qmask_47a8b0e6e63f5071,10111110,1.6002844419987741,6,2.0418868507258594,-0.44160240872708534,0.44160240872708534,0.19501268739356373
16,additive,qmask_494f47beb25cae41,11111001,2.3496365115482134,6,3.1456068953848444,-0.79597038383663099,0.79597038383663099,0.63356885194503365
16,additive,qmask_4cc030241e0f1e44,01100010,1.1442652231910608,3,1.1169555995147675,0.027309623676293304,0.027309623676293304,0.00074581554534075979
16,additive,qmask_4dc7fd92c7b096a2,11101001,2.1636169831349337,5,2.7276042170124128,-0.56398723387747918,0.56398723387747918,0.31808159997677038
16,additive,qmask_4f926e356a625a67,01111100,1.5601485297158213,5,1.9498111478751525,-0.38966261815933123,0.38966261815933123,0.15183695599078478
16,additive,qmask_5106913f39c2ea0e,01100101,1.216375431895951,4,1.3356919153593481,-0.11931648346339707,0.11931648346339707,0.014236423226071106
16,additive,qmask_514b410bbe7f097e,11010111,2.0066383232266021,6,2.791066549369134,-0.78442822614253194,0.78442822614253194,0.61532764196911927
16,additive,qmask_527883050feb9009,11001011,1.9169500281272505,5,2.5983999788295478,-0.6814499507022973,0.6814499507022973,0.46437403531216342
16,additive,qmask_55cbf5fefb67a9c9,10010100,1.1615655457726153,3,1.2625266911927611,-0.10096114542014578,0.10096114542014578,0.010193152884547824
16,additive,qmask_56332775d253c008,10100101,1.2449295699765957,4,1.3771057435078546,-0.13217617353125899,0.13217617353125899,0.017470540849365491
16,additive,qmask_581f449a19375ab8,00011100,0.47954362066141881,3,0.74419685988686979,-0.26465323922545098,0.26465323922545098,0.070041337032523784
16,additive,qmask_58970516f324daa1,11011000,2.080252958930954,4,2.8196284897858277,-0.73937553085487373,0.73937553085487373,0.54667617562692639
16,additive,qmask_58d4e1dd95e5c5b0,00111111,0.7605089474809873,6,1.2108201982919127,-0.45031125081092538,0.45031125081092538,0.20278022260690015
16,additive,qmask_5a3f155888c60ff4,10001001,1.0830120740805316,3,1.2026978967478499,-0.11968582266731831,0.11968582266731831,0.014324696147552765
16,additive,qmask_5febbac13cd7abee,00010110,0.32223700204986883,3,0.50459148501977324,-0.18235448296990442,0.18235448296990442,0.03325315745922116
16,additive,qmask_6227c96ae46c75f8,01111001,1.4987261936231593,5,1.856147114536725,-0.3574209209135657,0.3574209209135657,0.12774971470670138
16,additive,qmask_649dfffca1027d37,11101111,2.2477559168371721,7,3.0417988740955479,-0.79404295725837581,0.79404295725837581,0.63050421797162681
16,additive,qmask_68ff8f889255b0e9,00001111,0.31624068985771531,4,0.56959780282340944,-0.25335711296569413,0.25335711296569413,0.064189826690311494
16,additive,qmask_693dc55993aa4fa9,11001111,1.9895071876271808,6,2.8204959781724028,-0.83098879054522201,0.83098879054522201,0.69054237001181085
16,additive,qmask_6d08de407943319e,11101101,2.236174142634864,6,2.9320829708594829,-0.69590882822461886,0.69590882822461886,0.48428909720096208
16,additive,qmask_6d873abcf3a8f6b9,01001001,1.0544579359998871,3,1.1787893635919318,-0.12433142759204463,0.12433142759204463,0.015458303887075836
16,additive,qmask_7496171506cc1757,10011111,1.3531705361960502,6,1.8642889453331009,-0.51111840913705064,0.51111840913705064,0.2612420281587895
16,additive,qmask_75e6dad44fc41222,01100100,1.2052406084886829,3,1.211178250843659,-0.0059376423549761803,0.0059376423549761803,3.5255596735607082e-05
16,additive,qmask_7c330068eacbeec8,01111110,1.5717303039181296,6,2.0838132037315518,-0.51208289981342214,0.51208289981342214,0.26222889628132334
16,additive,qmask_7c7f09c2f082e17d,01111000,1.4875913702158907,4,1.7644698424264789,-0.27687847221058814,0.27687847221058814,0.076661688373669434
16,additive,qmask_7c849c67ebb1b4f9,10111111,1.6114192654060422,7,2.1225573561969213,-0.51113809079087913,0.51113809079087913,0.26126214785734497
16,additive,qmask_7f50455f5507bafe,10010011,1.1117249838822614,4,1.2993115155259147,-0.18758653164365335,0.18758653164365335,0.035188706854095364
16,additive,qmask_81b5d6cd2a60bf37,11110101,2.2533052782342851,6,2.8991960381390527,-0.64589075990476763,0.64589075990476763,0.41717487373035816
16,additive,qmask_83013e5a4235b8ec,00010111,0.33337182545713689,4,0.56913000950589776,-0.23575818404876087,0.23575818404876087,0.055581921345969405
16,additive,qmask_849e90ce5ffd4bc1,00111010,0.67681696457378882,4,0.99540104274637997,-0.31858407817259116,0.31858407817259116,0.10149581486507968
16,additive,qmask_84e1013c62ab0342,10110111,1.4425308725921837,6,1.7548199238954112,-0.31228905130322748,0.31228905130322748,0.097524451563869852
16,additive,qmask_85812c22f52f55f2,10101111,1.4253997369927622,6,1.7537292267661542,-0.32832948977339194,0.32832948977339194,0.10780025385485588
16,additive,qmask_8630d2328962fa10,00111000,0.66523519037148038,3,0.88449073437368497,-0.21925554400220459,0.21925554400220459,0.048072993575702674
16,additive,qmask_87bb9cc60085dcff,11011101,2.1639449418381518,6,3.14625046326546,-0.9823055214273082,0.9823055214273082,0.9649241374265759
16,additive,qmask_87c7efb1f0502cb1,01001101,1.1270150954998177,4,1.3607886467361823,-0.23377355123636456,0.23377355123636456,0.054650073257661171
16,additive,qmask_884363745844cf9e,10110011,1.3699737130922534,5,1.5806412721285596,-0.2106675590363063,0.2106675590363063,0.044380820430315597
16,additive,qmask_88b9054a02247dd1,11000010,1.7369268119061236,3,2.041161110275425,-0.30423429836930138,0.30423429836930138,0.0925585083042611
16,additive,qmask_8a4fe6aab0927861,11110001,2.1807481187343551,5,2.700214946642518,-0.5194668279081629,0.5194668279081629,0.26984578529696895
16,additive,qmask_8a58e1cfc4f87182,11010001,1.9224993895243636,4,2.4597879278007895,-0.53728853827642586,0.53728853827642586,0.28867897336321835
16,additive,qmask_8a9d405ad1968a90,11001000,1.8942334305176736,3,2.3458654715213925,-0.4516320410037189,0.4516320410037189,0.20397150046118484
16,additive,qmask_8ec53a11acfe0f00,11110110,2.2537522290293257,6,2.8763239511754364,-0.62257172214611067,0.62257172214611067,0.38759554921597406
16,additive,qmask_8fc54aeb91caafc9,00111101,0.74892717327867886,5,1.1012560316594318,-0.3523288583807529,0.3523288583807529,0.12413562444788463
16,additive,qmask_90dd78ad11f097b3,11110100,2.2421704548270176,5,2.7526827341644093,-0.51051227933739174,0.51051227933739174,0.26062278735425909
16,additive,qmask_92fdf63f6fed474e,00011001,0.41812128456875658,3,0.64584728702902794,-0.22772600246027136,0.22772600246027136,0.051859132196535519
16,additive,qmask_95b0a9234a9eee46,10101110,1.4142649135854941,5,1.6477371226064861,-0.23347220902099197,0.23347220902099197,0.054509272385141763
16,additive,qmask_95e119f889d86d43,00111011,0.68795178798105694,5,1.0565711288945749,-0.368619340913518,0.368619340913518,0.1358802184955164
16,additive,qmask_96b494b452b77f8e,01110100,1.3912601369019628,4,1.5213524713180959,-0.1300923344161331,0.1300923344161331,0.01692401547383901
16,additive,qmask_9a6bcdbfd54eac0e,10101001,1.3412608032905236,4,1.4841501670889556,-0.14288936379843209,0.14288936379843209,0.020417370286720676
16,additive,qmask_9a86a5949df1b42b,01001100,1.1158802720925494,3,1.2612992349313572,-0.14541896283880784,0.14541896283880784,0.021146674753114575
16,additive,qmask_9cf9f1f53520f88b,01111010,1.4991731444181993,5,1.8891862013842911,-0.39001305696609179,0.39001305696609179,0.15211018460403597
16,additive,qmask_9df5cd7b1d191d30,00001110,0.30510586645044718,3,0.50337547343224287,-0.19826960698179569,0.19826960698179569,0.039310837052715722
16,additive,qmask_9ef84ec72720c5bb,00100111,0.40560102625384892,4,0.61636404111050069,-0.21076301485665178,0.21076301485665178,0.044421048431465215
16,additive,qmask_9f2a7299208a9ed1,01100111,1.2279572060982591,5,1.4262086724629626,-0.19825146636470348,0.19825146636470348,0.039303643915755151
16,additive,qmask_a3ac1f42a70defe3,10110101,1.4309490983898756,5,1.6419435394927859,-0.21099444110291032,0.21099444110291032,0.04451865417632949
16,additive,qmask_a4b7b621b0c57baf,10111100,1.5887026677964655,5,1.9134222407592461,-0.32471957296278053,0.32471957296278053,0.10544280106513056
16,additive,qmask_a6bb6d75ba01c741,11010000,1.9113645661170957,3,2.3085066117346287,-0.39714204561753297,0.39714204561753297,0.15772180439727865
16,additive,qmask_a9284c314595341d,11001010,1.9058152047199819,4,2.4536582843866199,-0.54784307966663803,0.54784307966663803,0.3001320399386263
16,additive,qmask_aa927932235c699d,11011100,2.1528101184308843,5,3.0390209021861665,-0.88621078375528217,0.88621078375528217,0.78536955324415147
16,additive,qmask_abc2c93f2a9da9d0,11100111,2.0788675240233134,6,2.6729349585948512,-0.59406743457153777,0.59406743457153777,0.35291611681840829
16,additive,qmask_ac55e1313a50fb45,01101101,1.3852638247098097,5,1.654345880728215,-0.26908205601840529,0.26908205601840529,0.072405152871092199
16,additive,qmask_af3070b33fa6727a,01000111,0.96970847688826722,4,1.1220659704413265,-0.15235749355305928,0.15235749355305928,0.0232128058417705
16,additive,qmask_af6d0dc69e3d9a78,00011110,0.49112539486372708,4,0.86252314934972674,-0.37139775448599965,0.37139775448599965,0.13793629203724286
16,additive,qmask_afbe22c87ad11ae4,10101100,1.4026831393831858,4,1.5439113726606593,-0.14122823327747347,0.14122823327747347,0.019945413874676465
16,additive,qmask_b02b2d5954d58371,01011000,1.229342641005899,3,1.4934279108420014,-0.26408526983610248,0.26408526983610248,0.06974102974440706
16,additive,qmask_b0e252c8a061a875,00110011,0.51906339516719846,4,0.7284509299788624,-0.20938753481166394,0.20938753481166394,0.043843139734505779
16,additive,qmask_b52a639547d6a0e9,10000111,0.99826261496891155,4,1.1713219567900524,-0.1730593418211408,0.1730593418211408,0.029949535791566454
16,additive,qmask_b996be105c0f3dda,10100110,1.2453765207716356,4,1.3440018486580811,-0.098625327886445513,0.098625327886445513,0.0097269553007088873
16,additive,qmask_ba4de66f5ec66b86,01010110,1.1445931818942792,4,1.3588676218641922,-0.21427443996991302,0.21427443996991302,0.045913535624419861
16,additive,qmask_bad2b6dedfcd4ce3,11010101,1.9950565490242935,5,2.6635401233797893,-0.66848357435549577,0.66848357435549577,0.44687028918309962
16,additive,qmask_bcbb878aab0fd0e6,10010101,1.1727003691798834,4,1.3580962343839929,-0.18539586520410944,0.18539586520410944,0.034371626834780317
16,additive,qmask_bdc01c419cf655bf,01100001,1.1438182723960206,3,1.1661362221930176,-0.022317949796996972,0.022317949796996972,0.0004980908831412772
16,additive,qmask_bde177d3edcb1ae0,00110110,0.5804857312598608,4,0.80590349168051034,-0.22541776042064954,0.22541776042064954,0.050813166713061353
16,additive,qmask_c76e2148877c5063,11010110,1.9955034998193344,5,2.6524768957169726,-0.65697339589763826,0.65697339589763826,0.43161404291727495
16,additive,qmask_c7c095a611af1783,00101100,0.55177282145813078,3,0.70878222933970392,-0.15700940788157314,0.15700940788157314,0.0246519541633222
16,additive,qmask_cb0a7c3a10da33f2,11001100,1.9667905900176039,4,2.5639096072409302,-0.59711901722332628,0.59711901722332628,0.35655112072975104
16,additive,qmask_cbd8bcbf0db11c8c,00110010,0.50792857175993045,3,0.65163962449878454,-0.14371105273885409,0.14371105273885409,0.020652866679309705
16,additive,qmask_cc0414ee182789c1,01111111,1.5828651273253975,7,2.1668411089340225,-0.58397598160862496,0.58397598160862496,0.34102794709575707
16,additive,qmask_cdd694ec938105ff,00011011,0.42970305877106491,4,0.75837844482157379,-0.32867538605050889,0.32867538605050889,0.10802750939545105
16,additive,qmask_d350d740bff94567,00010011,0.26081466595720648,3,0.41479130648076529,-0.15397664052355881,0.15397664052355881,0.023708805826921253
16,additive,qmask_d3a70a2b122bfec6,10110100,1.4198142749826077,4,1.5357698266161606,-0.11595555163355287,0.11595555163355287,0.013445689954641545
16,additive,qmask_d474d772a2156911,10111001,1.5272803317038035,5,1.828692025388591,-0.30141169368478749,0.30141169368478749,0.090849009089932153
16,additive,qmask_d49846da5aa54e5e,01001011,1.0660397102021957,4,1.2790283985668793,-0.21298868836468365,0.21298868836468365,0.045364181371308328
16,additive,qmask_d79394fce5af8530,11011111,2.1755267160404603,7,3.2903841841616668,-1.1148574681212065,1.1148574681212065,1.2429071742256268
16,additive,qmask_d7d102c2537b80f1,11100110,2.067732700616046,5,2.4982705628499389,-0.4305378622338929,0.4305378622338929,0.18536285081693055
16,additive,qmask_d9d8505932b1a835,11000100,1.7979021972037461,3,2.1535914920968935,-0.35568929489314738,0.35568929489314738,0.12651487450158436
16,additive,qmask_ddc0ed6fecc12d09,11011011,2.10296955654053,6,3.0705931494012475,-0.96762359286071753,0.96762359286071753,0.93629541746068368
16,additive,qmask_ddede699aac8de6a,11111010,2.350083462343254,6,3.1610516650252976,-0.8109682026820435,0.8109682026820435,0.65766942576134402
16,additive,qmask_e003b3ec0121953b,11011001,2.0913877823382214,5,2.9340027997968718,-0.84261501745865042,0.84261501745865042,0.71000006764684176
16,additive,qmask_e217ee83fae37141,11110010,2.1811950695293958,5,2.6557967687258497,-0.4746016991964539,0.4746016991964539,0.22524677288016132
16,additive,qmask_e28959d82dee3e38,10001110,1.1560161843755019,4,1.3825813269941136,-0.22656514261861171,0.22656514261861171,0.051331763849791864
16,additive,qmask_e7b741d3e896dac1,01101010,1.3131536160049193,4,1.4593830674421042,-0.14622945143718491,0.14622945143718491,0.021383052467620019
16,additive,qmask_e8f30cbb6e37ce0d,10101011,1.3528425774928321,5,1.5752934699412435,-0.22245089244841143,0.22245089244841143,0.04948439955109471
16,additive,qmask_e907033eeed311b5,00101010,0.4907974361605088,3,0.64355513779446483,-0.15275770163395602,0.15275770163395602,0.02333491540848873
16,additive,qmask_ecc5bb9003043fc6,10000101,0.98668084076660345,3,1.0807273811660707,-0.094046540399467249,0.094046540399467249,0.0088447517611086254
16,additive,qmask_ece46f8d3d79b53f,00011111,0.50226021827099532,5,0.91379167861305177,-0.41153146034205645,0.41153146034205645,0.16935814285126558
16,additive,qmask_ecfec3b493d7256a,01100110,1.2168223826909912,4,1.3007338811876252,-0.08391149849663404,0.08391149849663404,0.0070411395799506171
16,additive,qmask_ed854a1bc1c21a23,01111011,1.5103079678254674,6,1.9779821189003997,-0.46767415107493227,0.46767415107493227,0.21871911158365856
16,additive,qmask_f61f977e6689b2ed,10001111,1.1671510077827705,5,1.4804851553635672,-0.3133341475807967,0.3133341475807967,0.098178288040184483
16,additive,qmask_f820e84b827bfd6b,10101101,1.4138179627904539,5,1.6521399395423941,-0.23832197675194022,0.23832197675194022,0.056797364602952337
16,additive,qmask_f9ff1c9f8ba69f2e,11100101,2.0672857498210058,5,2.5781934462720528,-0.51090769645104706,0.51090769645104706,0.26102667429291526
16,additive,qmask_fa363a52954060a1,10110110,1.4313960491849156,5,1.6502095905598253,-0.21881354137490971,0.21881354137490971,0.047879365889029323
16,additive,qmask_fac74048988e3cbb,01010001,1.0715890715993086,3,1.1583479508990422,-0.086758879299733582,0.086758879299733582,0.0075271031373457401
16,additive,qmask_fe024629e8134fa2,11110111,2.2648870524365936,7,3.0202224202221259,-0.75533536778553234,0.75533536778553234,0.57053151782770539
16,additive,qmask_fe9b859e1804ec08,00011010,0.41856823536379678,3,0.70458802557550371,-0.28601979021170693,0.28601979021170693,0.081807320392748836
16,no_effect,qmask_03e03e6bad3167c1,00110101,0,4,0.78110911161638796,-0.78110911161638796,0.78110911161638796,0.61013144425014287
16,no_effect,qmask_04e99e00df510b89,10100010,0,3,1.168105891556479,-1.168105891556479,1.168105891556479,1.3644713738889567
16,no_effect,qmask_05031e6a7405856b,00111110,0,5,1.1515382962534204,-1.1515382962534204,1.1515382962534204,1.3260404477382302
16,no_effect,qmask_06e53efa12c0c89c,01010011,0,4,1.2667675270931795,-1.2667675270931795,1.2667675270931795,1.6046999676977693
16,no_effect,qmask_07e4d5ad11974b66,01010100,0,3,1.2360670811031014,-1.2360670811031014,1.2360670811031014,1.5278618289867409
16,no_effect,qmask_0cd7ddfc8c2186ca,00110100,0,3,0.70514048729091883,-0.70514048729091883,0.70514048729091883,0.49722310681687448
16,no_effect,qmask_14432725d56e8049,10011100,0,4,1.657465138239786,-1.657465138239786,1.657465138239786,2.7471906844802332
16,no_effect,qmask_168ecc77c6d9bec7,00100011,0,3,0.46551199280656869,-0.46551199280656869,0.46551199280656869,0.21670141544674285
16,no_effect,qmask_17b31d3e8666d651,01011101,0,5,1.7623814434045926,-1.7623814434045926,1.7623814434045926,3.1059883520568552
16,no_effect,qmask_1d6d1ddc1980f1fe,10111000,0,4,1.7391383822541684,-1.7391383822541684,1.7391383822541684,3.024602312629646
16,no_effect,qmask_22c3d94ed895c2d5,10010110,0,4,1.3779948428273201,-1.3779948428273201,1.3779948428273201,1.8988697868586906
16,no_effect,qmask_239a2dd293cc8eaf,11000001,0,3,2.1243782427045517,-2.1243782427045517,2.1243782427045517,4.5129829180764789
16,no_effect,qmask_2678a15f3a1887ca,10110001,0,4,1.4760047848685645,-1.4760047848685645,1.4760047848685645,2.1785901249548973
16,no_effect,qmask_282cb65c9e54d1f9,01101110,0,5,1.6544453725218773,-1.6544453725218773,1.6544453725218773,2.7371894906590533
16,no_effect,qmask_2def687a70c0189d,11100100,0,4,2.3986410595243797,-2.3986410595243797,2.3986410595243797,5.7534789324362388
16,no_effect,qmask_30f1d2fade2e7178,01001010,0,3,1.1769095683703199,-1.1769095683703199,1.1769095683703199,1.3851161321216128
16,no_effect,qmask_31a763e8bc0202e0,00101110,0,4,0.80309577449224889,-0.80309577449224889,0.80309577449224889,0.64496282300730512
16,no_effect,qmask_323b67f1b27b5893,11111100,0,6,3.2386084526660852,-3.2386084526660852,3.2386084526660852,10.488584709680215
16,no_effect,qmask_330533bb35dfe50c,10001011,0,4,1.29825533577241,-1.29825533577241,1.29825533577241,1.685466916861533
16,no_effect,qmask_3745eec79815ddf1,10011011,0,5,1.687601285520941,-1.687601285520941,1.687601285520941,2.8479980988919329
16,no_effect,qmask_39ecce4dbde1e7f4,11001001,0,4,2.4928785060765222,-2.4928785060765222,2.4928785060765222,6.2144432460583126
16,no_effect,qmask_3b86e07f9bac3525,10001010,0,3,1.1970709530869499,-1.1970709530869499,1.1970709530869499,1.4329788667244985
16,no_effect,qmask_424f9867dfadb061,10110000,0,3,1.3647634562803432,-1.3647634562803432,1.3647634562803432,1.8625792915982684
16,no_effect,qmask_427363983d4a675f,11011110,0,6,3.1862844168790616,-3.1862844168790616,3.1862844168790616,10.152408385246341
16,no_effect,qmask_47a8b0e6e63f5071,10111110,0,6,2.0418868507258594,-2.0418868507258594,2.0418868507258594,4.1693019111671683
16,no_effect,qmask_494f47beb25cae41,11111001,0,6,3.1456068953848444,-3.1456068953848444,3.1456068953848444,9.8948427402926793
16,no_effect,qmask_4cc030241e0f1e44,01100010,0,3,1.1169555995147675,-1.1169555995147675,1.1169555995147675,1.2475898112873938
16,no_effect,qmask_4dc7fd92c7b096a2,11101001,0,5,2.7276042170124128,-2.7276042170124128,2.7276042170124128,7.4398247646638982
16,no_effect,qmask_4f926e356a625a67,01111100,0,5,1.9498111478751525,-1.9498111478751525,1.9498111478751525,3.8017635123782201
16,no_effect,qmask_5106913f39c2ea0e,01100101,0,4,1.3356919153593481,-1.3356919153593481,1.3356919153593481,1.7840728927563239
16,no_effect,qmask_514b410bbe7f097e,11010111,0,6,2.791066549369134,-2.791066549369134,2.791066549369134,7.790052483007325
16,no_effect,qmask_527883050feb9009,11001011,0,5,2.5983999788295478,-2.5983999788295478,2.5983999788295478,6.7516824499813941
16,no_effect,qmask_55cbf5fefb67a9c9,10010100,0,3,1.2625266911927611,-1.2625266911927611,1.2625266911927611,1.5939736459741414
16,no_effect,qmask_56332775d253c008,10100101,0,4,1.3771057435078546,-1.3771057435078546,1.3771057435078546,1.8964202288023211
16,no_effect,qmask_581f449a19375ab8,00011100,0,3,0.74419685988686979,-0.74419685988686979,0.74419685988686979,0.55382896626547728
16,no_effect,qmask_58970516f324daa1,11011000,0,4,2.8196284897858277,-2.8196284897858277,2.8196284897858277,7.9503048204119073
16,no_effect,qmask_58d4e1dd95e5c5b0,00111111,0,6,1.2108201982919127,-1.2108201982919127,1.2108201982919127,1.4660855525916667
16,no_effect,qmask_5a3f155888c60ff4,10001001,0,3,1.2026978967478499,-1.2026978967478499,1.2026978967478499,1.4464822308417018
16,no_effect,qmask_5febbac13cd7abee,00010110,0,3,0.50459148501977324,-0.50459148501977324,0.50459148501977324,0.25461256675446003
16,no_effect,qmask_6227c96ae46c75f8,01111001,0,5,1.856147114536725,-1.856147114536725,1.856147114536725,3.4452821108030101
16,no_effect,qmask_649dfffca1027d37,11101111,0,7,3.0417988740955479,-3.0417988740955479,3.0417988740955479,9.2525403904489423
16,no_effect,qmask_68ff8f889255b0e9,00001111,0,4,0.56959780282340944,-0.56959780282340944,0.56959780282340944,0.3244416569812556
16,no_effect,qmask_693dc55993aa4fa9,11001111,0,6,2.8204959781724028,-2.8204959781724028,2.8204959781724028,7.9551975628866991
16,no_effect,qmask_6d08de407943319e,11101101,0,6,2.9320829708594829,-2.9320829708594829,2.9320829708594829,8.5971105480041707
16,no_effect,qmask_6d873abcf3a8f6b9,01001001,0,3,1.1787893635919318,-1.1787893635919318,1.1787893635919318,1.3895443637174716
16,no_effect,qmask_7496171506cc1757,10011111,0,6,1.8642889453331009,-1.8642889453331009,1.8642889453331009,3.4755732716912053
16,no_effect,qmask_75e6dad44fc41222,01100100,0,3,1.211178250843659,-1.211178250843659,1.211178250843659,1.4669527553167054
16,no_effect,qmask_7c330068eacbeec8,01111110,0,6,2.0838132037315518,-2.0838132037315518,2.0838132037315518,4.3422774680459533
16,no_effect,qmask_7c7f09c2f082e17d,01111000,0,4,1.7644698424264789,-1.7644698424264789,1.7644698424264789,3.1133538248325232
16,no_effect,qmask_7c849c67ebb1b4f9,10111111,0,7,2.1225573561969213,-2.1225573561969213,2.1225573561969213,4.505249730345664
16,no_effect,qmask_7f50455f5507bafe,10010011,0,4,1.2993115155259147,-1.2993115155259147,1.2993115155259147,1.6882104143782493
16,no_effect,qmask_81b5d6cd2a60bf37,11110101,0,6,2.8991960381390527,-2.8991960381390527,2.8991960381390527,8.4053376675611791
16,no_effect,qmask_83013e5a4235b8ec,00010111,0,4,0.56913000950589776,-0.56913000950589776,0.56913000950589776,0.32390896772018329
16,no_effect,qmask_849e90ce5ffd4bc1,00111010,0,4,0.99540104274637997,-0.99540104274637997,0.99540104274637997,0.99082323590058052
16,no_effect,qmask_84e1013c62ab0342,10110111,0,6,1.7548199238954112,-1.7548199238954112,1.7548199238954112,3.0793929653002969
16,no_effect,qmask_85812c22f52f55f2,10101111,0,6,1.7537292267661542,-1.7537292267661542,1.7537292267661542,3.0755662008138129
16,no_effect,qmask_8630d2328962fa10,00111000,0,3,0.88449073437368497,-0.88449073437368497,0.88449073437368497,0.78232385919290059
16,no_effect,qmask_87bb9cc60085dcff,11011101,0,6,3.14625046326546,-3.14625046326546,3.14625046326546,9.8988919775981223
16,no_effect,qmask_87c7efb1f0502cb1,01001101,0,4,1.3607886467361823,-1.3607886467361823,1.3607886467361823,1.8517457410860902
16,no_effect,qmask_884363745844cf9e,10110011,0,5,1.5806412721285596,-1.5806412721285596,1.5806412721285596,2.4984268311561912
16,no_effect,qmask_88b9054a02247dd1,11000010,0,3,2.041161110275425,-2.041161110275425,2.041161110275425,4.1663386781008054
16,no_effect,qmask_8a4fe6aab0927861,11110001,0,5,2.700214946642518,-2.700214946642518,2.700214946642518,7.2911607580716566
16,no_effect,qmask_8a58e1cfc4f87182,11010001,0,4,2.4597879278007895,-2.4597879278007895,2.4597879278007895,6.050556649754502
16,no_effect,qmask_8a9d405ad1968a90,11001000,0,3,2.3458654715213925,-2.3458654715213925,2.3458654715213925,5.5030848104762846
16,no_effect,qmask_8ec53a11acfe0f00,11110110,0,6,2.8763239511754364,-2.8763239511754364,2.8763239511754364,8.2732394721054749
16,no_effect,qmask_8fc54aeb91caafc9,00111101,0,5,1.1012560316594318,-1.1012560316594318,1.1012560316594318,1.2127648472662793
16,no_effect,qmask_90dd78ad11f097b3,11110100,0,5,2.7526827341644093,-2.7526827341644093,2.7526827341644093,7.5772622349668479
16,no_effect,qmask_92fdf63f6fed474e,00011001,0,3,0.64584728702902794,-0.64584728702902794,0.64584728702902794,0.41711871816275559
