observer,step,metric,mean,q10,q50,q90,n
lifted_interaction,2,observer_abs_bias,0.3331639096489248,0.2379180485737156,0.3171683258638077,0.434254411198767,9000
lifted_interaction,3,target_squared_error,0.024866474455657234,0.0123096583724691,0.0218880898880601,0.0392104958691216,9000
lifted_interaction,3,collateral_abs_delta,0.026024764688411,0.0035987546598555,0.0142406325491001,0.0674027433805796,9000
lifted_interaction,3,observer_abs_bias,0.47933819983928594,0.3390523493356929,0.4586462597636023,0.6313275597075482,9000
lifted_interaction,4,target_squared_error,0.0024374608403501057,0.0002603631747453,0.0012949980395752,0.0084678323974183,9000
lifted_interaction,4,collateral_abs_delta,0.03289089624347691,0.0046199492106322,0.0181429556346807,0.0839519537247509,9000
lifted_interaction,4,observer_abs_bias,0.6133627441227806,0.4296903483058016,0.5893187348655317,0.8146527538846264,9000
lifted_interaction,5,target_squared_error,0.04709025359257542,0.0170693065388521,0.0432897957260656,0.0832928695808555,9000
lifted_interaction,5,collateral_abs_delta,0.03902200983601996,0.0055631494386275,0.0216866240829036,0.0982078760936007,9000
lifted_interaction,5,observer_abs_bias,0.7363483985200021,0.5109214123009966,0.7185050083583338,0.9851890601971324,9000
lifted_interaction,6,target_squared_error,0.14304678755839015,0.0609657219586631,0.1337062994237217,0.2458561022747137,9000
lifted_interaction,6,collateral_abs_delta,0.04450170338766029,0.0064343122052265,0.0249046011174896,0.110488300256452,9000
lifted_interaction,6,observer_abs_bias,0.8492950704903777,0.5837218473587871,0.8426873110830162,1.143828639995538,9000
lifted_interaction,7,target_squared_error,0.27771057794478976,0.1204875697909468,0.2576321022327353,0.4741916758961049,9000
lifted_interaction,7,collateral_abs_delta,0.04940362186152182,0.0072389394130903,0.0278268203788075,0.1210669786272794,9000
lifted_interaction,7,observer_abs_bias,0.9531036857843697,0.6489666328378617,0.9606283349110328,1.291401416859237,9000
lifted_interaction,8,target_squared_error,0.44102691098425273,0.1908943610524128,0.4126240243265335,0.7533276525009547,9000
lifted_interaction,8,collateral_abs_delta,0.05379268440194718,0.0079821127538912,0.0304804643667659,0.1301797286910709,9000
lifted_interaction,8,observer_abs_bias,1.0485867802216802,0.7074399376859902,1.0724099481906415,1.4286794183449785,9000
lifted_interaction,9,target_squared_error,0.6249762380209063,0.2676984993550956,0.5934661486362951,1.0707347500330926,9000
lifted_interaction,9,collateral_abs_delta,0.05772615602400565,0.0086685258021692,0.0328902172925791,0.1380296897934082,9000
lifted_interaction,9,observer_abs_bias,1.136477882458636,0.7598445452689011,1.168185953113441,1.5563808148520395,9000
lifted_interaction,10,target_squared_error,0.8231718524059674,0.3475389707505114,0.7955628231608826,1.415967666228796,9000
lifted_interaction,10,collateral_abs_delta,0.061254583963975644,0.0093025136580015,0.0350784946914368,0.1447918514764172,9000
lifted_interaction,10,observer_abs_bias,1.2174398329824334,0.8068103000359983,1.241450598231964,1.6751736767334646,9000
lifted_interaction,11,target_squared_error,1.030539456442956,0.4279343683703569,1.003253634677467,1.7803567761063208,9000
lifted_interaction,11,collateral_abs_delta,0.06442261615717026,0.0098880803256974,0.0370656519319396,0.1506169543057216,9000
lifted_interaction,11,observer_abs_bias,1.2920721664298234,0.8489016775423225,1.3062065759702317,1.7856794693087157,9000
lifted_interaction,12,target_squared_error,1.2430612315309324,0.5070871438632213,1.2006531807163527,2.156743275163832,9000
lifted_interaction,12,collateral_abs_delta,0.06726971701690965,0.010428924001427,0.0388701735618498,0.1556348501447446,9000
lifted_interaction,12,observer_abs_bias,1.360917668519854,0.8866245688099211,1.3642418043677973,1.888476304061915,9000
lifted_interaction,13,target_squared_error,1.4575708726366747,0.5837287320612288,1.3820860084373288,2.5392517833844073,9000
lifted_interaction,13,collateral_abs_delta,0.06983079370075805,0.0109284604294956,0.040508845251459,0.159957396782825,9000
lifted_interaction,13,observer_abs_bias,1.4244682051081576,0.9204323605690116,1.4162538016041124,1.984101963034322,9000
lifted_interaction,14,target_squared_error,1.671589013521424,0.6569972611361636,1.5555318830183738,2.923095240441261,9000
lifted_interaction,14,collateral_abs_delta,0.0721367443263796,0.0113898444747667,0.0419969099339867,0.1636809514435412,9000
lifted_interaction,14,observer_abs_bias,1.4831699088486867,0.950731384456604,1.4628676933937397,2.0730567122331784,9000
lifted_interaction,15,target_squared_error,1.8831907601815903,0.7263412168443828,1.7196857954151383,3.304407627351606,9000
lifted_interaction,15,collateral_abs_delta,0.07421493810411446,0.0118159900474807,0.0433482095954304,0.1668885187579557,9000
lifted_interaction,15,observer_abs_bias,1.5374277984576883,0.9778858006658216,1.5046437262944337,2.1558059187752714,9000
oracle_target,0,target_squared_error,0.7187667636251153,0.4235955560091042,0.5652810575875498,1.0107025282963034,9000
oracle_target,0,collateral_abs_delta,0.0,0.0,0.0,0.0,9000
oracle_target,0,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,1,target_squared_error,0.35471589127645436,0.2090470769795738,0.2789697029619321,0.4987880578418519,9000
oracle_target,1,collateral_abs_delta,0.007629665475517713,0.0010703832756255,0.0039613907572946,0.0205113087043183,9000
oracle_target,1,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,2,target_squared_error,0.17505450931925073,0.1031660390336508,0.1376732919723569,0.2461550239703155,9000
oracle_target,2,collateral_abs_delta,0.012989505542824544,0.0018223275152605,0.0067442677104546,0.0349205035491441,9000
oracle_target,2,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,3,target_squared_error,0.08639049443973347,0.0509130850508507,0.067942630046433,0.1214790427982504,9000
oracle_target,3,collateral_abs_delta,0.016754793190107618,0.0023505683436041,0.0086992387700495,0.0450429629276341,9000
oracle_target,3,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,4,target_squared_error,0.04263424894659871,0.0251259256793763,0.0335301125693525,0.0599506668649541,9000
oracle_target,4,collateral_abs_delta,0.019399907762323962,0.0027216575255155,0.0100726059394149,0.0521539906410233,9000
oracle_target,4,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,5,target_squared_error,0.02104026831920236,0.0123998013598077,0.016547320116179,0.0295860287895227,9000
oracle_target,5,collateral_abs_delta,0.02125810074930596,0.0029823476758082,0.0110373963758941,0.0571494876096793,9000
oracle_target,5,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,6,target_squared_error,0.01038350391720334,0.0061193794698236,0.008166205898085,0.0146008901203094,9000
oracle_target,6,collateral_abs_delta,0.02256348132266082,0.0031654825063889,0.0117151616575208,0.0606588242301601,9000
oracle_target,6,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,7,target_squared_error,0.005124324080039306,0.0030199520144796,0.0040300736494918,0.0072056305299359,9000
oracle_target,7,collateral_abs_delta,0.02348051117544258,0.0032941347248718,0.0121912917678634,0.0631241332060478,9000
oracle_target,7,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,8,target_squared_error,0.0025288859605248682,0.0014903651938457,0.0019888665339845,0.0035560237017142,9000
oracle_target,8,collateral_abs_delta,0.0241247246470218,0.0033845129083561,0.0125257731703792,0.064856012761609,9000
oracle_target,8,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,9,target_squared_error,0.001248021027056257,0.0007355045379453,0.0009815180649372,0.001754919921944,9000
oracle_target,9,collateral_abs_delta,0.024577284610806174,0.0034480035822537,0.0127607463556466,0.0660726581493907,9000
oracle_target,9,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,10,target_squared_error,0.0006159061769836616,0.0003629760863794,0.0004843852995344,0.0008660639497289,9000
oracle_target,10,collateral_abs_delta,0.02489520798536471,0.0034926057806669,0.0129258150182968,0.0669273515343074,9000
oracle_target,10,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,11,target_squared_error,0.0003039535477550161,0.0001791309672287,0.0002390471727283,0.0004274079720909,9000
oracle_target,11,collateral_abs_delta,0.02511854915599208,0.003523938825052,0.0130417757538087,0.0675277736372113,9000
oracle_target,11,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,12,target_squared_error,0.0001500029755267491,8.84022518959438e-05,0.0001179712737862,0.0002109285055266,9000
oracle_target,12,collateral_abs_delta,0.025275446328357803,0.0035459502887326,0.0131232381705057,0.0679495701645013,9000
oracle_target,12,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,13,target_squared_error,7.402740594105552e-05,4.362706382472472e-05,5.821956093398471e-05,0.0001040945357805,9000
oracle_target,13,collateral_abs_delta,0.025385666591944724,0.0035614133419683,0.0131804655182353,0.0682458822249226,9000
oracle_target,13,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,14,target_squared_error,3.653298750320603e-05,2.1530228666650297e-05,2.8731717193180427e-05,5.1371303998565816e-05,9000
oracle_target,14,collateral_abs_delta,0.02546309632711453,0.0035722761368663,0.0132206677300155,0.0684540414473685,9000
oracle_target,14,observer_abs_bias,0.0,0.0,0.0,0.0,9000
oracle_target,15,target_squared_error,1.8029257664003804e-05,1.0625302410920232e-05,1.4179282008065908e-05,2.5352059593942608e-05,9000
oracle_target,15,collateral_abs_delta,0.025517490716071324,0.0035799072502822,0.013248909783791,0.0686002733011368,9000
oracle_target,15,observer_abs_bias,0.0,0.0,0.0,0.0,9000
