measurement_budget,reference,candidate,repetition,oracle_regret_reduction,absolute_error_reduction,within_tolerance_improvement
120,additive_head,count_plus_all_bin4,16,0.13578879721462728,0.13578879721462728,0.075
120,additive_head,count_plus_all_bin4,17,0.17494772486388682,0.17494772486388682,0.125
120,additive_head,count_plus_all_bin4,18,-0.038756743632256986,-0.038756743632256986,-0.075
120,additive_head,count_plus_all_bin4,19,0.20199824664741756,0.20199824664741756,0.225
120,additive_head,count_plus_all_bin4,20,0.22334096822887659,0.22334096822887659,0.1
120,additive_head,count_plus_all_bin4,21,0.13650172110646963,0.13650172110646963,0.075
120,additive_head,count_plus_all_bin4,22,0.02947575245052576,0.02947575245052576,-0.05
120,additive_head,count_plus_all_bin4,23,0.05112106706947088,0.05112106706947088,0.125
120,additive_head,count_plus_all_bin4,24,0.06344603952020407,0.06344603952020407,0.075
120,additive_head,count_plus_all_bin4,25,-0.03465028367936611,-0.03465028367936611,-0.025
120,additive_head,count_plus_all_bin4,26,0.2834714502096176,0.2834714502096176,0.175
120,additive_head,count_plus_all_bin4,27,0.1435805443674326,0.1435805443674326,0.15
120,additive_head,count_plus_all_bin4,28,0.1591633278876543,0.1591633278876543,0.075
120,additive_head,count_plus_all_bin4,29,0.14619483686983586,0.14619483686983586,0.15
120,count_additive,count_plus_PE_bin4,0,0.03937621004879475,0.03937621004879475,-0.025
120,count_additive,count_plus_PE_bin4,1,0.035975358448922634,0.035975358448922634,0.025
120,count_additive,count_plus_PE_bin4,2,0.1387664033100009,0.1387664033100009,0.1
120,count_additive,count_plus_PE_bin4,3,0.10938043985515833,0.10938043985515833,0.125
120,count_additive,count_plus_PE_bin4,4,0.17862479481846094,0.17862479481846094,0.15
120,count_additive,count_plus_PE_bin4,5,0.06464351285248995,0.06464351285248995,0.025
120,count_additive,count_plus_PE_bin4,6,0.07242580465972423,0.07242580465972423,-0.05
120,count_additive,count_plus_PE_bin4,7,0.14446639362722635,0.14446639362722635,0.125
120,count_additive,count_plus_PE_bin4,8,0.003954263031482696,0.003954263031482696,-0.025
120,count_additive,count_plus_PE_bin4,9,0.07917992267757654,0.07917992267757654,0.125
120,count_additive,count_plus_PE_bin4,10,0.08681334052234888,0.08681334052234888,0.05
120,count_additive,count_plus_PE_bin4,11,0.22060042954981327,0.22060042954981327,0.1
120,count_additive,count_plus_PE_bin4,12,0.023827383667230605,0.023827383667230605,-0.075
120,count_additive,count_plus_PE_bin4,13,-0.011581640876829623,-0.011581640876829623,-0.025
120,count_additive,count_plus_PE_bin4,14,0.12330417409539222,0.12330417409539222,0.125
120,count_additive,count_plus_PE_bin4,15,0.04425621144473553,0.04425621144473553,0.075
120,count_additive,count_plus_PE_bin4,16,-0.010082524456083774,-0.010082524456083774,-0.1
120,count_additive,count_plus_PE_bin4,17,0.10002084635198116,0.10002084635198116,0.1
120,count_additive,count_plus_PE_bin4,18,0.033669285289943215,0.033669285289943215,0.025
120,count_additive,count_plus_PE_bin4,19,0.10187078844755888,0.10187078844755888,0.15
120,count_additive,count_plus_PE_bin4,20,0.07319078519940377,0.07319078519940377,0.025
120,count_additive,count_plus_PE_bin4,21,0.120659439265728,0.120659439265728,0.175
120,count_additive,count_plus_PE_bin4,22,0.11635715886950493,0.11635715886950493,0.1
120,count_additive,count_plus_PE_bin4,23,0.08338360246270896,0.08338360246270896,0.075
120,count_additive,count_plus_PE_bin4,24,0.08216976206749678,0.08216976206749678,0.125
120,count_additive,count_plus_PE_bin4,25,0.10568396262824535,0.10568396262824535,0.125
120,count_additive,count_plus_PE_bin4,26,-0.0013622855767607689,-0.0013622855767607689,-0.025
120,count_additive,count_plus_PE_bin4,27,0.09199934601783752,0.09199934601783752,0.05
120,count_additive,count_plus_PE_bin4,28,0.050720907747745514,0.050720907747745514,-0.075
120,count_additive,count_plus_PE_bin4,29,0.1728022862225771,0.1728022862225771,0.1
120,count_additive,count_plus_all_bin4,0,0.19505137391388416,0.19505137391388416,0.125
120,count_additive,count_plus_all_bin4,1,0.04257489964365959,0.04257489964365959,0.05
120,count_additive,count_plus_all_bin4,2,0.24937744662165642,0.24937744662165642,0.25
120,count_additive,count_plus_all_bin4,3,0.17279602363705635,0.17279602363705635,0.175
120,count_additive,count_plus_all_bin4,4,0.17400104850530623,0.17400104850530623,0.075
120,count_additive,count_plus_all_bin4,5,0.13269423171877862,0.13269423171877862,0.125
120,count_additive,count_plus_all_bin4,6,0.11561798378825187,0.11561798378825187,0.05
120,count_additive,count_plus_all_bin4,7,0.20132946744561195,0.20132946744561195,0.125
120,count_additive,count_plus_all_bin4,8,0.05500448513776064,0.05500448513776064,0.1
120,count_additive,count_plus_all_bin4,9,0.10759176407009363,0.10759176407009363,0.15
120,count_additive,count_plus_all_bin4,10,0.16161098424345255,0.16161098424345255,0.225
120,count_additive,count_plus_all_bin4,11,0.22267842926084996,0.22267842926084996,0.15
120,count_additive,count_plus_all_bin4,12,0.05524165946990252,0.05524165946990252,-0.05
120,count_additive,count_plus_all_bin4,13,0.15669462364166975,0.15669462364166975,0.15
120,count_additive,count_plus_all_bin4,14,0.1674437142908573,0.1674437142908573,0.225
120,count_additive,count_plus_all_bin4,15,0.17525157071650027,0.17525157071650027,0.15
120,count_additive,count_plus_all_bin4,16,0.046486045606434344,0.046486045606434344,-0.025
120,count_additive,count_plus_all_bin4,17,0.1479126013815403,0.1479126013815403,0.125
120,count_additive,count_plus_all_bin4,18,0.01184941567480564,0.01184941567480564,-0.075
120,count_additive,count_plus_all_bin4,19,0.2044237257912755,0.2044237257912755,0.275
120,count_additive,count_plus_all_bin4,20,0.037964731268584725,0.037964731268584725,-0.025
120,count_additive,count_plus_all_bin4,21,0.12652515210211276,0.12652515210211276,0.125
120,count_additive,count_plus_all_bin4,22,0.09059130046516657,0.09059130046516657,0.025
120,count_additive,count_plus_all_bin4,23,0.06106678601354361,0.06106678601354361,0.1
120,count_additive,count_plus_all_bin4,24,0.08298890683799982,0.08298890683799982,0.125
120,count_additive,count_plus_all_bin4,25,0.10482595320791006,0.10482595320791006,0.15
120,count_additive,count_plus_all_bin4,26,0.19971414506435395,0.19971414506435395,0.1
120,count_additive,count_plus_all_bin4,27,0.26143599171191456,0.26143599171191456,0.2
120,count_additive,count_plus_all_bin4,28,0.09432190880179406,0.09432190880179406,-0.025
120,count_additive,count_plus_all_bin4,29,0.12934867944568396,0.12934867944568396,0.025
20,additive_head,count_plus_PE_bin4,0,-0.3158604048192501,-0.3158604048192501,-0.1
20,additive_head,count_plus_PE_bin4,1,-0.0043604373931884766,-0.0043604373931884766,-0.15
20,additive_head,count_plus_PE_bin4,2,-0.10456936694681644,-0.10456936694681644,0.0
20,additive_head,count_plus_PE_bin4,3,-0.13581853415817022,-0.13581853415817022,0.1
20,additive_head,count_plus_PE_bin4,4,-0.028016815520823003,-0.028016815520823003,0.025
20,additive_head,count_plus_PE_bin4,5,-0.18039859607815742,-0.18039859607815742,0.025
20,additive_head,count_plus_PE_bin4,6,-0.001378265954554081,-0.001378265954554081,-0.05
20,additive_head,count_plus_PE_bin4,7,0.17588411327451467,0.17588411327451467,0.2
20,additive_head,count_plus_PE_bin4,8,-0.006369316205382347,-0.006369316205382347,-0.075
20,additive_head,count_plus_PE_bin4,9,-0.16645460426807404,-0.16645460426807404,-0.075
20,additive_head,count_plus_PE_bin4,10,-0.21125025916844606,-0.21125025916844606,-0.2
20,additive_head,count_plus_PE_bin4,11,-0.03651258535683155,-0.03651258535683155,-0.05
20,additive_head,count_plus_PE_bin4,12,0.009692169167101384,0.009692169167101384,0.075
20,additive_head,count_plus_PE_bin4,13,-0.40280556231737136,-0.40280556231737136,-0.15
20,additive_head,count_plus_PE_bin4,14,-0.1132033959031105,-0.1132033959031105,-0.075
20,additive_head,count_plus_PE_bin4,15,-0.3803929764777422,-0.3803929764777422,-0.1
20,additive_head,count_plus_PE_bin4,16,-0.13541527632623912,-0.13541527632623912,-0.1
20,additive_head,count_plus_PE_bin4,17,-0.1319843389093876,-0.1319843389093876,-0.15
20,additive_head,count_plus_PE_bin4,18,-0.06237179059535265,-0.06237179059535265,-0.05
20,additive_head,count_plus_PE_bin4,19,0.0015714533627033233,0.0015714533627033233,-0.05
20,additive_head,count_plus_PE_bin4,20,0.02011417057365179,0.02011417057365179,-0.05
20,additive_head,count_plus_PE_bin4,21,0.005939996242523194,0.005939996242523194,0.175
20,additive_head,count_plus_PE_bin4,22,-0.07039746753871441,-0.07039746753871441,-0.1
20,additive_head,count_plus_PE_bin4,23,-0.022775587625801563,-0.022775587625801563,-0.15
20,additive_head,count_plus_PE_bin4,24,-0.05334715787321329,-0.05334715787321329,-0.025
20,additive_head,count_plus_PE_bin4,25,-0.3122570142149925,-0.3122570142149925,0.0
20,additive_head,count_plus_PE_bin4,26,0.08615062702447177,0.08615062702447177,0.075
20,additive_head,count_plus_PE_bin4,27,-0.019226132705807687,-0.019226132705807687,-0.15
20,additive_head,count_plus_PE_bin4,28,-0.06984883211553097,-0.06984883211553097,-0.025
20,additive_head,count_plus_PE_bin4,29,0.03756742458790541,0.03756742458790541,0.075
20,additive_head,count_plus_all_bin4,0,-0.1722023870795965,-0.1722023870795965,-0.05
20,additive_head,count_plus_all_bin4,1,0.12242511212825775,0.12242511212825775,-0.125
20,additive_head,count_plus_all_bin4,2,0.08124296180903912,0.08124296180903912,0.025
20,additive_head,count_plus_all_bin4,3,0.1461932050064206,0.1461932050064206,0.25
20,additive_head,count_plus_all_bin4,4,0.2570910068228841,0.2570910068228841,0.175
20,additive_head,count_plus_all_bin4,5,0.18607670553028582,0.18607670553028582,0.1
20,additive_head,count_plus_all_bin4,6,0.018516741506755353,0.018516741506755353,-0.025
20,additive_head,count_plus_all_bin4,7,0.20822830311954021,0.20822830311954021,0.175
20,additive_head,count_plus_all_bin4,8,0.0472148708999157,0.0472148708999157,0.05
20,additive_head,count_plus_all_bin4,9,0.14389839954674244,0.14389839954674244,0.0
20,additive_head,count_plus_all_bin4,10,-0.03187961746007204,-0.03187961746007204,-0.125
20,additive_head,count_plus_all_bin4,11,0.11203156132251024,0.11203156132251024,0.075
20,additive_head,count_plus_all_bin4,12,0.3333436645567417,0.3333436645567417,0.1
20,additive_head,count_plus_all_bin4,13,-0.31148596946150064,-0.31148596946150064,-0.15
20,additive_head,count_plus_all_bin4,14,-0.13083917163312436,-0.13083917163312436,-0.05
20,additive_head,count_plus_all_bin4,15,-0.194911783747375,-0.194911783747375,-0.025
20,additive_head,count_plus_all_bin4,16,0.05662638321518898,0.05662638321518898,-0.025
20,additive_head,count_plus_all_bin4,17,0.17743134424090384,0.17743134424090384,0.1
20,additive_head,count_plus_all_bin4,18,0.004549424909055233,0.004549424909055233,-0.075
20,additive_head,count_plus_all_bin4,19,0.13891566526144744,0.13891566526144744,0.075
20,additive_head,count_plus_all_bin4,20,-0.08922745063900947,-0.08922745063900947,0.0
20,additive_head,count_plus_all_bin4,21,0.03252428509294987,0.03252428509294987,0.175
20,additive_head,count_plus_all_bin4,22,0.20373166985809804,0.20373166985809804,0.175
20,additive_head,count_plus_all_bin4,23,0.03377182837575674,0.03377182837575674,-0.1
20,additive_head,count_plus_all_bin4,24,0.0886426318436861,0.0886426318436861,-0.025
20,additive_head,count_plus_all_bin4,25,-0.1820635251700878,-0.1820635251700878,0.1
20,additive_head,count_plus_all_bin4,26,0.19962990954518317,0.19962990954518317,0.1
20,additive_head,count_plus_all_bin4,27,0.06624800227582454,0.06624800227582454,-0.05
20,additive_head,count_plus_all_bin4,28,0.024827902391552924,0.024827902391552924,-0.075
20,additive_head,count_plus_all_bin4,29,0.10395825374871492,0.10395825374871492,0.025
20,count_additive,count_plus_PE_bin4,0,0.42310608457773924,0.42310608457773924,0.1
20,count_additive,count_plus_PE_bin4,1,0.10466973036527634,0.10466973036527634,-0.075
20,count_additive,count_plus_PE_bin4,2,0.16746862716972827,0.16746862716972827,0.05
20,count_additive,count_plus_PE_bin4,3,0.08971572872251272,0.08971572872251272,0.125
20,count_additive,count_plus_PE_bin4,4,0.5024032842367887,0.5024032842367887,0.05
20,count_additive,count_plus_PE_bin4,5,0.15039633102715017,0.15039633102715017,0.0
20,count_additive,count_plus_PE_bin4,6,0.2986165346577764,0.2986165346577764,0.075
20,count_additive,count_plus_PE_bin4,7,0.21997822690755128,0.21997822690755128,0.05
20,count_additive,count_plus_PE_bin4,8,0.007356968335807323,0.007356968335807323,-0.05
20,count_additive,count_plus_PE_bin4,9,0.11324439849704504,0.11324439849704504,-0.025
20,count_additive,count_plus_PE_bin4,10,0.21845044884830714,0.21845044884830714,0.025
20,count_additive,count_plus_PE_bin4,11,0.13398144729435443,0.13398144729435443,-0.025
20,count_additive,count_plus_PE_bin4,12,0.06380514353513718,0.06380514353513718,0.1
20,count_additive,count_plus_PE_bin4,13,0.0944805784150958,0.0944805784150958,0.075
20,count_additive,count_plus_PE_bin4,14,0.5799441423267127,0.5799441423267127,0.1
20,count_additive,count_plus_PE_bin4,15,-0.13385070264339446,-0.13385070264339446,-0.025
20,count_additive,count_plus_PE_bin4,16,-0.021909153461456297,-0.021909153461456297,-0.075
20,count_additive,count_plus_PE_bin4,17,0.36473088674247267,0.36473088674247267,0.05
20,count_additive,count_plus_PE_bin4,18,-0.03428871799260378,-0.03428871799260378,0.025
20,count_additive,count_plus_PE_bin4,19,0.26881257109344003,0.26881257109344003,0.05
20,count_additive,count_plus_PE_bin4,20,0.5971692411229015,0.5971692411229015,0.1
20,count_additive,count_plus_PE_bin4,21,0.06792998109012842,0.06792998109012842,0.075
20,count_additive,count_plus_PE_bin4,22,0.30566168278455735,0.30566168278455735,-0.075
20,count_additive,count_plus_PE_bin4,23,0.1332659987732768,0.1332659987732768,-0.05
20,count_additive,count_plus_PE_bin4,24,0.23509273994714022,0.23509273994714022,0.2
20,count_additive,count_plus_PE_bin4,25,-0.05222302712500095,-0.05222302712500095,-0.125
20,count_additive,count_plus_PE_bin4,26,0.145363774523139,0.145363774523139,0.1
20,count_additive,count_plus_PE_bin4,27,0.13382876627147197,0.13382876627147197,-0.05
20,count_additive,count_plus_PE_bin4,28,0.4276043573394418,0.4276043573394418,0.125
20,count_additive,count_plus_PE_bin4,29,0.267067863792181,0.267067863792181,0.075
20,count_additive,count_plus_all_bin4,0,0.5667641023173928,0.5667641023173928,0.15
20,count_additive,count_plus_all_bin4,1,0.23145527988672257,0.23145527988672257,-0.05
20,count_additive,count_plus_all_bin4,2,0.35328095592558384,0.35328095592558384,0.075
20,count_additive,count_plus_all_bin4,3,0.37172746788710354,0.37172746788710354,0.275
20,count_additive,count_plus_all_bin4,4,0.7875111065804958,0.7875111065804958,0.2
20,count_additive,count_plus_all_bin4,5,0.5168716326355934,0.5168716326355934,0.075
20,count_additive,count_plus_all_bin4,6,0.3185115421190858,0.3185115421190858,0.1
20,count_additive,count_plus_all_bin4,7,0.25232241675257683,0.25232241675257683,0.025
20,count_additive,count_plus_all_bin4,8,0.060941155441105364,0.060941155441105364,0.075
20,count_additive,count_plus_all_bin4,9,0.4235974023118615,0.4235974023118615,0.05
20,count_additive,count_plus_all_bin4,10,0.39782109055668113,0.39782109055668113,0.1
20,count_additive,count_plus_all_bin4,11,0.28252559397369625,0.28252559397369625,0.1
20,count_additive,count_plus_all_bin4,12,0.3874566389247775,0.3874566389247775,0.125
20,count_additive,count_plus_all_bin4,13,0.18580017127096654,0.18580017127096654,0.075
20,count_additive,count_plus_all_bin4,14,0.5623083665966988,0.5623083665966988,0.125
20,count_additive,count_plus_all_bin4,15,0.051630490086972715,0.051630490086972715,0.05
20,count_additive,count_plus_all_bin4,16,0.1701325060799718,0.1701325060799718,0.0
20,count_additive,count_plus_all_bin4,17,0.6741465698927641,0.6741465698927641,0.3
20,count_additive,count_plus_all_bin4,18,0.0326324975118041,0.0326324975118041,0.0
20,count_additive,count_plus_all_bin4,19,0.40615678299218416,0.40615678299218416,0.175
20,count_additive,count_plus_all_bin4,20,0.48782761991024015,0.48782761991024015,0.15
20,count_additive,count_plus_all_bin4,21,0.09451426994055509,0.09451426994055509,0.075
20,count_additive,count_plus_all_bin4,22,0.5797908201813697,0.5797908201813697,0.2
20,count_additive,count_plus_all_bin4,23,0.1898134147748351,0.1898134147748351,0.0
20,count_additive,count_plus_all_bin4,24,0.3770825296640396,0.3770825296640396,0.2
20,count_additive,count_plus_all_bin4,25,0.07797046191990376,0.07797046191990376,-0.025
20,count_additive,count_plus_all_bin4,26,0.2588430570438504,0.2588430570438504,0.125
20,count_additive,count_plus_all_bin4,27,0.2193029012531042,0.2193029012531042,0.05
20,count_additive,count_plus_all_bin4,28,0.5222810918465257,0.5222810918465257,0.075
20,count_additive,count_plus_all_bin4,29,0.3334586929529905,0.3334586929529905,0.025
40,additive_head,count_plus_PE_bin4,0,-0.015513574331998825,-0.015513574331998825,0.0
40,additive_head,count_plus_PE_bin4,1,0.04083174653351307,0.04083174653351307,0.125
40,additive_head,count_plus_PE_bin4,2,0.12766927778720855,0.12766927778720855,0.125
40,additive_head,count_plus_PE_bin4,3,-0.02097529321908951,-0.02097529321908951,0.05
40,additive_head,count_plus_PE_bin4,4,-0.07029579617083073,-0.07029579617083073,-0.1
40,additive_head,count_plus_PE_bin4,5,0.0728505127131939,0.0728505127131939,-0.025
40,additive_head,count_plus_PE_bin4,6,-0.0916152646765113,-0.0916152646765113,0.1
40,additive_head,count_plus_PE_bin4,7,0.14958199262619018,0.14958199262619018,0.075
40,additive_head,count_plus_PE_bin4,8,0.05498246233910322,0.05498246233910322,0.0
40,additive_head,count_plus_PE_bin4,9,-0.1206728545948863,-0.1206728545948863,-0.125
40,additive_head,count_plus_PE_bin4,10,-0.04001085069030523,-0.04001085069030523,-0.075
40,additive_head,count_plus_PE_bin4,11,0.02938211653381586,0.02938211653381586,0.025
40,additive_head,count_plus_PE_bin4,12,-0.046657612547278404,-0.046657612547278404,-0.05
40,additive_head,count_plus_PE_bin4,13,0.14919479005038738,0.14919479005038738,0.05
40,additive_head,count_plus_PE_bin4,14,-0.06144763324409723,-0.06144763324409723,-0.075
40,additive_head,count_plus_PE_bin4,15,0.07675978615880012,0.07675978615880012,0.2
40,additive_head,count_plus_PE_bin4,16,0.030225294828414916,0.030225294828414916,0.025
40,additive_head,count_plus_PE_bin4,17,-0.00935449954122305,-0.00935449954122305,0.15
40,additive_head,count_plus_PE_bin4,18,0.0850843733176589,0.0850843733176589,-0.05
40,additive_head,count_plus_PE_bin4,19,0.1757051156833768,0.1757051156833768,0.2
40,additive_head,count_plus_PE_bin4,20,0.039527845196425916,0.039527845196425916,-0.025
40,additive_head,count_plus_PE_bin4,21,0.09521939102560281,0.09521939102560281,0.0
40,additive_head,count_plus_PE_bin4,22,0.024537304043769838,0.024537304043769838,0.0
40,additive_head,count_plus_PE_bin4,23,-0.025292786955833434,-0.025292786955833434,-0.025
40,additive_head,count_plus_PE_bin4,24,-0.10397510770708322,-0.10397510770708322,-0.125
40,additive_head,count_plus_PE_bin4,25,-0.12282500881701708,-0.12282500881701708,-0.075
40,additive_head,count_plus_PE_bin4,26,0.0318637503311038,0.0318637503311038,0.025
40,additive_head,count_plus_PE_bin4,27,0.13043518215417862,0.13043518215417862,0.15
40,additive_head,count_plus_PE_bin4,28,0.15579149648547172,0.15579149648547172,0.125
40,additive_head,count_plus_PE_bin4,29,-0.05828788429498673,-0.05828788429498673,-0.125
40,additive_head,count_plus_all_bin4,0,-0.06263842321932316,-0.06263842321932316,0.0
40,additive_head,count_plus_all_bin4,1,-0.10964808110147714,-0.10964808110147714,-0.075
40,additive_head,count_plus_all_bin4,2,0.11173435878008604,0.11173435878008604,0.05
40,additive_head,count_plus_all_bin4,3,-0.0912084648385644,-0.0912084648385644,0.075
40,additive_head,count_plus_all_bin4,4,-0.1052101319655776,-0.1052101319655776,-0.025
40,additive_head,count_plus_all_bin4,5,0.04514371659606695,0.04514371659606695,-0.075
40,additive_head,count_plus_all_bin4,6,-0.21888082567602396,-0.21888082567602396,-0.05
40,additive_head,count_plus_all_bin4,7,0.061544723249971865,0.061544723249971865,0.1
40,additive_head,count_plus_all_bin4,8,0.027407802082598208,0.027407802082598208,0.025
40,additive_head,count_plus_all_bin4,9,-0.11519402526319027,-0.11519402526319027,0.0
40,additive_head,count_plus_all_bin4,10,-0.02501092664897442,-0.02501092664897442,0.05
40,additive_head,count_plus_all_bin4,11,0.1701198248192668,0.1701198248192668,0.05
40,additive_head,count_plus_all_bin4,12,-0.15137039553374051,-0.15137039553374051,-0.075
40,additive_head,count_plus_all_bin4,13,0.23821845166385175,0.23821845166385175,0.15
40,additive_head,count_plus_all_bin4,14,-0.03932944741100073,-0.03932944741100073,-0.075
40,additive_head,count_plus_all_bin4,15,-0.0578383257612586,-0.0578383257612586,0.075
40,additive_head,count_plus_all_bin4,16,-0.027433249913156033,-0.027433249913156033,0.1
40,additive_head,count_plus_all_bin4,17,-0.11431059781461954,-0.11431059781461954,0.075
40,additive_head,count_plus_all_bin4,18,0.04305786900222301,0.04305786900222301,-0.15
40,additive_head,count_plus_all_bin4,19,0.0901555372402072,0.0901555372402072,0.15
40,additive_head,count_plus_all_bin4,20,0.01903653871268034,0.01903653871268034,-0.05
40,additive_head,count_plus_all_bin4,21,0.05599070321768522,0.05599070321768522,0.15
40,additive_head,count_plus_all_bin4,22,-0.018472068943083286,-0.018472068943083286,0.05
40,additive_head,count_plus_all_bin4,23,0.07851383332163095,0.07851383332163095,0.025
40,additive_head,count_plus_all_bin4,24,-0.13691946920007467,-0.13691946920007467,-0.15
40,additive_head,count_plus_all_bin4,25,-0.15901292059570551,-0.15901292059570551,-0.05
40,additive_head,count_plus_all_bin4,26,-0.10582003071904182,-0.10582003071904182,-0.025
40,additive_head,count_plus_all_bin4,27,0.08976919781416655,0.08976919781416655,-0.025
40,additive_head,count_plus_all_bin4,28,0.06026494409888983,0.06026494409888983,0.1
40,additive_head,count_plus_all_bin4,29,0.03747645691037178,0.03747645691037178,-0.1
40,count_additive,count_plus_PE_bin4,0,0.007087387889623642,0.007087387889623642,-0.05
40,count_additive,count_plus_PE_bin4,1,0.07305337768048048,0.07305337768048048,0.2
40,count_additive,count_plus_PE_bin4,2,0.13829112164676188,0.13829112164676188,0.175
40,count_additive,count_plus_PE_bin4,3,-0.06200795620679855,-0.06200795620679855,-0.075
40,count_additive,count_plus_PE_bin4,4,-0.05900469236075878,-0.05900469236075878,0.0
40,count_additive,count_plus_PE_bin4,5,0.11290876884013415,0.11290876884013415,0.05
40,count_additive,count_plus_PE_bin4,6,-0.02479575891047716,-0.02479575891047716,0.1
40,count_additive,count_plus_PE_bin4,7,0.12260600943118334,0.12260600943118334,0.0
40,count_additive,count_plus_PE_bin4,8,0.15864922311156987,0.15864922311156987,0.125
40,count_additive,count_plus_PE_bin4,9,-0.035795198380947114,-0.035795198380947114,-0.075
40,count_additive,count_plus_PE_bin4,10,-0.014905503764748574,-0.014905503764748574,-0.025
40,count_additive,count_plus_PE_bin4,11,0.02631145566701889,0.02631145566701889,0.0
40,count_additive,count_plus_PE_bin4,12,0.07392059396952391,0.07392059396952391,0.15
40,count_additive,count_plus_PE_bin4,13,-0.042856579087674616,-0.042856579087674616,-0.05
40,count_additive,count_plus_PE_bin4,14,-0.0626425325870514,-0.0626425325870514,-0.15
40,count_additive,count_plus_PE_bin4,15,0.08535118717700244,0.08535118717700244,0.075
40,count_additive,count_plus_PE_bin4,16,0.039118405804038046,0.039118405804038046,0.0
40,count_additive,count_plus_PE_bin4,17,-0.10143639445304871,-0.10143639445304871,-0.05
40,count_additive,count_plus_PE_bin4,18,0.11628888081759214,0.11628888081759214,0.1
40,count_additive,count_plus_PE_bin4,19,-0.020760995522141456,-0.020760995522141456,0.05
