repetition,fold,model,measurement_budget,n_measurements,n_fit_prompts,n_eval_prompts,n_candidates,target,selected_subset_idx,selected_head_count,predicted_effect,actual_effect,absolute_target_error,oracle_target_error,oracle_regret,same_size_oracle_target_error,same_size_oracle_regret,within_tolerance,cost_selected_subset_idx,cost_selected_head_count,cost_aware_loss,cost_aware_oracle_loss,cost_aware_regret
0,0,count_additive,40,40,128,128,32,0.25,5,1,0.24375096141391872,0.1743086874485016,0.07569131255149841,0.012604966759681702,0.06308634579181671,0.07124680280685425,0.004444509744644165,1,5,1,0.09569131255149842,0.0526049667596817,0.043086345791816714
0,0,count_additive,40,40,128,128,32,0.5,158,11,0.5284461118761294,1.309995025396347,0.809995025396347,0.010359995067119598,0.7996350303292274,0.809995025396347,0.0,0,125,7,0.6325392866134644,0.0703599950671196,0.5621792915463448
0,0,count_additive,40,40,128,128,32,0.75,159,11,0.770864907566088,1.525876224040985,0.7758762240409851,0.030225388705730438,0.7456508353352547,0.559995025396347,0.21588119864463806,0,89,6,0.8887951847910881,0.17616084814071656,0.7126343366503716
0,0,count_additive,40,40,128,128,32,1.0,17,3,0.993318858912196,0.4896400049328804,0.5103599950671196,0.005041778087615967,0.5053182169795036,0.5103599950671196,0.0,0,17,3,0.5703599950671197,0.12504177808761596,0.4453182169795037
0,0,count_additive,40,40,128,128,32,1.25,79,6,1.3740653771319467,0.8981282562017441,0.3518717437982559,0.059995025396347046,0.2918767184019089,0.24495822191238403,0.10691352188587189,0,79,6,0.4718717437982559,0.279995025396347,0.1918767184019089
0,0,count_additive,40,40,128,128,32,1.5,146,5,1.4559751826379617,0.8261608481407166,0.6738391518592834,0.025876224040985107,0.6479629278182983,0.6738391518592834,0.0,0,146,5,0.7738391518592834,0.2458762240409851,0.5279629278182983
0,0,count_additive,40,40,128,128,32,1.75,146,5,1.4559751826379617,0.8261608481407166,0.9238391518592834,0.2241237759590149,0.6997153759002686,0.9238391518592834,0.0,0,146,5,1.0238391518592835,0.44412377595901487,0.5797153759002687
0,0,count_additive,40,40,128,128,32,2.0,146,5,1.4559751826379617,0.8261608481407166,1.1738391518592834,0.4741237759590149,0.6997153759002686,1.1738391518592834,0.0,0,146,5,1.2738391518592835,0.6941237759590149,0.5797153759002687
0,0,count_plus_PE_bin4,40,40,128,128,32,0.25,106,9,0.24831712837529463,-0.7178563252091408,0.9678563252091408,0.012604966759681702,0.9552513584494591,0.46977461129426956,0.4980817139148712,0,5,1,0.09569131255149842,0.0526049667596817,0.043086345791816714
0,0,count_plus_PE_bin4,40,40,128,128,32,0.5,1,1,0.5384375189959779,0.17875319719314575,0.32124680280685425,0.010359995067119598,0.31088680773973465,0.32124680280685425,0.0,0,1,1,0.34124680280685427,0.0703599950671196,0.27088680773973467
0,0,count_plus_PE_bin4,40,40,128,128,32,0.75,158,11,0.7407119188491764,1.309995025396347,0.559995025396347,0.030225388705730438,0.5297696366906166,0.559995025396347,0.0,0,89,6,0.8887951847910881,0.17616084814071656,0.7126343366503716
0,0,count_plus_PE_bin4,40,40,128,128,32,1.0,126,6,0.9280538098396516,1.005041778087616,0.005041778087615967,0.005041778087615967,0.0,0.005041778087615967,0.0,1,126,6,0.12504177808761596,0.12504177808761596,0.0
0,0,count_plus_PE_bin4,40,40,128,128,32,1.25,17,3,1.272763396482021,0.4896400049328804,0.7603599950671196,0.059995025396347046,0.7003649696707726,0.7603599950671196,0.0,0,17,3,0.8203599950671197,0.279995025396347,0.5403649696707726
0,0,count_plus_PE_bin4,40,40,128,128,32,1.5,79,6,1.410803396787076,0.8981282562017441,0.6018717437982559,0.025876224040985107,0.5759955197572708,0.49495822191238403,0.10691352188587189,0,146,5,0.7738391518592834,0.2458762240409851,0.5279629278182983
0,0,count_plus_PE_bin4,40,40,128,128,32,1.75,79,6,1.410803396787076,0.8981282562017441,0.8518717437982559,0.2241237759590149,0.627747967839241,0.744958221912384,0.10691352188587189,0,146,5,1.0238391518592835,0.44412377595901487,0.5797153759002687
0,0,count_plus_PE_bin4,40,40,128,128,32,2.0,79,6,1.410803396787076,0.8981282562017441,1.101871743798256,0.4741237759590149,0.627747967839241,0.994958221912384,0.10691352188587189,0,146,5,1.2738391518592835,0.6941237759590149,0.5797153759002687
0,0,count_plus_all_bin4,40,40,128,128,32,0.25,17,3,0.2697445318276334,0.4896400049328804,0.2396400049328804,0.012604966759681702,0.2270350381731987,0.23556433618068695,0.004075668752193451,1,5,1,0.09569131255149842,0.0526049667596817,0.043086345791816714
0,0,count_plus_all_bin4,40,40,128,128,32,0.5,5,1,0.2991539242328549,0.1743086874485016,0.3256913125514984,0.010359995067119598,0.3153313174843788,0.32124680280685425,0.004444509744644165,0,5,1,0.34569131255149843,0.0703599950671196,0.27533131748437883
0,0,count_plus_all_bin4,40,40,128,128,32,0.75,89,6,0.7447109676187837,-0.018795184791088104,0.7687951847910881,0.030225388705730438,0.7385697960853577,0.14812825620174408,0.620666928589344,0,89,6,0.8887951847910881,0.17616084814071656,0.7126343366503716
0,0,count_plus_all_bin4,40,40,128,128,32,1.0,126,6,0.9411057807055113,1.005041778087616,0.005041778087615967,0.005041778087615967,0.0,0.005041778087615967,0.0,1,126,6,0.12504177808761596,0.12504177808761596,0.0
0,0,count_plus_all_bin4,40,40,128,128,32,1.25,79,6,1.333649499657858,0.8981282562017441,0.3518717437982559,0.059995025396347046,0.2918767184019089,0.24495822191238403,0.10691352188587189,0,79,6,0.4718717437982559,0.279995025396347,0.1918767184019089
0,0,count_plus_all_bin4,40,40,128,128,32,1.5,146,5,1.4267497179314392,0.8261608481407166,0.6738391518592834,0.025876224040985107,0.6479629278182983,0.6738391518592834,0.0,0,146,5,0.7738391518592834,0.2458762240409851,0.5279629278182983
0,0,count_plus_all_bin4,40,40,128,128,32,1.75,146,5,1.4267497179314392,0.8261608481407166,0.9238391518592834,0.2241237759590149,0.6997153759002686,0.9238391518592834,0.0,0,146,5,1.0238391518592835,0.44412377595901487,0.5797153759002687
0,0,count_plus_all_bin4,40,40,128,128,32,2.0,146,5,1.4267497179314392,0.8261608481407166,1.1738391518592834,0.4741237759590149,0.6997153759002686,1.1738391518592834,0.0,0,146,5,1.2738391518592835,0.6941237759590149,0.5797153759002687
0,0,additive_head,80,80,128,128,32,0.25,76,7,0.2557099216526191,-0.27546192705631256,0.5254619270563126,0.012604966759681702,0.5128569602966309,0.5254619270563126,0.0,0,76,7,0.6654619270563126,0.0526049667596817,0.6128569602966308
0,0,additive_head,80,80,128,128,32,0.5,89,6,0.5231744185314839,-0.018795184791088104,0.5187951847910881,0.010359995067119598,0.5084351897239685,0.3981282562017441,0.12066692858934402,0,1,1,0.34124680280685427,0.0703599950671196,0.27088680773973467
0,0,additive_head,80,80,128,128,32,0.75,143,9,0.7651297014238355,0.7197746112942696,0.030225388705730438,0.030225388705730438,0.0,0.030225388705730438,0.0,1,143,9,0.21022538870573043,0.17616084814071656,0.03406454056501387
0,0,additive_head,80,80,128,128,32,1.0,126,6,1.0335330498047877,1.005041778087616,0.005041778087615967,0.005041778087615967,0.0,0.005041778087615967,0.0,1,17,3,0.5703599950671197,0.12504177808761596,0.4453182169795037
0,0,additive_head,80,80,128,128,32,1.25,146,5,1.2055790072445602,0.8261608481407166,0.42383915185928345,0.059995025396347046,0.3638441264629364,0.42383915185928345,0.0,0,146,5,0.5238391518592834,0.279995025396347,0.2438441264629364
0,0,additive_head,80,80,128,128,32,1.5,146,5,1.2055790072445602,0.8261608481407166,0.6738391518592834,0.025876224040985107,0.6479629278182983,0.6738391518592834,0.0,0,146,5,0.7738391518592834,0.2458762240409851,0.5279629278182983
0,0,additive_head,80,80,128,128,32,1.75,146,5,1.2055790072445602,0.8261608481407166,0.9238391518592834,0.2241237759590149,0.6997153759002686,0.9238391518592834,0.0,0,146,5,1.0238391518592835,0.44412377595901487,0.5797153759002687
0,0,additive_head,80,80,128,128,32,2.0,146,5,1.2055790072445602,0.8261608481407166,1.1738391518592834,0.4741237759590149,0.6997153759002686,1.1738391518592834,0.0,0,146,5,1.2738391518592835,0.6941237759590149,0.5797153759002687
0,0,count_additive,80,80,128,128,32,0.25,76,7,0.2587531395873718,-0.27546192705631256,0.5254619270563126,0.012604966759681702,0.5128569602966309,0.5254619270563126,0.0,0,5,1,0.09569131255149842,0.0526049667596817,0.043086345791816714
0,0,count_additive,80,80,128,128,32,0.5,158,11,0.5048778481089335,1.309995025396347,0.809995025396347,0.010359995067119598,0.7996350303292274,0.809995025396347,0.0,0,89,6,0.6387951847910881,0.0703599950671196,0.5684351897239686
0,0,count_additive,80,80,128,128,32,0.75,126,6,0.6843926928374461,1.005041778087616,0.25504177808761597,0.030225388705730438,0.22481638938188553,0.14812825620174408,0.10691352188587189,0,126,6,0.37504177808761596,0.17616084814071656,0.1988809299468994
0,0,count_additive,80,80,128,128,32,1.0,17,3,0.9818483090028132,0.4896400049328804,0.5103599950671196,0.005041778087615967,0.5053182169795036,0.5103599950671196,0.0,0,17,3,0.5703599950671197,0.12504177808761596,0.4453182169795037
0,0,count_additive,80,80,128,128,32,1.25,146,5,1.3295741883222931,0.8261608481407166,0.42383915185928345,0.059995025396347046,0.3638441264629364,0.42383915185928345,0.0,0,146,5,0.5238391518592834,0.279995025396347,0.2438441264629364
0,0,count_additive,80,80,128,128,32,1.5,146,5,1.3295741883222931,0.8261608481407166,0.6738391518592834,0.025876224040985107,0.6479629278182983,0.6738391518592834,0.0,0,146,5,0.7738391518592834,0.2458762240409851,0.5279629278182983
0,0,count_additive,80,80,128,128,32,1.75,146,5,1.3295741883222931,0.8261608481407166,0.9238391518592834,0.2241237759590149,0.6997153759002686,0.9238391518592834,0.0,0,146,5,1.0238391518592835,0.44412377595901487,0.5797153759002687
0,0,count_additive,80,80,128,128,32,2.0,146,5,1.3295741883222931,0.8261608481407166,1.1738391518592834,0.4741237759590149,0.6997153759002686,1.1738391518592834,0.0,0,146,5,1.2738391518592835,0.6941237759590149,0.5797153759002687
0,0,count_plus_PE_bin4,80,80,128,128,32,0.25,118,4,0.20801484556746075,0.5204799547791481,0.2704799547791481,0.012604966759681702,0.2578749880194664,0.19380377978086472,0.07667617499828339,0,5,1,0.09569131255149842,0.0526049667596817,0.043086345791816714
0,0,count_plus_PE_bin4,80,80,128,128,32,0.5,1,1,0.4609696425283133,0.17875319719314575,0.32124680280685425,0.010359995067119598,0.31088680773973465,0.32124680280685425,0.0,0,1,1,0.34124680280685427,0.0703599950671196,0.27088680773973467
0,0,count_plus_PE_bin4,80,80,128,128,32,0.75,126,6,0.8282788293491605,1.005041778087616,0.25504177808761597,0.030225388705730438,0.22481638938188553,0.14812825620174408,0.10691352188587189,0,17,3,0.3203599950671196,0.17616084814071656,0.14419914692640304
0,0,count_plus_PE_bin4,80,80,128,128,32,1.0,158,11,0.9425657235559188,1.309995025396347,0.30999502539634705,0.005041778087615967,0.3049532473087311,0.30999502539634705,0.0,0,17,3,0.5703599950671197,0.12504177808761596,0.4453182169795037
0,0,count_plus_PE_bin4,80,80,128,128,32,1.25,79,6,1.1665014230798865,0.8981282562017441,0.3518717437982559,0.059995025396347046,0.2918767184019089,0.24495822191238403,0.10691352188587189,0,79,6,0.4718717437982559,0.279995025396347,0.1918767184019089
0,0,count_plus_PE_bin4,80,80,128,128,32,1.5,159,11,1.451471021463169,1.525876224040985,0.025876224040985107,0.025876224040985107,0.0,0.025876224040985107,0.0,1,159,11,0.2458762240409851,0.2458762240409851,0.0
0,0,count_plus_PE_bin4,80,80,128,128,32,1.75,159,11,1.451471021463169,1.525876224040985,0.2241237759590149,0.2241237759590149,0.0,0.2241237759590149,0.0,1,159,11,0.44412377595901487,0.44412377595901487,0.0
0,0,count_plus_PE_bin4,80,80,128,128,32,2.0,159,11,1.451471021463169,1.525876224040985,0.4741237759590149,0.4741237759590149,0.0,0.4741237759590149,0.0,0,159,11,0.6941237759590149,0.6941237759590149,0.0
0,0,count_plus_all_bin4,80,80,128,128,32,0.25,32,2,0.24746841127736507,0.2626049667596817,0.012604966759681702,0.012604966759681702,0.0,0.012604966759681702,0.0,1,32,2,0.0526049667596817,0.0526049667596817,0.0
0,0,count_plus_all_bin4,80,80,128,128,32,0.5,106,9,0.5349072100058185,-0.7178563252091408,1.2178563252091408,0.010359995067119598,1.2074963301420212,0.21977461129426956,0.9980817139148712,0,1,1,0.34124680280685427,0.0703599950671196,0.27088680773973467
0,0,count_plus_all_bin4,80,80,128,128,32,0.75,146,5,0.7411629483156279,0.8261608481407166,0.07616084814071655,0.030225388705730438,0.045935459434986115,0.07616084814071655,0.0,1,146,5,0.17616084814071656,0.17616084814071656,0.0
0,0,count_plus_all_bin4,80,80,128,128,32,1.0,143,9,0.9458300284431387,0.7197746112942696,0.28022538870573044,0.005041778087615967,0.27518361061811447,0.28022538870573044,0.0,0,143,9,0.46022538870573043,0.12504177808761596,0.33518361061811447
0,0,count_plus_all_bin4,80,80,128,128,32,1.25,125,7,1.1751722892519731,0.9925392866134644,0.25746071338653564,0.059995025396347046,0.1974656879901886,0.25746071338653564,0.0,0,125,7,0.39746071338653566,0.279995025396347,0.11746568799018864
0,0,count_plus_all_bin4,80,80,128,128,32,1.5,159,11,1.4818132688973047,1.525876224040985,0.025876224040985107,0.025876224040985107,0.0,0.025876224040985107,0.0,1,159,11,0.2458762240409851,0.2458762240409851,0.0
0,0,count_plus_all_bin4,80,80,128,128,32,1.75,159,11,1.4818132688973047,1.525876224040985,0.2241237759590149,0.2241237759590149,0.0,0.2241237759590149,0.0,1,159,11,0.44412377595901487,0.44412377595901487,0.0
0,0,count_plus_all_bin4,80,80,128,128,32,2.0,159,11,1.4818132688973047,1.525876224040985,0.4741237759590149,0.4741237759590149,0.0,0.4741237759590149,0.0,0,159,11,0.6941237759590149,0.6941237759590149,0.0
0,0,additive_head,120,120,128,128,32,0.25,158,11,0.26315374584885,1.309995025396347,1.059995025396347,0.012604966759681702,1.0473900586366653,1.059995025396347,0.0,0,116,3,0.7399849271774293,0.0526049667596817,0.6873799604177475
0,0,additive_head,120,120,128,128,32,0.5,1,1,0.4904145399859822,0.17875319719314575,0.32124680280685425,0.010359995067119598,0.31088680773973465,0.32124680280685425,0.0,0,1,1,0.34124680280685427,0.0703599950671196,0.27088680773973467
0,0,additive_head,120,120,128,128,32,0.75,159,11,0.7878794585604221,1.525876224040985,0.7758762240409851,0.030225388705730438,0.7456508353352547,0.559995025396347,0.21588119864463806,0,159,11,0.9958762240409851,0.17616084814071656,0.8197153759002686
0,0,additive_head,120,120,128,128,32,1.0,125,7,1.0066830835637468,0.9925392866134644,0.0074607133865356445,0.005041778087615967,0.0024189352989196777,0.0074607133865356445,0.0,1,17,3,0.5703599950671197,0.12504177808761596,0.4453182169795037
0,0,additive_head,120,120,128,128,32,1.25,146,5,1.1729419511941976,0.8261608481407166,0.42383915185928345,0.059995025396347046,0.3638441264629364,0.42383915185928345,0.0,0,146,5,0.5238391518592834,0.279995025396347,0.2438441264629364
0,0,additive_head,120,120,128,128,32,1.5,146,5,1.1729419511941976,0.8261608481407166,0.6738391518592834,0.025876224040985107,0.6479629278182983,0.6738391518592834,0.0,0,146,5,0.7738391518592834,0.2458762240409851,0.5279629278182983
0,0,additive_head,120,120,128,128,32,1.75,146,5,1.1729419511941976,0.8261608481407166,0.9238391518592834,0.2241237759590149,0.6997153759002686,0.9238391518592834,0.0,0,146,5,1.0238391518592835,0.44412377595901487,0.5797153759002687
0,0,additive_head,120,120,128,128,32,2.0,146,5,1.1729419511941976,0.8261608481407166,1.1738391518592834,0.4741237759590149,0.6997153759002686,1.1738391518592834,0.0,0,146,5,1.2738391518592835,0.6941237759590149,0.5797153759002687
0,0,count_additive,120,120,128,128,32,0.25,158,11,0.29304718591368517,1.309995025396347,1.059995025396347,0.012604966759681702,1.0473900586366653,1.059995025396347,0.0,0,1,1,0.09124680280685425,0.0526049667596817,0.03864183604717255
0,0,count_additive,120,120,128,128,32,0.5,1,1,0.3389607589356466,0.17875319719314575,0.32124680280685425,0.010359995067119598,0.31088680773973465,0.32124680280685425,0.0,0,1,1,0.34124680280685427,0.0703599950671196,0.27088680773973467
0,0,count_additive,120,120,128,128,32,0.75,159,11,0.7394084553537829,1.525876224040985,0.7758762240409851,0.030225388705730438,0.7456508353352547,0.559995025396347,0.21588119864463806,0,126,6,0.37504177808761596,0.17616084814071656,0.1988809299468994
0,0,count_additive,120,120,128,128,32,1.0,125,7,1.040622320241545,0.9925392866134644,0.0074607133865356445,0.005041778087615967,0.0024189352989196777,0.0074607133865356445,0.0,1,17,3,0.5703599950671197,0.12504177808761596,0.4453182169795037
0,0,count_additive,120,120,128,128,32,1.25,146,5,1.1853798878834918,0.8261608481407166,0.42383915185928345,0.059995025396347046,0.3638441264629364,0.42383915185928345,0.0,0,146,5,0.5238391518592834,0.279995025396347,0.2438441264629364
0,0,count_additive,120,120,128,128,32,1.5,146,5,1.1853798878834918,0.8261608481407166,0.6738391518592834,0.025876224040985107,0.6479629278182983,0.6738391518592834,0.0,0,146,5,0.7738391518592834,0.2458762240409851,0.5279629278182983
0,0,count_additive,120,120,128,128,32,1.75,146,5,1.1853798878834918,0.8261608481407166,0.9238391518592834,0.2241237759590149,0.6997153759002686,0.9238391518592834,0.0,0,146,5,1.0238391518592835,0.44412377595901487,0.5797153759002687
0,0,count_additive,120,120,128,128,32,2.0,146,5,1.1853798878834918,0.8261608481407166,1.1738391518592834,0.4741237759590149,0.6997153759002686,1.1738391518592834,0.0,0,146,5,1.2738391518592835,0.6941237759590149,0.5797153759002687
0,0,count_plus_PE_bin4,120,120,128,128,32,0.25,89,6,0.25073664247230976,-0.018795184791088104,0.2687951847910881,0.012604966759681702,0.2561902180314064,0.2687951847910881,0.0,0,89,6,0.3887951847910881,0.0526049667596817,0.3361902180314064
