model,term,coef
count_plus_BE_count,P_count_eq_2,0.1362291179227481
count_plus_BE_count,P_count_eq_3,0.35316633149386695
count_plus_BE_count,B_count_eq_1,0.03113345184311258
count_plus_BE_count,B_count_2_3,0.10398418686485585
count_plus_BE_count,B_count_4_5,0.22342525699672403
count_plus_BE_count,B_count_6_8,0.4032197478292686
count_plus_BE_count,E_count_eq_1,-0.1206755055976443
count_plus_BE_count,E_count_eq_2,-0.33908268773940986
count_plus_BE_count,B_E_count,0.7547886458619197
count_plus_all_pairs,intercept,0.12221536598533078
count_plus_all_pairs,P:9.9,0.4328565925229403
count_plus_all_pairs,P:9.6,-0.42887926152445716
count_plus_all_pairs,P:10.0,0.13123589908459912
count_plus_all_pairs,B:9.0,-0.15467869439623178
count_plus_all_pairs,B:9.7,-0.0002763285645031441
count_plus_all_pairs,B:10.1,-0.035025726523840006
count_plus_all_pairs,B:10.2,0.07629709902644788
count_plus_all_pairs,B:10.6,0.18102392379454607
count_plus_all_pairs,B:10.10,0.13711468765582585
count_plus_all_pairs,B:11.2,-0.24418573382849826
count_plus_all_pairs,B:11.9,-0.017236453469294578
count_plus_all_pairs,E:10.7,-0.6892822231973905
count_plus_all_pairs,E:11.10,-0.9215352979984052
count_plus_all_pairs,P_count_eq_1,-0.04206138409163873
count_plus_all_pairs,P_count_eq_2,0.004582386197813145
count_plus_all_pairs,P_count_eq_3,0.05603660036518705
count_plus_all_pairs,B_count_eq_1,-0.018152607099780307
count_plus_all_pairs,B_count_2_3,0.11287520831211688
count_plus_all_pairs,B_count_4_5,0.2095099613324229
count_plus_all_pairs,B_count_6_8,0.29585067581386326
count_plus_all_pairs,E_count_eq_1,-0.2506886177901851
count_plus_all_pairs,E_count_eq_2,-0.6800644633575743
count_plus_all_pairs,P_B_count,1.1590575749729832
count_plus_all_pairs,P_E_count,2.164472383108314
count_plus_all_pairs,B_E_count,0.5215020021660163
