seed,observer,protocol_loss_mean,protocol_loss_cvar,risk_auroc,severity_weighted_miss_rate,clean_utility_retained,heldout_delete_protocol_loss,heldout_delete_severity_miss
10,allow-all-no-action,2.5732421875,12.0,0.5,1.0,1.0,2.3911290322580645,1.0
11,action-only-label-ridge,2.67685546875,12.0,0.5,0.9634015069967707,0.900390625,3.0168000000000004,0.9738562091503268
11,activation-label-ridge,1.69150390625,11.689320388349515,1.0,0.6196627197703624,1.0,3.06,1.0
11,activation-direct-risk-ridge,0.71884765625,4.0,0.9968452453613281,0.2622891998564765,1.0,0.8118,0.2627450980392157
11,exact-authorization-risk-oracle,0.71884765625,4.0,1.0,0.2622891998564765,1.0,0.6334,0.20522875816993463
11,allow-all-no-action,2.7216796875,12.0,0.5,1.0,1.0,3.06,1.0
12,action-only-label-ridge,2.62314453125,12.0,0.5,0.9626647144948756,0.900390625,2.75047619047619,0.9577702702702703
12,activation-label-ridge,1.42099609375,9.436893203883495,1.0,0.5307467057101025,1.0,0.445952380952381,0.1554054054054054
12,activation-direct-risk-ridge,0.70419921875,4.0,0.9994163513183594,0.26207906295754024,1.0,0.7661904761904761,0.2702702702702703
12,exact-authorization-risk-oracle,0.70419921875,4.0,1.0,0.26207906295754024,1.0,0.651904761904762,0.22972972972972974
12,allow-all-no-action,2.66796875,12.0,0.5,1.0,1.0,2.8190476190476192,1.0
13,action-only-label-ridge,2.5127929687499995,12.0,0.5,0.9610538373424972,0.900390625,2.808677685950413,0.9766763848396501
13,activation-label-ridge,1.42587890625,9.514563106796116,1.0,0.5555555555555556,1.0,1.5669421487603303,0.5510204081632653
13,activation-direct-risk-ridge,0.6719726562500001,4.0,0.9949302673339844,0.2607865597556319,1.0,0.3140495867768595,0.10787172011661808
13,exact-authorization-risk-oracle,0.67197265625,4.0,1.0,0.2607865597556319,1.0,0.6915289256198348,0.24198250728862974
13,allow-all-no-action,2.5576171875,12.0,0.5,1.0,1.0,2.834710743801653,1.0
14,action-only-label-ridge,2.37998046875,12.0,0.5,0.9589206604913412,0.900390625,2.4065068493150688,0.9610027855153204
14,activation-label-ridge,1.49521484375,10.29126213592233,1.0,0.6145791381393476,1.0,0.007534246575342466,0.0
14,activation-direct-risk-ridge,0.62509765625,4.0,0.9998321533203125,0.25573902537253324,1.0,0.5198630136986302,0.20891364902506965
14,exact-authorization-risk-oracle,0.62509765625,4.0,1.0,0.25573902537253324,1.0,0.6957191780821917,0.28133704735376047
14,allow-all-no-action,2.4248046875,12.0,0.5,1.0,1.0,2.458904109589041,1.0
15,action-only-label-ridge,2.61435546875,12.0,0.5,0.9625413147264047,0.900390625,2.143846153846154,0.9368421052631579
15,activation-label-ridge,1.66025390625,11.37864077669903,1.0,0.6224752111641572,1.0,0.005384615384615384,0.0
15,activation-direct-risk-ridge,0.69541015625,4.0,0.9934501647949219,0.2596401028277635,1.0,0.9048076923076923,0.4105263157894737
15,exact-authorization-risk-oracle,0.69541015625,4.0,1.0,0.2596401028277635,1.0,0.7344230769230768,0.3333333333333333
15,allow-all-no-action,2.6591796875,12.0,0.5,1.0,1.0,2.1923076923076925,1.0
16,action-only-label-ridge,2.5459960937499995,12.0,0.5,0.9604668674698795,0.900390625,2.886111111111111,0.9636118598382749
16,activation-label-ridge,1.61923828125,10.912621359223301,1.0,0.6223644578313253,1.0,2.0837301587301584,0.706199460916442
16,activation-direct-risk-ridge,0.71591796875,4.0,0.9997062683105469,0.2740963855421687,1.0,0.536904761904762,0.18059299191374664
16,exact-authorization-risk-oracle,0.71591796875,4.0,1.0,0.2740963855421687,1.0,0.631547619047619,0.21293800539083557
16,allow-all-no-action,2.59375,12.0,0.5,1.0,1.0,2.9444444444444446,1.0
17,action-only-label-ridge,2.49521484375,12.0,0.5,0.9607843137254902,0.900390625,2.38,0.9526916802610114
17,activation-label-ridge,1.48837890625,10.135922330097088,1.0,0.5840061514802,1.0,1.3845999999999998,0.5628058727569332
17,activation-direct-risk-ridge,0.65439453125,4.0,0.9998588562011719,0.25567089580930413,1.0,0.6658000000000001,0.26916802610114193
17,exact-authorization-risk-oracle,0.6543945312499999,4.0,1.0,0.25567089580930413,1.0,0.601,0.24306688417618272
17,allow-all-no-action,2.5400390625,12.0,0.5,1.0,1.0,2.452,1.0
18,action-only-label-ridge,2.57333984375,12.0,0.5,0.9619544945915703,0.900390625,2.540845070422535,0.9592391304347826
18,activation-label-ridge,1.57724609375,10.757281553398059,1.0,0.6005221932114883,1.0,0.007042253521126761,0.0
18,activation-direct-risk-ridge,0.70126953125,4.0,0.9987068176269531,0.2659455427079448,1.0,0.49911971830985913,0.19021739130434784
18,exact-authorization-risk-oracle,0.70126953125,4.0,1.0,0.2659455427079448,1.0,0.7100352112676057,0.2717391304347826
18,allow-all-no-action,2.6181640625,12.0,0.5,1.0,1.0,2.591549295774648,1.0
19,action-only-label-ridge,2.58310546875,12.0,0.5,0.9620958751393534,0.900390625,2.5896946564885495,0.9595375722543352
19,activation-label-ridge,1.5538085937500001,10.757281553398059,1.0,0.5893719806763285,1.0,1.6385496183206107,0.6184971098265896
19,activation-direct-risk-ridge,0.67197265625,4.0,0.9808006286621094,0.2538089929394277,1.0,0.20667938931297708,0.07514450867052024
19,exact-authorization-risk-oracle,0.67197265625,4.0,1.0,0.2538089929394277,1.0,0.6162213740458015,0.23121387283236994
19,allow-all-no-action,2.6279296875,12.0,0.5,1.0,1.0,2.6412213740458017,1.0
