sweep_gamma,seed,support_mode,metric,estimate_effect_at_first_order_direction_fo_minus_lifted,estimate_effect_at_lifted_direction_fo_minus_lifted,direction_effect_at_first_order_estimate_fo_minus_lifted,direction_effect_at_lifted_estimate_fo_minus_lifted,estimate_by_direction_interaction
0.0,1,unprojected,observer_error_pole_unsaturated,-1.1529530663523244e-09,-1.152952733285417e-09,-2.9244728860788877e-10,-2.9244695554098143e-10,-3.3306690738754696e-16
0.0,1,unprojected,mean_residual_off_support_l2_path,-1.6386540568902322e-08,-1.638653834845627e-08,-7.443222926895032e-09,-7.443220706448983e-09,-2.220446049250313e-15
0.0,2,projected,integrated_squared_error,9.385781774007285e-08,9.38577928710771e-08,7.438276661275721e-10,7.438027971318205e-10,2.4868995751603507e-14
0.0,2,projected,integrated_absolute_error,3.430559654127308e-07,3.430558899175651e-07,2.526408415803871e-09,2.5263329206381972e-09,7.549516567451064e-14
0.0,2,projected,final_target_mse,-1.948095283002614e-09,-1.948095056472122e-09,-1.5893305470521604e-11,-1.589307894003019e-11,-2.2653049141369013e-16
0.0,2,projected,cumulative_collateral_abs,-1.4471689144812672e-06,-1.4471685894079656e-06,-1.9993980870935957e-07,-1.9993948363605798e-07,-3.250733016102459e-13
0.0,2,projected,actuation_energy_l1,-1.0615678306180598e-05,-1.0615675591907348e-05,1.3488105992109922e-06,1.3488133134842428e-06,-2.714273250603583e-12
0.0,2,projected,observer_bias_mae_path,-1.003254462370734e-07,-1.0032542246095345e-07,-7.927118423484146e-10,-7.92688066228453e-10,-2.3776119961738118e-14
0.0,2,projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.0,2,projected,observer_self_gain,1.3424076772405868e-07,1.3424073597168018e-07,1.0542082762299287e-09,1.0541765238514243e-09,3.1752378504279483e-14
0.0,2,projected,observer_error_pole_unsaturated,-4.6984268697869425e-08,-4.6984257595639185e-08,-3.6897296329385654e-10,-3.689618610636103e-10,-1.1102230246251564e-14
0.0,2,projected,mean_residual_off_support_l2_path,4.201740536345819e-16,2.459143857886764e-16,-4.702580537323055e-16,-6.44517721578211e-16,1.742596678459055e-16
0.0,2,unprojected,integrated_squared_error,-2.459947054944678e-07,-2.4599462733476685e-07,-9.215214902269508e-08,-9.215207086299416e-08,-7.815970093361102e-14
0.0,2,unprojected,integrated_absolute_error,-6.337964819636e-08,-6.337962332736424e-08,-2.2246776865131324e-08,-2.2246751996135572e-08,-2.4868995751603507e-14
0.0,2,unprojected,final_target_mse,-6.840813071562479e-08,-6.84081129520564e-08,-2.372068053091425e-08,-2.3720662767345857e-08,-1.7763568394002505e-14
0.0,2,unprojected,cumulative_collateral_abs,-1.0530181171475306e-09,-1.053017506524867e-09,1.2064109766729558e-08,1.2064110377352222e-08,-6.106226635438361e-16
0.0,2,unprojected,actuation_energy_l1,-1.1396181420764152e-07,-1.1396178578593209e-07,-7.2230363912240145e-09,-7.223007969514583e-09,-2.8421709430404014e-14
0.0,2,unprojected,observer_bias_mae_path,-7.040098504162984e-09,-7.040096283716934e-09,-2.4158033351540102e-09,-2.4158011147079606e-09,-2.220446049250313e-15
0.0,2,unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.0,2,unprojected,observer_self_gain,1.858849765085102e-09,1.8588492446680591e-09,5.005790105344632e-10,5.005784901174204e-10,5.204170427930421e-16
0.0,2,unprojected,observer_error_pole_unsaturated,-6.505973537684895e-10,-6.50597242746187e-10,-1.7520263018155902e-10,-1.7520251915925655e-10,-1.1102230246251563e-16
0.0,2,unprojected,mean_residual_off_support_l2_path,-6.9358310206268925e-09,-6.9358274679132145e-09,-4.321796254203036e-09,-4.3217927014893576e-09,-3.552713678800501e-15
0.0,3,projected,integrated_squared_error,2.832521106554964e-07,2.832520809015193e-07,6.953515541141542e-10,6.953218001370941e-10,2.9753977059954195e-14
0.0,3,projected,integrated_absolute_error,2.431330757612926e-06,2.431330536900589e-06,5.9745683955725334e-09,5.974347683235237e-09,2.2071233729548115e-13
0.0,3,projected,final_target_mse,1.532950981464906e-09,1.5329503828125123e-09,3.704202949824905e-12,3.7036042974309714e-12,5.986523939332383e-16
0.0,3,projected,cumulative_collateral_abs,-3.823659042723193e-06,-3.823658760282456e-06,-2.101750080640841e-07,-2.101747256233466e-07,-2.824407374646398e-13
0.0,3,projected,actuation_energy_l1,-1.46933577980235e-05,-1.469335668957683e-05,-5.660300317344991e-07,-5.660289232878313e-07,-1.1084466677857565e-12
0.0,3,projected,observer_bias_mae_path,-1.0104554852563564e-07,-1.010455385769965e-07,-2.6969348846175856e-10,-2.6968353982262383e-10,-9.948639134726987e-15
0.0,3,projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.0,3,projected,observer_self_gain,3.2809441541381545e-07,3.280943857708607e-07,8.058287370715789e-10,8.057990941168213e-10,2.964295475749168e-14
0.0,3,projected,observer_error_pole_unsaturated,-1.1483304551695996e-07,-1.1483303496984121e-07,-2.8204016899735507e-10,-2.8202962187862113e-10,-1.0547118733938987e-14
0.0,3,projected,mean_residual_off_support_l2_path,-1.303787428203432e-17,-2.530380272783622e-16,4.1414306209972483e-16,1.7414290910339684e-16,2.400001529963279e-16
0.0,3,unprojected,integrated_squared_error,-2.154952071009575e-06,-2.154951673105643e-06,-5.79643472775615e-07,-5.79643074871683e-07,-3.979039320256561e-13
0.0,3,unprojected,integrated_absolute_error,-5.632780322173403e-07,-5.63277936294071e-07,-1.5098297723170617e-07,-1.5098288130843684e-07,-9.592326932761353e-14
0.0,3,unprojected,final_target_mse,-5.444389143960393e-07,-5.444388238018405e-07,-1.463022849534923e-07,-1.4630219435929348e-07,-9.059419880941277e-14
0.0,3,unprojected,cumulative_collateral_abs,-3.120861769012606e-08,-3.1208609474475686e-08,1.192698593222019e-07,1.192698675378523e-07,-8.215650382226158e-15
0.0,3,unprojected,actuation_energy_l1,-9.246721397460078e-07,-9.246719798738924e-07,-2.4222961414466226e-07,-2.422294542725467e-07,-1.5987211554602254e-13
0.0,3,unprojected,observer_bias_mae_path,-6.0661748957358e-08,-6.066173763308313e-08,-1.6252784673653764e-08,-1.6252773349378913e-08,-1.1324274851176595e-14
0.0,3,unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.0,3,unprojected,observer_self_gain,1.3458439529490109e-08,1.3458436941282681e-08,3.6046959306368365e-09,3.60469334242941e-09,2.5882074261573958e-15
0.0,3,unprojected,observer_error_pole_unsaturated,-4.710453804790404e-09,-4.7104529166119854e-09,-1.26164356739622e-09,-1.2616426792178004e-09,-8.881784197001252e-16
0.0,3,unprojected,mean_residual_off_support_l2_path,-6.163033017259067e-08,-6.163031862627122e-08,-2.915252972357507e-08,-2.9152518177255615e-08,-1.1546319456101628e-14
0.0,4,projected,integrated_squared_error,2.114213442094837e-07,2.1142131978457715e-07,-1.0119203253111664e-09,-1.011944750217708e-09,2.4424906541753444e-14
0.0,4,projected,integrated_absolute_error,5.409056673677526e-07,5.40905587875784e-07,-2.57933896463669e-09,-2.579418456605253e-09,7.949196856316122e-14
0.0,4,projected,final_target_mse,-6.219604469631917e-09,-6.219602678407955e-09,2.938556917329166e-11,2.938736039725335e-11,-1.791223961690458e-15
0.0,4,projected,cumulative_collateral_abs,-3.408106515223608e-06,-3.408106069358041e-06,-2.3474016508373555e-07,-2.3473971921816886e-07,-4.458655666894629e-13
0.0,4,projected,actuation_energy_l1,-1.7931325650977215e-05,-1.79313228940714e-05,2.9708407822681693e-07,2.970868351326317e-07,-2.7569058147491887e-12
0.0,4,projected,observer_bias_mae_path,-2.3777076810921338e-07,-2.377707323756445e-07,1.1287994566844262e-09,1.1288351902533076e-09,-3.5733568881646256e-14
0.0,4,projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.0,4,projected,observer_self_gain,3.1384045962035145e-07,3.1384041354609593e-07,-1.493722479040116e-09,-1.493768553295638e-09,4.6074255521943996e-14
0.0,4,projected,observer_error_pole_unsaturated,-1.0984416087822525e-07,-1.098441447799914e-07,5.228029120729616e-10,5.228190103068187e-10,-1.609823385706477e-14
0.0,4,projected,mean_residual_off_support_l2_path,-1.4059513576384223e-16,1.3628477206893272e-16,-1.9793424378548678e-16,7.894566404728817e-17,-2.7687990783277495e-16
0.0,4,unprojected,integrated_squared_error,-1.4804233323673088e-06,-1.480422977095941e-06,-3.70252131176585e-07,-3.7025177590521707e-07,-3.552713678800501e-13
0.0,4,unprojected,integrated_absolute_error,-3.719505130561629e-07,-3.719504277910346e-07,-9.295592562352797e-08,-9.295584035839967e-08,-8.526512829121202e-14
0.0,4,unprojected,final_target_mse,-3.785596645045075e-07,-3.785595819039145e-07,-9.436385095540345e-08,-9.436376835481043e-08,-8.260059303211166e-14
0.0,4,unprojected,cumulative_collateral_abs,-1.2831721574180222e-08,-1.283171746635503e-08,6.501488880594763e-08,6.501489291377284e-08,-4.107825191113079e-15
0.0,4,unprojected,actuation_energy_l1,-6.332807984676947e-07,-6.332806528064339e-07,-2.651958723731696e-07,-2.651957267119087e-07,-1.4566126083082056e-13
0.0,4,unprojected,observer_bias_mae_path,-4.1085507662685934e-08,-4.108549789272331e-08,-1.0049219234531392e-08,-1.0049209464568776e-08,-9.769962616701378e-15
0.0,4,unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.0,4,unprojected,observer_self_gain,8.791863907037234e-09,8.791861780266252e-09,2.158510276767389e-09,2.1585081499964076e-09,2.1267709815475655e-15
0.0,4,unprojected,observer_error_pole_unsaturated,-3.0771524217598767e-09,-3.077151533581457e-09,-7.55478679614896e-10,-7.554777914364762e-10,-8.881784197001252e-16
0.0,4,unprojected,mean_residual_off_support_l2_path,-4.2730320171102676e-08,-4.2730310401140066e-08,-1.9054709810006898e-08,-1.905470004004428e-08,-9.769962616701378e-15
0.0,5,projected,integrated_squared_error,8.015287544793638e-08,8.015285368756508e-08,-1.8083512465238982e-10,-1.8085688502367248e-10,2.1760371282653068e-14
0.0,5,projected,integrated_absolute_error,2.435656578647638e-07,2.43565586366401e-07,-5.787148538161091e-10,-5.78786352178895e-10,7.149836278586008e-14
0.0,5,projected,final_target_mse,-1.876369341179866e-09,-1.8763687755922512e-09,4.211180435940119e-12,4.2117460235559234e-12,-5.655876158042196e-16
0.0,5,projected,cumulative_collateral_abs,-1.551267471811002e-06,-1.5512670685779997e-06,-2.6099145600255724e-07,-2.609910527695547e-07,-4.032330025438569e-13
0.0,5,projected,actuation_energy_l1,-7.906519385869615e-06,-7.906517204503416e-06,1.3345655247576362e-08,1.3347836613775144e-08,-2.1813661987835076e-12
0.0,5,projected,observer_bias_mae_path,-8.567943436676996e-08,-8.567941061667085e-08,1.9426046535264696e-10,1.9428421545175656e-10,-2.3750099109598463e-14
0.0,5,projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.0,5,projected,observer_self_gain,1.1452240888942813e-07,1.145223771370496e-07,-2.5842084028226964e-10,-2.5845259266077386e-10,3.1752378504279483e-14
0.0,5,projected,observer_error_pole_unsaturated,-4.008284326673106e-08,-4.0082831942456216e-08,9.044720528095239e-11,9.045852955580358e-11,-1.1324274851176595e-14
0.0,5,projected,mean_residual_off_support_l2_path,2.383286166343095e-16,4.4500557419094555e-17,2.634398769055963e-16,6.961181769038134e-17,1.938280592152149e-16
0.0,5,unprojected,integrated_squared_error,-3.251214906185851e-07,-3.2512137693174736e-07,-8.039327070719082e-08,-8.03931570203531e-08,-1.1368683772161605e-13
0.0,5,unprojected,integrated_absolute_error,-6.656907203250739e-08,-6.656903295265694e-08,-1.9581801069534777e-08,-1.9581761989684313e-08,-3.907985046680551e-14
0.0,5,unprojected,final_target_mse,-8.322655187242844e-08,-8.32265225625406e-08,-2.0680279710916242e-08,-2.0680250401028388e-08,-2.930988785010413e-14
0.0,5,unprojected,cumulative_collateral_abs,-1.5597884095441827e-09,-1.559787077276553e-09,1.1074992700699228e-08,1.1074994032966856e-08,-1.3322676295501878e-15
0.0,5,unprojected,actuation_energy_l1,-1.1643449226994564e-07,-1.1643444963738149e-07,-2.9130131196097864e-08,-2.913008856353372e-08,-4.263256414560601e-14
0.0,5,unprojected,observer_bias_mae_path,-7.252475064944974e-09,-7.25247217836511e-09,-2.1254342730259172e-09,-2.1254313864460528e-09,-2.886579864025407e-15
0.0,5,unprojected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.0,5,unprojected,observer_self_gain,1.7575280675252711e-09,1.757527519352653e-09,4.4483993918986714e-10,4.4483939101724873e-10,5.481726184086709e-16
0.0,5,unprojected,observer_error_pole_unsaturated,-6.151348319605177e-10,-6.151346099159126e-10,-1.556940132374507e-10,-1.5569379119284577e-10,-2.220446049250313e-16
0.0,5,unprojected,mean_residual_off_support_l2_path,-7.529312728848936e-09,-7.529309620224467e-09,-3.952373539561904e-09,-3.952370430937435e-09,-3.1086244689504387e-15
0.5,0,projected,integrated_squared_error,0.1548887788910662,6.3818586886793005,-6.230933574679206,-0.0039636648909713,-6.2269699097882345
0.5,0,projected,integrated_absolute_error,0.9121918354559466,6.472249486320571,-5.596437782115945,-0.0363801312513212,-5.560057650864625
0.5,0,projected,final_target_mse,0.0153084908143631,1.203575866625185,-1.1883108668680342,-4.3491057212419e-05,-1.188267375810822
0.5,0,projected,cumulative_collateral_abs,0.1349412487891665,3.529776761170723,0.821670518439408,4.216506030820964,-3.3948355123815563
0.5,0,projected,actuation_energy_l1,1.1188475807160287,41.94557231755975,-36.83721654889968,3.989508187944047,-40.82672473684372
0.5,0,projected,observer_bias_mae_path,0.1123916425372169,0.7117290696414824,-0.600917910799156,-0.0015804836948905,-0.5993374271042654
0.5,0,projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.5,0,projected,observer_self_gain,-0.0540601582358539,-0.5688165828123123,0.5102106637633754,-0.0045457608130828,0.5147564245764583
0.5,0,projected,observer_error_pole_unsaturated,0.0189210553825488,0.1990858039843093,-0.1785737323171814,0.001591016284579,-0.1801647486017604
0.5,0,projected,mean_residual_off_support_l2_path,5.344150955195941e-16,3.724597766778208e-15,-2.5691637132347027e-15,6.210189580239115e-16,-3.1901826712586138e-15
0.5,0,unprojected,integrated_squared_error,0.0134386344758823,4.008000691373052,-2.8799377806115736,1.1146242762855962,-3.99456205689717
0.5,0,unprojected,integrated_absolute_error,-0.2871333932098459,0.6897507216674335,-0.6910369006296904,0.2858472142475889,-0.9768841148772792
0.5,0,unprojected,final_target_mse,-0.0160907998824066,0.9995512503915932,-0.734838994127549,0.2808030561464507,-1.0156420502739998
0.5,0,unprojected,cumulative_collateral_abs,-0.0260333636840051,0.005830213555066,0.3138602205017353,0.3457237977408065,-0.0318635772390711
0.5,0,unprojected,actuation_energy_l1,-0.7469771372131717,0.8577381171751348,-0.4850970581956737,1.1196181961926328,-1.6047152543883063
0.5,0,unprojected,observer_bias_mae_path,-0.033099665165986,0.0729856952252903,-0.0753374983018537,0.0307478620894225,-0.1060853603912763
0.5,0,unprojected,large_error_trajectory_rate,-0.4493333333333333,-0.2246666666666666,0.0,0.2246666666666666,-0.2246666666666666
0.5,0,unprojected,observer_self_gain,-0.0021081401734789,-0.0268699831504785,0.0175540201749114,-0.0072078228020881,0.0247618429769995
0.5,0,unprojected,observer_error_pole_unsaturated,0.0007378490607177,0.0094044941026674,-0.0061439070612189,0.0025227379807307,-0.0086666450419496
0.5,0,unprojected,mean_residual_off_support_l2_path,-0.0800834849291187,0.0285194668826664,-0.053412645535487,0.0551903062762981,-0.1086029518117852
0.5,1,projected,integrated_squared_error,0.1958605265024078,5.132344586120091,-4.93619190203266,0.0002921575850225,-4.936484059617683
0.5,1,projected,integrated_absolute_error,0.8648664899199563,5.646990774012498,-4.7798689615569,0.002255322535642,-4.782124284092542
0.5,1,projected,final_target_mse,0.0329473701780814,0.9545536044058476,-0.9215980809170736,8.153310692535231e-06,-0.9216062342277662
0.5,1,projected,cumulative_collateral_abs,0.6595796783100649,2.0575108643700877,1.5969886134892253,2.994919799549248,-1.3979311860600228
0.5,1,projected,actuation_energy_l1,6.004602164363547,39.26037540957246,-30.151825341805157,3.103947903403757,-33.255773245208914
0.5,1,projected,observer_bias_mae_path,0.1227432686129767,0.6324108087011094,-0.5094784806607117,0.0001890594274209,-0.5096675400881326
0.5,1,projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.5,1,projected,observer_self_gain,-0.1508134962937786,-0.5404530960688397,0.3899209650337085,0.0002813652586474,0.3896395997750611
0.5,1,projected,observer_error_pole_unsaturated,0.0527847237028225,0.189158583624094,-0.136472337761798,-9.847784052652298e-05,-0.1363738599212715
0.5,1,projected,mean_residual_off_support_l2_path,2.8224577137658454e-16,1.708859320026696e-15,-2.269379456758643e-15,-8.427659081085318e-16,-1.4266135486501115e-15
0.5,1,unprojected,integrated_squared_error,0.7432649543056655,3.930781213996841,-2.1836717871219022,1.0038444725692734,-3.1875162596911757
0.5,1,unprojected,integrated_absolute_error,-0.1596003339864182,0.6182149033925519,-0.5206343145291505,0.2571809228498196,-0.7778152373789702
0.5,1,unprojected,final_target_mse,0.1648552037929276,0.9752178111214258,-0.5575278445121468,0.2528347628163514,-0.8103626073284982
0.5,1,unprojected,cumulative_collateral_abs,-0.0130339166494514,0.0035636468530658,0.2494054571241137,0.2660030206266309,-0.0165975635025172
0.5,1,unprojected,actuation_energy_l1,-0.4473316039124064,0.8459508261573063,-1.1883870971676809,0.1048953329020321,-1.2932824300697128
0.5,1,unprojected,observer_bias_mae_path,-0.0180437713747023,0.0663740735569204,-0.0567643960919339,0.0276534488396889,-0.0844178449316228
0.5,1,unprojected,large_error_trajectory_rate,-0.4466666666666666,-0.2199999999999999,0.0,0.2266666666666666,-0.2266666666666666
0.5,1,unprojected,observer_self_gain,-0.0059625026957491,-0.0254040451361785,0.0130252414747401,-0.0064163009656893,0.0194415424404294
0.5,1,unprojected,observer_error_pole_unsaturated,0.0020868759435122,0.0088914157976625,-0.004558834516159,0.0022457053379912,-0.0068045398541503
0.5,1,unprojected,mean_residual_off_support_l2_path,-0.0606620478953452,0.0284998413780752,-0.0375113431734805,0.0516505460999399,-0.0891618892734205
0.5,2,projected,integrated_squared_error,0.8198389616114663,2.5867328857476632,-1.764049999288522,0.0028439248476745,-1.766893924136197
0.5,2,projected,integrated_absolute_error,2.018553208575451,3.936934012150219,-1.8922046995546424,0.0261761040201262,-1.9183808035747685
0.5,2,projected,final_target_mse,0.1461081550114217,0.4674650239564307,-0.3213368603175026,2.0008627506366637e-05,-0.321356868945009
0.5,2,projected,cumulative_collateral_abs,1.410568254617857,1.984024482904391,0.5325498245486315,1.1060060528351654,-0.5734562282865339
0.5,2,projected,actuation_energy_l1,14.438952037386606,25.99202595237051,-9.92709070572122,1.6259832092626851,-11.553073914983903
0.5,2,projected,observer_bias_mae_path,0.262820388218652,0.4593573798579393,-0.1969033492800687,-0.0003663576407814,-0.1965369916392872
0.5,2,projected,large_error_trajectory_rate,0.0,0.0,0.0,0.0,0.0
0.5,2,projected,observer_self_gain,-0.2773476188622222,-0.4156557726321629,0.1413992260125179,0.0030910722425773,0.1383081537699406
0.5,2,projected,observer_error_pole_unsaturated,0.0970716666017776,0.145479520421257,-0.0494897291043813,-0.001081875284902,-0.0484078538194793
0.5,2,projected,mean_residual_off_support_l2_path,5.35445859262589e-16,1.6199068960096533e-15,-1.363872206779011e-15,-2.794111700319466e-16,-1.0844610367470645e-15
0.5,2,unprojected,integrated_squared_error,1.6233812537689651,2.790149302711299,-0.475719901553628,0.691048147388706,-1.166768048942334
0.5,2,unprojected,integrated_absolute_error,0.1139162995657656,0.4028546092412775,-0.1131515758282724,0.1757867338472394,-0.2889383096755118
0.5,2,unprojected,final_target_mse,0.3768270384292487,0.6740364248688628,-0.121979257048892,0.1752301293907221,-0.2972093864396141
0.5,2,unprojected,cumulative_collateral_abs,-0.0053773437537081,6.373381467078554e-05,0.0464477389343312,0.0518888165027102,-0.0054410775683789
0.5,2,unprojected,actuation_energy_l1,-0.0926625334240007,0.3838409864943983,-0.3505670457889565,0.1259364741294426,-0.4765035199183991
0.5,2,unprojected,observer_bias_mae_path,0.0086180195468144,0.0399149762896657,-0.0123531818768638,0.0189437748659875,-0.0312969567428513
0.5,2,unprojected,large_error_trajectory_rate,-0.456,-0.456,0.0,0.0,0.0
0.5,2,unprojected,observer_self_gain,-0.0098401014901692,-0.0169655524334328,0.0027977102650833,-0.0043277406781802,0.0071254509432636
0.5,2,unprojected,observer_error_pole_unsaturated,0.0034440355215592,0.0059379433517015,-0.0009791985927791,0.001514709237363,-0.0024939078301422
0.5,2,unprojected,mean_residual_off_support_l2_path,-0.0316969943759994,0.0004161048515198,0.0028826993149073,0.0349957985424267,-0.0321130992275193
0.5,3,projected,integrated_squared_error,2.8049567228931696,31.757622065663845,-28.953771044708635,-0.0011057019379572,-28.952665342770675
0.5,3,projected,integrated_absolute_error,4.160111793864349,14.806967711948571,-10.656828857408469,-0.0099729393242427,-10.646855918084224
0.5,3,projected,final_target_mse,0.501788862680291,7.19328315328664,-6.691502238778326,-7.948171976944393e-06,-6.691494290606349
0.5,3,projected,cumulative_collateral_abs,2.502613212010859,1.705426258367146,4.548133482482807,3.7509465288390937,0.7971869536437128
0.5,3,projected,actuation_energy_l1,22.017056892711633,84.72824712507797,-62.06123535752509,0.6499548748412423,-62.711190232366334
0.5,3,projected,observer_bias_mae_path,0.4780724571272717,1.5862851268287512,-1.1079024807483862,0.0003101889530933,-1.1082126697014796
0.5,3,projected,large_error_trajectory_rate,0.0,0.6453333333333333,-0.6453333333333333,0.0,-0.6453333333333333
