mask_id,mask_bits,family_id,n_controls,mean_kl_clean_to_intervened,median_kl_clean_to_intervened,maximum_kl_clean_to_intervened,mean_total_variation
qmask_514b410bbe7f097e,11010111,length_32_gap_16,128,0.011689513035889779,0.0084639149717986497,0.079369507730007102,0.056261380523210343
qmask_514b410bbe7f097e,11010111,length_32_gap_8,128,0.021445750557177186,0.017042387276887852,0.1726361215114593,0.075765710498671937
qmask_514b410bbe7f097e,11010111,length_64_gap_16,128,0.0092920459737797015,0.007313469890505,0.050478193908929797,0.050924567927722764
qmask_514b410bbe7f097e,11010111,length_64_gap_8,128,0.01307290869590356,0.011664382647722901,0.0466678328812122,0.062088685081107486
qmask_527883050feb9009,11001011,all,512,0.015685317170664303,0.011197447776794401,0.3190548419952392,0.064052905247081016
qmask_527883050feb9009,11001011,length_32_gap_16,128,0.014560014442395141,0.0104897823184728,0.073627173900604206,0.062225250134360928
qmask_527883050feb9009,11001011,length_32_gap_8,128,0.023967833250935613,0.015828398987650802,0.3190548419952392,0.077159561391454135
qmask_527883050feb9009,11001011,length_64_gap_16,128,0.010498949644897899,0.0080398777499794509,0.045351259410381303,0.053871241849265013
qmask_527883050feb9009,11001011,length_64_gap_8,128,0.013714471344428554,0.0115214227698743,0.058157820254564202,0.062955567613244001
qmask_55cbf5fefb67a9c9,10010100,all,512,0.0059319815072739791,0.0041463382076471506,0.048845909535884802,0.039769990980857935
qmask_55cbf5fefb67a9c9,10010100,length_32_gap_16,128,0.0060249255438974995,0.0037990905111654999,0.048845909535884802,0.038979908102191943
qmask_55cbf5fefb67a9c9,10010100,length_32_gap_8,128,0.0076712623686034367,0.0057123817969112999,0.042144387960433898,0.045884851933806155
qmask_55cbf5fefb67a9c9,10010100,length_64_gap_16,128,0.0045817948321200171,0.0031923991627990501,0.031005118042230599,0.034852269047405515
qmask_55cbf5fefb67a9c9,10010100,length_64_gap_8,128,0.0054499432844749632,0.0045025506988166999,0.026177356019616099,0.039362934840028126
qmask_58970516f324daa1,11011000,all,512,0.018367188293268506,0.012717716395854901,0.35518601536750788,0.069009271614049739
qmask_58970516f324daa1,11011000,length_32_gap_16,128,0.01742794079473237,0.01193752419203515,0.1179588064551353,0.067462322971550692
qmask_58970516f324daa1,11011000,length_32_gap_8,128,0.026254176722431972,0.017129752784967402,0.35518601536750788,0.080618209496606114
qmask_58970516f324daa1,11011000,length_64_gap_16,128,0.01355481992868585,0.0094922636635601,0.075455777347087805,0.059807180441566687
qmask_58970516f324daa1,11011000,length_64_gap_8,128,0.01623181572722383,0.012712632305920049,0.090022794902324593,0.068149373546475489
qmask_58d4e1dd95e5c5b0,00111111,all,512,0.019898518261925298,0.01289857877418395,0.2352928817272186,0.070494276340468745
qmask_58d4e1dd95e5c5b0,00111111,length_32_gap_16,128,0.01873285908186512,0.0122568956576287,0.100783847272396,0.06877582745801189
qmask_58d4e1dd95e5c5b0,00111111,length_32_gap_8,128,0.026954915936585118,0.015212645754218049,0.2352928817272186,0.079051463006180683
qmask_58d4e1dd95e5c5b0,00111111,length_64_gap_16,128,0.016739521153795012,0.01170875690877435,0.1081023216247558,0.066208397678565178
qmask_58d4e1dd95e5c5b0,00111111,length_64_gap_8,128,0.017166776875455932,0.01241808664053675,0.0936135053634643,0.067941417219117228
qmask_5a3f155888c60ff4,10001001,all,512,0.0090303118022347448,0.0059134757611899996,0.1549970060586929,0.04781764505969472
qmask_5a3f155888c60ff4,10001001,length_32_gap_16,128,0.0095099782529359279,0.0059502210933714498,0.0593939051032066,0.049104901088867288
qmask_5a3f155888c60ff4,10001001,length_32_gap_8,128,0.012195063738545245,0.0070691141299902994,0.1549970060586929,0.054050518127041827
qmask_5a3f155888c60ff4,10001001,length_64_gap_16,128,0.0067806476135955978,0.004513069987297,0.032690741121768903,0.042287807693355668
qmask_5a3f155888c60ff4,10001001,length_64_gap_8,128,0.007635557603862207,0.0056588023435323502,0.050388790667057003,0.045827353329514098
qmask_5febbac13cd7abee,00010110,all,512,0.0027435053614225987,0.00205656071193515,0.022057633846998201,0.027444336501503078
qmask_5febbac13cd7abee,00010110,length_32_gap_16,128,0.0026695203855524072,0.0018389673205092502,0.0218564718961715,0.026846508400922123
qmask_5febbac13cd7abee,00010110,length_32_gap_8,128,0.0029437717862492224,0.0022300017299130498,0.018516689538955598,0.028548753900395189
qmask_5febbac13cd7abee,00010110,length_64_gap_16,128,0.002891297839141722,0.00208105088677255,0.022057633846998201,0.027875714440597173
qmask_5febbac13cd7abee,00010110,length_64_gap_8,128,0.0024694314347470433,0.0020334539003669999,0.0191549994051456,0.026506369264097829
qmask_68ff8f889255b0e9,00001111,all,512,0.0067444910924904858,0.0040500902105121998,0.1554873436689376,0.04087765290933016
qmask_68ff8f889255b0e9,00001111,length_32_gap_16,128,0.0063662073680461123,0.0044512741733341507,0.045250114053487701,0.040754741639830123
qmask_68ff8f889255b0e9,00001111,length_32_gap_8,128,0.0084040933761570583,0.0038728865329175502,0.1554873436689376,0.043360985888284583
qmask_68ff8f889255b0e9,00001111,length_64_gap_16,128,0.0060324319620121483,0.0040407872293143996,0.0400930978357791,0.039408315875334617
qmask_68ff8f889255b0e9,00001111,length_64_gap_8,128,0.0061752316637466225,0.0038550238823517498,0.048342093825340202,0.039986568233871318
qmask_693dc55993aa4fa9,11001111,all,512,0.017499560568921827,0.012557221110910101,0.31945234537124628,0.067976849528349662
qmask_693dc55993aa4fa9,11001111,length_32_gap_16,128,0.01561577170650702,0.010938010644167599,0.084335453808307606,0.064414878113893737
qmask_693dc55993aa4fa9,11001111,length_32_gap_8,128,0.026512876920605721,0.018370736390352201,0.31945234537124628,0.08206611388595772
qmask_693dc55993aa4fa9,11001111,length_64_gap_16,128,0.012086382101188016,0.0093742720782756493,0.059497795999050099,0.057792532243183772
qmask_693dc55993aa4fa9,11001111,length_64_gap_8,128,0.015783211547386555,0.0129253002814948,0.059708856046199701,0.067633873870363417
qmask_6d08de407943319e,11101101,all,512,0.025800679164603886,0.018917034380137851,0.41956630349159241,0.081382412492530393
qmask_6d08de407943319e,11101101,length_32_gap_16,128,0.022719083164702118,0.016589567065238901,0.1185459941625595,0.076716402487363639
qmask_6d08de407943319e,11101101,length_32_gap_8,128,0.03963219854631457,0.024783097207546199,0.41956630349159241,0.098074974666815223
qmask_6d08de407943319e,11101101,length_64_gap_16,128,0.018306753830984186,0.014520381577312899,0.097047567367553697,0.070932534057646948
qmask_6d08de407943319e,11101101,length_64_gap_8,128,0.02254468111641467,0.019767586141824701,0.082471385598182595,0.079805738758295747
qmask_6d873abcf3a8f6b9,01001001,all,512,0.009638478147962766,0.0066080240067093992,0.18382403254508969,0.049669025374896543
qmask_6d873abcf3a8f6b9,01001001,length_32_gap_16,128,0.0092304927538861617,0.0062910681590437499,0.0609562397003173,0.049239733751164694
qmask_6d873abcf3a8f6b9,01001001,length_32_gap_8,128,0.013505824939784316,0.0078925616107880497,0.18382403254508969,0.056725304079009178
qmask_6d873abcf3a8f6b9,01001001,length_64_gap_16,128,0.0074735661401063597,0.0055084000341593499,0.036525726318359299,0.04483455349691208
qmask_6d873abcf3a8f6b9,01001001,length_64_gap_8,128,0.0083440287580742248,0.0057959873229265005,0.057378474622964797,0.04787651017250022
qmask_7496171506cc1757,10011111,all,512,0.015175284855104061,0.010285104624926999,0.2155471444129943,0.062411726612481233
qmask_7496171506cc1757,10011111,length_32_gap_16,128,0.014914563533238785,0.0102821011096239,0.1001304239034652,0.061782623190083499
qmask_7496171506cc1757,10011111,length_32_gap_8,128,0.019436980695900222,0.011102665215730601,0.2155471444129943,0.068881905666785259
qmask_7496171506cc1757,10011111,length_64_gap_16,128,0.012691178555542089,0.0088846916332840503,0.0947379469871521,0.057529966914444175
qmask_7496171506cc1757,10011111,length_64_gap_8,128,0.013658416635735141,0.0099558103829621991,0.080802552402019501,0.061452410678612013
qmask_7c330068eacbeec8,01111110,all,512,0.022261938327574119,0.01507705496624105,0.27596139907836909,0.075616459114826243
qmask_7c330068eacbeec8,01111110,length_32_gap_16,128,0.019663287872390311,0.014014366082847049,0.089746013283729498,0.071769908681744668
qmask_7c330068eacbeec8,01111110,length_32_gap_8,128,0.031307406705309355,0.0203440356999635,0.27596139907836909,0.086767047439934658
qmask_7c330068eacbeec8,01111110,length_64_gap_16,128,0.018284473553649098,0.013142317067831699,0.092350132763385703,0.070021552674006615
qmask_7c330068eacbeec8,01111110,length_64_gap_8,128,0.019792585178947719,0.015019635669887,0.1036096736788749,0.073907327663619016
qmask_7c7f09c2f082e17d,01111000,all,512,0.020902719089917761,0.013967250008135951,0.28586506843566889,0.072628297013579812
qmask_7c7f09c2f082e17d,01111000,length_32_gap_16,128,0.019136357628667562,0.012657305225729901,0.1053619384765625,0.070275173697154913
qmask_7c7f09c2f082e17d,01111000,length_32_gap_8,128,0.029480028741090743,0.017440796829759998,0.28586506843566889,0.08309545446536501
qmask_7c7f09c2f082e17d,01111000,length_64_gap_16,128,0.016927765078435138,0.01253175083547825,0.095002874732017503,0.067052581231109742
qmask_7c7f09c2f082e17d,01111000,length_64_gap_8,128,0.018066724911477594,0.014330410864204151,0.1025947034358978,0.070089978660689625
qmask_7f50455f5507bafe,10010011,all,512,0.0057445447969257154,0.0042349712457507502,0.082833483815193107,0.039333593678747954
qmask_7f50455f5507bafe,10010011,length_32_gap_16,128,0.0059846502736035697,0.0040943999774753501,0.043052420020103399,0.039672089624218601
qmask_7f50455f5507bafe,10010011,length_32_gap_8,128,0.0078131107120497714,0.0056949013378470494,0.082833483815193107,0.045286758846486877
qmask_7f50455f5507bafe,10010011,length_64_gap_16,128,0.0043965506438325471,0.0033865255536511003,0.0310262627899646,0.034834340491215643
qmask_7f50455f5507bafe,10010011,length_64_gap_8,128,0.0047838675582169733,0.0042540899012237501,0.023026183247566199,0.037541185753070694
qmask_81b5d6cd2a60bf37,11110101,all,512,0.022724149814166546,0.017075580544769701,0.3741046786308288,0.076484133220219477
qmask_81b5d6cd2a60bf37,11110101,length_32_gap_16,128,0.019161719843395937,0.0131408902816474,0.1128702014684677,0.070243281283182968
qmask_81b5d6cd2a60bf37,11110101,length_32_gap_8,128,0.035862568161974154,0.023753676563501299,0.3741046786308288,0.094537307828431921
qmask_81b5d6cd2a60bf37,11110101,length_64_gap_16,128,0.015622161929059028,0.01298557454720135,0.076289430260658195,0.065194423339562435
qmask_81b5d6cd2a60bf37,11110101,length_64_gap_8,128,0.020250149322237072,0.01744786836206905,0.078007653355598394,0.075961520429700585
qmask_83013e5a4235b8ec,00010111,all,512,0.0038278375268418537,0.0027742892270907499,0.0641494095325469,0.032204401944909422
qmask_83013e5a4235b8ec,00010111,length_32_gap_16,128,0.003767919067286078,0.0027752368478103501,0.024015678092837299,0.032021993261878323
qmask_83013e5a4235b8ec,00010111,length_32_gap_8,128,0.0045663416940441917,0.00313149578869335,0.0641494095325469,0.034486336895497467
qmask_83013e5a4235b8ec,00010111,length_64_gap_16,128,0.0036470937798184846,0.0027129536028950999,0.023462489247321999,0.031433218406164039
qmask_83013e5a4235b8ec,00010111,length_64_gap_8,128,0.0033299955662186615,0.0026486869901418001,0.025663707405328699,0.03087605921609788
qmask_84e1013c62ab0342,10110111,all,512,0.017343095003525329,0.012147602625191149,0.2957102358341217,0.065800640772067667
qmask_84e1013c62ab0342,10110111,length_32_gap_16,128,0.016154986260516986,0.010121657047420698,0.093653351068496704,0.062910701468354063
qmask_84e1013c62ab0342,10110111,length_32_gap_8,128,0.026348463823524022,0.015547432936727949,0.2957102358341217,0.079212061100406531
qmask_84e1013c62ab0342,10110111,length_64_gap_16,128,0.012552750746181068,0.0094580408185719993,0.076585203409194905,0.057821447931928505
qmask_84e1013c62ab0342,10110111,length_64_gap_8,128,0.014316179183879237,0.012249274645000651,0.079497426748275701,0.063258352587581557
qmask_85812c22f52f55f2,10101111,all,512,0.019984320247658567,0.01379146520048375,0.33177924156188959,0.07089696480397828
qmask_85812c22f52f55f2,10101111,length_32_gap_16,128,0.019104260769381601,0.013084763661026899,0.095474533736705697,0.06931320644798683
qmask_85812c22f52f55f2,10101111,length_32_gap_8,128,0.029291367660334751,0.0171635532751679,0.33177924156188959,0.083001512801274616
qmask_85812c22f52f55f2,10101111,length_64_gap_16,128,0.014906046115356675,0.011331131216138549,0.097623333334922693,0.063278306974098031
qmask_85812c22f52f55f2,10101111,length_64_gap_8,128,0.016635606445561231,0.013757798820733951,0.0815609991550445,0.067994832992553683
qmask_87bb9cc60085dcff,11011101,all,512,0.022016700394487949,0.015947528183460201,0.40046417713165278,0.076062492611526936
qmask_87bb9cc60085dcff,11011101,length_32_gap_16,128,0.020127056366618438,0.01382295042276375,0.12082807719707481,0.073041560361161786
qmask_87bb9cc60085dcff,11011101,length_32_gap_8,128,0.031955192735040279,0.021314211189746801,0.40046417713165278,0.089765751006780165
qmask_87bb9cc60085dcff,11011101,length_64_gap_16,128,0.015874662123678673,0.01149844145402305,0.091903008520603097,0.065408158319769372
qmask_87bb9cc60085dcff,11011101,length_64_gap_8,128,0.020109890352614408,0.01616722811013455,0.1040085032582283,0.07603450075839642
qmask_8a58e1cfc4f87182,11010001,all,512,0.01152107589359725,0.0085843121632932992,0.16692766547203061,0.055558046795340439
qmask_8a58e1cfc4f87182,11010001,length_32_gap_16,128,0.010025612793469869,0.0073516662232577003,0.070950791239738395,0.052406465634703595
qmask_8a58e1cfc4f87182,11010001,length_32_gap_8,128,0.018361329897743368,0.013676949311047751,0.16692766547203061,0.069396138860611203
