selector,target,pool_id,selected_mask_id,selected_mask_bits,selected_is_noop,predicted_target_loss,n_controls,mean_kl_clean_to_intervened,median_kl_clean_to_intervened,maximum_kl_clean_to_intervened,mean_total_variation
direct_risk,0.86343068687710911,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,00110100,False,0.69185371272940088,512,0.011709209742548361,0.0072273646946995999,0.1687169224023819,0.052705183101352249
direct_risk,0.86343068687710911,qpool_c519138426e50658,qmask_ecc5bb9003043fc6,10000101,False,0.53758195727276725,512,0.0053557790826061552,0.0037146735703571998,0.069308713078498799,0.037277510060448493
direct_risk,0.86343068687710911,qpool_e3bc02cdca185ab2,qmask_30f1d2fade2e7178,01001010,False,0.71618520421288856,512,0.0084391579919155853,0.0057159210555254997,0.16391131281852719,0.046415089957008562
direct_risk,0.86343068687710911,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,00100111,False,0.68934835793241622,512,0.011943102112127187,0.0070864802692085001,0.16185414791107169,0.052694749032525544
exact_noop,0.86343068687710911,qpool_04a0d16a2ce1d6ae,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_094d56ddcd5f1fe4,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_0b1792f4952557ee,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_0ffd30d33ad8dd0f,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_169a31b6710ef111,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_3bc403a0734a65bf,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_4da0243bdf72a6cd,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_59fb93108c625f9c,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_6c9ad557921d1966,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_70bc91001fd21361,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_7d29cbb2adc90870,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_a6ffe2b653ce5a24,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_bace2709926cfaee,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_c519138426e50658,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_e3bc02cdca185ab2,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
exact_noop,0.86343068687710911,qpool_ff721276bd560c43,analytic_noop,00000000,True,0.86343068687710911,512,0,0,0,0
natural_mean,0.86343068687710911,qpool_04a0d16a2ce1d6ae,qmask_6d873abcf3a8f6b9,01001001,False,0.29554430359795542,512,0.009638478147962766,0.0066080240067093992,0.18382403254508969,0.049669025374896543
natural_mean,0.86343068687710911,qpool_094d56ddcd5f1fe4,qmask_cdd694ec938105ff,00011011,False,0.080035096251090704,512,0.010245322493346925,0.0054869109299032996,0.21129217743873591,0.04888114106870485
natural_mean,0.86343068687710911,qpool_0b1792f4952557ee,qmask_bde177d3edcb1ae0,00110110,False,0.019212621762943499,512,0.011875923154548169,0.007223954424262,0.16274431347846979,0.05320387343817852
natural_mean,0.86343068687710911,qpool_0ffd30d33ad8dd0f,qmask_31a763e8bc0202e0,00101110,False,0.011785576488370799,512,0.014398318466646692,0.0091261151246725992,0.20272701978683469,0.05915248938617873
natural_mean,0.86343068687710911,qpool_169a31b6710ef111,qmask_68ff8f889255b0e9,00001111,False,0.31039424286380729,512,0.0067444910924904858,0.0040500902105121998,0.1554873436689376,0.04087765290933016
natural_mean,0.86343068687710911,qpool_3bc403a0734a65bf,qmask_cbd8bcbf0db11c8c,00110010,False,0.13449101569629959,512,0.010951597098937733,0.0064897572156041496,0.1675767302513122,0.050464109950553344
natural_mean,0.86343068687710911,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,10000111,False,0.32076025222526061,512,0.0054581902390963884,0.00387650995980945,0.071913838386535603,0.037728862838775926
natural_mean,0.86343068687710911,qpool_59fb93108c625f9c,qmask_03e03e6bad3167c1,00110101,False,0.041844641250261098,512,0.013113149244873005,0.008143065962940399,0.17985422909259791,0.056181123331043581
natural_mean,0.86343068687710911,qpool_6c9ad557921d1966,qmask_3b86e07f9bac3525,10001010,False,0.33176763406397591,512,0.0078684073382646099,0.0050315151456742993,0.1611525267362594,0.044497206126834443
natural_mean,0.86343068687710911,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,00010111,False,0.28364340091592982,512,0.0038278375268418537,0.0027742892270907499,0.0641494095325469,0.032204401944909422
natural_mean,0.86343068687710911,qpool_7d29cbb2adc90870,qmask_95e119f889d86d43,00111011,False,0.27535957979222409,512,0.019149214494518625,0.012236453127115899,0.233071744441986,0.068612833161751
natural_mean,0.86343068687710911,qpool_a6ffe2b653ce5a24,qmask_c7c095a611af1783,00101100,False,0.1242073323396852,512,0.014323281511224145,0.0091173299588262497,0.20601171255111689,0.058868456835625652
natural_mean,0.86343068687710911,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,00110100,False,0.1068279751536431,512,0.011709209742548361,0.0072273646946995999,0.1687169224023819,0.052705183101352249
natural_mean,0.86343068687710911,qpool_c519138426e50658,qmask_b0e252c8a061a875,00110011,False,0.065545656992085796,512,0.012295077704038655,0.00745411077514285,0.17514003813266751,0.053898028731055043
natural_mean,0.86343068687710911,qpool_e3bc02cdca185ab2,qmask_ece46f8d3d79b53f,00011111,False,0.076929485150596805,512,0.010977642812122164,0.0066487733274697997,0.213783174753189,0.051730302777286803
natural_mean,0.86343068687710911,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,00100111,False,0.17928361316016531,512,0.011943102112127187,0.0070864802692085001,0.16185414791107169,0.052694749032525544
transformed_mean,0.86343068687710911,qpool_04a0d16a2ce1d6ae,qmask_04e99e00df510b89,10100010,False,0.429589658240009,512,0.012519335106617241,0.00752674206160005,0.2495939433574676,0.053769243193528334
transformed_mean,0.86343068687710911,qpool_094d56ddcd5f1fe4,qmask_168ecc77c6d9bec7,00100011,False,0.33242827413977633,512,0.011006913259961898,0.0063813619781285004,0.15902997553348541,0.049797760315414011
transformed_mean,0.86343068687710911,qpool_0b1792f4952557ee,qmask_bde177d3edcb1ae0,00110110,False,0.35338559051552521,512,0.011875923154548169,0.007223954424262,0.16274431347846979,0.05320387343817852
transformed_mean,0.86343068687710911,qpool_0ffd30d33ad8dd0f,qmask_8fc54aeb91caafc9,00111101,False,0.25507888400770667,512,0.019710787705207573,0.012659815605729799,0.23253476619720451,0.070008826998673557
transformed_mean,0.86343068687710911,qpool_169a31b6710ef111,qmask_68ff8f889255b0e9,00001111,False,0.41012806807896202,512,0.0067444910924904858,0.0040500902105121998,0.1554873436689376,0.04087765290933016
transformed_mean,0.86343068687710911,qpool_3bc403a0734a65bf,qmask_cbd8bcbf0db11c8c,00110010,False,0.38157110250233128,512,0.010951597098937733,0.0064897572156041496,0.1675767302513122,0.050464109950553344
transformed_mean,0.86343068687710911,qpool_4da0243bdf72a6cd,qmask_58d4e1dd95e5c5b0,00111111,False,0.32218422686910497,512,0.019898518261925298,0.01289857877418395,0.2352928817272186,0.070494276340468745
transformed_mean,0.86343068687710911,qpool_59fb93108c625f9c,qmask_03e03e6bad3167c1,00110101,False,0.28386149394944288,512,0.013113149244873005,0.008143065962940399,0.17985422909259791,0.056181123331043581
transformed_mean,0.86343068687710911,qpool_6c9ad557921d1966,qmask_5febbac13cd7abee,00010110,False,0.4522889095390481,512,0.0027435053614225987,0.00205656071193515,0.022057633846998201,0.027444336501503078
transformed_mean,0.86343068687710911,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,00010111,False,0.42333030684291262,512,0.0038278375268418537,0.0027742892270907499,0.0641494095325469,0.032204401944909422
transformed_mean,0.86343068687710911,qpool_7d29cbb2adc90870,qmask_95e119f889d86d43,00111011,False,0.36655543312390448,512,0.019149214494518625,0.012236453127115899,0.233071744441986,0.068612833161751
transformed_mean,0.86343068687710911,qpool_a6ffe2b653ce5a24,qmask_c7c095a611af1783,00101100,False,0.25307921875291289,512,0.014323281511224145,0.0091173299588262497,0.20601171255111689,0.058868456835625652
transformed_mean,0.86343068687710911,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,00110100,False,0.3301227934050398,512,0.011709209742548361,0.0072273646946995999,0.1687169224023819,0.052705183101352249
transformed_mean,0.86343068687710911,qpool_c519138426e50658,qmask_b0e252c8a061a875,00110011,False,0.32056074655325728,512,0.012295077704038655,0.00745411077514285,0.17514003813266751,0.053898028731055043
transformed_mean,0.86343068687710911,qpool_e3bc02cdca185ab2,qmask_ece46f8d3d79b53f,00011111,False,0.48893978537842631,512,0.010977642812122164,0.0066487733274697997,0.213783174753189,0.051730302777286803
transformed_mean,0.86343068687710911,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,00100111,False,0.28284260073488848,512,0.011943102112127187,0.0070864802692085001,0.16185414791107169,0.052694749032525544
direct_risk,1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_04e99e00df510b89,10100010,False,0.85869689991495513,512,0.012519335106617241,0.00752674206160005,0.2495939433574676,0.053769243193528334
direct_risk,1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_2def687a70c0189d,11100100,False,1.1149785031251596,512,0.018678244032798781,0.013037152122706151,0.33737930655479431,0.068462778363027554
direct_risk,1.7268613737542182,qpool_0b1792f4952557ee,qmask_84e1013c62ab0342,10110111,False,0.89583175058301934,512,0.017343095003525329,0.012147602625191149,0.2957102358341217,0.065800640772067667
direct_risk,1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_b996be105c0f3dda,10100110,False,0.82879545243743702,512,0.014010142218467031,0.0089707286097109006,0.2486947774887085,0.057823399416520219
direct_risk,1.7268613737542182,qpool_169a31b6710ef111,qmask_bcbb878aab0fd0e6,10010101,False,0.79669037283936395,512,0.0072531579814949006,0.0052925422787666,0.0826474875211715,0.044126482654974056
direct_risk,1.7268613737542182,qpool_3bc403a0734a65bf,qmask_330533bb35dfe50c,10001011,False,0.92662537525915778,512,0.0091655678149890653,0.0059714936651288995,0.15743847191333771,0.048249656931147869
direct_risk,1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,10000111,False,0.80717749571143627,512,0.0054581902390963884,0.00387650995980945,0.071913838386535603,0.037728862838775926
direct_risk,1.7268613737542182,qpool_59fb93108c625f9c,qmask_22c3d94ed895c2d5,10010110,False,0.79425192377609655,512,0.0061676738730511195,0.0044606470037251503,0.049661446362733799,0.040782752770610338
direct_risk,1.7268613737542182,qpool_6c9ad557921d1966,qmask_ba4de66f5ec66b86,01010110,False,0.85509029424340466,512,0.0061567753921280607,0.0049367994070052493,0.049966935068368898,0.041586104620364453
direct_risk,1.7268613737542182,qpool_70bc91001fd21361,qmask_7f50455f5507bafe,10010011,False,0.82621983732667004,512,0.0057445447969257154,0.0042349712457507502,0.082833483815193107,0.039333593678747954
direct_risk,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_ecfec3b493d7256a,01100110,False,0.88941334173622577,512,0.013310671188264631,0.0090007781982421493,0.19452184438705439,0.057268927263066829
direct_risk,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_5a3f155888c60ff4,10001001,False,0.94435806528044042,512,0.0090303118022347448,0.0059134757611899996,0.1549970060586929,0.04781764505969472
direct_risk,1.7268613737542182,qpool_bace2709926cfaee,qmask_424f9867dfadb061,10110000,False,0.88699567475196328,512,0.013937274736235801,0.0089761712588369014,0.28054267168045038,0.057865410672093227
direct_risk,1.7268613737542182,qpool_c519138426e50658,qmask_ecc5bb9003043fc6,10000101,False,0.84391338939715932,512,0.0053557790826061552,0.0037146735703571998,0.069308713078498799,0.037277510060448493
direct_risk,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_f61f977e6689b2ed,10001111,False,0.89463965983017435,512,0.010628006280057837,0.0074274979997425499,0.1642507016658783,0.052588254351576283
direct_risk,1.7268613737542182,qpool_ff721276bd560c43,qmask_2678a15f3a1887ca,10110001,False,0.90319738914516123,512,0.01552344872743556,0.01034758053719995,0.29318326711654658,0.061450039880583014
exact_noop,1.7268613737542182,qpool_04a0d16a2ce1d6ae,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_094d56ddcd5f1fe4,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_0b1792f4952557ee,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_0ffd30d33ad8dd0f,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_169a31b6710ef111,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_3bc403a0734a65bf,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_4da0243bdf72a6cd,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_59fb93108c625f9c,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_6c9ad557921d1966,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_70bc91001fd21361,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_7d29cbb2adc90870,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_a6ffe2b653ce5a24,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_bace2709926cfaee,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_c519138426e50658,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_e3bc02cdca185ab2,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
exact_noop,1.7268613737542182,qpool_ff721276bd560c43,analytic_noop,00000000,True,1.7268613737542182,512,0,0,0,0
natural_mean,1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_a3ac1f42a70defe3,10110101,False,0.044410616610560803,512,0.017098683929816567,0.011786086950451049,0.29494819045066828,0.06516686387840305
natural_mean,1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_a4b7b621b0c57baf,10111100,False,0.24491636693159941,512,0.022367163155195109,0.01495649432763455,0.35112458467483521,0.075198022783297319
natural_mean,1.7268613737542182,qpool_0b1792f4952557ee,qmask_282cb65c9e54d1f9,01101110,False,0.024157184450851198,512,0.01781324299190596,0.0127239152789115,0.25055566430091852,0.067390895164862685
natural_mean,1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_4f926e356a625a67,01111100,False,0.28457965769605481,512,0.021995147952566137,0.0149086522869765,0.27734005451202393,0.075023667210189118
natural_mean,1.7268613737542182,qpool_169a31b6710ef111,qmask_96b494b452b77f8e,01110100,False,0.1556504732070047,512,0.01489207853455805,0.01077149901539085,0.2204189598560333,0.061524611352069714
natural_mean,1.7268613737542182,qpool_3bc403a0734a65bf,qmask_85812c22f52f55f2,10101111,False,0.071202470014354702,512,0.019984320247658567,0.01379146520048375,0.33177924156188959,0.07089696480397828
natural_mean,1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_ac55e1313a50fb45,01101101,False,0.042723903325398702,512,0.019490479734486095,0.013897200115025,0.26886120438575739,0.07040864503505867
natural_mean,1.7268613737542182,qpool_59fb93108c625f9c,qmask_9cf9f1f53520f88b,01111010,False,0.24841866942135921,512,0.021189179521115823,0.014042903669178399,0.2828543484210968,0.073210877206292879
natural_mean,1.7268613737542182,qpool_6c9ad557921d1966,qmask_fa363a52954060a1,10110110,False,0.0089699681908573994,512,0.015700954115345618,0.01060155266895885,0.28748577833175648,0.062217249447712619
natural_mean,1.7268613737542182,qpool_70bc91001fd21361,qmask_14432725d56e8049,10011100,False,0.0612195145700455,512,0.013470303866370111,0.0090031344443559005,0.2290252298116684,0.05851396057551024
natural_mean,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_9a6bcdbfd54eac0e,10101001,False,0.21587243014208929,512,0.018497055687930648,0.012208727188408351,0.33436942100524902,0.067600001217215266
natural_mean,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_3745eec79815ddf1,10011011,False,0.0176367542724866,512,0.013575375538493922,0.0086312238126993006,0.20741917192935941,0.058390924867126118
natural_mean,1.7268613737542182,qpool_bace2709926cfaee,qmask_17b31d3e8666d651,01011101,False,0.0385178113262028,512,0.015250286380705752,0.0103769954293966,0.2621161937713623,0.062633220277348245
natural_mean,1.7268613737542182,qpool_c519138426e50658,qmask_e8f30cbb6e37ce0d,10101011,False,0.107385788801243,512,0.018625506028456536,0.0122884232550859,0.33366808295249928,0.06788276806037169
natural_mean,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_afbe22c87ad11ae4,10101100,False,0.14968090637915621,512,0.01814195963970628,0.012119619175791699,0.32922250032424921,0.067213644670118755
natural_mean,1.7268613737542182,qpool_ff721276bd560c43,qmask_7c7f09c2f082e17d,01111000,False,0.1040221280228936,512,0.020902719089917761,0.013967250008135951,0.28586506843566889,0.072628297013579812
transformed_mean,1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_7c330068eacbeec8,01111110,False,0.20768843059044981,512,0.022261938327574119,0.01507705496624105,0.27596139907836909,0.075616459114826243
transformed_mean,1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_a4b7b621b0c57baf,10111100,False,0.47556881235759851,512,0.022367163155195109,0.01495649432763455,0.35112458467483521,0.075198022783297319
transformed_mean,1.7268613737542182,qpool_0b1792f4952557ee,qmask_282cb65c9e54d1f9,01101110,False,0.24423268192602049,512,0.01781324299190596,0.0127239152789115,0.25055566430091852,0.067390895164862685
transformed_mean,1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_4f926e356a625a67,01111100,False,0.28550642897752587,512,0.021995147952566137,0.0149086522869765,0.27734005451202393,0.075023667210189118
transformed_mean,1.7268613737542182,qpool_169a31b6710ef111,qmask_96b494b452b77f8e,01110100,False,0.25149464527016652,512,0.01489207853455805,0.01077149901539085,0.2204189598560333,0.061524611352069714
transformed_mean,1.7268613737542182,qpool_3bc403a0734a65bf,qmask_7496171506cc1757,10011111,False,0.20190730902901899,512,0.015175284855104061,0.010285104624926999,0.2155471444129943,0.062411726612481233
transformed_mean,1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_5106913f39c2ea0e,01100101,False,0.22741579755833879,512,0.014662277494153334,0.010290252044796899,0.2064790725708007,0.060478103401692303
transformed_mean,1.7268613737542182,qpool_59fb93108c625f9c,qmask_9cf9f1f53520f88b,01111010,False,0.17659147236236089,512,0.021189179521115823,0.014042903669178399,0.2828543484210968,0.073210877206292879
transformed_mean,1.7268613737542182,qpool_6c9ad557921d1966,qmask_ba4de66f5ec66b86,01010110,False,0.3160040470207589,512,0.0061567753921280607,0.0049367994070052493,0.049966935068368898,0.041586104620364453
transformed_mean,1.7268613737542182,qpool_70bc91001fd21361,qmask_14432725d56e8049,10011100,False,0.27215146270893847,512,0.013470303866370111,0.0090031344443559005,0.2290252298116684,0.05851396057551024
transformed_mean,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_ecfec3b493d7256a,01100110,False,0.18406513634217889,512,0.013310671188264631,0.0090007781982421493,0.19452184438705439,0.057268927263066829
transformed_mean,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_3745eec79815ddf1,10011011,False,0.19110113391197001,512,0.013575375538493922,0.0086312238126993006,0.20741917192935941,0.058390924867126118
transformed_mean,1.7268613737542182,qpool_bace2709926cfaee,qmask_17b31d3e8666d651,01011101,False,0.20531435356283001,512,0.015250286380705752,0.0103769954293966,0.2621161937713623,0.062633220277348245
transformed_mean,1.7268613737542182,qpool_c519138426e50658,qmask_ed854a1bc1c21a23,01111011,False,0.2212246838952224,512,0.022878590439177011,0.015335175674408601,0.29143744707107538,0.076234813590417588
transformed_mean,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_9f2a7299208a9ed1,01100111,False,0.1762748231196159,512,0.014921295790372775,0.010474615730345201,0.207928717136383,0.060976002718234626
transformed_mean,1.7268613737542182,qpool_ff721276bd560c43,qmask_7c7f09c2f082e17d,01111000,False,0.26834579281195831,512,0.020902719089917761,0.013967250008135951,0.28586506843566889,0.072628297013579812
direct_risk,2.5902920606313278,qpool_04a0d16a2ce1d6ae,qmask_d7d102c2537b80f1,11100110,False,1.0957917588007426,512,0.018885942868564549,0.013290641829371449,0.33240854740142822,0.068928129912819658
direct_risk,2.5902920606313278,qpool_094d56ddcd5f1fe4,qmask_514b410bbe7f097e,11010111,False,1.0046335478002455,512,0.013875054565687557,0.0104525228962302,0.1726361215114593,0.061260086007678134
direct_risk,2.5902920606313278,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,11001111,False,1.1284215716622976,512,0.017499560568921827,0.012557221110910101,0.31945234537124628,0.067976849528349662
direct_risk,2.5902920606313278,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,11010110,False,1.0163217989947286,512,0.012183191824988119,0.0092438231222331003,0.13068142533302299,0.057436971081187907
direct_risk,2.5902920606313278,qpool_169a31b6710ef111,qmask_cb0a7c3a10da33f2,11001100,False,1.1404245355090907,512,0.015424086051325451,0.011306994594633499,0.2677018940448761,0.063702271214424344
direct_risk,2.5902920606313278,qpool_3bc403a0734a65bf,qmask_8ec53a11acfe0f00,11110110,False,1.1920042831253768,512,0.020918478610838016,0.015507414005696701,0.36620068550109858,0.073365188545721993
direct_risk,2.5902920606313278,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,11110111,False,1.2101007889956401,512,0.022983951444984947,0.016977234743535498,0.37952464818954462,0.076960324971878394
direct_risk,2.5902920606313278,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,11000100,False,1.0566442442370587,512,0.0094987243267041273,0.0068690024781971996,0.080266885459422996,0.050068908814864643
direct_risk,2.5902920606313278,qpool_6c9ad557921d1966,qmask_d79394fce5af8530,11011111,False,1.2616627819290609,512,0.022289961856586112,0.015849349088966798,0.40526852011680597,0.076571501180296708
direct_risk,2.5902920606313278,qpool_70bc91001fd21361,qmask_a6bb6d75ba01c741,11010000,False,1.1127025261081394,512,0.0098705570828769365,0.0073806392028927005,0.12690684199333191,0.051509941597032552
direct_risk,2.5902920606313278,qpool_7d29cbb2adc90870,qmask_aa927932235c699d,11011100,False,1.2469249490255716,512,0.020257102274626911,0.014340732246637299,0.36228996515274042,0.072865925689256927
direct_risk,2.5902920606313278,qpool_a6ffe2b653ce5a24,qmask_8a58e1cfc4f87182,11010001,False,1.0990212993161783,512,0.01152107589359725,0.0085843121632932992,0.16692766547203061,0.055558046795340439
direct_risk,2.5902920606313278,qpool_bace2709926cfaee,qmask_bad2b6dedfcd4ce3,11010101,False,1.0365258075820727,512,0.013607538707674345,0.0104576582089066,0.16228584945201871,0.060506896108563475
direct_risk,2.5902920606313278,qpool_c519138426e50658,qmask_07e4d5ad11974b66,01010100,False,1.4799795031446721,512,0.0059262522886455796,0.00473436620086425,0.044741936028003602,0.04062054302630709
direct_risk,2.5902920606313278,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,11110100,False,1.1982471254580684,512,0.020737078699767104,0.0151841035112738,0.36739775538444508,0.07299027860426574
direct_risk,2.5902920606313278,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,11100101,False,1.0945598932783305,512,0.020519125700502579,0.014796505682170301,0.35558724403381342,0.071893002837896292
exact_noop,2.5902920606313278,qpool_04a0d16a2ce1d6ae,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_094d56ddcd5f1fe4,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_0b1792f4952557ee,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_0ffd30d33ad8dd0f,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_169a31b6710ef111,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_3bc403a0734a65bf,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
exact_noop,2.5902920606313278,qpool_4da0243bdf72a6cd,analytic_noop,00000000,True,2.5902920606313278,512,0,0,0,0
