seed,observer,protocol_loss_mean,protocol_loss_cvar,risk_auroc,severity_weighted_miss_rate,clean_utility_retained,heldout_delete_protocol_loss,heldout_delete_severity_miss
6,activation-label-ridge,1.62802734375,11.145631067961165,1.0,0.6365377250095748,1.0,2.5451492537313434,0.9970760233918129
6,activation-direct-risk-ridge,0.69541015625,4.0,0.9993705749511719,0.2707774798927614,1.0,0.8111940298507463,0.3157894736842105
6,exact-authorization-risk-oracle,0.6954101562499999,4.0,1.0,0.2707774798927614,1.0,0.7212686567164178,0.2807017543859649
6,allow-all-no-action,2.5498046875,12.0,0.5,1.0,1.0,2.5522388059701493,1.0
7,action-only-label-ridge,2.58994140625,12.0,0.5,0.9621942179392142,0.900390625,2.8538732394366195,0.9660194174757282
7,activation-label-ridge,1.53916015625,10.757281553398059,1.0,0.5822831727205338,1.0,2.1552816901408454,0.741504854368932
7,activation-direct-risk-ridge,0.66318359375,4.0,0.9988861083984375,0.24981467753891773,1.0,0.7809859154929578,0.2669902912621359
7,exact-authorization-risk-oracle,0.66318359375,4.0,1.0,0.24981467753891773,1.0,0.5975352112676057,0.20388349514563106
7,allow-all-no-action,2.634765625,12.0,0.5,1.0,1.0,2.9014084507042255,1.0
8,action-only-label-ridge,2.8077148437500004,12.0,0.5,0.9650804519000342,0.900390625,3.008455882352941,0.9722891566265061
8,activation-label-ridge,1.80576171875,12.0,1.0,0.6312906538856556,1.0,3.007536764705882,0.9855421686746988
8,activation-direct-risk-ridge,0.72470703125,4.0,0.9849815368652344,0.25231085244779183,1.0,0.36636029411764703,0.1180722891566265
8,exact-authorization-risk-oracle,0.72470703125,4.0,1.0,0.25231085244779183,1.0,0.7181985294117648,0.23373493975903614
8,allow-all-no-action,2.8525390625,12.0,0.5,1.0,1.0,3.051470588235294,1.0
9,action-only-label-ridge,2.58017578125,12.0,0.5,0.9620535714285714,0.900390625,2.4003875968992245,0.94375
9,activation-label-ridge,1.54208984375,10.757281553398059,1.0,0.5855654761904762,1.0,0.7593023255813953,0.303125
9,activation-direct-risk-ridge,0.6456054687500001,4.0,0.998260498046875,0.24404761904761904,1.0,0.8577519379844961,0.34375
9,exact-authorization-risk-oracle,0.64560546875,4.0,1.0,0.24404761904761904,1.0,0.6866279069767443,0.275
9,allow-all-no-action,2.625,12.0,0.5,1.0,1.0,2.4806201550387597,1.0
10,action-only-label-ridge,2.52841796875,12.0,0.5,0.9612903225806452,0.900390625,2.3439516129032256,0.9561551433389545
10,activation-label-ridge,1.45029296875,10.135922330097088,1.0,0.5616698292220114,1.0,1.986290322580645,0.8296795952782462
10,activation-direct-risk-ridge,0.6485351562500001,4.0,0.9993515014648438,0.2500948766603416,1.0,0.6687500000000001,0.2782462057335582
10,exact-authorization-risk-oracle,0.6485351562499999,4.0,1.0,0.2500948766603416,1.0,0.6538306451612903,0.2715008431703204
10,allow-all-no-action,2.5732421875,12.0,0.5,1.0,1.0,2.3911290322580645,1.0
11,action-only-label-ridge,2.67685546875,12.0,0.5,0.9634015069967707,0.900390625,3.0168000000000004,0.9738562091503268
11,activation-label-ridge,1.71591796875,11.844660194174757,1.0,0.628632938643703,1.0,2.6228000000000002,0.8562091503267973
11,activation-direct-risk-ridge,0.71884765625,4.0,0.9983253479003906,0.2622891998564765,1.0,0.7952,0.257516339869281
11,exact-authorization-risk-oracle,0.71884765625,4.0,1.0,0.2622891998564765,1.0,0.6334,0.20522875816993463
11,allow-all-no-action,2.7216796875,12.0,0.5,1.0,1.0,3.06,1.0
12,action-only-label-ridge,2.62314453125,12.0,0.5,0.9626647144948756,0.900390625,2.75047619047619,0.9577702702702703
12,activation-label-ridge,1.41220703125,9.436893203883495,1.0,0.5274524158125915,1.0,1.5014285714285711,0.5304054054054054
12,activation-direct-risk-ridge,0.70419921875,4.0,0.9992141723632812,0.26207906295754024,1.0,0.6521428571428571,0.22972972972972974
12,exact-authorization-risk-oracle,0.70419921875,4.0,1.0,0.26207906295754024,1.0,0.651904761904762,0.22972972972972974
12,allow-all-no-action,2.66796875,12.0,0.5,1.0,1.0,2.8190476190476192,1.0
13,action-only-label-ridge,2.5127929687499995,12.0,0.5,0.9610538373424972,0.900390625,2.808677685950413,0.9766763848396501
13,activation-label-ridge,1.42001953125,9.514563106796116,1.0,0.5532646048109966,1.0,0.3332644628099174,0.1151603498542274
13,activation-direct-risk-ridge,0.67197265625,4.0,0.9984550476074219,0.2607865597556319,1.0,0.6915289256198347,0.24198250728862974
13,exact-authorization-risk-oracle,0.67197265625,4.0,1.0,0.2607865597556319,1.0,0.6915289256198348,0.24198250728862974
13,allow-all-no-action,2.5576171875,12.0,0.5,1.0,1.0,2.834710743801653,1.0
14,action-only-label-ridge,2.37998046875,12.0,0.5,0.9589206604913412,0.900390625,2.4065068493150688,0.9610027855153204
14,activation-label-ridge,1.48251953125,10.135922330097088,1.0,0.6093435360451067,1.0,0.29726027397260274,0.11838440111420613
14,activation-direct-risk-ridge,0.6250976562500001,4.0,0.9986495971679688,0.25573902537253324,1.0,0.3431506849315068,0.13649025069637882
14,exact-authorization-risk-oracle,0.62509765625,4.0,1.0,0.25573902537253324,1.0,0.6957191780821917,0.28133704735376047
14,allow-all-no-action,2.4248046875,12.0,0.5,1.0,1.0,2.458904109589041,1.0
15,action-only-label-ridge,2.61435546875,12.0,0.5,0.9625413147264047,0.900390625,2.143846153846154,0.9368421052631579
15,activation-label-ridge,1.60263671875,10.83495145631068,1.0,0.6008079324274697,1.0,0.3476923076923077,0.156140350877193
15,activation-direct-risk-ridge,0.69541015625,4.0,0.9964332580566406,0.2596401028277635,1.0,0.9040384615384616,0.4105263157894737
15,exact-authorization-risk-oracle,0.69541015625,4.0,1.0,0.2596401028277635,1.0,0.7344230769230768,0.3333333333333333
15,allow-all-no-action,2.6591796875,12.0,0.5,1.0,1.0,2.1923076923076925,1.0
16,action-only-label-ridge,2.5459960937499995,12.0,0.5,0.9604668674698795,0.900390625,2.886111111111111,0.9636118598382749
16,activation-label-ridge,1.64365234375,11.067961165048544,1.0,0.6317771084337349,1.0,2.261111111111111,0.7668463611859838
16,activation-direct-risk-ridge,0.71591796875,4.0,0.9997940063476562,0.2740963855421687,1.0,0.6952380952380952,0.23450134770889489
16,exact-authorization-risk-oracle,0.71591796875,4.0,1.0,0.2740963855421687,1.0,0.631547619047619,0.21293800539083557
16,allow-all-no-action,2.59375,12.0,0.5,1.0,1.0,2.9444444444444446,1.0
17,action-only-label-ridge,2.49521484375,12.0,0.5,0.9607843137254902,0.900390625,2.38,0.9526916802610114
17,activation-label-ridge,1.48056640625,10.058252427184467,1.0,0.5809304113802384,1.0,1.0292000000000001,0.4176182707993475
17,activation-direct-risk-ridge,0.65439453125,4.0,0.9998779296875,0.25567089580930413,1.0,0.7136,0.28874388254486133
17,exact-authorization-risk-oracle,0.6543945312499999,4.0,1.0,0.25567089580930413,1.0,0.601,0.24306688417618272
17,allow-all-no-action,2.5400390625,12.0,0.5,1.0,1.0,2.452,1.0
18,action-only-label-ridge,2.57333984375,12.0,0.5,0.9619544945915703,0.900390625,2.540845070422535,0.9592391304347826
18,activation-label-ridge,1.54892578125,10.446601941747574,1.0,0.5897053338306601,1.0,2.5568661971830986,0.9864130434782609
18,activation-direct-risk-ridge,0.7012695312500001,4.0,0.9969482421875,0.2659455427079448,1.0,0.9066901408450704,0.34782608695652173
18,exact-authorization-risk-oracle,0.70126953125,4.0,1.0,0.2659455427079448,1.0,0.7100352112676057,0.2717391304347826
18,allow-all-no-action,2.6181640625,12.0,0.5,1.0,1.0,2.591549295774648,1.0
19,action-only-label-ridge,2.58310546875,12.0,0.5,0.9620958751393534,0.900390625,2.5896946564885495,0.9595375722543352
19,activation-label-ridge,1.55087890625,10.757281553398059,1.0,0.5882571534745448,1.0,1.1967557251908398,0.4508670520231214
19,activation-direct-risk-ridge,0.67197265625,4.0,0.9986915588378906,0.2538089929394277,1.0,0.7690839694656488,0.28901734104046245
19,exact-authorization-risk-oracle,0.67197265625,4.0,1.0,0.2538089929394277,1.0,0.6162213740458015,0.23121387283236994
19,allow-all-no-action,2.6279296875,12.0,0.5,1.0,1.0,2.6412213740458017,1.0
