mask_id,mask_bits,n_heads,n_P,n_B,n_E,pool_id,pool_index,sampling_stratum,size_match_cell,within_cell_index,bank,is_noop,physical_mask_id
mask_a313ffc5e0d2be10,0010111111001,8,1,6,1,phase07_action_pool_00,0,broad,n_heads_08,2,candidate,False,mask_a313ffc5e0d2be10
mask_3c658ea503e4ec6d,1110110011100,8,3,5,0,phase07_action_pool_00,0,primary_heavy,n_heads_08,0,candidate,False,mask_3c658ea503e4ec6d
mask_6fe19ce491606df0,1011101100101,8,2,5,1,phase07_action_pool_00,0,primary_heavy,n_heads_08,2,candidate,False,mask_6fe19ce491606df0
mask_bea874ff97f2df50,0111001101011,8,2,4,2,phase07_action_pool_00,0,primary_heavy,n_heads_08,1,candidate,False,mask_bea874ff97f2df50
mask_0d38b0eb047c9b36,1001011111110,9,1,7,1,phase07_action_pool_00,0,broad,n_heads_09,0,candidate,False,mask_0d38b0eb047c9b36
mask_b729ff0b9c22f457,0111111111000,9,2,7,0,phase07_action_pool_00,0,primary_heavy,n_heads_09,0,candidate,False,mask_b729ff0b9c22f457
phase07_exact_noop_00,0000000000000,0,0,0,0,phase07_action_pool_00,0,no_op,n_heads_00,0,candidate,True,exact_noop
mask_13e8a6c0c177df1a,1001010011000,5,1,4,0,phase07_action_pool_01,1,broad,n_heads_05,1,candidate,False,mask_13e8a6c0c177df1a
mask_1890f290d2fe0443,0010011101000,5,1,4,0,phase07_action_pool_01,1,broad,n_heads_05,0,candidate,False,mask_1890f290d2fe0443
mask_a31e54cb9d25cbcd,0001010101001,5,0,4,1,phase07_action_pool_01,1,broad,n_heads_05,2,candidate,False,mask_a31e54cb9d25cbcd
mask_06d32986e8129574,1011000000101,5,2,2,1,phase07_action_pool_01,1,primary_heavy,n_heads_05,2,candidate,False,mask_06d32986e8129574
mask_9ebeb0c5a59229e5,1101000010001,5,2,2,1,phase07_action_pool_01,1,primary_heavy,n_heads_05,0,candidate,False,mask_9ebeb0c5a59229e5
mask_d2c4aceac73952b3,0110100000101,5,2,2,1,phase07_action_pool_01,1,primary_heavy,n_heads_05,1,candidate,False,mask_d2c4aceac73952b3
mask_242fcdae8ee1c517,0011001010011,6,1,3,2,phase07_action_pool_01,1,broad,n_heads_06,0,candidate,False,mask_242fcdae8ee1c517
mask_4ea738efacd903a9,1000101011100,6,1,5,0,phase07_action_pool_01,1,broad,n_heads_06,1,candidate,False,mask_4ea738efacd903a9
mask_8113c882a7a594f2,0001110000111,6,0,4,2,phase07_action_pool_01,1,broad,n_heads_06,2,candidate,False,mask_8113c882a7a594f2
mask_f564b0ee2963959f,1000111001001,6,1,4,1,phase07_action_pool_01,1,broad,n_heads_06,3,candidate,False,mask_f564b0ee2963959f
mask_79a58abedf688f3a,1101010001100,6,2,4,0,phase07_action_pool_01,1,primary_heavy,n_heads_06,0,candidate,False,mask_79a58abedf688f3a
mask_8648d0f315467ad8,0111000011010,6,2,3,1,phase07_action_pool_01,1,primary_heavy,n_heads_06,1,candidate,False,mask_8648d0f315467ad8
mask_c3e05afdc4c8ef82,0111000000111,6,2,2,2,phase07_action_pool_01,1,primary_heavy,n_heads_06,2,candidate,False,mask_c3e05afdc4c8ef82
mask_c95983f55d75540b,1011110000100,6,2,4,0,phase07_action_pool_01,1,primary_heavy,n_heads_06,3,candidate,False,mask_c95983f55d75540b
mask_041f3d7ebd587e56,1000001111110,7,1,5,1,phase07_action_pool_01,1,broad,n_heads_07,3,candidate,False,mask_041f3d7ebd587e56
mask_15f2393161844487,0101100110101,7,1,5,1,phase07_action_pool_01,1,broad,n_heads_07,2,candidate,False,mask_15f2393161844487
mask_ae32a03d03a5c2d2,1001000110111,7,1,4,2,phase07_action_pool_01,1,broad,n_heads_07,0,candidate,False,mask_ae32a03d03a5c2d2
mask_daaaf5a691328b7b,1001001110011,7,1,4,2,phase07_action_pool_01,1,broad,n_heads_07,1,candidate,False,mask_daaaf5a691328b7b
mask_3f18a5b4a647e658,1110010011010,7,3,3,1,phase07_action_pool_01,1,primary_heavy,n_heads_07,1,candidate,False,mask_3f18a5b4a647e658
mask_4f2286cd1f43b7cd,1101000011011,7,2,3,2,phase07_action_pool_01,1,primary_heavy,n_heads_07,3,candidate,False,mask_4f2286cd1f43b7cd
mask_5370f0b81fe8c18d,0110011001101,7,2,4,1,phase07_action_pool_01,1,primary_heavy,n_heads_07,0,candidate,False,mask_5370f0b81fe8c18d
mask_e49ebecf93be3dba,1010010011110,7,2,4,1,phase07_action_pool_01,1,primary_heavy,n_heads_07,2,candidate,False,mask_e49ebecf93be3dba
mask_0ff9e25f070fd8d8,0101011101011,8,1,5,2,phase07_action_pool_01,1,broad,n_heads_08,2,candidate,False,mask_0ff9e25f070fd8d8
mask_18b787feafa6a09a,1001111100110,8,1,6,1,phase07_action_pool_01,1,broad,n_heads_08,1,candidate,False,mask_18b787feafa6a09a
mask_2a327ca964e9d889,1001010111101,8,1,6,1,phase07_action_pool_01,1,broad,n_heads_08,0,candidate,False,mask_2a327ca964e9d889
mask_150ec68545bff8c1,1111011100100,8,3,5,0,phase07_action_pool_01,1,primary_heavy,n_heads_08,0,candidate,False,mask_150ec68545bff8c1
mask_22fd10da6fb8adb2,1101111010010,8,2,5,1,phase07_action_pool_01,1,primary_heavy,n_heads_08,2,candidate,False,mask_22fd10da6fb8adb2
mask_93311a97749a56b5,1110100011011,8,3,3,2,phase07_action_pool_01,1,primary_heavy,n_heads_08,1,candidate,False,mask_93311a97749a56b5
mask_5e029a3c191b9b4f,0101111010111,9,1,6,2,phase07_action_pool_01,1,broad,n_heads_09,0,candidate,False,mask_5e029a3c191b9b4f
mask_195f8821ac15d6e3,1111011011001,9,3,5,1,phase07_action_pool_01,1,primary_heavy,n_heads_09,0,candidate,False,mask_195f8821ac15d6e3
phase07_exact_noop_01,0000000000000,0,0,0,0,phase07_action_pool_01,1,no_op,n_heads_00,0,candidate,True,exact_noop
mask_4891b14df3fdfbb6,1001000101100,5,1,4,0,phase07_action_pool_02,2,broad,n_heads_05,0,candidate,False,mask_4891b14df3fdfbb6
mask_bd987967f302d0f7,0000001011101,5,0,4,1,phase07_action_pool_02,2,broad,n_heads_05,1,candidate,False,mask_bd987967f302d0f7
mask_c74289663049ae2e,1000100111000,5,1,4,0,phase07_action_pool_02,2,broad,n_heads_05,2,candidate,False,mask_c74289663049ae2e
mask_1bb6454f1a80e5dd,0111010100000,5,2,3,0,phase07_action_pool_02,2,primary_heavy,n_heads_05,1,candidate,False,mask_1bb6454f1a80e5dd
mask_516527e1e721df7e,1011100010000,5,2,3,0,phase07_action_pool_02,2,primary_heavy,n_heads_05,2,candidate,False,mask_516527e1e721df7e
mask_8ae0b302511106d3,0111110000000,5,2,3,0,phase07_action_pool_02,2,primary_heavy,n_heads_05,0,candidate,False,mask_8ae0b302511106d3
mask_1b7ea796653dd2c2,0100100111100,6,1,5,0,phase07_action_pool_02,2,broad,n_heads_06,1,candidate,False,mask_1b7ea796653dd2c2
mask_4f01acf7eeb2a300,0101110001100,6,1,5,0,phase07_action_pool_02,2,broad,n_heads_06,3,candidate,False,mask_4f01acf7eeb2a300
mask_ac9dea13efc96f47,0101010101010,6,1,4,1,phase07_action_pool_02,2,broad,n_heads_06,0,candidate,False,mask_ac9dea13efc96f47
mask_f8fb1db31911833a,0010010110011,6,1,3,2,phase07_action_pool_02,2,broad,n_heads_06,2,candidate,False,mask_f8fb1db31911833a
mask_135b5962ab1055e1,0110110100001,6,2,3,1,phase07_action_pool_02,2,primary_heavy,n_heads_06,2,candidate,False,mask_135b5962ab1055e1
mask_71bc204d4ec8609f,0111000111000,6,2,4,0,phase07_action_pool_02,2,primary_heavy,n_heads_06,1,candidate,False,mask_71bc204d4ec8609f
mask_bb87fd5aa4463a10,1110000101100,6,3,3,0,phase07_action_pool_02,2,primary_heavy,n_heads_06,3,candidate,False,mask_bb87fd5aa4463a10
mask_f0ebcd5a066b0d12,1010111001000,6,2,4,0,phase07_action_pool_02,2,primary_heavy,n_heads_06,0,candidate,False,mask_f0ebcd5a066b0d12
mask_1d040ebbd52d1733,0101010010111,7,1,4,2,phase07_action_pool_02,2,broad,n_heads_07,3,candidate,False,mask_1d040ebbd52d1733
mask_3099df17fcf5781e,0011111000110,7,1,5,1,phase07_action_pool_02,2,broad,n_heads_07,0,candidate,False,mask_3099df17fcf5781e
mask_6e69e08763f0af99,0100011011101,7,1,5,1,phase07_action_pool_02,2,broad,n_heads_07,1,candidate,False,mask_6e69e08763f0af99
mask_f2e8bedd45e49460,0011000111011,7,1,4,2,phase07_action_pool_02,2,broad,n_heads_07,2,candidate,False,mask_f2e8bedd45e49460
mask_521c96e582cfd0e2,1011011100010,7,2,4,1,phase07_action_pool_02,2,primary_heavy,n_heads_07,1,candidate,False,mask_521c96e582cfd0e2
mask_b3f250f0c620ab9a,1011011001001,7,2,4,1,phase07_action_pool_02,2,primary_heavy,n_heads_07,2,candidate,False,mask_b3f250f0c620ab9a
mask_b9fa0a6182c8369c,1011101010100,7,2,5,0,phase07_action_pool_02,2,primary_heavy,n_heads_07,0,candidate,False,mask_b9fa0a6182c8369c
mask_fefdb489245908c5,1100101100110,7,2,4,1,phase07_action_pool_02,2,primary_heavy,n_heads_07,3,candidate,False,mask_fefdb489245908c5
mask_51d5e3b48254e106,0101110101101,8,1,6,1,phase07_action_pool_02,2,broad,n_heads_08,1,candidate,False,mask_51d5e3b48254e106
mask_557001a5e74ac117,1001110011011,8,1,5,2,phase07_action_pool_02,2,broad,n_heads_08,2,candidate,False,mask_557001a5e74ac117
mask_e78df605703e686e,1001100101111,8,1,5,2,phase07_action_pool_02,2,broad,n_heads_08,0,candidate,False,mask_e78df605703e686e
mask_29fade5e81ddd22f,1110100011110,8,3,4,1,phase07_action_pool_02,2,primary_heavy,n_heads_08,0,candidate,False,mask_29fade5e81ddd22f
mask_a3d194033c248723,1100001111101,8,2,5,1,phase07_action_pool_02,2,primary_heavy,n_heads_08,2,candidate,False,mask_a3d194033c248723
mask_dde826c3c82f9c47,1111011011000,8,3,5,0,phase07_action_pool_02,2,primary_heavy,n_heads_08,1,candidate,False,mask_dde826c3c82f9c47
mask_990725efdb88ede2,1000111011111,9,1,6,2,phase07_action_pool_02,2,broad,n_heads_09,0,candidate,False,mask_990725efdb88ede2
mask_256d27c25ca96688,1101011001111,9,2,5,2,phase07_action_pool_02,2,primary_heavy,n_heads_09,0,candidate,False,mask_256d27c25ca96688
phase07_exact_noop_02,0000000000000,0,0,0,0,phase07_action_pool_02,2,no_op,n_heads_00,0,candidate,True,exact_noop
mask_2242325bb5e7acd9,1001001100100,5,1,4,0,phase07_action_pool_03,3,broad,n_heads_05,1,candidate,False,mask_2242325bb5e7acd9
mask_3a80fa104651c14f,0010010010011,5,1,2,2,phase07_action_pool_03,3,broad,n_heads_05,0,candidate,False,mask_3a80fa104651c14f
mask_580d751e0cb18ab6,0000101011001,5,0,4,1,phase07_action_pool_03,3,broad,n_heads_05,2,candidate,False,mask_580d751e0cb18ab6
mask_b983d662da053922,1011000010010,5,2,2,1,phase07_action_pool_03,3,primary_heavy,n_heads_05,0,candidate,False,mask_b983d662da053922
mask_ea108640a2faddc7,1100000110100,5,2,3,0,phase07_action_pool_03,3,primary_heavy,n_heads_05,1,candidate,False,mask_ea108640a2faddc7
mask_f6d619679c8cee01,0110011100000,5,2,3,0,phase07_action_pool_03,3,primary_heavy,n_heads_05,2,candidate,False,mask_f6d619679c8cee01
mask_0ceda238f005ebfd,0001111001001,6,0,5,1,phase07_action_pool_03,3,broad,n_heads_06,3,candidate,False,mask_0ceda238f005ebfd
mask_62a73d4eaf64de57,0101101000011,6,1,3,2,phase07_action_pool_03,3,broad,n_heads_06,2,candidate,False,mask_62a73d4eaf64de57
mask_789ec91de0ffae22,0101100010101,6,1,4,1,phase07_action_pool_03,3,broad,n_heads_06,0,candidate,False,mask_789ec91de0ffae22
mask_85ca97c4e5dd6cec,0011001011100,6,1,5,0,phase07_action_pool_03,3,broad,n_heads_06,1,candidate,False,mask_85ca97c4e5dd6cec
mask_5cda43df7c238e6a,1010001010101,6,2,3,1,phase07_action_pool_03,3,primary_heavy,n_heads_06,0,candidate,False,mask_5cda43df7c238e6a
mask_5e1e506e26ece423,1100100010110,6,2,3,1,phase07_action_pool_03,3,primary_heavy,n_heads_06,3,candidate,False,mask_5e1e506e26ece423
mask_7f2f495601199705,1010101001010,6,2,3,1,phase07_action_pool_03,3,primary_heavy,n_heads_06,1,candidate,False,mask_7f2f495601199705
mask_f72f1e8aafdeefed,1010100011100,6,2,4,0,phase07_action_pool_03,3,primary_heavy,n_heads_06,2,candidate,False,mask_f72f1e8aafdeefed
mask_1f677d80ca86b14b,0011101011010,7,1,5,1,phase07_action_pool_03,3,broad,n_heads_07,2,candidate,False,mask_1f677d80ca86b14b
mask_2838b6e2e7ac1953,0001111001110,7,0,6,1,phase07_action_pool_03,3,broad,n_heads_07,3,candidate,False,mask_2838b6e2e7ac1953
mask_521b78151449e305,1000111101010,7,1,5,1,phase07_action_pool_03,3,broad,n_heads_07,0,candidate,False,mask_521b78151449e305
mask_5a7b9b2daa0fbd06,0101101011100,7,1,6,0,phase07_action_pool_03,3,broad,n_heads_07,1,candidate,False,mask_5a7b9b2daa0fbd06
mask_2b736df42efd4aae,1110010100011,7,3,2,2,phase07_action_pool_03,3,primary_heavy,n_heads_07,2,candidate,False,mask_2b736df42efd4aae
mask_38a3b62d0044cc5c,1011001100011,7,2,3,2,phase07_action_pool_03,3,primary_heavy,n_heads_07,0,candidate,False,mask_38a3b62d0044cc5c
mask_58939b5b35665548,1100110001101,7,2,4,1,phase07_action_pool_03,3,primary_heavy,n_heads_07,3,candidate,False,mask_58939b5b35665548
mask_b322a70644ac1db9,1100100111100,7,2,5,0,phase07_action_pool_03,3,primary_heavy,n_heads_07,1,candidate,False,mask_b322a70644ac1db9
mask_84703e32d4cace96,1001011011110,8,1,6,1,phase07_action_pool_03,3,broad,n_heads_08,1,candidate,False,mask_84703e32d4cace96
mask_8f2190696d9eaae2,0101100011111,8,1,5,2,phase07_action_pool_03,3,broad,n_heads_08,0,candidate,False,mask_8f2190696d9eaae2
mask_cbae9cb6ff079add,1001010011111,8,1,5,2,phase07_action_pool_03,3,broad,n_heads_08,2,candidate,False,mask_cbae9cb6ff079add
mask_216ab93630f2992c,0110001011111,8,2,4,2,phase07_action_pool_03,3,primary_heavy,n_heads_08,1,candidate,False,mask_216ab93630f2992c
mask_7aba1e2c271af1dc,1101100110110,8,2,5,1,phase07_action_pool_03,3,primary_heavy,n_heads_08,0,candidate,False,mask_7aba1e2c271af1dc
mask_da7385a0a4b5fd94,1100011101101,8,2,5,1,phase07_action_pool_03,3,primary_heavy,n_heads_08,2,candidate,False,mask_da7385a0a4b5fd94
mask_bce46b7618cd7b6d,0101101110111,9,1,6,2,phase07_action_pool_03,3,broad,n_heads_09,0,candidate,False,mask_bce46b7618cd7b6d
mask_914f66e275cd00ab,1011011011101,9,2,6,1,phase07_action_pool_03,3,primary_heavy,n_heads_09,0,candidate,False,mask_914f66e275cd00ab
phase07_exact_noop_03,0000000000000,0,0,0,0,phase07_action_pool_03,3,no_op,n_heads_00,0,candidate,True,exact_noop
mask_394de693d752c414,0100010100101,5,1,3,1,phase07_action_pool_04,4,broad,n_heads_05,2,candidate,False,mask_394de693d752c414
mask_7b1a909f6e93876b,1001110010000,5,1,4,0,phase07_action_pool_04,4,broad,n_heads_05,1,candidate,False,mask_7b1a909f6e93876b
mask_8c294b3b000a2cc2,0010000111100,5,1,4,0,phase07_action_pool_04,4,broad,n_heads_05,0,candidate,False,mask_8c294b3b000a2cc2
mask_341f76a1c0550b6a,0110011010000,5,2,3,0,phase07_action_pool_04,4,primary_heavy,n_heads_05,0,candidate,False,mask_341f76a1c0550b6a
mask_4f8bfb50f1364633,1100100010010,5,2,2,1,phase07_action_pool_04,4,primary_heavy,n_heads_05,1,candidate,False,mask_4f8bfb50f1364633
mask_81641d44894221f6,1010110010000,5,2,3,0,phase07_action_pool_04,4,primary_heavy,n_heads_05,2,candidate,False,mask_81641d44894221f6
mask_438cff6c1de50e3c,0100111010010,6,1,4,1,phase07_action_pool_04,4,broad,n_heads_06,2,candidate,False,mask_438cff6c1de50e3c
mask_97fa6c4219fc2fc1,0001001110011,6,0,4,2,phase07_action_pool_04,4,broad,n_heads_06,0,candidate,False,mask_97fa6c4219fc2fc1
mask_9a9118cd9556c9e3,0001001100111,6,0,4,2,phase07_action_pool_04,4,broad,n_heads_06,1,candidate,False,mask_9a9118cd9556c9e3
mask_fd719e582bbaed57,0000001110111,6,0,4,2,phase07_action_pool_04,4,broad,n_heads_06,3,candidate,False,mask_fd719e582bbaed57
mask_022fbc0cab3fee3b,1011110000010,6,2,3,1,phase07_action_pool_04,4,primary_heavy,n_heads_06,0,candidate,False,mask_022fbc0cab3fee3b
mask_25926e54e9e9074f,1011001100001,6,2,3,1,phase07_action_pool_04,4,primary_heavy,n_heads_06,1,candidate,False,mask_25926e54e9e9074f
mask_516d7d0c8b8207e9,1010000111010,6,2,3,1,phase07_action_pool_04,4,primary_heavy,n_heads_06,2,candidate,False,mask_516d7d0c8b8207e9
mask_e76345098c16a24e,0110100011001,6,2,3,1,phase07_action_pool_04,4,primary_heavy,n_heads_06,3,candidate,False,mask_e76345098c16a24e
mask_4ca59b8bcbd171f3,0100001011111,7,1,4,2,phase07_action_pool_04,4,broad,n_heads_07,3,candidate,False,mask_4ca59b8bcbd171f3
mask_8909d4d505077f0c,0100111011010,7,1,5,1,phase07_action_pool_04,4,broad,n_heads_07,2,candidate,False,mask_8909d4d505077f0c
mask_b22548a14b84a382,0001110101011,7,0,5,2,phase07_action_pool_04,4,broad,n_heads_07,0,candidate,False,mask_b22548a14b84a382
mask_c74b53acc49da486,1001111011000,7,1,6,0,phase07_action_pool_04,4,broad,n_heads_07,1,candidate,False,mask_c74b53acc49da486
mask_477c4c13baa75bc9,1110001100011,7,3,2,2,phase07_action_pool_04,4,primary_heavy,n_heads_07,0,candidate,False,mask_477c4c13baa75bc9
mask_6576082f8e6f4b2e,1110001011100,7,3,4,0,phase07_action_pool_04,4,primary_heavy,n_heads_07,1,candidate,False,mask_6576082f8e6f4b2e
mask_6e6e22d76a683771,1010011100110,7,2,4,1,phase07_action_pool_04,4,primary_heavy,n_heads_07,3,candidate,False,mask_6e6e22d76a683771
mask_b9f207319d7f952e,1101110101000,7,2,5,0,phase07_action_pool_04,4,primary_heavy,n_heads_07,2,candidate,False,mask_b9f207319d7f952e
mask_79281dbf94f2f583,0101000111111,8,1,5,2,phase07_action_pool_04,4,broad,n_heads_08,0,candidate,False,mask_79281dbf94f2f583
mask_7d95125bb58a0cbb,0011110110011,8,1,5,2,phase07_action_pool_04,4,broad,n_heads_08,2,candidate,False,mask_7d95125bb58a0cbb
mask_d8c64355b87a7ff0,0101111111000,8,1,7,0,phase07_action_pool_04,4,broad,n_heads_08,1,candidate,False,mask_d8c64355b87a7ff0
mask_5d5a1ddaa5e56842,0110111100101,8,2,5,1,phase07_action_pool_04,4,primary_heavy,n_heads_08,2,candidate,False,mask_5d5a1ddaa5e56842
mask_bef75a5653edfe43,1011100111100,8,2,6,0,phase07_action_pool_04,4,primary_heavy,n_heads_08,1,candidate,False,mask_bef75a5653edfe43
mask_f69797f08d670daa,1101001011101,8,2,5,1,phase07_action_pool_04,4,primary_heavy,n_heads_08,0,candidate,False,mask_f69797f08d670daa
mask_d9cff884ec9845d8,0100111110111,9,1,6,2,phase07_action_pool_04,4,broad,n_heads_09,0,candidate,False,mask_d9cff884ec9845d8
mask_2861e52d65481b4b,1101011010111,9,2,5,2,phase07_action_pool_04,4,primary_heavy,n_heads_09,0,candidate,False,mask_2861e52d65481b4b
phase07_exact_noop_04,0000000000000,0,0,0,0,phase07_action_pool_04,4,no_op,n_heads_00,0,candidate,True,exact_noop
mask_c7da844851e45bd9,0010110100010,5,1,3,1,phase07_action_pool_05,5,broad,n_heads_05,0,candidate,False,mask_c7da844851e45bd9
mask_e117173a97634ba3,1001000110010,5,1,3,1,phase07_action_pool_05,5,broad,n_heads_05,1,candidate,False,mask_e117173a97634ba3
mask_f440e0fba8c04ed2,0001001100101,5,0,4,1,phase07_action_pool_05,5,broad,n_heads_05,2,candidate,False,mask_f440e0fba8c04ed2
mask_0da8388bc5bc9c07,1110010001000,5,3,2,0,phase07_action_pool_05,5,primary_heavy,n_heads_05,1,candidate,False,mask_0da8388bc5bc9c07
mask_9e380922ef13f4e8,1100000011010,5,2,2,1,phase07_action_pool_05,5,primary_heavy,n_heads_05,0,candidate,False,mask_9e380922ef13f4e8
mask_aa8f2891fbaeffca,1111000000010,5,3,1,1,phase07_action_pool_05,5,primary_heavy,n_heads_05,2,candidate,False,mask_aa8f2891fbaeffca
mask_004969258cff5e87,0001001010111,6,0,4,2,phase07_action_pool_05,5,broad,n_heads_06,3,candidate,False,mask_004969258cff5e87
mask_2624f81eb4914b51,0100001110110,6,1,4,1,phase07_action_pool_05,5,broad,n_heads_06,1,candidate,False,mask_2624f81eb4914b51
mask_32f3e5170a3124ef,0010101011010,6,1,4,1,phase07_action_pool_05,5,broad,n_heads_06,2,candidate,False,mask_32f3e5170a3124ef
mask_5b335ffda0584f5b,0001111010001,6,0,5,1,phase07_action_pool_05,5,broad,n_heads_06,0,candidate,False,mask_5b335ffda0584f5b
mask_2eecf325d648af67,0111011000100,6,2,4,0,phase07_action_pool_05,5,primary_heavy,n_heads_06,0,candidate,False,mask_2eecf325d648af67
mask_5a427eb30ebfe16e,1101110100000,6,2,4,0,phase07_action_pool_05,5,primary_heavy,n_heads_06,1,candidate,False,mask_5a427eb30ebfe16e
mask_7f4cc4c3e1591ad8,1101110001000,6,2,4,0,phase07_action_pool_05,5,primary_heavy,n_heads_06,3,candidate,False,mask_7f4cc4c3e1591ad8
mask_a4eb57f73b772d1e,1011100010100,6,2,4,0,phase07_action_pool_05,5,primary_heavy,n_heads_06,2,candidate,False,mask_a4eb57f73b772d1e
mask_3f6d5868372053f5,0011101000111,7,1,4,2,phase07_action_pool_05,5,broad,n_heads_07,0,candidate,False,mask_3f6d5868372053f5
mask_59e56c4c7293b104,1000011011011,7,1,4,2,phase07_action_pool_05,5,broad,n_heads_07,2,candidate,False,mask_59e56c4c7293b104
mask_a0ec81aaa98e7a93,0010111100011,7,1,4,2,phase07_action_pool_05,5,broad,n_heads_07,1,candidate,False,mask_a0ec81aaa98e7a93
mask_fea3419f0fad7a77,0001101001111,7,0,5,2,phase07_action_pool_05,5,broad,n_heads_07,3,candidate,False,mask_fea3419f0fad7a77
mask_5c67a760a543e118,1011100101010,7,2,4,1,phase07_action_pool_05,5,primary_heavy,n_heads_07,0,candidate,False,mask_5c67a760a543e118
mask_6ecf7f8742b52b08,1011010011100,7,2,5,0,phase07_action_pool_05,5,primary_heavy,n_heads_07,1,candidate,False,mask_6ecf7f8742b52b08
mask_93651b5c9f561efd,1011011101000,7,2,5,0,phase07_action_pool_05,5,primary_heavy,n_heads_07,2,candidate,False,mask_93651b5c9f561efd
mask_afdde0cdef57b4b3,0111001100110,7,2,4,1,phase07_action_pool_05,5,primary_heavy,n_heads_07,3,candidate,False,mask_afdde0cdef57b4b3
mask_4f5641cb0962f8a2,0100101101111,8,1,5,2,phase07_action_pool_05,5,broad,n_heads_08,2,candidate,False,mask_4f5641cb0962f8a2
mask_aef2b8d0075e225a,0011011110101,8,1,6,1,phase07_action_pool_05,5,broad,n_heads_08,1,candidate,False,mask_aef2b8d0075e225a
mask_e8c0866dc51aa08d,1000111011110,8,1,6,1,phase07_action_pool_05,5,broad,n_heads_08,0,candidate,False,mask_e8c0866dc51aa08d
mask_1b3e6b28443f6201,1011110001101,8,2,5,1,phase07_action_pool_05,5,primary_heavy,n_heads_08,1,candidate,False,mask_1b3e6b28443f6201
