prompt_id,split,family_id,cluster_id,token_bank_id,input_ids,target_token_id,distractor_token_id_1,distractor_token_id_2,source_key_position,source_value_position,query_position,sequence_length,repeat_gap
qseq_904046dc31bed454,train,length_32_gap_8,qcluster_calibration_0013,qbank_calibration_97bd6b8e0376,87634 61537 146229 59788 24477 50624 29287 119157 141933 91190 108294 9565 45667 117682 35687 29551 17934 37455 72839 23716 132576 4297 150328 82152 143574 49629 74711 3935 89825 77397 122851 82152,143574,29551,4297,23,24,31,32,8
qseq_99e2ce638fb77f0d,train,length_32_gap_8,qcluster_calibration_0014,qbank_calibration_97bd6b8e0376,84185 59096 13046 77014 29123 59414 111063 74474 40913 117115 139270 140125 145875 31975 113546 109720 21033 3809 92225 75664 102289 11634 47543 123132 62364 123883 89706 135673 46126 7389 9149 123132,62364,111063,139270,23,24,31,32,8
qseq_2db0939c2cd43d40,train,length_32_gap_8,qcluster_calibration_0015,qbank_calibration_97bd6b8e0376,55553 88539 22252 86010 9425 148870 127863 75544 62991 34506 122093 140145 484 112221 130286 7970 100159 62741 127006 114472 50756 87541 146229 112201 60558 23565 10533 26463 63888 86098 85381 112201,60558,127006,88539,23,24,31,32,8
qseq_a1bf76cefeae62d5,train,length_32_gap_8,qcluster_calibration_0016,qbank_calibration_97bd6b8e0376,146314 65375 80782 118019 109041 123056 10228 66494 50499 57209 143720 86935 101941 81754 89044 139862 52713 118054 51789 63965 145635 10951 37190 120777 43742 25273 358 125151 55279 84414 39554 120777,43742,139862,50499,23,24,31,32,8
qseq_769241db0256c707,train,length_32_gap_8,qcluster_calibration_0017,qbank_calibration_97bd6b8e0376,122490 99563 63683 60558 75544 141624 15310 98385 106899 68675 60712 134549 96551 30334 38755 96406 123267 114014 117796 5703 73874 126139 44351 90087 136506 116284 92039 90567 122637 112861 6549 90087,136506,106899,92039,23,24,31,32,8
qseq_1d6002e70abc5f58,train,length_32_gap_8,qcluster_calibration_0018,qbank_calibration_97bd6b8e0376,59116 106719 69639 58789 85381 13503 52911 62157 123348 122111 148116 10228 24510 54219 65527 132733 100271 88956 37276 71549 112807 92007 1693 8220 102601 104527 145894 75378 130096 138469 90885 8220,102601,92007,37276,23,24,31,32,8
qseq_68a59ca05bfa4af7,train,length_32_gap_8,qcluster_calibration_0019,qbank_calibration_97bd6b8e0376,1973 91406 120381 57472 109849 27345 80782 107347 117247 64265 145689 138474 68100 51043 108935 16991 1591 99333 21781 87382 137145 114520 98888 89327 61561 46411 137699 5703 123914 109266 92801 89327,61561,5703,51043,23,24,31,32,8
qseq_ce492ecbcaf03dff,train,length_32_gap_8,qcluster_calibration_0020,qbank_calibration_97bd6b8e0376,46345 131840 131306 57324 121384 132449 136701 65211 16299 43863 122159 36482 129269 122873 38401 90843 62741 76593 63565 97771 108700 114590 103048 92225 130406 117759 132644 19809 72839 112646 10470 92225,130406,112646,121384,23,24,31,32,8
qseq_0af91d60cd730741,train,length_32_gap_8,qcluster_calibration_0021,qbank_calibration_97bd6b8e0376,95518 101724 11909 123623 135745 131089 12852 22324 126494 40421 40626 88956 13202 83931 16446 39194 118054 117759 99601 77637 10082 51496 96406 148942 49629 132793 100942 16555 76049 133076 76044 148942,49629,16555,51496,23,24,31,32,8
qseq_dfb4fbed45c7908c,train,length_32_gap_8,qcluster_calibration_0022,qbank_calibration_97bd6b8e0376,77308 139871 56686 62517 69631 25281 43569 55131 50708 7586 42046 88791 54593 93882 66494 109173 97809 45589 118538 65773 139913 103450 130078 92772 5972 105637 119594 121972 97136 134024 70937 92772,5972,88791,69631,23,24,31,32,8
qseq_c43987b9f2794641,train,length_32_gap_8,qcluster_calibration_0023,qbank_calibration_97bd6b8e0376,143926 118092 139255 104142 60995 33122 97809 55279 13600 89747 61272 19540 74671 138513 80387 40224 79729 117500 89099 12883 122371 81766 127490 139871 42046 144767 104202 104949 85261 135213 142822 139871,42046,104202,79729,23,24,31,32,8
qseq_45ac575e244605c9,train,length_32_gap_8,qcluster_calibration_0024,qbank_calibration_97bd6b8e0376,135113 10518 143170 11909 137847 95376 131505 4453 31217 52880 10288 92813 54076 49311 138235 137474 36562 66850 43740 47438 80032 142493 89727 70991 50892 57790 38401 71280 124103 138513 75353 70991,50892,49311,92813,23,24,31,32,8
qseq_76a8cfe69fa85d86,train,length_32_gap_8,qcluster_calibration_0025,qbank_calibration_97bd6b8e0376,22976 6978 94217 99650 11435 144543 117777 116091 26494 99063 9079 42775 52627 114841 47475 106420 130286 54076 130800 107594 2078 11101 119756 30179 356 61550 48389 92813 15053 74295 22335 30179,356,114841,144543,23,24,31,32,8
qseq_7258a4a303b761e4,train,length_32_gap_8,qcluster_calibration_0026,qbank_calibration_97bd6b8e0376,57339 127863 50246 142135 801 77697 140250 111988 31207 136106 27269 21217 21319 118019 46852 16569 103938 19570 83767 110870 108753 101653 42614 144631 131728 30129 79261 51766 83315 121616 105455 144631,131728,121616,27269,23,24,31,32,8
qseq_9b1f4087900c808b,train,length_32_gap_8,qcluster_calibration_0027,qbank_calibration_97bd6b8e0376,49885 123255 117247 61167 143016 91483 124028 119574 92913 28037 144925 100154 97670 105700 114497 55023 44091 91584 4681 111775 139486 7557 105084 72461 13811 33658 112201 98391 67688 97113 68079 72461,13811,117247,144925,23,24,31,32,8
qseq_4e8702108609b9d3,train,length_32_gap_8,qcluster_calibration_0028,qbank_calibration_97bd6b8e0376,127180 143883 98162 61680 139189 59498 46510 23793 58436 88956 73950 114942 19872 48365 60500 22316 101426 99913 139871 67837 82737 62472 4579 57970 106815 121177 136242 138760 97136 45837 111687 57970,106815,111687,48365,23,24,31,32,8
qseq_5566043609940d39,train,length_32_gap_8,qcluster_calibration_0029,qbank_calibration_97bd6b8e0376,16949 111775 11065 40912 143722 84701 133886 59498 148171 4740 133206 25071 65289 4824 49963 92772 10349 2757 16299 119406 102118 126565 97384 67586 69964 60571 6883 102924 28879 59038 35289 67586,69964,35289,111775,23,24,31,32,8
qseq_86cac5405697a049,train,length_32_gap_8,qcluster_calibration_0030,qbank_calibration_97bd6b8e0376,143616 21084 147534 16271 94845 11608 97438 92614 10013 2450 144746 23916 52212 96361 149740 133076 111364 38454 97906 37742 70736 20054 49360 112065 122805 61404 66295 57727 61006 31178 134966 112065,122805,92614,133076,23,24,31,32,8
qseq_1126075649faa318,train,length_32_gap_8,qcluster_calibration_0031,qbank_calibration_97bd6b8e0376,118600 7363 127755 10146 101529 107347 113015 75522 150066 137898 98929 145965 113765 120036 2969 57892 62935 71341 6894 121363 80898 41111 29283 66643 58138 42913 131305 82969 5429 84308 24556 66643,58138,113765,131305,23,24,31,32,8
qseq_14c94cf55fd908bf,train,length_32_gap_8,qcluster_calibration_0032,qbank_calibration_97bd6b8e0376,764 34555 273 82826 21561 140826 132362 131305 137474 22126 81240 105310 107140 142295 11612 74873 58828 14091 120478 99766 78671 85976 113329 14463 134904 144767 99245 112647 38401 135916 135687 14463,134904,135916,34555,23,24,31,32,8
qseq_ae87a631de900399,train,length_32_gap_8,qcluster_calibration_0033,qbank_calibration_97bd6b8e0376,67226 55570 92813 29924 8186 105803 7453 115685 145766 96361 71056 4333 68122 2450 114942 89406 97369 43863 39321 104202 61167 106057 151075 60889 57158 79673 74657 32008 57744 94215 107653 60889,57158,115685,114942,23,24,31,32,8
qseq_e2e9fc8128314dde,train,length_32_gap_8,qcluster_calibration_0034,qbank_calibration_97bd6b8e0376,92221 81866 113128 53333 104468 59094 93184 104199 22033 70884 98862 146951 109222 132310 146050 133658 62741 122168 21106 99630 21342 91134 55525 74657 81240 63683 104614 31351 43646 115554 110301 74657,81240,110301,81866,23,24,31,32,8
qseq_dc81401edb6122ff,train,length_32_gap_8,qcluster_calibration_0035,qbank_calibration_97bd6b8e0376,19079 143407 38839 94191 151242 7586 104554 143633 58034 57053 116372 96551 135225 72005 38122 6768 312 149503 20054 82677 86330 44820 92667 37190 44180 46826 1663 90934 145102 14804 58091 37190,44180,104554,149503,23,24,31,32,8
qseq_3f0cba58a22e75fa,train,length_32_gap_8,qcluster_calibration_0036,qbank_calibration_97bd6b8e0376,47429 55762 146050 143063 95127 88512 123883 28879 146405 146314 68079 25223 52713 112438 8403 17212 124447 102924 114841 3362 143642 31155 94497 32742 86010 137937 145417 25135 135003 20745 91997 32742,86010,91997,28879,23,24,31,32,8
qseq_e48b6201e502ca46,train,length_32_gap_8,qcluster_calibration_0037,qbank_calibration_97bd6b8e0376,12883 39993 104686 46473 106815 146173 12996 116408 45292 80387 117194 107602 106027 892 38641 51561 144524 35751 60576 31189 25641 39245 100483 84469 31941 130116 45161 117800 98647 3439 85197 84469,31941,117800,51561,23,24,31,32,8
qseq_98d183cf85cfd58e,train,length_32_gap_8,qcluster_calibration_0038,qbank_calibration_97bd6b8e0376,53450 1096 64782 149503 56686 4449 29924 57728 126053 99505 89064 76298 136207 39771 37253 98162 85816 142376 122093 54553 84115 144567 88314 8228 4826 39631 79889 81328 102671 35289 118858 8228,4826,29924,122093,23,24,31,32,8
qseq_4e4186fde3d4a303,train,length_32_gap_8,qcluster_calibration_0039,qbank_calibration_97bd6b8e0376,62366 66796 66319 118004 136023 21381 1693 118019 103048 21319 101614 139691 147395 38543 99553 3020 49986 25835 81656 96330 93184 56441 11071 89064 40294 1591 114218 131672 105803 110702 145871 89064,40294,66319,118019,23,24,31,32,8
qseq_d4dd4ff402e1ab17,train,length_32_gap_8,qcluster_calibration_0040,qbank_calibration_97bd6b8e0376,94926 40170 8884 73453 133076 145689 108009 119756 97985 11390 7557 25261 119491 60826 69702 22687 111225 151003 33658 98937 78421 133180 146173 31137 104468 128518 96376 3935 142493 70131 132314 31137,104468,151003,69702,23,24,31,32,8
qseq_b914226cd1fe96b7,train,length_32_gap_8,qcluster_calibration_0041,qbank_calibration_97bd6b8e0376,1023 1663 31983 85349 47153 115626 91246 139255 3026 93171 81722 71091 132284 21781 60403 25135 50756 95869 131269 50391 64722 122963 42478 91336 23716 72774 52390 16888 138814 43701 59038 91336,23716,139255,31983,23,24,31,32,8
qseq_f3a7e565bab1f5d0,train,length_32_gap_8,qcluster_calibration_0042,qbank_calibration_97bd6b8e0376,85963 89025 119238 65740 38971 146401 10082 140518 14554 108770 25800 5265 74043 74674 1555 493 75522 55440 101696 54281 61235 131492 73528 64722 110402 135679 117196 68100 45598 4675 140250 64722,110402,10082,38971,23,24,31,32,8
qseq_fda0083c1475001a,train,length_32_gap_8,qcluster_calibration_0043,qbank_calibration_97bd6b8e0376,151003 35751 124478 127634 117974 135074 1693 133002 12550 80631 117420 2048 18514 79115 50391 5623 24641 84701 49098 44673 113008 10107 58625 116671 77805 52928 52326 59094 115146 32089 145444 116671,77805,145444,49098,23,24,31,32,8
qseq_3760ca1578a402b2,train,length_32_gap_8,qcluster_calibration_0044,qbank_calibration_97bd6b8e0376,130115 42260 104165 132743 43776 118292 138560 50554 133002 124741 124015 35719 55570 46473 108054 20672 145531 90885 123195 49586 124683 79786 79673 36513 123359 130230 146256 144524 118019 43154 18916 36513,123359,49586,46473,23,24,31,32,8
qseq_7ee6e29c6149089c,train,length_32_gap_8,qcluster_calibration_0045,qbank_calibration_97bd6b8e0376,96575 102601 104468 45228 116982 86190 936 55562 85261 138820 32972 106420 123255 67375 151246 144124 21033 84716 67620 44392 105373 24604 6667 10310 57200 568 3809 100483 15881 36902 21467 10310,57200,32972,144124,23,24,31,32,8
qseq_2c247d75c25f5c9a,train,length_32_gap_8,qcluster_calibration_0046,qbank_calibration_97bd6b8e0376,71330 69659 143667 103645 83143 73652 6411 113793 91873 11461 139039 30122 120668 112479 85566 116701 79880 124231 28060 127854 38401 96267 91703 129078 128664 151417 66850 20493 62369 123883 33601 129078,128664,20493,103645,23,24,31,32,8
qseq_fe246683e843b62e,train,length_32_gap_8,qcluster_calibration_0047,qbank_calibration_97bd6b8e0376,70965 98555 144180 3304 109159 29738 52702 114623 35327 70131 123396 84319 97657 124447 2322 120101 117855 52672 25687 31030 100291 37129 24930 2944 130098 115554 54041 71056 103759 131802 108009 2944,130098,29738,131802,23,24,31,32,8
qseq_4ce23f343cbe4091,train,length_32_gap_8,qcluster_calibration_0048,qbank_calibration_97bd6b8e0376,65289 68951 149456 122236 44167 13503 129924 59631 104152 127277 46298 35160 57572 15649 89810 84785 20745 105084 32089 13324 31541 56916 50610 39035 22316 99650 96449 29300 8681 138591 6744 39035,22316,127277,32089,23,24,31,32,8
qseq_926f635f0df5b586,train,length_32_gap_8,qcluster_calibration_0049,qbank_calibration_97bd6b8e0376,10288 100942 51630 119799 98929 24930 59849 144476 48872 63356 24620 37955 104982 125594 98862 61546 2251 95869 675 104984 36457 94371 32889 18238 66764 568 65527 124916 112807 135932 67691 18238,66764,24620,51630,23,24,31,32,8
qseq_e99d21b561781869,train,length_32_gap_8,qcluster_calibration_0050,qbank_calibration_97bd6b8e0376,7867 105084 67852 82622 14989 37665 135127 3362 94501 50499 32552 92966 64997 24390 76222 115021 128470 122449 10771 150378 20457 14447 17212 70965 51493 75637 104541 52632 10533 89064 51445 70965,51493,135127,150378,23,24,31,32,8
qseq_9a7b09e7f82f9be3,train,length_32_gap_8,qcluster_calibration_0051,qbank_calibration_97bd6b8e0376,137937 146050 53615 25864 8336 65649 50127 13555 95961 101746 56270 27063 12859 39240 141184 118054 127987 94572 70978 64477 148155 5703 83678 61272 104142 48651 84197 69393 150734 114627 38984 61272,104142,101746,114627,23,24,31,32,8
qseq_3666f8e8bb0e6328,train,length_32_gap_8,qcluster_calibration_0052,qbank_calibration_97bd6b8e0376,18514 97607 48672 35145 30065 1663 46567 30827 125399 151037 2908 31274 146857 14989 126494 11863 17180 61546 52928 9590 85570 8365 132793 109097 127863 8220 14552 24500 15249 143330 8790 109097,127863,31274,15249,23,24,31,32,8
qseq_b372aa56b2eaa584,train,length_32_gap_8,qcluster_calibration_0053,qbank_calibration_97bd6b8e0376,11808 52025 45424 81313 85128 82068 146021 117065 97849 30299 116408 122837 56563 40421 120246 114578 16991 123487 135673 55854 88614 102775 72758 116982 42046 108416 48588 32008 80766 20119 23767 116982,42046,97849,81313,23,24,31,32,8
qseq_f639b23a1caf057d,train,length_32_gap_8,qcluster_calibration_0054,qbank_calibration_97bd6b8e0376,57892 91437 145123 140917 96437 75027 52743 66295 1952 118019 111960 38058 20205 134604 8365 30179 34755 105084 54041 45297 41672 42485 81357 56034 19809 110215 100159 64431 25887 30228 20019 56034,19809,134604,34755,23,24,31,32,8
qseq_38f0ead0422e7713,train,length_32_gap_8,qcluster_calibration_0055,qbank_calibration_97bd6b8e0376,7738 9282 147534 69631 32260 73184 89296 114450 82000 133477 144187 128939 5976 123878 87762 102575 103216 117065 39701 134158 59788 20351 13955 128899 76298 140826 149891 143633 116372 20845 61660 128899,76298,143633,103216,23,24,31,32,8
qseq_33bc7857ae300df6,train,length_32_gap_8,qcluster_calibration_0056,qbank_calibration_97bd6b8e0376,4099 93184 40983 58529 140518 117247 6769 71605 113015 681 85288 108916 84355 34638 61647 105713 136023 27161 78399 135127 27600 67586 26559 92717 64025 10054 41350 113329 117583 25687 39240 92717,64025,136023,58529,23,24,31,32,8
qseq_b3e5f5b53015c7e8,train,length_32_gap_8,qcluster_calibration_0057,qbank_calibration_97bd6b8e0376,27995 69013 36059 107262 11219 92686 83925 130571 44800 89360 97488 9593 62762 90656 66349 133873 4820 13521 83632 104518 81248 34983 45348 56166 57013 7389 52620 48015 73333 22079 21073 56166,57013,22079,104518,23,24,31,32,8
qseq_10ea0e3779d23418,train,length_32_gap_8,qcluster_calibration_0058,qbank_calibration_97bd6b8e0376,145635 28842 67690 127854 65211 117279 108935 60320 143734 114841 59631 148155 8683 14018 1263 4681 68951 117158 150172 117919 58753 75551 79729 59096 99061 108014 65375 20748 130543 1061 77249 59096,99061,77249,75551,23,24,31,32,8
qseq_0b9a27f889511189,train,length_32_gap_8,qcluster_calibration_0059,qbank_calibration_97bd6b8e0376,81085 54127 6613 80358 143926 10252 30693 105455 114005 18169 139219 143616 102960 37240 51892 19072 101417 142135 107186 43375 120878 122275 36730 80757 79115 65649 113744 2280 60249 8403 108397 80757,79115,108397,142135,23,24,31,32,8
qseq_2a20ec5ca501ec77,train,length_32_gap_8,qcluster_calibration_0060,qbank_calibration_97bd6b8e0376,14181 60814 71330 107123 25854 124077 49039 71091 84001 114801 75645 22452 30244 78399 13323 151417 49586 139625 137924 41545 30424 20328 7807 91246 138571 88999 13046 32132 130413 123105 51789 91246,138571,30244,41545,23,24,31,32,8
qseq_df8c8a161f732435,train,length_32_gap_8,qcluster_calibration_0061,qbank_calibration_97bd6b8e0376,121000 49039 93962 59314 41175 12817 120525 3240 28779 98612 122844 13503 101529 134961 72543 56441 21217 62163 33958 43806 59 140026 122168 35160 132743 85539 139162 31224 145147 2417 43742 35160,132743,72543,59,23,24,31,32,8
qseq_3657afa83815726b,train,length_32_gap_8,qcluster_calibration_0062,qbank_calibration_97bd6b8e0376,122168 122844 148973 95801 93428 32682 70979 4748 79689 85261 34983 107140 67656 21071 35827 107262 11601 116495 76289 95791 61099 35719 43776 50854 9326 87754 13521 137580 137938 14931 95502 50854,9326,137938,11601,23,24,31,32,8
qseq_48091aa105e213ad,train,length_32_gap_8,qcluster_calibration_0063,qbank_calibration_97bd6b8e0376,111225 99833 3362 126139 83366 55843 46298 56650 67939 126688 87775 98489 143386 21118 137643 15881 144526 4585 28690 13432 120777 97975 75933 45334 134074 34657 21472 112296 41672 104984 142241 45334,134074,28690,67939,23,24,31,32,8
qseq_7a5323690cd1950b,train,length_32_gap_16,qcluster_calibration_0000,qbank_calibration_97bd6b8e0376,90843 111990 150842 102331 114861 71333 48504 61209 7118 142312 64206 9565 21561 20457 38454 108020 29138 11623 78105 129133 40004 69419 89903 20928 151011 119238 21217 764 20554 59907 80740 108020,29138,59907,64206,15,16,31,32,16
qseq_870068ae68428f23,train,length_32_gap_16,qcluster_calibration_0001,qbank_calibration_97bd6b8e0376,8038 14804 61603 60403 51000 70287 81330 145635 123623 128703 13305 3256 81302 99630 56825 52175 142606 20351 110912 33367 26664 55553 143826 149615 34555 11634 111677 4333 20328 132677 10533 52175,142606,111677,51000,15,16,31,32,16
qseq_021733dd85a69f47,train,length_32_gap_16,qcluster_calibration_0002,qbank_calibration_97bd6b8e0376,75478 142787 81330 39321 105304 5350 19448 18407 67067 114801 36600 10003 107497 137924 10013 144606 74686 68770 43863 146050 24132 10798 13323 119789 124865 102625 138977 35886 14463 82385 137236 144606,74686,19448,142787,15,16,31,32,16
qseq_1be668ecbcd6b1e3,train,length_32_gap_16,qcluster_calibration_0003,qbank_calibration_97bd6b8e0376,38406 92667 114411 57532 47051 148171 112479 119080 74657 141912 78224 10110 39854 51445 115209 108397 83734 52350 56686 51603 107602 99515 36574 149399 10533 106637 122632 130413 82844 55918 127731 108397,83734,36574,56686,15,16,31,32,16
qseq_8a539dc92a3b1f7b,train,length_32_gap_16,qcluster_calibration_0004,qbank_calibration_97bd6b8e0376,66381 79968 144180 91584 105582 42485 57298 112676 3085 88539 147685 76651 49963 148981 100077 282 135127 69639 147437 29283 89147 27151 52743 13000 110691 56906 107808 84 72154 42260 39194 282,135127,89147,79968,15,16,31,32,16
qseq_af3827ab2784f0cd,train,length_32_gap_16,qcluster_calibration_0005,qbank_calibration_97bd6b8e0376,140026 72795 44506 99876 107658 62472 119524 41299 56658 57414 40983 131482 25071 131306 84668 55445 117974 6349 1977 45348 6790 135437 31983 17212 145044 130172 23767 13712 129047 57892 81302 55445,117974,131482,130172,15,16,31,32,16
qseq_847c9e510e2c3a48,train,length_32_gap_16,qcluster_calibration_0006,qbank_calibration_97bd6b8e0376,72765 116814 81328 57051 38163 3240 26036 104165 9048 150734 41945 56434 71333 146304 59359 94406 63402 35687 121907 126565 148132 77805 60236 91402 102960 134812 122093 126157 51496 150378 32008 94406,63402,3240,60236,15,16,31,32,16
qseq_494181774a6fb043,train,length_32_gap_16,qcluster_calibration_0007,qbank_calibration_97bd6b8e0376,113793 23121 25478 10729 45525 85349 34604 60223 41350 88314 14931 30196 81722 50866 58265 7363 71150 53474 25439 7939 20195 102585 129743 15721 52928 137853 123902 119756 30953 20351 12914 7363,71150,119756,50866,15,16,31,32,16
qseq_ddb678644173ad0e,train,length_32_gap_16,qcluster_calibration_0008,qbank_calibration_97bd6b8e0376,135932 110753 41604 63402 79227 74346 107653 35123 60086 24940 51076 129917 59712 102297 34068 65879 143018 56380 21770 134812 62369 13324 25549 85000 1693 16234 70807 115183 94023 26653 142797 65879,143018,13324,60086,15,16,31,32,16
qseq_5797b4dc9bc3edfd,train,length_32_gap_16,qcluster_calibration_0009,qbank_calibration_97bd6b8e0376,10533 107503 101614 15882 79810 72050 79367 53293 62041 143063 41672 134391 74474 57158 143734 140716 77397 15282 136106 128943 93151 94023 101801 68270 104554 18287 68770 25418 90843 7738 135994 140716,77397,143734,41672,15,16,31,32,16
qseq_50166ee7ee10934c,train,length_32_gap_16,qcluster_calibration_0010,qbank_calibration_97bd6b8e0376,24300 62270 22490 60770 48588 46852 121909 96330 86917 121972 57158 21342 44092 49916 60681 76749 135127 16555 143350 45228 31288 140053 104202 33564 74445 113008 24504 50739 27953 96926 130385 76749,135127,45228,113008,15,16,31,32,16
qseq_8bc69bf9477c59f4,train,length_32_gap_16,qcluster_calibration_0011,qbank_calibration_97bd6b8e0376,61613 139428 27345 20990 30383 104142 43899 113834 74499 104053 45525 114298 882 93889 100157 84 9512 3304 104620 92813 13701 26036 134183 62741 120193 145762 68980 30334 2450 142655 99680 84,9512,104142,62741,15,16,31,32,16
qseq_978ef9ea9b7579b3,train,length_32_gap_16,qcluster_calibration_0012,qbank_calibration_97bd6b8e0376,25218 134391 4656 6086 89825 127277 108551 45334 105700 134966 142453 29705 144124 122137 79261 31765 73652 111990 110384 50441 126877 64750 127556 117664 145635 118487 25281 99284 45435 14527 34557 31765,73652,145635,144124,15,16,31,32,16
qseq_b0493e391da3a1e6,train,length_32_gap_16,qcluster_calibration_0013,qbank_calibration_97bd6b8e0376,5972 144224 31155 141643 58138 68556 123734 113178 11092 32008 148201 47498 104201 100938 29283 62369 114411 84577 119004 6635 2574 129055 45598 7739 16928 58828 30887 146304 119588 25687 44582 62369,114411,119004,148201,15,16,31,32,16
qseq_a146351048d8dae5,train,length_32_gap_16,qcluster_calibration_0014,qbank_calibration_97bd6b8e0376,130969 48573 128439 80248 147221 101724 118092 113178 35133 41222 29738 136731 49009 89327 99245 48651 105700 62177 38755 50708 58174 117486 4369 44583 34784 146405 62661 6064 23767 144925 74873 48651,105700,99245,62661,15,16,31,32,16
qseq_281768559756d7d7,train,length_32_gap_16,qcluster_calibration_0015,qbank_calibration_97bd6b8e0376,97849 138431 74295 39854 94191 144940 113834 120127 97375 75664 11219 46567 25400 119679 59853 106936 128939 123348 121363 19713 135756 75637 143242 74578 135679 61272 128531 57615 83678 96926 34638 106936,128939,59853,57615,15,16,31,32,16
