prompt_id,bank,family_id,cluster_id,token_bank_id,input_ids,target_token_id,distractor_token_id_1,distractor_token_id_2,key_positions,source_value_positions,source_key_position,source_value_position,query_position,sequence_length,repeat_gap
qseq_3395af57d65be3d7,reference,length_32_gap_8,qcluster_reference_0028,qbank_reference_69563226bd65,26515 130067 48617 98847 76884 43506 67142 134665 38696 83687 4949 143389 117469 126780 14252 83238 125127 148284 69980 100529 84486 27299 86666 100590 15523 1975 146715 150451 102970 39859 43184 100590,15523,83238,48617,23 14 1,24 15 2,23,24,31,32,8
qseq_307968a47ddda963,reference,length_32_gap_8,qcluster_reference_0029,qbank_reference_69563226bd65,93731 66462 46999 4700 36350 124223 33990 116679 133994 6367 114244 133297 114663 44395 48726 118702 114366 8720 38508 112979 64868 117426 149027 11410 14567 49803 135845 126810 111957 109044 149091 11410,14567,135845,38508,23 25 17,24 26 18,23,24,31,32,8
qseq_a86743d724f7924a,reference,length_32_gap_8,qcluster_reference_0030,qbank_reference_69563226bd65,26326 94046 81827 44552 21448 6498 93430 117883 125590 81107 84230 34363 90371 39849 86683 52048 131814 3896 57317 73075 123565 57349 70501 124223 107309 134841 64776 66446 150293 89779 94793 124223,107309,44552,57349,23 2 20,24 3 21,23,24,31,32,8
qseq_af43c958bb3fea30,reference,length_32_gap_8,qcluster_reference_0031,qbank_reference_69563226bd65,109766 108150 67738 119503 62262 82918 13263 84436 94157 139915 123243 65471 69858 148355 7742 19212 143550 136787 85937 6367 95243 151544 105478 20462 36795 98173 33228 30835 15164 70388 119706 20462,36795,85937,151544,23 17 20,24 18 21,23,24,31,32,8
qseq_5e46afcd88fa7380,reference,length_32_gap_16,qcluster_reference_0000,qbank_reference_69563226bd65,19735 112291 69935 85265 91952 1811 58346 81280 88442 39102 109543 148228 113702 24816 126025 10575 119140 78893 13405 72443 53292 35034 36445 21593 21285 130620 73075 150841 66353 142633 72239 10575,119140,91952,21593,15 3 22,16 4 23,15,16,31,32,16
qseq_cd896a9c8bcaad4c,reference,length_32_gap_16,qcluster_reference_0001,qbank_reference_69563226bd65,25220 138460 83219 6816 28527 55941 126196 44871 89440 60091 50361 92569 25279 7777 44124 149528 85296 115769 138825 89947 57331 65177 126025 102167 91602 146655 107607 65895 90740 34175 25601 149528,85296,91602,55941,15 23 4,16 24 5,15,16,31,32,16
qseq_e12b2622df93c59e,reference,length_32_gap_16,qcluster_reference_0002,qbank_reference_69563226bd65,21397 144963 1049 77029 104073 77724 28290 106597 122987 55679 6622 41839 40324 108284 105387 111535 24724 5309 75912 116923 35683 16219 136164 145332 100943 22654 5643 29024 80257 29918 126810 111535,24724,6622,75912,15 9 17,16 10 18,15,16,31,32,16
qseq_3228d044c6030a5b,reference,length_32_gap_16,qcluster_reference_0003,qbank_reference_69563226bd65,122188 36350 94394 39015 104115 69611 145940 2326 112039 122169 37723 69210 13806 31616 19734 21744 8135 24427 119759 30542 61758 32580 61467 75580 1606 9413 122437 5405 47658 15833 108277 21744,8135,104115,61467,15 3 21,16 4 22,15,16,31,32,16
qseq_103a495bb52c9177,reference,length_32_gap_16,qcluster_reference_0004,qbank_reference_69563226bd65,72074 139940 27861 18228 55016 62535 55663 61271 138806 21887 79101 106600 110592 77860 130620 133759 138452 108079 151024 71340 101509 104009 43536 136644 23009 39015 14390 139969 33164 29918 31840 133759,138452,33164,18228,15 27 2,16 28 3,15,16,31,32,16
qseq_80950af37c0d0a6d,reference,length_32_gap_16,qcluster_reference_0005,qbank_reference_69563226bd65,8944 94445 131192 111006 27861 1141 85039 110292 147968 84477 105198 72356 39075 113363 129084 146200 141081 52845 5055 105311 72187 125539 142882 100765 80518 53169 14390 146500 14535 25171 100828 146200,141081,27861,113363,15 3 12,16 4 13,15,16,31,32,16
qseq_73f9e0133cb08431,reference,length_32_gap_16,qcluster_reference_0006,qbank_reference_69563226bd65,7523 130042 107638 1162 40948 134203 108857 137004 76884 119223 147602 10034 104324 142949 98173 133605 83219 29353 86772 118435 2402 47093 8832 16740 145868 94122 75982 44883 71001 147192 16596 133605,83219,16740,108857,15 22 5,16 23 6,15,16,31,32,16
qseq_47ef8f0b8192d5f1,reference,length_32_gap_16,qcluster_reference_0007,qbank_reference_69563226bd65,83788 57691 41521 62922 67311 44753 16151 148777 102389 90498 62240 108616 109727 46167 80470 106779 13943 70476 129841 120437 6165 93835 2471 110926 100213 149311 46597 47567 14356 77830 69980 106779,13943,90498,46597,15 8 25,16 9 26,15,16,31,32,16
qseq_6ea27d997fd3a3f0,reference,length_32_gap_16,qcluster_reference_0008,qbank_reference_69563226bd65,119301 96112 46597 100762 103556 6401 150900 87822 106462 129500 27794 81321 60600 44315 24427 92151 74528 103061 18063 8902 119463 139798 27304 44169 130039 68492 24778 38716 69733 4339 69115 92151,74528,60600,69115,15 11 29,16 12 30,15,16,31,32,16
qseq_84b5a76804b99154,reference,length_32_gap_16,qcluster_reference_0009,qbank_reference_69563226bd65,2633 89062 113804 7049 98852 26663 79959 8674 76332 2508 146378 8636 140689 150869 43554 125834 149011 38739 25921 11908 64201 118322 22291 5135 140905 83332 16369 23077 101579 74797 12232 125834,149011,2508,43554,15 8 13,16 9 14,15,16,31,32,16
qseq_c6154d668306f24a,reference,length_32_gap_16,qcluster_reference_0010,qbank_reference_69563226bd65,88865 89997 14967 89583 56058 74797 116349 148281 40181 126890 91334 79541 134417 111080 138429 93869 122931 61467 3269 18074 2211 10395 56819 39747 97344 96299 124906 18618 56081 59833 88183 93869,122931,2211,14967,15 19 1,16 20 2,15,16,31,32,16
qseq_ea3cf4b248d4670d,reference,length_32_gap_16,qcluster_reference_0011,qbank_reference_69563226bd65,4501 1852 88442 1753 8789 125010 120231 129384 47567 2088 70922 20960 12745 82962 119411 54859 33164 18780 129084 84477 62094 16482 35930 42391 12232 92595 134203 147232 77168 134792 83602 54859,33164,83602,92595,15 29 24,16 30 25,15,16,31,32,16
qseq_67c7be472ad9b569,reference,length_32_gap_16,qcluster_reference_0012,qbank_reference_69563226bd65,90951 18353 84477 55016 95146 118160 85320 75814 123588 61725 48321 10809 143687 94546 114306 18607 56562 123648 48807 107986 130788 62562 80459 52471 36812 146655 64776 36081 44947 151510 23846 18607,56562,18353,23846,15 0 29,16 1 30,15,16,31,32,16
qseq_84910f1872c22019,reference,length_32_gap_16,qcluster_reference_0013,qbank_reference_69563226bd65,107757 11520 104073 2518 10788 109465 66765 40131 126527 83899 142689 57518 15610 60817 140729 14246 71516 90977 108048 80257 24483 2171 878 34518 68170 64776 127549 64057 146954 900 132471 14246,71516,2171,64776,15 20 24,16 21 25,15,16,31,32,16
qseq_1a1ce17eafdf4f8c,reference,length_32_gap_16,qcluster_reference_0014,qbank_reference_69563226bd65,149905 133892 99723 150900 12416 11460 97149 54748 114507 92707 149073 32807 20135 125592 29066 67539 44711 29918 103200 61072 15997 143230 123094 148547 40435 142633 84353 9714 86382 28519 118336 67539,44711,150900,61072,15 2 18,16 3 19,15,16,31,32,16
qseq_e5e21f83bf97f466,reference,length_32_gap_16,qcluster_reference_0015,qbank_reference_69563226bd65,85253 141531 66108 149523 46113 26512 122169 127205 16835 122777 132767 50620 33802 54760 99135 43554 2959 85626 37974 126682 111006 132439 4501 112078 149334 70784 43485 23461 27770 61139 78330 43554,2959,149523,26512,15 2 4,16 3 5,15,16,31,32,16
qseq_79f92464cf2a6577,reference,length_32_gap_16,qcluster_reference_0016,qbank_reference_69563226bd65,18284 4220 150697 26663 70217 110781 35924 27022 53856 116179 83332 92316 4749 12479 39343 102167 13975 53265 18431 14085 103221 53475 125886 13405 134116 146983 91218 116432 99191 103061 19609 102167,13975,116179,35924,15 8 5,16 9 6,15,16,31,32,16
qseq_9c85b72f1ea06a57,reference,length_32_gap_16,qcluster_reference_0017,qbank_reference_69563226bd65,17948 140070 132554 74426 94046 72326 107671 138093 92949 31133 38691 67613 120984 39526 39799 94793 88219 146657 30079 94876 1141 64274 21575 106833 72694 106127 68640 49600 111112 84353 49132 94793,88219,106833,49132,15 22 29,16 23 30,15,16,31,32,16
qseq_6a4a6669bcf7d5f3,reference,length_32_gap_16,qcluster_reference_0018,qbank_reference_69563226bd65,68626 28865 27150 70518 3896 26986 115566 146954 132218 79675 60890 33790 107220 89638 101768 90521 100213 40592 2471 77701 9714 14645 61758 57001 126805 11982 89692 116072 69179 151024 59091 90521,100213,60890,69179,15 9 27,16 10 28,15,16,31,32,16
qseq_7877d6c94f9c39ad,reference,length_32_gap_16,qcluster_reference_0019,qbank_reference_69563226bd65,46864 16847 142133 35930 72939 140785 115082 135864 9890 135573 9465 20462 96074 66438 123588 118743 139966 80098 56530 50029 78542 24483 34778 93973 109555 33990 125900 47795 117469 82130 47567 118743,139966,56530,125900,15 17 25,16 18 26,15,16,31,32,16
qseq_cc30d66e04f4d784,reference,length_32_gap_16,qcluster_reference_0020,qbank_reference_69563226bd65,88736 39190 117469 1046 76332 54252 35392 68348 82419 105147 17609 17257 87267 84007 56530 149634 139699 92486 95218 76553 80308 130252 123858 25862 145727 79432 7742 96709 93869 62475 72939 149634,139699,82419,1046,15 7 2,16 8 3,15,16,31,32,16
qseq_400deb0f34503053,reference,length_32_gap_16,qcluster_reference_0021,qbank_reference_69563226bd65,24296 18501 105791 130620 75836 68442 40324 50962 145334 61972 130802 8636 14967 138806 15833 782 78926 57218 123248 11788 25567 3786 15681 134665 111700 13384 68409 105717 64018 123565 146983 782,78926,130802,14967,15 9 11,16 10 12,15,16,31,32,16
qseq_3dd15620331fa198,reference,length_32_gap_16,qcluster_reference_0022,qbank_reference_69563226bd65,62961 94546 107690 46790 14231 58136 64616 138388 69607 133048 53375 122437 21272 111109 980 124187 29354 136159 64600 67236 79894 38440 44124 25319 48311 119000 149309 26870 81865 95924 81984 124187,29354,111109,95924,15 12 28,16 13 29,15,16,31,32,16
qseq_964371404cd60b08,reference,length_32_gap_16,qcluster_reference_0023,qbank_reference_69563226bd65,14231 125010 61118 73833 48311 54763 44215 149027 104057 73093 4949 7989 77572 102953 19294 148374 138715 25967 64724 80350 37990 148431 83821 110034 117250 70501 127549 149333 94793 1750 108326 148374,138715,77572,19294,15 11 13,16 12 14,15,16,31,32,16
qseq_a1fbb0465efa3468,reference,length_32_gap_16,qcluster_reference_0024,qbank_reference_69563226bd65,86711 61275 61072 92316 45277 85985 35085 95146 67197 81486 97543 73344 82904 74624 41542 120522 83297 145964 73435 53802 2817 130768 64133 111540 135593 145727 39158 76076 980 39102 71992 120522,83297,45277,95146,15 3 6,16 4 7,15,16,31,32,16
qseq_22898e4a19ebe494,reference,length_32_gap_16,qcluster_reference_0025,qbank_reference_69563226bd65,52736 145398 126780 76904 109694 112039 134174 49284 98564 103282 83238 31120 99893 9224 150470 122675 150964 39181 111227 132694 145868 41349 71625 35862 311 150697 33330 50921 132399 60281 34778 122675,150964,132399,99893,15 27 11,16 28 12,15,16,31,32,16
qseq_83ecf645eeb3c5d7,reference,length_32_gap_16,qcluster_reference_0026,qbank_reference_69563226bd65,35998 68157 60890 128887 131571 89963 143852 149599 33197 56553 48617 131830 44 34000 98699 12416 65297 126442 47809 143708 62634 23429 37696 75756 65540 132620 87697 15681 26051 69115 22013 12416,65297,44,149599,15 11 6,16 12 7,15,16,31,32,16
qseq_722b0a1f4a545e10,reference,length_32_gap_16,qcluster_reference_0027,qbank_reference_69563226bd65,70405 26986 140018 13122 89661 9270 82063 103282 29014 88219 139233 33488 36589 113377 36951 149330 145631 32797 41938 134034 34093 81376 137978 50361 25234 54721 71516 15703 927 41013 56080 149330,145631,134034,29014,15 18 7,16 19 8,15,16,31,32,16
qseq_ef10de242837ebab,reference,length_32_gap_16,qcluster_reference_0028,qbank_reference_69563226bd65,140729 23243 99588 133170 148777 134803 73003 107193 8720 110000 32268 85416 45061 101472 53249 22990 144597 98847 117316 105996 129084 91325 85296 41641 67663 77380 131829 116498 150439 122643 41712 22990,144597,122643,8720,15 28 7,16 29 8,15,16,31,32,16
qseq_02ea01dd56fa0747,reference,length_32_gap_16,qcluster_reference_0029,qbank_reference_69563226bd65,141813 132786 150697 114244 91218 128508 149598 47746 81992 49387 149204 72512 70335 126073 73969 139282 47093 111901 25759 69984 101753 15943 126659 15365 70255 100943 60882 56416 9989 72652 52736 139282,47093,15365,114244,15 22 2,16 23 3,15,16,31,32,16
qseq_15791e41f75d6ecd,reference,length_32_gap_16,qcluster_reference_0030,qbank_reference_69563226bd65,49156 117053 46613 53375 117474 110727 149305 146506 100590 13405 126531 21038 6829 95924 125932 21883 129399 90780 11113 45293 104790 117823 70689 46773 55826 71486 49967 86625 58708 71595 4635 21883,129399,70689,125932,15 21 13,16 22 14,15,16,31,32,16
qseq_0b18f0e5dd355f66,reference,length_32_gap_16,qcluster_reference_0031,qbank_reference_69563226bd65,121828 21038 83687 89591 8773 92539 11410 12416 13837 97743 43203 47803 136644 7509 141793 111901 69134 86730 124411 148936 150760 41839 118804 81859 80457 107395 40181 3645 13474 43413 60081 111901,69134,118804,92539,15 21 4,16 22 5,15,16,31,32,16
qseq_d2fd94264deb6138,reference,length_64_gap_8,qcluster_reference_0000,qbank_reference_69563226bd65,57043 97750 88865 7085 23098 107388 125170 88835 45550 5683 76356 85265 85562 58323 134270 7556 120902 140018 119607 120325 130042 113754 21848 115336 1791 110210 73930 38691 67142 68602 111650 31167 25119 94667 111648 49175 13751 122041 146271 109990 108120 41593 51150 82419 103499 11982 119959 17108 60081 120571 47795 127688 131208 44711 94634 122188 68887 26738 32047 139573 4749 48302 116679 122188,68887,116679,122041,55 61 36,56 62 37,55,56,63,64,8
qseq_3eea1a19e94ac54a,reference,length_64_gap_8,qcluster_reference_0001,qbank_reference_69563226bd65,105354 60281 148956 24991 149104 7777 68307 63340 28088 119607 93869 147192 16244 56940 47715 61072 122888 14390 26945 36674 67055 46916 122335 32070 52415 56819 82963 10626 141687 111755 86016 24617 13074 73639 130759 111112 22990 86909 123979 103164 133670 139282 74315 32522 149523 131830 132895 19228 47044 29966 141081 64274 59542 39209 125169 46864 65728 76065 99135 65471 54610 120603 95218 46864,65728,52415,111755,55 23 28,56 24 29,55,56,63,64,8
qseq_6681831612de89ad,reference,length_64_gap_8,qcluster_reference_0002,qbank_reference_69563226bd65,75065 38750 10018 111469 11024 53737 40354 104057 75534 128843 108284 57043 130620 72954 70072 147333 57625 130662 95106 31133 3740 77487 66446 75461 86035 138240 73833 52796 92909 65318 25295 39620 103700 43882 145331 66794 15919 95243 65351 90154 60091 55255 61072 23778 126511 91871 105717 74511 782 23461 98665 49156 34935 11460 131571 33870 4949 82683 32016 1753 73003 5405 125477 33870,4949,57043,11024,55 10 3,56 11 4,55,56,63,64,8
qseq_3fd5f8383c038912,reference,length_64_gap_8,qcluster_reference_0003,qbank_reference_69563226bd65,147192 57641 23279 71750 18284 140729 104129 29674 118972 99004 33 14883 126401 81517 3149 138309 51368 60081 109814 119170 9009 46381 19735 10610 113904 110738 49491 110957 128132 49055 57349 118718 83821 134763 110680 59842 8144 55862 44244 68600 138822 80903 145950 21543 102521 130768 76403 11788 6455 115431 83238 41876 2938 123588 18014 69113 91704 6829 118736 136117 77681 14759 96187 69113,91704,23279,9009,55 1 19,56 2 20,55,56,63,64,8
qseq_9a64066f0934951e,reference,length_64_gap_8,qcluster_reference_0004,qbank_reference_69563226bd65,23470 62315 64600 60817 84725 134047 42653 7246 64133 45277 40948 69858 55572 97021 33824 33822 94034 14991 109555 32986 11460 112329 11982 93869 24645 119301 124112 31034 38643 132330 96187 11141 11685 86035 94495 127628 95946 140689 58852 88864 7032 37976 78494 148851 101853 37469 104756 38174 62032 102693 47609 59443 58703 61275 103359 93116 53736 91952 43525 47203 24044 33197 95895 93116,53736,97021,38643,55 12 27,56 13 28,55,56,63,64,8
qseq_d13bdcc22fa36865,reference,length_64_gap_8,qcluster_reference_0005,qbank_reference_69563226bd65,38621 15365 133161 149476 12983 25234 26470 147435 138323 52917 13221 56960 62246 54146 107607 14749 45556 96970 5604 135929 72078 12745 83713 11250 7509 80526 59091 113816 68087 18177 115352 21310 98802 102167 6165 76951 9465 104009 53375 140940 144908 21887 139529 29493 86877 83416 16219 143708 29334 117681 107986 46272 100765 120902 65463 782 32251 9989 65011 5947 3048 120818 136949 782,32251,29493,96970,55 42 16,56 43 17,55,56,63,64,8
qseq_27b8b1cca1a132a7,reference,length_64_gap_8,qcluster_reference_0006,qbank_reference_69563226bd65,128694 93483 33250 150659 84435 21323 8694 64595 51144 34954 23126 87005 35235 9651 92342 131660 75470 30524 90806 65864 100078 74392 126094 123598 54581 125170 82770 64724 66150 35698 61139 63962 138898 145868 11575 108534 73526 95527 326 83332 148729 104324 119183 119736 98933 39596 142689 127651 33323 109766 117921 111621 123575 27382 81785 3885 93172 56332 33881 18353 48043 31987 80262 3885,93172,126094,98933,55 21 43,56 22 44,55,56,63,64,8
qseq_225cbb620bb4855f,reference,length_64_gap_8,qcluster_reference_0007,qbank_reference_69563226bd65,108383 39015 83416 67541 150869 64844 112520 143230 125249 70324 114671 31781 150942 62068 148273 23466 21883 40435 132311 146469 129024 17197 42034 100078 31002 140905 91692 141081 102417 89785 46503 30033 39851 131079 17948 91900 146378 119287 117193 1051 125170 56819 108534 65330 107711 46944 8935 143853 104776 87599 117053 111165 78174 5076 30524 128944 33330 114722 81827 75836 132970 98559 142712 128944,33330,67541,143230,55 2 6,56 3 7,55,56,63,64,8
