layer,head,prompt_id,family_id,effect
14,6,qseq_11b039baed6684b4,length_32_gap_16,0.46614599227905268
14,6,qseq_60e817fc1eb4a770,length_32_gap_16,0.57811403274536133
14,6,qseq_704ee3aa78d74315,length_32_gap_16,-0.033073425292968701
14,6,qseq_56aa2892fb9d4215,length_32_gap_16,-0.29889297485351562
14,6,qseq_cfd0f3fa73dabac6,length_32_gap_16,0.066722154617309501
14,6,qseq_4d8b8abbf9e82df2,length_32_gap_16,0.24525547027587891
14,6,qseq_dc290e31b0f7fee9,length_32_gap_16,0.209324836730957
14,6,qseq_d59e491f27122012,length_32_gap_16,-0.1011829376220703
14,6,qseq_0d1644fe34089dc5,length_32_gap_16,0.61536502838134755
14,6,qseq_b0f1c882cbfc023b,length_32_gap_16,-0.014678955078125
14,6,qseq_ae326193ef533b6f,length_32_gap_16,0.0704998970031738
14,6,qseq_b90113f916a4ef25,length_32_gap_16,-0.36699581146240229
14,6,qseq_47db8e82e82ab9ab,length_32_gap_16,-0.19695234298706049
14,6,qseq_1bd1876170be1293,length_32_gap_16,0.1541838645935058
14,6,qseq_28a6625244b67550,length_32_gap_16,-0.0223889350891113
14,6,qseq_0319d5aa3b7a2109,length_32_gap_16,0.26755857467651362
14,6,qseq_b4281d845cf8791c,length_32_gap_16,0.15582513809204099
14,6,qseq_eb72d6b6095aa9bf,length_32_gap_16,0.65330886840820312
14,6,qseq_2a530f25c94c88b0,length_32_gap_16,0.50940942764282215
14,6,qseq_b90ee294cda3f4ef,length_32_gap_16,-0.15253686904907221
14,6,qseq_2194e53c28d8ac06,length_32_gap_16,0.12661218643188471
14,6,qseq_cd35a5d7a5f5a555,length_32_gap_16,0.1082277297973632
14,6,qseq_e3fd7e822923d545,length_32_gap_16,-0.090681552886962793
14,6,qseq_3c1160a318793be3,length_32_gap_16,0.73565006256103505
14,6,qseq_a4167c2fe5df8c7f,length_32_gap_16,-0.091396331787109306
14,6,qseq_fa6f788e8ca0ef62,length_32_gap_16,0.1042051315307617
14,6,qseq_98487b25edb3051f,length_32_gap_16,0.34938287734985352
14,6,qseq_1f823851ae16f13f,length_32_gap_16,0.25409078598022461
14,6,qseq_b190b48533f45a2c,length_32_gap_16,0.21817970275878901
14,6,qseq_63d72c96ef626e2d,length_32_gap_16,1.048893928527832
14,6,qseq_a28e2ec155ecc582,length_32_gap_16,0.51066970825195312
14,6,qseq_eb02fc157dd74784,length_32_gap_16,0.21391582489013669
14,6,qseq_e887c4a51d9b260c,length_32_gap_16,2.0282855033874512
14,6,qseq_dee021939107fbde,length_32_gap_16,-0.23189306259155271
14,6,qseq_affe6175ca94dda2,length_32_gap_16,0.0209288597106933
14,6,qseq_7be057ad143b9690,length_32_gap_16,0.20748329162597651
14,6,qseq_24f5b4f7f640338f,length_32_gap_16,0.16975498199462891
14,6,qseq_43ebed208484255f,length_32_gap_16,0.069603443145751898
14,6,qseq_c613b96c7912d379,length_32_gap_16,0.51065516471862793
14,6,qseq_7f5aade052d4177f,length_32_gap_16,0.031388282775878899
14,6,qseq_ee49c796752d8710,length_32_gap_16,1.1213631629943848
14,6,qseq_b3f568f628b46423,length_64_gap_8,-0.15540075302124021
14,6,qseq_2fb25780aa1dbffa,length_64_gap_8,0.53016138076782215
14,6,qseq_fd1170e3dcd5f55e,length_64_gap_8,0.188267707824707
14,6,qseq_24b25ead5a4620eb,length_64_gap_8,0.25599765777587891
14,6,qseq_4074ee710223309a,length_64_gap_8,-0.1635212898254394
14,6,qseq_4279be38393632ff,length_64_gap_8,0.31271600723266602
14,6,qseq_a128a3ad062f254f,length_64_gap_8,0.78578805923461914
14,6,qseq_40546941dd2db2c4,length_64_gap_8,0.043769836425781201
14,6,qseq_bd1d709ea9de2442,length_64_gap_8,-0.8834078311920166
14,6,qseq_0701dad0bea1f82c,length_64_gap_8,0.62357354164123535
14,6,qseq_1922d44b2343c70a,length_64_gap_8,0.18267488479614249
14,6,qseq_730ee300e88dbdc9,length_64_gap_8,1.1901936531066897
14,6,qseq_5b194ba92705c9b8,length_64_gap_8,0.0586090087890625
14,6,qseq_021ce8a6eb41287d,length_64_gap_8,-0.016998291015625
14,6,qseq_039bccf871e60190,length_64_gap_8,-0.45753884315490723
14,6,qseq_c9895be6cd96e125,length_64_gap_8,-0.28362560272216791
14,6,qseq_e517bd5620ecf760,length_64_gap_8,-0.095694541931152302
14,6,qseq_05be70e9da000c21,length_64_gap_8,-0.038987159729003899
14,6,qseq_9e0484c8cf5ddfc6,length_64_gap_8,0.40862941741943348
14,6,qseq_d8653dab52d91576,length_64_gap_8,0.89192771911621094
14,6,qseq_7c7ae2fc6a76be76,length_64_gap_8,-0.68133664131164551
14,6,qseq_eea059d57beab37f,length_64_gap_8,-0.078166961669921806
14,6,qseq_8fee472e774e69bb,length_64_gap_8,-0.015850067138671799
14,6,qseq_6a6e891f0af35a46,length_64_gap_8,0.1969585418701171
14,6,qseq_a6eb78d92d0c43ab,length_64_gap_8,0.30901908874511708
14,6,qseq_4eb4bdf24b06d78c,length_64_gap_8,0.48739767074584961
14,6,qseq_772ec14d440e73c4,length_64_gap_8,1.5772860050201416
14,6,qseq_c9795ce42618194e,length_64_gap_8,0.035057544708251898
14,6,qseq_ad3d3bcb9795d514,length_64_gap_8,0.24126863479614249
14,6,qseq_1e356400a385b9c8,length_64_gap_8,0.22065210342407221
14,6,qseq_200c199e7437db70,length_64_gap_8,0.96422767639160156
14,6,qseq_f93016a2d910f6d4,length_64_gap_8,-0.2345056533813476
14,6,qseq_b26f645287ad75c3,length_64_gap_8,0.22889947891235349
14,6,qseq_5dbd77e6301a4d88,length_64_gap_8,0.16391754150390619
14,6,qseq_1f519fea8800a91a,length_64_gap_8,-0.20843410491943351
14,6,qseq_c22690e962dda79a,length_64_gap_8,1.2245662212371826
14,6,qseq_aa1bf93acfa1394f,length_64_gap_8,1.6555802822113037
14,6,qseq_c7e2bf5dffccfdb4,length_64_gap_8,-0.1425676345825195
14,6,qseq_f0b7c35e28157360,length_64_gap_8,0.34830176830291742
14,6,qseq_5b3541bc4ecd5520,length_64_gap_8,0.20941448211669919
14,6,qseq_51105068c69885d2,length_64_gap_8,0.81528836488723755
14,6,qseq_1fa7df7dac6c2475,length_64_gap_8,0.36826992034912098
14,6,qseq_1f17912f3d8f9da9,length_64_gap_8,0.18776988983154291
14,6,qseq_492ddced5e4b2559,length_64_gap_8,-0.049040794372558497
14,6,qseq_131de4ffcd89e6e9,length_64_gap_8,0.35788202285766602
14,6,qseq_2eba76d2215c33b9,length_64_gap_8,-0.051518678665161098
14,6,qseq_a1c3fb56cf8462bb,length_64_gap_8,0.079798340797424303
14,6,qseq_dcd58d81cb05e28d,length_64_gap_8,0.87583708763122547
14,6,qseq_6715416239d80838,length_64_gap_8,0.47776269912719721
14,6,qseq_8d499f91b4526a3a,length_64_gap_8,0.59715938568115234
14,6,qseq_587220b2bc085b31,length_64_gap_8,0.010416030883789
14,6,qseq_69cc809df6a6f6c9,length_64_gap_8,0.45632076263427729
14,6,qseq_b92aea251b1eff2b,length_64_gap_8,0.022371292114257799
14,6,qseq_4f51e954884cdf48,length_64_gap_8,0.25181758403778071
14,6,qseq_fe9ddd894232689b,length_64_gap_8,0.109375
14,6,qseq_c12d62810ba631af,length_64_gap_8,0.47644376754760742
14,6,qseq_5e9dad96f848721b,length_64_gap_8,-0.6112518310546875
14,6,qseq_32e4b0f9ec8b30ce,length_64_gap_8,-0.16974163055419919
14,6,qseq_eab2e57f5041e3f9,length_64_gap_8,0.2485389709472656
14,6,qseq_845854475db5ae4a,length_64_gap_8,-0.0064268112182616997
14,6,qseq_8688a95186e10f9c,length_64_gap_8,-0.2083406448364257
14,6,qseq_e8c2d067e77fc845,length_64_gap_8,-0.0368626117706298
14,6,qseq_c0d3d38e8bedac65,length_64_gap_8,0.94362735748291005
14,6,qseq_84ff4fbaaa20d8cc,length_64_gap_8,0.42720317840576172
14,6,qseq_a0de254948a6e5bf,length_64_gap_16,0.2319774627685546
14,6,qseq_b0e4d687f94733dc,length_64_gap_16,-0.093544483184814398
14,6,qseq_be52c9a76238a7d9,length_64_gap_16,0.074963092803954995
14,6,qseq_f37fbd079a3b6bde,length_64_gap_16,0.4274139404296875
14,6,qseq_ecccef08f74a0d62,length_64_gap_16,0.203601598739624
14,6,qseq_3b5d281e4d3fc2c2,length_64_gap_16,0.62828445434570312
14,6,qseq_d1e08ad378e2d77d,length_64_gap_16,-0.045292854309081997
14,6,qseq_7e4b4a517eef4bbc,length_64_gap_16,0.24307823181152341
14,6,qseq_8b91b6dc4c4ad5a7,length_64_gap_16,-0.036921977996826102
14,6,qseq_61c50fa15c9aaf25,length_64_gap_16,0.32655429840087891
14,6,qseq_eb6a949eb0642356,length_64_gap_16,-0.46428298950195312
14,6,qseq_ccbe5bac490d61b5,length_64_gap_16,-0.72160625457763672
14,6,qseq_ae9e47b71d61c01f,length_64_gap_16,0.31829357147216791
14,6,qseq_c423f0620a3bd358,length_64_gap_16,-0.008493423461914
14,6,qseq_b7edc17d7108c749,length_64_gap_16,0.0670619010925292
14,6,qseq_c0b98a93360f9565,length_64_gap_16,0.1812677383422851
14,6,qseq_b6de0520ecba0cb7,length_64_gap_16,0.062328338623046799
14,6,qseq_adc73ff9cfa008e2,length_64_gap_16,0.19927549362182609
14,6,qseq_2940a4d578561754,length_64_gap_16,0.1220693588256835
14,6,qseq_30994fe2dabf428d,length_64_gap_16,-0.019182205200195299
14,6,qseq_949a4801d597a033,length_64_gap_16,-0.1220955848693847
14,6,qseq_c5b16a3541c1277e,length_64_gap_16,0.1766858100891113
14,6,qseq_9431506847fefb45,length_64_gap_16,0.014730930328369101
14,6,qseq_5c36d742824efa4b,length_64_gap_16,-0.090181350708007799
14,6,qseq_05d8cddf3ea281a9,length_64_gap_16,2.1478776931762691
14,6,qseq_f17674cc4392f3bf,length_64_gap_16,1.9555215835571289
14,6,qseq_382e6ced8b87a663,length_64_gap_16,0.22809028625488281
14,6,qseq_fe5cd0e334e253c1,length_64_gap_16,0.96088242530822765
14,6,qseq_b417731b953269a4,length_64_gap_16,0.4319086074829101
14,6,qseq_450cbb29b12c67b7,length_64_gap_16,0.1282320022583007
14,6,qseq_a30ec5f4c977bbc8,length_64_gap_16,0.0782618522644042
14,6,qseq_f52fc5c697a8e7f5,length_64_gap_16,0.20650386810302729
14,6,qseq_396aff10bb95400f,length_64_gap_16,-0.43039226531982422
14,6,qseq_82c1df8241dca3cf,length_64_gap_16,-0.0181169509887695
14,6,qseq_204175b8e8f592ff,length_64_gap_16,0.21827602386474601
14,6,qseq_b7054e022b918880,length_64_gap_16,-0.057535171508789
14,6,qseq_ba8a8e9d30f030c0,length_64_gap_16,-0.0416007041931152
14,6,qseq_57bd27a9adf994ef,length_64_gap_16,0.16145896911621091
14,6,qseq_df9ba99fcdbb78f6,length_64_gap_16,-0.068767547607421806
14,6,qseq_c7f36be3fc9142a4,length_64_gap_16,0.091068267822265597
14,6,qseq_bb25837841d78095,length_64_gap_16,0.14721107482910151
14,6,qseq_89060805f114dcc8,length_64_gap_16,0.58920955657958984
14,6,qseq_cfce5ff0ec658964,length_64_gap_16,0.28256559371948242
14,6,qseq_84f8cb3faeb6a744,length_64_gap_16,-0.2973561286926269
14,6,qseq_42c429c411c30673,length_64_gap_16,1.1806244850158691
14,6,qseq_1d8ea3a6efaf9fab,length_64_gap_16,0.023416519165039
14,6,qseq_a1e47f7cb49b58b7,length_64_gap_16,1.6224403381347656
14,6,qseq_75975c5fcfe56f9f,length_64_gap_16,-0.071298599243163993
14,6,qseq_8a0db1772110a4a8,length_64_gap_16,0.24696254730224601
14,6,qseq_5f7ce90f26f794f5,length_64_gap_16,0.0138745307922363
14,6,qseq_f2f94c41d471f1c4,length_64_gap_16,0.54538059234619141
14,6,qseq_d57f36c4148c49c6,length_64_gap_16,-0.078474998474120997
14,6,qseq_fdf96662daefa822,length_64_gap_16,-0.13715219497680661
14,6,qseq_4b71f66c27222d97,length_64_gap_16,-0.14995527267456049
14,6,qseq_a1e8b0d618f525ce,length_64_gap_16,0.17448043823242179
14,6,qseq_8597a5fd74382a82,length_64_gap_16,0.59885597229003895
14,6,qseq_2317dd357fbf5323,length_64_gap_16,0.24166536331176749
14,6,qseq_44b93471651b7136,length_64_gap_16,1.2984611988067627
14,6,qseq_9936aeb4dac5517c,length_64_gap_16,-0.037462234497070299
14,6,qseq_4118977d719f3b17,length_64_gap_16,1.5535529851913452
14,6,qseq_622c80501e6559b9,length_64_gap_16,0.17203330993652341
14,6,qseq_995d48cc4618a5d7,length_64_gap_16,0.2761011123657226
14,6,qseq_2a1a4deb70ed1a8f,length_64_gap_16,0.40318775177001948
14,6,qseq_d83a3e748cb0801e,length_64_gap_16,-0.20481967926025391
14,0,qseq_00cb1c1a51bbd477,length_32_gap_8,-0.057093381881713798
14,0,qseq_fdb0d02eb17a3ad5,length_32_gap_8,-0.12686443328857419
14,0,qseq_0fb480259789823d,length_32_gap_8,-0.164093017578125
14,0,qseq_a2e6bd810032888a,length_32_gap_8,0.059121608734130797
14,0,qseq_5ce005c7be85e2b9,length_32_gap_8,-0.0099856853485107006
14,0,qseq_9c1391f827e05414,length_32_gap_8,0.19678497314453119
14,0,qseq_b5c59e25abaa4090,length_32_gap_8,-0.039537191390991197
14,0,qseq_9aa233d4f18630ef,length_32_gap_8,0.26898431777954102
14,0,qseq_36581fc0e870746a,length_32_gap_8,0.115157127380371
14,0,qseq_f1250fa423e1545e,length_32_gap_8,0.0107579231262207
14,0,qseq_82e41c38cbe9078a,length_32_gap_8,-0.080358982086181599
14,0,qseq_d0b29249fa160784,length_32_gap_8,-0.17544031143188471
14,0,qseq_05f13a28471ab531,length_32_gap_8,0.0028514862060545999
14,0,qseq_f1b36b9fae18111b,length_32_gap_8,-0.0348658561706542
14,0,qseq_83e6b8683b1256b2,length_32_gap_8,0.46650218963623041
14,0,qseq_67044cfad9f21ecb,length_32_gap_8,0.37450981140136708
14,0,qseq_70ea623170fa926c,length_32_gap_8,0.1423621177673339
14,0,qseq_5b73de916863d399,length_32_gap_8,0.239013671875
14,0,qseq_db732a487a875289,length_32_gap_8,-0.2018365859985351
14,0,qseq_fd7563a3a3cec767,length_32_gap_8,0.18764781951904291
14,0,qseq_d6183e1df454b220,length_32_gap_8,0.81664085388183594
14,0,qseq_1355795077be0f50,length_32_gap_8,0.0781402587890625
14,0,qseq_8b0497deeb8bcaef,length_32_gap_8,0.035044670104980399
14,0,qseq_1fb3a17d5dccef31,length_32_gap_8,0.4561004638671875
14,0,qseq_a17078d2a6b4b999,length_32_gap_8,0.39432191848754877
14,0,qseq_9e89898b6bb8b44e,length_32_gap_8,0.043907165527343701
14,0,qseq_52f1b1128f7f8827,length_32_gap_8,0.1247463226318359
14,0,qseq_d4bff5080bd4daa2,length_32_gap_8,0.42852783203125
14,0,qseq_bc537eed9a30ad79,length_32_gap_8,0.2007265090942382
14,0,qseq_4e294cfbb31deac6,length_32_gap_8,0.2291998863220214
14,0,qseq_a9426dae73873222,length_32_gap_8,0.065945386886596596
14,0,qseq_84c7ecb2a5f6fb74,length_32_gap_8,-0.0304455757141113
14,0,qseq_2232308bba387df3,length_32_gap_8,0.42920160293579102
14,0,qseq_c651ff600b8839df,length_32_gap_8,-0.045250892639160101
14,0,qseq_bdd4291ac8449310,length_32_gap_8,0.084498405456542899
14,0,qseq_eee8756396fe6af2,length_32_gap_8,-0.015435218811035101
14,0,qseq_d27c4368416fdc93,length_32_gap_8,-0.014073371887207
14,0,qseq_1bc3d720581f5d2b,length_32_gap_8,0.093896865844726493
14,0,qseq_d1b8220e931c7fd7,length_32_gap_8,0.047814846038818297
14,0,qseq_f3612a27015ba1ca,length_32_gap_8,0.39092636108398432
14,0,qseq_983999860e3f68fa,length_32_gap_8,-0.38704204559326172
14,0,qseq_3cc6488c0780e435,length_32_gap_8,-0.063355922698974595
14,0,qseq_896e75303fd36619,length_32_gap_8,0.7457127571105957
14,0,qseq_bb44694bf88faab7,length_32_gap_8,-0.15622663497924799
14,0,qseq_676b73120ca2a061,length_32_gap_8,0.062870979309082003
14,0,qseq_03289c2c4536e699,length_32_gap_8,-0.053305149078369099
14,0,qseq_62632b972840b049,length_32_gap_8,-0.038418292999267502
14,0,qseq_f5d56d42459ee9bc,length_32_gap_8,0.0073037147521971997
14,0,qseq_32bc0ad658c10a1c,length_32_gap_8,0.18495941162109369
14,0,qseq_4da58de5cf93ae4a,length_32_gap_8,0.29540729522705073
14,0,qseq_5e6685ba720055c7,length_32_gap_8,-0.1368141174316406
14,0,qseq_2cfb75f54306c844,length_32_gap_8,0.079121589660644503
14,0,qseq_8345587890d3c14f,length_32_gap_8,0.080162048339843694
14,0,qseq_46afeffe5dd0d89f,length_32_gap_8,0.125
14,0,qseq_b592f6abbb02f055,length_32_gap_8,0.63069057464599598
14,0,qseq_3d813b4e2f642750,length_32_gap_8,0.48509693145751948
14,0,qseq_c3ccf9967efbcd30,length_32_gap_8,0.1104640960693359
14,0,qseq_029bb1fad3e341b6,length_32_gap_8,0.81826496124267567
14,0,qseq_f0a1548c14cbff39,length_32_gap_8,0.075095653533935505
14,0,qseq_ce67b9d37322c254,length_32_gap_8,-0.047960758209228502
14,0,qseq_1d5def43cbaaf204,length_32_gap_8,0.93648290634155285
14,0,qseq_ef053ee48a778a2d,length_32_gap_8,-0.021021842956542899
14,0,qseq_aad6bf2a44151808,length_32_gap_8,0.1956682205200195
14,0,qseq_8efc9f11c7cf051c,length_32_gap_8,0.71599578857421875
14,0,qseq_8e716ecd02e0f73a,length_32_gap_16,0.14135169982910151
14,0,qseq_1595750272a9182b,length_32_gap_16,0.09375
14,0,qseq_bcb1e40d4e33a983,length_32_gap_16,0.032508850097656201
14,0,qseq_918b1e8c99f205fc,length_32_gap_16,0.37309122085571278
14,0,qseq_9bcb64e386770afd,length_32_gap_16,0.37989997863769531
14,0,qseq_f308f77da35e5150,length_32_gap_16,-0.0128602981567382
14,0,qseq_3d452bb0ed05ae44,length_32_gap_16,0.1178982257843017
14,0,qseq_5e121f37966766e3,length_32_gap_16,0.16302061080932609
14,0,qseq_7d05ec534f8e7970,length_32_gap_16,0.10548019409179681
14,0,qseq_1a641e032f933a96,length_32_gap_16,-0.043235063552856397
14,0,qseq_afb04c9fd38b4a73,length_32_gap_16,0.0546417236328125
14,0,qseq_0a7044add0a71938,length_32_gap_16,0.018128395080566399
14,0,qseq_ad84a1c2bee1922b,length_32_gap_16,0.053659439086914
14,0,qseq_0449b2f15993e9e3,length_32_gap_16,0.4102935791015625
14,0,qseq_e239bfe29ce1339d,length_32_gap_16,0.0160069465637207
14,0,qseq_1c01b2c0b82e7c86,length_32_gap_16,0.34415292739868159
14,0,qseq_5a6f346a0090499e,length_32_gap_16,0.2486763000488281
14,0,qseq_23e29e93fa14dc22,length_32_gap_16,0.30981540679931641
14,0,qseq_aed28d8945a5fd51,length_32_gap_16,1.2408361434936523
14,0,qseq_64af7706440b2eb6,length_32_gap_16,0.40546607971191401
14,0,qseq_9b65b35ce09e05fc,length_32_gap_16,-0.070431709289550698
14,0,qseq_9966ff37eb81ef5e,length_32_gap_16,0.27573823928833002
14,0,qseq_2f710e8798ec9e71,length_32_gap_16,0.077998161315917899
14,0,qseq_11b039baed6684b4,length_32_gap_16,0.43989467620849598
14,0,qseq_60e817fc1eb4a770,length_32_gap_16,0.51568365097045887
14,0,qseq_704ee3aa78d74315,length_32_gap_16,0.19191122055053711
14,0,qseq_56aa2892fb9d4215,length_32_gap_16,0.043417453765869099
14,0,qseq_cfd0f3fa73dabac6,length_32_gap_16,0.1615533828735351
14,0,qseq_4d8b8abbf9e82df2,length_32_gap_16,0.35140132904052729
14,0,qseq_dc290e31b0f7fee9,length_32_gap_16,0.2016534805297851
14,0,qseq_d59e491f27122012,length_32_gap_16,-0.1032867431640625
14,0,qseq_0d1644fe34089dc5,length_32_gap_16,0.43518447875976562
14,0,qseq_b0f1c882cbfc023b,length_32_gap_16,0.030643463134765601
14,0,qseq_ae326193ef533b6f,length_32_gap_16,0.19571447372436521
14,0,qseq_b90113f916a4ef25,length_32_gap_16,-0.1459436416625976
14,0,qseq_47db8e82e82ab9ab,length_32_gap_16,-0.060144901275634703
14,0,qseq_1bd1876170be1293,length_32_gap_16,0.21607398986816401
14,0,qseq_28a6625244b67550,length_32_gap_16,0.64866757392883301
14,0,qseq_0319d5aa3b7a2109,length_32_gap_16,0.30686092376708979
14,0,qseq_b4281d845cf8791c,length_32_gap_16,0.15582513809204099
14,0,qseq_eb72d6b6095aa9bf,length_32_gap_16,1.2438082695007324
14,0,qseq_2a530f25c94c88b0,length_32_gap_16,0.39000034332275391
14,0,qseq_b90ee294cda3f4ef,length_32_gap_16,0.061485767364501898
14,0,qseq_2194e53c28d8ac06,length_32_gap_16,0.1263275146484375
14,0,qseq_cd35a5d7a5f5a555,length_32_gap_16,-0.043210983276367097
14,0,qseq_e3fd7e822923d545,length_32_gap_16,0.1241369247436523
14,0,qseq_3c1160a318793be3,length_32_gap_16,0.82166481018066395
14,0,qseq_a4167c2fe5df8c7f,length_32_gap_16,0.063481330871582003
14,0,qseq_fa6f788e8ca0ef62,length_32_gap_16,0.45131969451904291
