prompt_id,split,family_id,cluster_id,token_bank_id,input_ids,target_token_id,distractor_token_id_1,distractor_token_id_2,source_key_position,source_value_position,query_position,sequence_length,repeat_gap
qseq_2d9b105d7e3736b7,train,length_32_gap_8,qcluster_calibration_0010,qbank_calibration_5ec8bc5b1acb,70582 111846 26222 128825 53552 117477 101668 58339 120432 88935 68478 29374 95337 114122 10204 134400 97560 19911 135805 145994 85848 46986 107754 129009 87987 150307 102402 46153 3428 102876 146736 129009,87987,3428,68478,23,24,31,32,8
qseq_d61f332679c6ec3e,train,length_32_gap_8,qcluster_calibration_0011,qbank_calibration_5ec8bc5b1acb,102826 74738 77439 143327 35433 103741 18155 142673 56991 24953 98940 6809 36148 75104 46539 60346 145919 53499 9738 43283 98930 130715 84595 30652 9794 72092 24359 68948 84526 17294 41910 30652,9794,43283,36148,23,24,31,32,8
qseq_72e2cd870c8a81c9,train,length_32_gap_8,qcluster_calibration_0012,qbank_calibration_5ec8bc5b1acb,112704 151008 38072 147782 49169 93305 27792 62298 118088 79423 70615 32945 17694 114481 92711 100349 21388 115515 9363 15121 146127 94438 47461 16706 17294 12854 102604 82226 106243 28557 41234 16706,17294,151008,32945,23,24,31,32,8
qseq_89e8b285b5f965c2,train,length_32_gap_8,qcluster_calibration_0013,qbank_calibration_5ec8bc5b1acb,65182 87324 108855 65428 108101 98796 144558 33056 20218 83531 53359 110399 4688 141610 78480 31163 130677 64211 78861 7120 110252 41778 121932 35871 43999 44181 17616 143131 144109 143592 72181 35871,43999,143131,78861,23,24,31,32,8
qseq_5184f25c7b85c53c,train,length_32_gap_8,qcluster_calibration_0014,qbank_calibration_5ec8bc5b1acb,128264 64552 36425 45621 117473 72622 118356 151494 17545 105724 127657 9932 11409 45681 86491 79162 15384 61391 16374 150454 120974 131604 51412 81852 55305 87057 104727 47402 146711 31697 52166 81852,55305,131604,72622,23,24,31,32,8
qseq_8a3b5e846ec7b1de,train,length_32_gap_8,qcluster_calibration_0015,qbank_calibration_5ec8bc5b1acb,130125 36470 98325 64834 83857 119553 120803 9067 66415 74494 129849 45845 120353 133780 137940 28114 102826 144642 144534 101036 137545 144876 86987 17202 43959 102779 2993 13633 144693 136900 53335 17202,43959,64834,101036,23,24,31,32,8
qseq_ac1a3e1869dc090c,train,length_32_gap_8,qcluster_calibration_0016,qbank_calibration_5ec8bc5b1acb,121923 79978 27178 135299 94785 135265 144693 30055 18665 104220 66877 56543 12383 43784 16708 116554 11782 61502 148139 40352 95857 30982 24148 17588 47439 11553 49780 10554 143657 51508 490 17588,47439,95857,61502,23,24,31,32,8
qseq_dc1d9c14a80d171c,train,length_32_gap_8,qcluster_calibration_0017,qbank_calibration_5ec8bc5b1acb,18070 74106 70887 33894 108562 23010 125581 15864 118963 91756 65110 127925 75518 99057 42501 51538 150504 129009 91042 113917 46099 121723 44885 126779 18678 93759 31893 131931 32059 13150 38273 126779,18678,15864,70887,23,24,31,32,8
qseq_99d34e9175e66222,train,length_32_gap_8,qcluster_calibration_0018,qbank_calibration_5ec8bc5b1acb,103518 119883 64305 120256 141780 104383 54806 102779 117305 135727 127248 146127 82935 92793 91281 147782 61840 117333 147096 101403 139730 60658 93361 15774 81386 42931 81424 63668 130490 55280 137061 15774,81386,146127,63668,23,24,31,32,8
qseq_d6492c6ac00d3b0f,train,length_32_gap_8,qcluster_calibration_0019,qbank_calibration_5ec8bc5b1acb,61453 97993 5237 59015 128726 143131 64850 148090 116583 108193 138015 122563 80976 80600 19810 110471 15564 125482 28028 25179 77017 137552 46783 13891 102741 5085 30313 145022 99674 103678 23837 13891,102741,80600,103678,23,24,31,32,8
qseq_690d86412dda754a,train,length_32_gap_8,qcluster_calibration_0020,qbank_calibration_5ec8bc5b1acb,134710 82413 120980 42560 11138 75706 59434 22995 85961 112247 78480 46180 17694 70206 21596 62298 107350 64142 47982 73826 74106 14988 81310 78062 94311 62525 35366 127248 136835 146236 89256 78062,94311,127248,78480,23,24,31,32,8
qseq_b13027e33741a1ba,train,length_32_gap_8,qcluster_calibration_0021,qbank_calibration_5ec8bc5b1acb,117337 108908 490 66415 10584 143314 59357 55210 10168 6642 17622 11011 78316 3042 113412 56585 138570 35074 132936 9325 42915 3620 76679 136507 144442 62045 43483 46089 131140 93228 98679 136507,144442,490,10584,23,24,31,32,8
qseq_ef057144bcaa8c78,train,length_32_gap_8,qcluster_calibration_0022,qbank_calibration_5ec8bc5b1acb,54447 133608 51130 55118 1288 51057 13692 122277 44828 66121 107683 51934 109862 104890 11080 103558 61129 132175 108342 128317 143314 11278 97528 82738 85992 35396 37569 80751 97934 136778 66110 82738,85992,107683,44828,23,24,31,32,8
qseq_01f76172c615c93c,train,length_32_gap_8,qcluster_calibration_0023,qbank_calibration_5ec8bc5b1acb,124940 46061 95589 69795 68875 47829 75131 115390 20420 25557 64668 148606 25919 117656 27703 25335 55879 67352 7816 98241 150925 122853 55605 90391 104563 39588 101453 116897 36791 121193 85209 90391,104563,46061,36791,23,24,31,32,8
qseq_6913410b187e9bcd,train,length_32_gap_8,qcluster_calibration_0024,qbank_calibration_5ec8bc5b1acb,143491 48323 139385 80976 82027 134645 49992 76528 2101 64652 115493 93753 121397 128333 18121 16481 6220 87638 35159 130952 43283 80600 79282 108484 123653 69147 42958 74110 58339 2805 14757 108484,123653,76528,115493,23,24,31,32,8
qseq_6f2468350cf2a4c7,train,length_32_gap_8,qcluster_calibration_0025,qbank_calibration_5ec8bc5b1acb,148070 7671 49372 18155 57466 61453 105588 47836 111268 82118 31472 135473 42501 132132 76629 111384 143584 141788 105682 59929 13798 143592 11862 43186 90317 150571 52684 114195 137532 115256 63456 43186,90317,132132,13798,23,24,31,32,8
qseq_48fa6ccbcf85740a,train,length_32_gap_8,qcluster_calibration_0026,qbank_calibration_5ec8bc5b1acb,130344 35678 78861 10930 7405 113770 79264 120814 78359 121932 2897 134443 35041 6488 23542 9576 148372 17694 30172 43861 70401 39300 57300 44828 45629 83946 11138 39457 58980 8793 86046 44828,45629,10930,35678,23,24,31,32,8
qseq_0a3d2a206ed1ac2f,train,length_32_gap_8,qcluster_calibration_0027,qbank_calibration_5ec8bc5b1acb,58689 110046 73988 12383 5660 43329 93441 89241 58971 40622 133973 135146 56447 81091 124213 42420 34720 142472 56966 136943 8286 7157 128560 53097 34551 24214 49269 19518 41614 61742 136882 53097,34551,124213,73988,23,24,31,32,8
qseq_4e6f3e53c5cffa8c,train,length_32_gap_8,qcluster_calibration_0028,qbank_calibration_5ec8bc5b1acb,110669 69451 109515 27593 107154 55859 37420 136148 74144 126776 38940 13920 131097 85251 78600 83326 109495 75264 77149 134243 140735 78627 139849 77599 124638 24015 31097 61453 37411 47496 65913 77599,124638,74144,77149,23,24,31,32,8
qseq_addd85868ee4c978,train,length_32_gap_8,qcluster_calibration_0029,qbank_calibration_5ec8bc5b1acb,112892 130287 73149 15505 14211 51326 67352 18020 150985 38399 136192 108720 114840 78202 122598 64195 48188 114219 16153 107271 121302 4186 80858 1281 103105 61522 52395 83048 110837 131718 133608 1281,103105,83048,18020,23,24,31,32,8
qseq_d488f6be0be8d667,train,length_32_gap_8,qcluster_calibration_0030,qbank_calibration_5ec8bc5b1acb,110273 73273 28414 145683 57818 88101 123278 110399 25647 148995 119368 83784 110363 61588 98055 25925 148471 119958 141849 51729 103447 8216 14044 34265 35485 97616 52513 122031 146793 70582 63454 34265,35485,61588,73273,23,24,31,32,8
qseq_29bcc3b5e07adaa6,train,length_32_gap_8,qcluster_calibration_0031,qbank_calibration_5ec8bc5b1acb,73917 54506 120980 78609 131497 134299 10374 111828 33032 137121 110347 97616 86348 86552 142624 85163 85455 26983 74684 11080 81395 115553 43029 10584 30679 128443 41551 46489 2805 52996 92598 10584,30679,115553,85163,23,24,31,32,8
qseq_f92f57b1f8bac576,train,length_32_gap_8,qcluster_calibration_0032,qbank_calibration_5ec8bc5b1acb,3691 130102 92764 138611 104383 78358 9325 16374 131071 18665 56447 83606 33207 71030 18965 20595 129726 132783 12788 75402 126332 112812 6581 15774 58165 36791 40759 78824 40711 114349 81159 15774,58165,78358,75402,23,24,31,32,8
qseq_caa06bf2219d5d30,train,length_32_gap_8,qcluster_calibration_0033,qbank_calibration_5ec8bc5b1acb,121397 102230 49957 42515 92598 148448 95424 22130 57300 121594 77169 141696 31955 23777 60352 10794 21338 110109 54447 89018 41054 94376 120568 33688 73086 1929 92853 69669 27309 56585 132784 33688,73086,77169,41054,23,24,31,32,8
qseq_14140e7a95fa2fb9,train,length_32_gap_8,qcluster_calibration_0034,qbank_calibration_5ec8bc5b1acb,84526 95698 57740 57173 63053 115843 143741 119451 144179 65555 115973 82935 143859 55185 142774 143327 139832 150017 97563 86947 2921 87712 66409 82544 114634 12841 5474 136148 110840 18496 29454 82544,114634,29454,57173,23,24,31,32,8
qseq_83326ff9f67b103f,train,length_32_gap_8,qcluster_calibration_0035,qbank_calibration_5ec8bc5b1acb,22399 315 78303 89548 122627 67583 117163 104220 115448 8071 91875 137213 53499 96722 83465 92598 47829 10920 92853 142611 10979 113679 20856 137121 73999 25335 28383 46180 131718 71802 137689 137121,73999,91875,122627,23,24,31,32,8
qseq_9cae4833ac91d598,train,length_32_gap_8,qcluster_calibration_0036,qbank_calibration_5ec8bc5b1acb,145805 126782 105001 77304 102002 79310 63242 146178 7066 142255 87794 38072 82935 125220 9507 137925 24761 22829 59969 70583 119315 99057 139197 45307 73619 144344 117256 92989 62525 104993 121244 45307,73619,105001,38072,23,24,31,32,8
qseq_cfb9d767fb841745,train,length_32_gap_8,qcluster_calibration_0037,qbank_calibration_5ec8bc5b1acb,125838 126028 46607 111625 53003 76336 136006 6724 134299 131718 16708 139852 133625 79109 15550 26474 61137 106243 40048 125703 66877 42301 117893 142950 9738 69133 140735 26222 490 64665 151459 142950,9738,140735,133625,23,24,31,32,8
qseq_9a641dc8e553cdc9,train,length_32_gap_8,qcluster_calibration_0038,qbank_calibration_5ec8bc5b1acb,84024 21343 135937 59385 70932 2897 99674 13926 13322 13005 136611 125679 104923 116921 118455 143615 71373 64585 53414 6406 13920 77752 13293 150447 115845 54918 68548 61112 82198 69129 70378 150447,115845,104923,13920,23,24,31,32,8
qseq_618c0004fec7a467,train,length_32_gap_8,qcluster_calibration_0039,qbank_calibration_5ec8bc5b1acb,105494 114359 17715 9824 21424 92711 143961 91671 146038 5040 74738 78461 74515 74494 67297 65388 90612 70206 147039 81207 118996 58371 89256 34567 67694 16811 88273 51957 69629 139261 72936 34567,67694,90612,58371,23,24,31,32,8
qseq_02dd020751347c55,train,length_32_gap_8,qcluster_calibration_0040,qbank_calibration_5ec8bc5b1acb,17694 24761 120979 45063 35041 124950 139964 89228 56966 28763 109705 78788 39491 146569 11054 144442 86987 99861 151318 137121 7671 30714 40888 18394 87839 113012 121708 134443 32329 105143 150925 18394,87839,35041,146569,23,24,31,32,8
qseq_c8384ab754451eef,train,length_32_gap_8,qcluster_calibration_0041,qbank_calibration_5ec8bc5b1acb,102837 55954 135782 20533 18394 23535 99681 134400 61621 129726 128578 55188 80064 25457 125851 17694 91042 59843 73447 52927 149129 45653 92105 82181 110144 58064 130448 139145 37811 36885 10050 82181,110144,55954,92105,23,24,31,32,8
qseq_ba05bbb94039b0ae,train,length_32_gap_8,qcluster_calibration_0042,qbank_calibration_5ec8bc5b1acb,65331 80064 151459 43245 31777 75386 55929 136712 73113 98983 30622 82312 102876 70740 140434 37689 110421 51961 10794 135549 134443 75131 149800 68356 148698 25514 4674 42931 11423 26807 20247 68356,148698,26807,102876,23,24,31,32,8
qseq_4e8da5b186698007,train,length_32_gap_8,qcluster_calibration_0043,qbank_calibration_5ec8bc5b1acb,118212 17289 87562 106960 59817 16600 20533 21808 93669 40491 142477 114678 12788 77932 31312 15476 131718 30982 134046 24214 58969 129195 138116 83472 131997 29026 35590 113399 25925 144109 19670 83472,131997,35590,31312,23,24,31,32,8
qseq_e0e24ca7df1361da,train,length_32_gap_8,qcluster_calibration_0044,qbank_calibration_5ec8bc5b1acb,84971 65101 106248 93361 112892 26540 123052 114958 11563 11007 53929 141610 30041 3979 36992 20856 113917 41308 97831 148606 109474 88339 37672 142992 67352 80187 118312 21589 52316 136031 80809 142992,67352,36992,118312,23,24,31,32,8
qseq_78b8701a8c418992,train,length_32_gap_8,qcluster_calibration_0045,qbank_calibration_5ec8bc5b1acb,62102 136407 64299 98110 42670 68478 26570 135937 9283 125323 28157 89574 11439 68680 111237 129849 146691 125640 120637 49957 87912 25572 93251 8859 11641 52194 106501 37569 119542 5797 28208 8859,11641,49957,98110,23,24,31,32,8
qseq_9a84a9d452ad6692,train,length_32_gap_8,qcluster_calibration_0046,qbank_calibration_5ec8bc5b1acb,106858 114924 127657 86685 104158 97650 28916 56014 109919 126662 125376 4682 61854 121860 35445 71471 126776 61137 17588 13322 145022 124940 130553 139098 4186 150773 119917 48902 143131 131658 23535 139098,4186,48902,104158,23,24,31,32,8
qseq_37ed28aef12e4075,train,length_32_gap_8,qcluster_calibration_0047,qbank_calibration_5ec8bc5b1acb,139477 99124 138373 87912 37420 86348 48323 51057 50632 10688 80809 78550 46862 132323 150571 89414 105010 30045 79185 13025 36717 47836 31289 18496 110252 46524 31258 106198 118640 91042 119459 18496,110252,48323,78550,23,24,31,32,8
qseq_4811292cd5272ac8,train,length_32_gap_8,qcluster_calibration_0048,qbank_calibration_5ec8bc5b1acb,125629 32059 121141 137613 121464 63134 28157 28380 27792 53586 48690 44784 142380 55185 81243 37545 118629 98231 11138 89555 109199 86491 38848 100813 106988 125239 87316 67191 131562 113763 75495 100813,106988,27792,63134,23,24,31,32,8
qseq_98e081c19e55b9c2,train,length_32_gap_8,qcluster_calibration_0049,qbank_calibration_5ec8bc5b1acb,90070 106305 59929 103880 99789 8900 64479 93441 77932 103122 119003 70692 66822 69451 61173 41266 55566 65667 133216 121932 15505 118767 65892 37750 36470 14371 103380 21424 65308 8216 54698 37750,36470,54698,133216,23,24,31,32,8
qseq_77a729a7d6333b5f,train,length_32_gap_8,qcluster_calibration_0050,qbank_calibration_5ec8bc5b1acb,129238 19911 86206 103678 7303 84971 108050 90853 19201 1462 118816 9120 69959 9718 136712 86280 12998 46268 92932 46784 83342 101453 147125 114481 105434 24656 84569 147705 99332 52684 60539 114481,105434,84971,90853,23,24,31,32,8
qseq_f1ed764d9e898c1c,train,length_32_gap_8,qcluster_calibration_0051,qbank_calibration_5ec8bc5b1acb,150076 5044 75706 35485 59193 58689 79695 62020 36356 109243 41060 18605 33688 67285 99980 149937 149418 14206 142774 149391 99629 85223 25200 53459 150324 99124 85199 55110 25066 150454 15505 53459,150324,99980,55110,23,24,31,32,8
qseq_496b941feed234e5,train,length_32_gap_8,qcluster_calibration_0052,qbank_calibration_5ec8bc5b1acb,8113 15384 63842 26667 128443 145319 111625 79008 134443 17497 48233 63704 126826 79565 3018 27569 69891 66504 49169 6909 37418 66415 47848 111727 9325 101952 91613 3393 89302 40737 143584 111727,9325,63842,37418,23,24,31,32,8
qseq_226ec06b22020410,train,length_32_gap_8,qcluster_calibration_0053,qbank_calibration_5ec8bc5b1acb,51049 151420 25529 14988 68621 63399 103105 112604 128920 43483 144630 75720 39126 136712 34390 88186 143615 38535 105010 140567 76962 5313 20267 26390 31165 62696 16642 113519 41910 6442 26622 26390,31165,68621,20267,23,24,31,32,8
qseq_433ffda24ef20d0d,train,length_32_gap_8,qcluster_calibration_0054,qbank_calibration_5ec8bc5b1acb,22666 93251 150124 38940 121573 53622 136900 47363 28132 49172 9794 83791 60090 121352 61954 121579 31326 103507 130344 85874 97794 2839 107854 45489 18712 101268 36148 46153 149800 147453 102230 45489,18712,147453,60090,23,24,31,32,8
qseq_523dae664b4c02de,train,length_32_gap_8,qcluster_calibration_0055,qbank_calibration_5ec8bc5b1acb,10204 126134 110229 3620 50745 75104 125838 29849 111826 100019 10376 55011 149391 12841 44823 40905 120359 135334 4325 89892 30266 93037 16632 61860 17889 132359 26876 129843 136482 98016 6139 61860,17889,126134,16632,23,24,31,32,8
qseq_5729a944eb6aec71,train,length_32_gap_8,qcluster_calibration_0056,qbank_calibration_5ec8bc5b1acb,123653 66531 48815 51300 95402 143653 45681 54075 62052 23125 140200 29384 148858 33098 20576 12438 67352 135727 33688 115292 51049 97687 84447 138716 61990 113687 74494 140582 27112 117274 5660 138716,61990,12438,117274,23,24,31,32,8
qseq_769e2a1fc1ef4d7b,train,length_32_gap_8,qcluster_calibration_0057,qbank_calibration_5ec8bc5b1acb,6192 62696 138162 23010 110323 148038 114736 98200 113948 102829 82939 67297 57105 69463 54511 82326 81470 93833 123635 148211 96227 16655 130452 92789 110114 146860 99829 25572 93554 58969 47103 92789,110114,110323,98200,23,24,31,32,8
qseq_8e34020e948679cd,train,length_32_gap_8,qcluster_calibration_0058,qbank_calibration_5ec8bc5b1acb,95826 2965 58088 96372 73713 145989 16811 85862 123629 121464 61742 150773 13005 111822 116823 73256 28125 8113 73086 135786 122853 120979 120964 29176 42366 2052 60352 81901 42411 97560 29516 29176,42366,73086,85862,23,24,31,32,8
qseq_4dd4a4938a07566b,train,length_32_gap_8,qcluster_calibration_0059,qbank_calibration_5ec8bc5b1acb,7405 63053 47084 76048 150076 327 151089 122829 69147 46176 48065 36244 99064 59691 85289 55845 1325 18375 44181 135912 131140 70126 94162 106201 121352 21424 91934 115973 47716 18070 97317 106201,121352,69147,131140,23,24,31,32,8
qseq_e3083089db559adf,train,length_32_gap_8,qcluster_calibration_0060,qbank_calibration_5ec8bc5b1acb,32513 117835 62102 91613 40491 64236 66006 93916 11553 137205 40160 92135 52248 135755 58060 111271 13545 62045 113679 103380 97616 96701 56014 128836 24322 77045 37101 48237 97813 113986 5673 128836,24322,137205,103380,23,24,31,32,8
qseq_848e9ef4c7e3ec69,train,length_32_gap_8,qcluster_calibration_0061,qbank_calibration_5ec8bc5b1acb,45690 75386 133625 98627 6248 52405 19480 130344 70457 91312 68356 146056 47402 87271 12559 73271 115152 89555 84447 107689 136289 15388 28916 31974 133066 148767 1929 64089 94697 21248 128657 31974,133066,94697,68356,23,24,31,32,8
qseq_c6a305d74eb4ea8c,train,length_32_gap_8,qcluster_calibration_0062,qbank_calibration_5ec8bc5b1acb,110967 4433 16389 7109 90612 29601 45882 123733 145683 142472 108608 21914 131997 115515 123421 52246 24226 134673 115039 23706 135805 134299 75402 8154 30275 48343 26805 66067 86140 32566 8151 8154,30275,115039,45882,23,24,31,32,8
qseq_047ab7fab5d21e65,train,length_32_gap_8,qcluster_calibration_0063,qbank_calibration_5ec8bc5b1acb,104220 144179 34551 148090 114689 35616 32566 35366 79415 32945 37277 42931 18121 105102 83472 9067 27509 117333 136321 60090 150058 107530 43416 63390 23209 59984 77169 141461 99332 79356 92884 63390,23209,141461,35616,23,24,31,32,8
qseq_d5d3c27cb4f6aa62,train,length_32_gap_16,qcluster_calibration_0000,qbank_calibration_5ec8bc5b1acb,115845 97675 17274 75670 76528 149198 60620 66803 12919 99983 78773 85862 32989 55118 38539 74494 97560 2666 79282 83791 53586 39457 108750 15388 41683 41778 49575 57173 142472 52265 65331 74494,97560,60620,38539,15,16,31,32,16
qseq_510f6ba562b151ba,train,length_32_gap_16,qcluster_calibration_0001,qbank_calibration_5ec8bc5b1acb,31734 81575 69669 72092 42560 144347 44327 111177 131529 131777 137912 80753 149418 123234 45690 115066 37174 137669 131630 111449 142380 79262 41318 36648 46366 94311 15307 137069 99414 97097 37569 115066,37174,69669,111177,15,16,31,32,16
qseq_d31cbd228c6caa2a,train,length_32_gap_16,qcluster_calibration_0002,qbank_calibration_5ec8bc5b1acb,30297 127157 25755 64152 10270 40905 96394 73917 26645 135301 18243 125640 56585 137213 129289 150985 115087 31528 86265 131529 125779 108908 83342 103015 78600 16389 36850 76048 106243 142992 150219 150985,115087,142992,73917,15,16,31,32,16
qseq_de0d7f232024ba9f,train,length_32_gap_16,qcluster_calibration_0003,qbank_calibration_5ec8bc5b1acb,79607 83606 89697 81195 91454 16675 117192 42501 25195 134974 6581 58587 80252 93307 82312 103346 49575 110273 104563 46176 17188 47490 36497 45559 140894 47084 114324 62816 52729 111237 146808 103346,49575,45559,81195,15,16,31,32,16
qseq_ecff6144c5b1ec9e,train,length_32_gap_16,qcluster_calibration_0004,qbank_calibration_5ec8bc5b1acb,111449 148821 2796 17588 129843 86211 103194 59537 122165 72734 37811 53675 93822 78461 131106 30798 92789 86552 54064 135301 5085 143499 973 134673 18243 95789 107679 91671 81830 36717 52246 30798,92789,129843,5085,15,16,31,32,16
qseq_85822104052b367f,train,length_32_gap_16,qcluster_calibration_0005,qbank_calibration_5ec8bc5b1acb,116571 74856 84475 125852 20101 110323 115763 146793 45559 99789 129272 70582 55092 53414 127503 41563 12457 130952 46009 32777 141876 143499 99832 52166 12944 14917 55110 87839 126695 145149 123898 41563,12457,125852,53414,15,16,31,32,16
qseq_979f53b108929796,train,length_32_gap_16,qcluster_calibration_0006,qbank_calibration_5ec8bc5b1acb,140427 83791 100126 57235 92043 102109 107079 49137 93441 8793 68373 117285 87562 131923 55222 29774 20475 132670 82546 29594 86647 120323 83380 131804 11080 26462 59969 55305 75039 77304 19725 29774,20475,75039,86647,15,16,31,32,16
qseq_cc41c56efbdb7f10,train,length_32_gap_16,qcluster_calibration_0007,qbank_calibration_5ec8bc5b1acb,75670 89907 110046 86258 35052 17104 58689 82569 95402 63704 136389 139029 134400 131018 23172 88491 44660 11104 11063 124423 148070 10544 49283 127774 102741 117256 30097 80640 76254 53521 39664 88491,44660,95402,10544,15,16,31,32,16
qseq_9c8754dbb395b4fd,train,length_32_gap_16,qcluster_calibration_0008,qbank_calibration_5ec8bc5b1acb,110669 31209 150950 114066 149391 56969 38848 93441 36470 96854 18394 20856 151008 106596 3487 92105 111956 58689 14755 42525 43792 89574 2684 123467 12408 13692 10930 116423 140099 101856 130125 92105,111956,149391,93441,15,16,31,32,16
qseq_70673c2f156f8d39,train,length_32_gap_16,qcluster_calibration_0009,qbank_calibration_5ec8bc5b1acb,78609 11494 119451 119530 124115 55185 47156 15388 80023 67461 139832 66877 95616 110903 46677 79423 50140 6218 117997 64952 139976 44828 60539 90853 136482 58165 55101 88491 9832 114609 133972 79423,50140,58165,119451,15,16,31,32,16
qseq_3e433293e9fdca16,train,length_32_gap_16,qcluster_calibration_0010,qbank_calibration_5ec8bc5b1acb,52126 20475 97317 66822 87090 59104 121595 10794 1288 55458 88635 143886 138143 51876 142477 128802 61922 64334 87931 12683 139714 20809 112944 80023 32739 149075 113021 77304 54827 123622 85183 128802,61922,121595,138143,15,16,31,32,16
qseq_3c64b7648c1670e8,train,length_32_gap_16,qcluster_calibration_0011,qbank_calibration_5ec8bc5b1acb,113572 138116 22995 5461 44359 135782 101662 79586 41532 115763 46986 80809 78627 56606 110046 3018 107582 117192 109435 86689 82226 99366 43583 45857 116050 144186 94285 82883 432 40961 120803 3018,107582,43583,109435,15,16,31,32,16
qseq_bcc0c7a5e745d863,train,length_32_gap_16,qcluster_calibration_0012,qbank_calibration_5ec8bc5b1acb,82790 6192 22158 44624 116921 53981 55222 51538 39300 58371 139178 53095 120637 107271 131923 144137 18020 92789 83545 20576 73687 25810 110237 11708 107778 129966 17271 150058 28853 115087 48065 144137,18020,139178,116921,15,16,31,32,16
qseq_8eca98e42721d109,train,length_32_gap_16,qcluster_calibration_0013,qbank_calibration_5ec8bc5b1acb,65428 73629 71373 51345 95857 90852 49254 47632 74381 42301 88660 30055 143653 18583 41459 97794 23535 4445 135473 26056 12899 135575 19229 11409 51966 40961 43329 110273 32049 80751 68633 97794,23535,30055,110273,15,16,31,32,16
qseq_cdb94007d2a1cb63,train,length_32_gap_16,qcluster_calibration_0014,qbank_calibration_5ec8bc5b1acb,107683 143657 149575 25908 120651 100963 120803 79906 80096 123416 112247 148556 66160 126869 80976 5673 43275 25919 56474 151295 98110 15749 7112 33894 133591 129827 66415 69032 49617 22666 134046 5673,43275,100963,56474,15,16,31,32,16
