prompt_id,bank,family_id,cluster_id,token_bank_id,input_ids,target_token_id,distractor_token_id_1,distractor_token_id_2,key_positions,source_value_positions,source_key_position,source_value_position,query_position,sequence_length,repeat_gap
qseq_de173783c384179e,reference,length_32_gap_8,qcluster_reference_0014,qbank_reference_f50b4f7d3319,128580 141447 112364 87204 94251 120838 135698 72755 19953 30896 73949 11515 9174 25586 142439 142795 112189 136820 61244 81093 120221 21391 136992 80960 34505 99180 51315 58364 89652 122084 135930 80960,34505,89652,72755,23 27 6,24 28 7,23,24,31,32,8
qseq_fa3e86f1b25922aa,reference,length_32_gap_8,qcluster_reference_0015,qbank_reference_f50b4f7d3319,24057 32941 4625 125824 13895 79982 51018 135333 97345 60488 39177 143668 27188 565 39145 84388 104766 33398 89791 59579 14857 136751 43702 92409 107306 85264 20917 112602 41608 129193 103041 92409,107306,89791,97345,23 17 7,24 18 8,23,24,31,32,8
qseq_619107a9ab1417a4,reference,length_32_gap_8,qcluster_reference_0016,qbank_reference_f50b4f7d3319,131907 120750 113957 137805 71426 14605 93485 122084 12832 122045 78166 423 93610 38041 50281 49371 85492 136992 95153 142795 113237 17551 66996 91499 6531 83507 77692 125970 81529 36985 77734 91499,6531,85492,12832,23 15 7,24 16 8,23,24,31,32,8
qseq_6f167887a3f804d2,reference,length_32_gap_8,qcluster_reference_0017,qbank_reference_f50b4f7d3319,125912 58364 71655 115985 142795 10251 36985 91523 150157 101755 63699 90821 107317 26151 20593 125745 102150 11311 129440 117336 15407 31932 42973 106398 54878 140935 104950 38613 13024 110488 130315 106398,54878,11311,115985,23 16 2,24 17 3,23,24,31,32,8
qseq_9eaa49b42493b8c3,reference,length_32_gap_8,qcluster_reference_0018,qbank_reference_f50b4f7d3319,108137 38819 119173 150261 139239 125202 63011 57704 37678 105154 146601 68945 84070 85786 129702 65583 137917 151463 92870 120057 86153 114710 141121 98792 15479 93065 70210 1930 55105 113585 107776 98792,15479,139239,38819,23 3 0,24 4 1,23,24,31,32,8
qseq_219560b5e9cf6fb0,reference,length_32_gap_8,qcluster_reference_0019,qbank_reference_f50b4f7d3319,14583 96425 133695 15528 54620 119056 91713 103161 25012 99885 107048 144797 132224 145642 109430 82880 70834 122361 150085 86848 28863 16176 40321 75691 115970 115857 15098 29988 122996 12640 138325 75691,115970,107048,145642,23 9 12,24 10 13,23,24,31,32,8
qseq_b37855452327d00f,reference,length_32_gap_8,qcluster_reference_0020,qbank_reference_f50b4f7d3319,99277 109973 34049 43279 110455 133829 96583 65601 47222 114466 140282 76250 78326 30733 70123 101600 81904 21514 93074 55925 117960 127583 14325 84259 65043 144086 149996 118688 99252 80056 103794 84259,65043,93074,118688,23 17 26,24 18 27,23,24,31,32,8
qseq_3be587fdaed7ccf8,reference,length_32_gap_8,qcluster_reference_0021,qbank_reference_f50b4f7d3319,54104 118783 44119 108812 93566 108131 44521 57440 7191 53593 111778 77679 78377 150443 86165 94507 145498 69408 109166 98005 9304 18423 59643 97453 123490 72167 29311 33029 11968 88311 122800 97453,123490,53593,145498,23 8 15,24 9 16,23,24,31,32,8
qseq_1d643d500d53dec2,reference,length_32_gap_8,qcluster_reference_0022,qbank_reference_f50b4f7d3319,146567 109004 138219 77779 15368 48414 55756 101243 110455 70007 93247 61498 140038 6819 100731 51255 150014 35070 91523 92847 37712 15884 100637 90390 97327 44525 107982 124425 148812 112603 82867 90390,97327,37712,55756,23 19 5,24 20 6,23,24,31,32,8
qseq_e769fa31320e62c3,reference,length_32_gap_8,qcluster_reference_0023,qbank_reference_f50b4f7d3319,95153 27709 125409 108502 63016 2348 11328 120417 105179 50549 71345 670 107479 37024 105950 137557 104401 41438 13164 6639 8305 84969 79981 21469 49655 23488 36325 72138 89157 134091 49142 21469,49655,105950,79981,23 13 21,24 14 22,23,24,31,32,8
qseq_069e0532b612e90b,reference,length_32_gap_8,qcluster_reference_0024,qbank_reference_f50b4f7d3319,142439 67741 56445 57250 50386 62034 72380 130220 64535 122766 135062 126122 137298 139020 121776 2484 116350 129585 63542 16008 109158 70441 46904 55093 14077 83128 31142 23288 11914 74211 126559 55093,14077,56445,70441,23 1 20,24 2 21,23,24,31,32,8
qseq_4c0f8b697e698714,reference,length_32_gap_8,qcluster_reference_0025,qbank_reference_f50b4f7d3319,21123 45992 41566 122045 121037 126720 13632 63103 134308 129327 108761 33791 11904 85773 9685 10403 107597 109582 90171 15957 27257 135028 71253 26955 67203 91556 28483 16533 133853 538 105979 26955,67203,27257,122045,23 19 2,24 20 3,23,24,31,32,8
qseq_628fc6a61191e958,reference,length_32_gap_8,qcluster_reference_0026,qbank_reference_f50b4f7d3319,2081 85224 90204 5501 94299 113070 133282 78498 54737 103011 96833 33700 151512 11829 81748 14605 49027 99180 87208 58711 26437 73949 148866 90109 67360 14664 122247 149260 75697 64030 116402 90109,67360,11829,87208,23 12 17,24 13 18,23,24,31,32,8
qseq_ba81c1ec67926d92,reference,length_32_gap_8,qcluster_reference_0027,qbank_reference_f50b4f7d3319,82920 110408 119056 84892 109749 13687 107771 53547 104980 43702 78382 136262 29028 89205 96343 66954 10778 137466 105948 90563 20932 51066 128083 48036 120465 106431 89964 79073 65907 150724 98590 48036,120465,79073,105948,23 26 17,24 27 18,23,24,31,32,8
qseq_dcca1496aa119b56,reference,length_32_gap_8,qcluster_reference_0028,qbank_reference_f50b4f7d3319,24789 83128 18163 9137 140676 13968 77961 44525 98970 51993 19268 25632 124656 128494 73824 5823 140775 20162 35407 70836 64418 109679 11412 40897 34980 101107 41548 54109 33101 15294 32142 40897,34980,9137,140775,23 2 15,24 3 16,23,24,31,32,8
qseq_8f9d4302667d8e91,reference,length_32_gap_8,qcluster_reference_0029,qbank_reference_f50b4f7d3319,70933 89824 125484 23867 65583 14953 12407 29381 93315 40144 85269 51448 58621 88962 79876 20922 4365 100027 46625 136605 125614 89770 68870 26835 147746 64966 66135 93074 74053 139594 96833 26835,147746,89770,139594,23 20 28,24 21 29,23,24,31,32,8
qseq_0deb5235fd0cb008,reference,length_32_gap_8,qcluster_reference_0030,qbank_reference_f50b4f7d3319,87192 119804 146819 43943 6657 60892 115389 47550 33161 11841 90369 91237 123833 109171 20587 43574 23078 138084 29367 110874 92420 72703 118005 87186 45118 130811 98984 53224 123551 125500 141283 87186,45118,125500,138084,23 28 16,24 29 17,23,24,31,32,8
qseq_7b74722520bdd172,reference,length_32_gap_8,qcluster_reference_0031,qbank_reference_f50b4f7d3319,41718 9876 115470 136933 85365 84322 6964 121608 49607 120636 12315 64392 17112 29892 87727 12434 58281 76589 21350 1619 138150 53835 80793 68870 911 61765 29200 129707 93566 97282 41507 68870,911,41507,129707,23 29 26,24 30 27,23,24,31,32,8
qseq_15af9bf7802b1370,reference,length_32_gap_16,qcluster_reference_0000,qbank_reference_f50b4f7d3319,75452 15402 128580 26419 60634 134207 111306 118219 121643 50786 60701 56947 123678 60416 89158 73567 104419 65258 14571 113590 120716 5823 75945 114819 38622 74936 24592 1749 98493 138340 143662 73567,104419,60701,138340,15 9 28,16 10 29,15,16,31,32,16
qseq_0ff916189ea695bb,reference,length_32_gap_16,qcluster_reference_0001,qbank_reference_f50b4f7d3319,69621 147219 72167 59584 88962 148356 110809 109423 28083 144175 100235 30207 141121 845 125186 98151 89157 94834 113680 76015 138467 103794 110742 136968 64579 11785 96062 94506 90369 89379 92450 98151,89157,72167,125186,15 1 13,16 2 14,15,16,31,32,16
qseq_17c7b1ad6d44fa8f,reference,length_32_gap_16,qcluster_reference_0002,qbank_reference_f50b4f7d3319,44223 9137 26661 86172 37824 79461 35489 36297 109574 9754 85662 82189 149864 84388 121724 136365 49074 101042 110376 70851 46049 141494 54103 21296 27086 105052 88325 20398 96785 17773 90517 136365,49074,109574,96785,15 7 27,16 8 28,15,16,31,32,16
qseq_4a29cd58bc929265,reference,length_32_gap_16,qcluster_reference_0003,qbank_reference_f50b4f7d3319,48757 147084 99277 123972 38111 68066 27920 142802 62917 21257 112189 34505 55472 89999 77273 106978 23814 66582 73163 67601 8749 72138 114821 4890 7442 66375 125609 136399 99375 78319 60836 106978,23814,55472,114821,15 11 21,16 12 22,15,16,31,32,16
qseq_99c5be60dc8bf753,reference,length_32_gap_16,qcluster_reference_0004,qbank_reference_f50b4f7d3319,79763 64322 91785 42213 34592 127331 62065 126151 106375 139032 144978 145497 23002 3562 140603 27284 27072 96343 108513 68823 139983 116925 142479 44272 23309 128580 47238 59579 128661 121426 13443 27284,27072,3562,139983,15 12 19,16 13 20,15,16,31,32,16
qseq_f0d968f2c2b00713,reference,length_32_gap_16,qcluster_reference_0005,qbank_reference_f50b4f7d3319,44880 73571 96767 87635 28064 119009 45024 88074 30374 47252 103671 96583 64759 67593 8713 70063 11841 140340 123593 107527 7508 145352 66151 133531 91368 20932 53593 16083 42289 80820 141938 70063,11841,53593,28064,15 25 3,16 26 4,15,16,31,32,16
qseq_9f0609a3bba40997,reference,length_32_gap_16,qcluster_reference_0006,qbank_reference_f50b4f7d3319,109940 69408 47898 106557 499 125259 50296 127145 93204 57295 146821 5212 2472 115489 34876 144797 38368 91647 8702 73338 3184 67475 25070 120465 31142 46131 109423 22691 77092 142662 3275 144797,38368,50296,69408,15 5 0,16 6 1,15,16,31,32,16
qseq_915e7d0d012b9046,reference,length_32_gap_16,qcluster_reference_0007,qbank_reference_f50b4f7d3319,101107 1737 4125 34168 118688 67637 146601 66522 37803 117874 38230 22442 32751 92748 5942 112921 36491 46211 41701 9870 71149 87208 122084 125259 84310 11311 137788 93348 46316 80448 83414 112921,36491,117874,118688,15 8 3,16 9 4,15,16,31,32,16
qseq_3c72e1925910b934,reference,length_32_gap_16,qcluster_reference_0008,qbank_reference_f50b4f7d3319,115857 125186 73338 59553 104401 41639 106000 49075 106834 92800 110411 24302 120149 98865 86172 111075 104980 72254 73472 68240 6379 131966 89770 101042 3387 41845 126723 89307 35314 34909 121078 111075,104980,125186,126723,15 0 25,16 1 26,15,16,31,32,16
qseq_3b8562cd3f37ed63,reference,length_32_gap_16,qcluster_reference_0009,qbank_reference_f50b4f7d3319,50363 47556 86144 35197 61888 52098 25034 51271 32514 38230 81105 14153 135333 122619 4627 87644 111082 147631 18404 35465 144040 56445 142637 146344 65937 18821 138050 16723 99623 73338 15198 87644,111082,138050,122619,15 25 12,16 26 13,15,16,31,32,16
qseq_4499d2fd1f6ef4c3,reference,length_32_gap_16,qcluster_reference_0010,qbank_reference_f50b4f7d3319,7191 4838 147795 129262 99763 40369 79404 70148 15198 33002 64213 64535 114653 39427 88236 135930 130811 31075 33710 76407 38051 39032 33772 151463 15356 55406 62141 117968 111171 144805 16967 135930,130811,16967,129262,15 29 2,16 30 3,15,16,31,32,16
qseq_bf285f5d2669e5de,reference,length_32_gap_16,qcluster_reference_0011,qbank_reference_f50b4f7d3319,118607 75995 112603 16745 82972 4489 50639 81677 18868 46049 24578 33002 6482 40333 114577 37577 89264 50979 75525 42836 141199 122361 121776 29276 134365 8749 118782 12024 121703 107738 108513 37577,89264,118782,46049,15 25 8,16 26 9,15,16,31,32,16
qseq_79e8d3e19c129682,reference,length_32_gap_16,qcluster_reference_0012,qbank_reference_f50b4f7d3319,62072 150910 140459 112602 14373 120457 146380 86240 17333 42602 142808 150243 106398 75421 120750 47132 80960 118446 16973 61517 67275 145263 80142 39157 79125 94213 146875 140371 25267 131189 66287 47132,80960,140459,75421,15 1 12,16 2 13,15,16,31,32,16
qseq_d724254ba3e69e76,reference,length_32_gap_16,qcluster_reference_0013,qbank_reference_f50b4f7d3319,122915 48604 105710 107332 142408 106109 66959 86688 110308 150418 1261 6319 27440 126720 101933 137891 7827 11412 67337 108599 146022 117594 114503 24550 9138 15489 40392 4228 57723 2283 107532 137891,7827,107532,15489,15 29 24,16 30 25,15,16,31,32,16
qseq_f609ed638186c494,reference,length_32_gap_16,qcluster_reference_0014,qbank_reference_f50b4f7d3319,16737 39946 94837 143428 29658 24001 139225 2790 499 8305 54333 29325 61543 10269 128390 24779 67601 93866 44617 81093 147248 39037 140634 61602 132181 665 51479 144565 95227 83128 20410 24779,67601,147248,51479,15 19 25,16 20 26,15,16,31,32,16
qseq_1ddc0b729f8a4733,reference,length_32_gap_16,qcluster_reference_0015,qbank_reference_f50b4f7d3319,1202 137021 68734 79404 6626 85291 18738 127307 112593 21469 40144 97945 96856 124476 53796 87492 98970 39337 73975 94251 120663 81070 58711 46078 27281 140371 127641 66135 88724 74763 104452 87492,98970,79404,27281,15 2 23,16 3 24,15,16,31,32,16
qseq_c5cd91c6dc32dedc,reference,length_32_gap_16,qcluster_reference_0016,qbank_reference_f50b4f7d3319,1297 119742 135028 11197 51510 105878 103371 141164 538 88263 104216 131966 54103 31451 140634 4605 36174 102182 109941 92980 19394 19819 5301 96586 1261 59765 32688 140137 50862 54347 73163 4605,36174,73163,11197,15 29 2,16 30 3,15,16,31,32,16
qseq_a240d4f6739b8be8,reference,length_32_gap_16,qcluster_reference_0017,qbank_reference_f50b4f7d3319,31230 70123 114028 87727 73675 59428 98992 134758 103947 38579 73824 131098 119546 78363 96833 54772 71655 111141 16175 135396 52491 49655 42222 139274 119506 9108 81171 139436 117320 38230 88533 54772,71655,73675,73824,15 3 9,16 4 10,15,16,31,32,16
qseq_50891c4fef517f64,reference,length_32_gap_16,qcluster_reference_0018,qbank_reference_f50b4f7d3319,14850 135201 86459 116767 18944 67097 36297 18625 120457 99646 60731 132782 40106 113156 118219 86616 90015 30985 118680 70836 125040 80793 15711 40431 140186 104808 124133 56947 139711 11841 55809 86616,90015,15711,124133,15 21 25,16 22 26,15,16,31,32,16
qseq_38eddfdb8da749f5,reference,length_32_gap_16,qcluster_reference_0019,qbank_reference_f50b4f7d3319,65175 12539 94388 58200 110234 60891 120649 81730 25073 124476 1315 9058 100048 20588 60093 62309 50095 110549 92303 23078 66754 92361 76991 52328 2745 49689 41892 78493 33223 129585 40830 62309,50095,78493,20588,15 26 12,16 27 13,15,16,31,32,16
qseq_230f2c847e1451d9,reference,length_32_gap_16,qcluster_reference_0020,qbank_reference_f50b4f7d3319,5301 12747 97453 31039 109209 114822 81601 111104 59965 59579 95193 21212 67585 661 92446 39626 54546 106982 84798 56176 47241 92279 138467 36188 140739 101203 50504 116444 70210 14834 48531 39626,54546,48531,92279,15 29 20,16 30 21,15,16,31,32,16
qseq_288da7bfe0f4ed6d,reference,length_32_gap_16,qcluster_reference_0021,qbank_reference_f50b4f7d3319,66754 53796 137220 96588 86240 81661 129476 12238 7506 2176 95331 81677 145498 56588 61083 70309 51813 112447 140473 36110 142408 151595 88899 1493 72011 66177 105111 120255 91785 126939 126585 70309,51813,72011,53796,15 23 0,16 24 1,15,16,31,32,16
qseq_ea22065eb9e64224,reference,length_32_gap_16,qcluster_reference_0022,qbank_reference_f50b4f7d3319,10391 96785 57619 2463 81001 54104 73422 12597 43574 46692 17492 137337 110696 31755 114984 34592 103008 105699 3198 115885 37712 119804 56588 78132 129327 119248 48604 95621 38764 116877 93074 34592,103008,46692,57619,15 8 1,16 9 2,15,16,31,32,16
qseq_fa40cc0236f2a328,reference,length_32_gap_16,qcluster_reference_0023,qbank_reference_f50b4f7d3319,62748 21355 67469 45085 106197 147942 147795 147934 59579 94176 30207 137742 144805 87600 87122 62009 2339 93364 14773 129951 61543 29276 5138 51369 108502 100009 54758 128895 50013 85666 104567 62009,2339,100009,50013,15 24 27,16 25 28,15,16,31,32,16
qseq_f7496eb58edf7cd7,reference,length_32_gap_16,qcluster_reference_0024,qbank_reference_f50b4f7d3319,122228 67741 47432 30511 115593 29311 139937 137917 111398 48375 93471 95365 84000 32451 117104 117868 70607 39655 36219 20922 137641 140038 66539 55809 1208 12320 929 58281 47036 112946 84388 117868,70607,20922,139937,15 18 5,16 19 6,15,16,31,32,16
qseq_0c97510b913ce0d3,reference,length_32_gap_16,qcluster_reference_0025,qbank_reference_f50b4f7d3319,62174 85689 89313 125054 137403 130578 47266 55966 92870 17987 47238 106978 72703 9304 53593 111171 57902 72254 109021 67373 75017 7162 2283 49142 97453 13443 100329 59763 45727 111330 13560 111171,57902,106978,100329,15 10 25,16 11 26,15,16,31,32,16
qseq_fb92bca47980139c,reference,length_32_gap_16,qcluster_reference_0026,qbank_reference_f50b4f7d3319,138219 116469 4938 109940 34905 38683 16737 8263 85248 94390 79408 16745 95186 78493 38046 4890 82468 9632 100048 110544 63568 80960 56986 56839 145593 66389 83966 120057 142696 51976 98403 4890,82468,16745,109940,15 10 2,16 11 3,15,16,31,32,16
qseq_aeb3a635c78a59f8,reference,length_32_gap_16,qcluster_reference_0027,qbank_reference_f50b4f7d3319,69073 65613 42948 98405 107030 12640 133176 148150 32853 64103 51587 118911 54758 96409 18133 111076 108028 125609 3420 58145 103671 104408 38849 18182 13164 33478 49027 129168 49286 124130 5330 111076,108028,133176,49286,15 5 27,16 6 28,15,16,31,32,16
qseq_04dc3aad78b9533a,reference,length_32_gap_16,qcluster_reference_0028,qbank_reference_f50b4f7d3319,43514 55552 128494 117344 45085 65584 113733 11841 128747 56718 45024 137220 145803 104043 117471 107236 29798 76789 90409 53547 91499 11827 16837 101203 17918 44675 83066 89027 132215 43575 125202 107236,29798,43575,44675,15 28 24,16 29 25,15,16,31,32,16
qseq_b06f6397e23a619d,reference,length_32_gap_16,qcluster_reference_0029,qbank_reference_f50b4f7d3319,135930 12621 43777 32514 66287 88899 137846 87509 5093 129755 4120 14834 85272 64966 65043 56178 82189 45137 103161 129725 66852 129137 13968 45101 68863 131966 14666 86153 99410 75729 27086 56178,82189,88899,14834,15 4 10,16 5 11,15,16,31,32,16
qseq_49379330daa373d0,reference,length_32_gap_16,qcluster_reference_0030,qbank_reference_f50b4f7d3319,102529 7484 31408 133103 82757 73949 11146 32507 42364 127516 134308 34049 81635 15407 12640 66954 36186 85272 70148 77075 46354 120950 122694 114617 35266 137742 29568 98005 59579 125942 43529 66954,36186,125942,35266,15 28 23,16 29 24,15,16,31,32,16
qseq_c0f34c9efd0fb93c,reference,length_32_gap_16,qcluster_reference_0031,qbank_reference_f50b4f7d3319,14153 36187 108163 87549 18341 10300 28937 99885 2348 117357 54347 54620 109375 57835 17333 63103 92879 77125 8052 131853 73936 76183 20145 50013 110455 65175 126500 58134 75452 145803 128735 63103,92879,110455,36187,15 23 0,16 24 1,15,16,31,32,16
qseq_9cf91c7df5403072,reference,length_64_gap_8,qcluster_reference_0000,qbank_reference_f50b4f7d3319,91061 87186 116800 60279 108502 111035 72947 10391 81346 20583 123083 116160 95071 122938 124778 33877 27072 91713 126500 77075 68870 143205 137154 6626 149602 49204 117345 55246 4838 104216 33029 82468 46424 55028 92303 111108 97690 6053 43398 140626 111021 44272 111141 78906 42005 108162 34049 43919 108825 52822 76136 21183 120221 65613 126107 115914 4365 94557 27712 47198 55903 145723 14834 115914,4365,10391,52822,55 6 48,56 7 49,55,56,63,64,8
qseq_57bc392cd8f8eeb2,reference,length_64_gap_8,qcluster_reference_0001,qbank_reference_f50b4f7d3319,95963 19268 86459 94251 95918 107486 49626 113681 65688 32751 142726 32514 146819 76769 54384 48935 100235 109675 65046 108825 32451 57360 33223 141199 141088 63309 79408 77961 5873 63416 106398 69811 50281 48094 145877 125409 75729 72811 32785 45966 55284 28083 16365 94219 1012 86153 44610 61580 40 110426 134072 53608 11197 92748 6531 78132 124795 50852 88236 101203 35266 31237 134779 78132,124795,32785,48935,55 37 14,56 38 15,55,56,63,64,8
qseq_89b84c854060feda,reference,length_64_gap_8,qcluster_reference_0002,qbank_reference_f50b4f7d3319,94388 23843 24592 60968 75697 91303 56591 94292 30821 123551 76313 112804 121734 111171 151058 48445 46840 36269 40392 53189 125815 911 121954 89146 11785 59763 24779 101600 81748 1244 52289 4489 139175 125259 17407 31094 20339 34836 81162 66135 39626 77734 82612 149520 114221 48699 150690 119715 57803 70486 136605 11984 26283 89824 25370 21909 64456 25622 49674 88841 112575 125614 48810 21909,64456,34836,48445,55 36 14,56 37 15,55,56,63,64,8
qseq_df851a6a8edb076e,reference,length_64_gap_8,qcluster_reference_0003,qbank_reference_f50b4f7d3319,85051 123546 31514 135447 8654 64841 97345 122986 118973 29325 54192 54282 72380 93103 129168 118943 137788 136064 108599 86328 136365 111703 80877 106872 29367 126702 135480 147949 16779 34154 111002 69073 23488 120417 150248 116800 11412 7543 48699 115274 104950 143703 75945 11827 26816 73422 24578 11515 21356 118315 14826 18470 120740 32772 79981 104944 97327 110549 132148 4953 127690 96593 53506 104944,97327,32772,135447,55 52 2,56 53 3,55,56,63,64,8
qseq_89c4abbe77b3947a,reference,length_64_gap_8,qcluster_reference_0004,qbank_reference_f50b4f7d3319,32352 129327 75835 3732 61249 51448 27902 6819 45664 69762 2635 116143 21805 75995 20917 92645 39587 25286 66537 76183 71655 145098 43702 146022 58134 137096 116116 121312 81690 65968 58736 17987 27395 35784 45683 123490 131052 124325 86002 128946 122507 35569 113290 116160 16083 11914 126702 126720 128902 81635 119537 104512 19765 59682 10077 121020 13560 66403 90369 85353 66907 58200 144847 121020,13560,116160,86002,55 42 37,56 43 38,55,56,63,64,8
qseq_79753948d175d1f1,reference,length_64_gap_8,qcluster_reference_0005,qbank_reference_f50b4f7d3319,11829 64103 134460 64679 62086 36269 36813 139380 110498 17918 76183 111021 32786 36831 14325 85909 23589 101547 146025 37364 114028 54014 55346 137298 22797 122435 143954 118680 98616 6650 88783 99807 34405 102761 22111 102063 136421 34603 144307 28614 66954 110167 88236 41174 58200 114577 106117 56084 29717 21622 123526 54258 76179 45476 75017 18404 144797 146900 128642 118633 32642 20917 63070 18404,144797,32786,137298,55 11 22,56 12 23,55,56,63,64,8
qseq_f7760cb5550ebb57,reference,length_64_gap_8,qcluster_reference_0006,qbank_reference_f50b4f7d3319,112804 1987 84280 25802 18944 22442 66177 111703 151546 126122 129876 49209 111075 110325 98326 61557 86144 44600 120057 121600 68022 144790 16430 85883 51479 109892 10550 13845 70137 54104 90138 56172 137638 91113 99646 73773 22091 132181 35360 17987 88958 59765 36188 20922 69408 33002 54192 5549 21805 36155 112980 41613 87509 70098 48758 43521 98005 84051 18630 100444 1012 7608 146025 43521,98005,132181,44600,55 36 16,56 37 17,55,56,63,64,8
