target,selector,ridge,fold,mae
0.86343068687710911,transformed_mean,1,-1,0.14407430651363398
0.86343068687710911,transformed_mean,10,0,0.19457699103450687
0.86343068687710911,transformed_mean,10,1,0.22145136416896077
0.86343068687710911,transformed_mean,10,2,0.21944201533822405
0.86343068687710911,transformed_mean,10,3,0.25261099797877934
0.86343068687710911,transformed_mean,10,4,0.26143429814659758
0.86343068687710911,transformed_mean,10,-1,0.22990313333341375
0.86343068687710911,direct_risk,9.9999999999999995e-07,0,0.062948165826204855
0.86343068687710911,direct_risk,9.9999999999999995e-07,1,0.070890545511499023
0.86343068687710911,direct_risk,9.9999999999999995e-07,2,0.054285720074113149
0.86343068687710911,direct_risk,9.9999999999999995e-07,3,0.043587941537252671
0.86343068687710911,direct_risk,9.9999999999999995e-07,4,0.056375478873478019
0.86343068687710911,direct_risk,9.9999999999999995e-07,-1,0.057617570364509541
0.86343068687710911,direct_risk,0.0001,0,0.062945072604403837
0.86343068687710911,direct_risk,0.0001,1,0.070890057742888118
0.86343068687710911,direct_risk,0.0001,2,0.054283686881568594
0.86343068687710911,direct_risk,0.0001,3,0.043587832334458107
0.86343068687710911,direct_risk,0.0001,4,0.056378024385053509
0.86343068687710911,direct_risk,0.0001,-1,0.057616934789674432
0.86343068687710911,direct_risk,0.01,0,0.062638254811012123
0.86343068687710911,direct_risk,0.01,1,0.070842070775906318
0.86343068687710911,direct_risk,0.01,2,0.054080855802084896
0.86343068687710911,direct_risk,0.01,3,0.043576996495210227
0.86343068687710911,direct_risk,0.01,4,0.056631009072592137
0.86343068687710911,direct_risk,0.01,-1,0.057553837391361148
0.86343068687710911,direct_risk,0.10000000000000001,0,0.060060048911936476
0.86343068687710911,direct_risk,0.10000000000000001,1,0.070628945413007183
0.86343068687710911,direct_risk,0.10000000000000001,2,0.05228150700344962
0.86343068687710911,direct_risk,0.10000000000000001,3,0.043485834777549609
0.86343068687710911,direct_risk,0.10000000000000001,4,0.058797562926395201
0.86343068687710911,direct_risk,0.10000000000000001,-1,0.057050779806467611
0.86343068687710911,direct_risk,1,0,0.061934587607853024
0.86343068687710911,direct_risk,1,1,0.083664244922804373
0.86343068687710911,direct_risk,1,2,0.048516362684936837
0.86343068687710911,direct_risk,1,3,0.064350162019322699
0.86343068687710911,direct_risk,1,4,0.075057783431386568
0.86343068687710911,direct_risk,1,-1,0.066704628133260696
0.86343068687710911,direct_risk,10,0,0.15340337227145082
0.86343068687710911,direct_risk,10,1,0.18833771242768843
0.86343068687710911,direct_risk,10,2,0.11496485923569856
0.86343068687710911,direct_risk,10,3,0.16681643523706741
0.86343068687710911,direct_risk,10,4,0.14925252884566248
0.86343068687710911,direct_risk,10,-1,0.15455498160351352
1.7268613737542182,transformed_mean,9.9999999999999995e-07,0,0.1608926700757656
1.7268613737542182,transformed_mean,9.9999999999999995e-07,1,0.1467077770771443
1.7268613737542182,transformed_mean,9.9999999999999995e-07,2,0.18312406899528239
1.7268613737542182,transformed_mean,9.9999999999999995e-07,3,0.1370440813236472
1.7268613737542182,transformed_mean,9.9999999999999995e-07,4,0.15145284190107688
1.7268613737542182,transformed_mean,9.9999999999999995e-07,-1,0.15584428787458326
1.7268613737542182,transformed_mean,0.0001,0,0.16088252491062394
1.7268613737542182,transformed_mean,0.0001,1,0.14671466815152703
1.7268613737542182,transformed_mean,0.0001,2,0.18313249352945665
1.7268613737542182,transformed_mean,0.0001,3,0.13705068682779792
1.7268613737542182,transformed_mean,0.0001,4,0.15144365455774705
1.7268613737542182,transformed_mean,0.0001,-1,0.15584480559543051
1.7268613737542182,transformed_mean,0.01,0,0.15987470005891943
1.7268613737542182,transformed_mean,0.01,1,0.14739992700824711
1.7268613737542182,transformed_mean,0.01,2,0.18396912919243774
1.7268613737542182,transformed_mean,0.01,3,0.13770814020505157
1.7268613737542182,transformed_mean,0.01,4,0.15053114644172466
1.7268613737542182,transformed_mean,0.01,-1,0.15589660858127613
1.7268613737542182,transformed_mean,0.10000000000000001,0,0.15374138628758677
1.7268613737542182,transformed_mean,0.10000000000000001,1,0.15329837823998838
1.7268613737542182,transformed_mean,0.10000000000000001,2,0.19205226353409818
1.7268613737542182,transformed_mean,0.10000000000000001,3,0.14489264024263154
1.7268613737542182,transformed_mean,0.10000000000000001,4,0.14456619064358969
1.7268613737542182,transformed_mean,0.10000000000000001,-1,0.15771017178957891
1.7268613737542182,transformed_mean,1,0,0.14901722256030572
1.7268613737542182,transformed_mean,1,1,0.20722574237345598
1.7268613737542182,transformed_mean,1,2,0.26662164615967437
1.7268613737542182,transformed_mean,1,3,0.20653832477730583
1.7268613737542182,transformed_mean,1,4,0.1655673576635138
1.7268613737542182,transformed_mean,1,-1,0.19899405870685116
1.7268613737542182,transformed_mean,10,0,0.30771923029978038
1.7268613737542182,transformed_mean,10,1,0.37013215894257179
1.7268613737542182,transformed_mean,10,2,0.43853610017833977
1.7268613737542182,transformed_mean,10,3,0.3402154451099621
1.7268613737542182,transformed_mean,10,4,0.32782327805159406
1.7268613737542182,transformed_mean,10,-1,0.3568852425164496
1.7268613737542182,direct_risk,9.9999999999999995e-07,0,0.038307036576364535
1.7268613737542182,direct_risk,9.9999999999999995e-07,1,0.040013250884248938
1.7268613737542182,direct_risk,9.9999999999999995e-07,2,0.033329438717429036
1.7268613737542182,direct_risk,9.9999999999999995e-07,3,0.031995806248775793
1.7268613737542182,direct_risk,9.9999999999999995e-07,4,0.030083244952903109
1.7268613737542182,direct_risk,9.9999999999999995e-07,-1,0.034745755475944287
1.7268613737542182,direct_risk,0.0001,0,0.038302525048645966
1.7268613737542182,direct_risk,0.0001,1,0.040017999108449907
1.7268613737542182,direct_risk,0.0001,2,0.033335276219304773
1.7268613737542182,direct_risk,0.0001,3,0.03199263131715558
1.7268613737542182,direct_risk,0.0001,4,0.0300838792148201
1.7268613737542182,direct_risk,0.0001,-1,0.034746462181675264
1.7268613737542182,direct_risk,0.01,0,0.037855207906701153
1.7268613737542182,direct_risk,0.01,1,0.040489055476796078
1.7268613737542182,direct_risk,0.01,2,0.03391435169772155
1.7268613737542182,direct_risk,0.01,3,0.031787064981511813
1.7268613737542182,direct_risk,0.01,4,0.030146636112573878
1.7268613737542182,direct_risk,0.01,-1,0.034838463235060894
1.7268613737542182,direct_risk,0.10000000000000001,0,0.037129344038299969
1.7268613737542182,direct_risk,0.10000000000000001,1,0.044878391826724665
1.7268613737542182,direct_risk,0.10000000000000001,2,0.038784635093460501
1.7268613737542182,direct_risk,0.10000000000000001,3,0.03192937341183763
1.7268613737542182,direct_risk,0.10000000000000001,4,0.03157510025728158
1.7268613737542182,direct_risk,0.10000000000000001,-1,0.036859368925520872
1.7268613737542182,direct_risk,1,0,0.090380131487583004
1.7268613737542182,direct_risk,1,1,0.085967084225201607
1.7268613737542182,direct_risk,1,2,0.07907541722616214
1.7268613737542182,direct_risk,1,3,0.085012169233261811
1.7268613737542182,direct_risk,1,4,0.087316068931499402
1.7268613737542182,direct_risk,1,-1,0.085550174220741598
1.7268613737542182,direct_risk,10,0,0.18319985145269557
1.7268613737542182,direct_risk,10,1,0.17428248770900245
1.7268613737542182,direct_risk,10,2,0.17917024684445468
1.7268613737542182,direct_risk,10,3,0.18236701243373524
1.7268613737542182,direct_risk,10,4,0.19124224278211827
1.7268613737542182,direct_risk,10,-1,0.18205236824440124
2.5902920606313273,transformed_mean,9.9999999999999995e-07,0,0.14861847639795997
2.5902920606313273,transformed_mean,9.9999999999999995e-07,1,0.15127473620530027
2.5902920606313273,transformed_mean,9.9999999999999995e-07,2,0.16989690444878494
2.5902920606313273,transformed_mean,9.9999999999999995e-07,3,0.15004992950393881
2.5902920606313273,transformed_mean,9.9999999999999995e-07,4,0.17515727049979266
2.5902920606313273,transformed_mean,9.9999999999999995e-07,-1,0.15899946341115534
2.5902920606313273,transformed_mean,0.0001,0,0.14861805471579231
2.5902920606313273,transformed_mean,0.0001,1,0.15127298519405522
2.5902920606313273,transformed_mean,0.0001,2,0.16989472352498527
2.5902920606313273,transformed_mean,0.0001,3,0.15004887514336526
2.5902920606313273,transformed_mean,0.0001,4,0.17515225637051984
2.5902920606313273,transformed_mean,0.0001,-1,0.15899737898974359
2.5902920606313273,transformed_mean,0.01,0,0.14857566244802464
2.5902920606313273,transformed_mean,0.01,1,0.1511005028367999
2.5902920606313273,transformed_mean,0.01,2,0.16967771500710607
2.5902920606313273,transformed_mean,0.01,3,0.14994314989455096
2.5902920606313273,transformed_mean,0.01,4,0.17465256653357619
2.5902920606313273,transformed_mean,0.01,-1,0.15878991934401154
2.5902920606313273,transformed_mean,0.10000000000000001,0,0.14977360656843855
2.5902920606313273,transformed_mean,0.10000000000000001,1,0.14974574123278706
2.5902920606313273,transformed_mean,0.10000000000000001,2,0.16779780189692178
2.5902920606313273,transformed_mean,0.10000000000000001,3,0.14896090531215594
2.5902920606313273,transformed_mean,0.10000000000000001,4,0.17113478114743461
2.5902920606313273,transformed_mean,0.10000000000000001,-1,0.15748256723154758
2.5902920606313273,transformed_mean,1,0,0.17760512660688382
2.5902920606313273,transformed_mean,1,1,0.1709274177355615
2.5902920606313273,transformed_mean,1,2,0.17150638957967804
2.5902920606313273,transformed_mean,1,3,0.16611486312461607
2.5902920606313273,transformed_mean,1,4,0.16832853207994219
2.5902920606313273,transformed_mean,1,-1,0.17089646582533632
2.5902920606313273,transformed_mean,10,0,0.26098762930731395
2.5902920606313273,transformed_mean,10,1,0.2532859490810036
2.5902920606313273,transformed_mean,10,2,0.24517451022667375
2.5902920606313273,transformed_mean,10,3,0.24966201126324422
2.5902920606313273,transformed_mean,10,4,0.30339762110312879
2.5902920606313273,transformed_mean,10,-1,0.26250154419627286
2.5902920606313273,direct_risk,9.9999999999999995e-07,0,0.029890230497803202
2.5902920606313273,direct_risk,9.9999999999999995e-07,1,0.042080197256515975
2.5902920606313273,direct_risk,9.9999999999999995e-07,2,0.032805989876279661
2.5902920606313273,direct_risk,9.9999999999999995e-07,3,0.027149252400838857
2.5902920606313273,direct_risk,9.9999999999999995e-07,4,0.038883565858646552
2.5902920606313273,direct_risk,9.9999999999999995e-07,-1,0.034161847178016846
2.5902920606313273,direct_risk,0.0001,0,0.029889326998621808
2.5902920606313273,direct_risk,0.0001,1,0.042074755538971491
2.5902920606313273,direct_risk,0.0001,2,0.032812060829494602
2.5902920606313273,direct_risk,0.0001,3,0.027146903376785204
2.5902920606313273,direct_risk,0.0001,4,0.038881668793096173
2.5902920606313273,direct_risk,0.0001,-1,0.034160943107393857
2.5902920606313273,direct_risk,0.01,0,0.029799899949188864
2.5902920606313273,direct_risk,0.01,1,0.041539342592419953
2.5902920606313273,direct_risk,0.01,2,0.033415737118074433
2.5902920606313273,direct_risk,0.01,3,0.026913287942125438
2.5902920606313273,direct_risk,0.01,4,0.038775616153478992
2.5902920606313273,direct_risk,0.01,-1,0.034088776751057537
2.5902920606313273,direct_risk,0.10000000000000001,0,0.029681614591190265
2.5902920606313273,direct_risk,0.10000000000000001,1,0.040270119053267876
2.5902920606313273,direct_risk,0.10000000000000001,2,0.038650901284076673
2.5902920606313273,direct_risk,0.10000000000000001,3,0.028233422294867833
2.5902920606313273,direct_risk,0.10000000000000001,4,0.03818088146226966
2.5902920606313273,direct_risk,0.10000000000000001,-1,0.035003387737134461
2.5902920606313273,direct_risk,1,0,0.057568480437556108
2.5902920606313273,direct_risk,1,1,0.11233980546818834
2.5902920606313273,direct_risk,1,2,0.10126945910208544
2.5902920606313273,direct_risk,1,3,0.07612960625882445
2.5902920606313273,direct_risk,1,4,0.060267012045554971
2.5902920606313273,direct_risk,1,-1,0.081514872662441867
2.5902920606313273,direct_risk,10,0,0.15184939932634284
2.5902920606313273,direct_risk,10,1,0.2015275551191921
2.5902920606313273,direct_risk,10,2,0.20945070684733536
2.5902920606313273,direct_risk,10,3,0.17022423283797444
2.5902920606313273,direct_risk,10,4,0.138027778577647
2.5902920606313273,direct_risk,10,-1,0.17421593454169837
,natural_mean,9.9999999999999995e-07,0,0.006761723539741419
,natural_mean,9.9999999999999995e-07,1,0.0081660215248076269
,natural_mean,9.9999999999999995e-07,2,0.005514225712182191
,natural_mean,9.9999999999999995e-07,3,0.0067581006065087663
,natural_mean,9.9999999999999995e-07,4,0.0091588333173885511
,natural_mean,9.9999999999999995e-07,-1,0.0072717809401257102
,natural_mean,0.0001,0,0.0067629326797604633
,natural_mean,0.0001,1,0.0081650966315511241
,natural_mean,0.0001,2,0.005511725318306908
,natural_mean,0.0001,3,0.0067569588348275001
,natural_mean,0.0001,4,0.0091587179915824171
,natural_mean,0.0001,-1,0.0072710862912056824
,natural_mean,0.01,0,0.0069078413096293105
,natural_mean,0.01,1,0.0080883095034406122
,natural_mean,0.01,2,0.00526331920366178
,natural_mean,0.01,3,0.0066608440977635455
,natural_mean,0.01,4,0.0091466306870004784
,natural_mean,0.01,-1,0.0072133889602991452
,natural_mean,0.10000000000000001,0,0.0096736859012001731
,natural_mean,0.10000000000000001,1,0.010368803435199246
,natural_mean,0.10000000000000001,2,0.0082681221995121248
,natural_mean,0.10000000000000001,3,0.0081291436498781081
,natural_mean,0.10000000000000001,4,0.01100569634811554
,natural_mean,0.10000000000000001,-1,0.0094890903067810384
,natural_mean,1,0,0.039674233970468653
,natural_mean,1,1,0.039645978300762434
,natural_mean,1,2,0.040781412931629075
,natural_mean,1,3,0.046897941447386772
,natural_mean,1,4,0.052743070737520249
,natural_mean,1,-1,0.043948527477553435
,natural_mean,10,0,0.091754071281365618
,natural_mean,10,1,0.13156829052442962
,natural_mean,10,2,0.10376317957739027
,natural_mean,10,3,0.13410776627995447
,natural_mean,10,4,0.14680409113305629
,natural_mean,10,-1,0.12159947975923927
