selector,target,pool_id,selected_mask_id,selected_mask_bits,selected_is_noop,predicted_target_loss
exact_noop,0.86343068687710911,qpool_6c9ad557921d1966,analytic_noop,00000000,True,0.86343068687710911
exact_noop,0.86343068687710911,qpool_70bc91001fd21361,analytic_noop,00000000,True,0.86343068687710911
exact_noop,0.86343068687710911,qpool_7d29cbb2adc90870,analytic_noop,00000000,True,0.86343068687710911
exact_noop,0.86343068687710911,qpool_a6ffe2b653ce5a24,analytic_noop,00000000,True,0.86343068687710911
exact_noop,0.86343068687710911,qpool_bace2709926cfaee,analytic_noop,00000000,True,0.86343068687710911
exact_noop,0.86343068687710911,qpool_c519138426e50658,analytic_noop,00000000,True,0.86343068687710911
exact_noop,0.86343068687710911,qpool_e3bc02cdca185ab2,analytic_noop,00000000,True,0.86343068687710911
exact_noop,0.86343068687710911,qpool_ff721276bd560c43,analytic_noop,00000000,True,0.86343068687710911
natural_mean,0.86343068687710911,qpool_04a0d16a2ce1d6ae,qmask_6d873abcf3a8f6b9,01001001,False,0.29554430359795547
natural_mean,0.86343068687710911,qpool_094d56ddcd5f1fe4,qmask_cdd694ec938105ff,00011011,False,0.080035096251090732
natural_mean,0.86343068687710911,qpool_0b1792f4952557ee,qmask_bde177d3edcb1ae0,00110110,False,0.019212621762943582
natural_mean,0.86343068687710911,qpool_0ffd30d33ad8dd0f,qmask_31a763e8bc0202e0,00101110,False,0.011785576488370864
natural_mean,0.86343068687710911,qpool_169a31b6710ef111,qmask_68ff8f889255b0e9,00001111,False,0.31039424286380735
natural_mean,0.86343068687710911,qpool_3bc403a0734a65bf,qmask_cbd8bcbf0db11c8c,00110010,False,0.13449101569629962
natural_mean,0.86343068687710911,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,10000111,False,0.32076025222526061
natural_mean,0.86343068687710911,qpool_59fb93108c625f9c,qmask_03e03e6bad3167c1,00110101,False,0.041844641250261105
natural_mean,0.86343068687710911,qpool_6c9ad557921d1966,qmask_3b86e07f9bac3525,10001010,False,0.33176763406397591
natural_mean,0.86343068687710911,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,00010111,False,0.28364340091592988
natural_mean,0.86343068687710911,qpool_7d29cbb2adc90870,qmask_95e119f889d86d43,00111011,False,0.27535957979222414
natural_mean,0.86343068687710911,qpool_a6ffe2b653ce5a24,qmask_c7c095a611af1783,00101100,False,0.12420733233968528
natural_mean,0.86343068687710911,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,00110100,False,0.10682797515364317
natural_mean,0.86343068687710911,qpool_c519138426e50658,qmask_b0e252c8a061a875,00110011,False,0.06554565699208581
natural_mean,0.86343068687710911,qpool_e3bc02cdca185ab2,qmask_ece46f8d3d79b53f,00011111,False,0.076929485150596832
natural_mean,0.86343068687710911,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,00100111,False,0.17928361316016539
transformed_mean,0.86343068687710911,qpool_04a0d16a2ce1d6ae,qmask_04e99e00df510b89,10100010,False,0.429589658240009
transformed_mean,0.86343068687710911,qpool_094d56ddcd5f1fe4,qmask_168ecc77c6d9bec7,00100011,False,0.33242827413977638
transformed_mean,0.86343068687710911,qpool_0b1792f4952557ee,qmask_bde177d3edcb1ae0,00110110,False,0.35338559051552521
transformed_mean,0.86343068687710911,qpool_0ffd30d33ad8dd0f,qmask_8fc54aeb91caafc9,00111101,False,0.25507888400770679
transformed_mean,0.86343068687710911,qpool_169a31b6710ef111,qmask_68ff8f889255b0e9,00001111,False,0.41012806807896202
transformed_mean,0.86343068687710911,qpool_3bc403a0734a65bf,qmask_cbd8bcbf0db11c8c,00110010,False,0.38157110250233139
transformed_mean,0.86343068687710911,qpool_4da0243bdf72a6cd,qmask_58d4e1dd95e5c5b0,00111111,False,0.32218422686910503
transformed_mean,0.86343068687710911,qpool_59fb93108c625f9c,qmask_03e03e6bad3167c1,00110101,False,0.28386149394944293
transformed_mean,0.86343068687710911,qpool_6c9ad557921d1966,qmask_5febbac13cd7abee,00010110,False,0.4522889095390481
transformed_mean,0.86343068687710911,qpool_70bc91001fd21361,qmask_83013e5a4235b8ec,00010111,False,0.42333030684291262
transformed_mean,0.86343068687710911,qpool_7d29cbb2adc90870,qmask_95e119f889d86d43,00111011,False,0.36655543312390459
transformed_mean,0.86343068687710911,qpool_a6ffe2b653ce5a24,qmask_c7c095a611af1783,00101100,False,0.25307921875291295
transformed_mean,0.86343068687710911,qpool_bace2709926cfaee,qmask_0cd7ddfc8c2186ca,00110100,False,0.3301227934050398
transformed_mean,0.86343068687710911,qpool_c519138426e50658,qmask_b0e252c8a061a875,00110011,False,0.32056074655325739
transformed_mean,0.86343068687710911,qpool_e3bc02cdca185ab2,qmask_ece46f8d3d79b53f,00011111,False,0.48893978537842636
transformed_mean,0.86343068687710911,qpool_ff721276bd560c43,qmask_9ef84ec72720c5bb,00100111,False,0.28284260073488854
direct_risk,1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_04e99e00df510b89,10100010,False,0.85869689991495513
direct_risk,1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_2def687a70c0189d,11100100,False,1.1149785031251596
direct_risk,1.7268613737542182,qpool_0b1792f4952557ee,qmask_84e1013c62ab0342,10110111,False,0.89583175058301934
direct_risk,1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_b996be105c0f3dda,10100110,False,0.82879545243743702
direct_risk,1.7268613737542182,qpool_169a31b6710ef111,qmask_bcbb878aab0fd0e6,10010101,False,0.79669037283936395
direct_risk,1.7268613737542182,qpool_3bc403a0734a65bf,qmask_330533bb35dfe50c,10001011,False,0.92662537525915789
direct_risk,1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_b52a639547d6a0e9,10000111,False,0.80717749571143638
direct_risk,1.7268613737542182,qpool_59fb93108c625f9c,qmask_22c3d94ed895c2d5,10010110,False,0.79425192377609655
direct_risk,1.7268613737542182,qpool_6c9ad557921d1966,qmask_ba4de66f5ec66b86,01010110,False,0.85509029424340477
direct_risk,1.7268613737542182,qpool_70bc91001fd21361,qmask_7f50455f5507bafe,10010011,False,0.82621983732667004
direct_risk,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_ecfec3b493d7256a,01100110,False,0.88941334173622588
direct_risk,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_5a3f155888c60ff4,10001001,False,0.94435806528044053
direct_risk,1.7268613737542182,qpool_bace2709926cfaee,qmask_424f9867dfadb061,10110000,False,0.88699567475196339
direct_risk,1.7268613737542182,qpool_c519138426e50658,qmask_ecc5bb9003043fc6,10000101,False,0.84391338939715932
direct_risk,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_f61f977e6689b2ed,10001111,False,0.89463965983017435
direct_risk,1.7268613737542182,qpool_ff721276bd560c43,qmask_2678a15f3a1887ca,10110001,False,0.90319738914516134
exact_noop,1.7268613737542182,qpool_04a0d16a2ce1d6ae,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_094d56ddcd5f1fe4,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_0b1792f4952557ee,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_0ffd30d33ad8dd0f,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_169a31b6710ef111,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_3bc403a0734a65bf,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_4da0243bdf72a6cd,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_59fb93108c625f9c,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_6c9ad557921d1966,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_70bc91001fd21361,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_7d29cbb2adc90870,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_a6ffe2b653ce5a24,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_bace2709926cfaee,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_c519138426e50658,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_e3bc02cdca185ab2,analytic_noop,00000000,True,1.7268613737542182
exact_noop,1.7268613737542182,qpool_ff721276bd560c43,analytic_noop,00000000,True,1.7268613737542182
natural_mean,1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_a3ac1f42a70defe3,10110101,False,0.044410616610560893
natural_mean,1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_a4b7b621b0c57baf,10111100,False,0.24491636693159946
natural_mean,1.7268613737542182,qpool_0b1792f4952557ee,qmask_282cb65c9e54d1f9,01101110,False,0.024157184450851243
natural_mean,1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_4f926e356a625a67,01111100,False,0.28457965769605487
natural_mean,1.7268613737542182,qpool_169a31b6710ef111,qmask_96b494b452b77f8e,01110100,False,0.15565047320700476
natural_mean,1.7268613737542182,qpool_3bc403a0734a65bf,qmask_85812c22f52f55f2,10101111,False,0.071202470014354757
natural_mean,1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_ac55e1313a50fb45,01101101,False,0.042723903325398771
natural_mean,1.7268613737542182,qpool_59fb93108c625f9c,qmask_9cf9f1f53520f88b,01111010,False,0.24841866942135926
natural_mean,1.7268613737542182,qpool_6c9ad557921d1966,qmask_fa363a52954060a1,10110110,False,0.0089699681908574913
natural_mean,1.7268613737542182,qpool_70bc91001fd21361,qmask_14432725d56e8049,10011100,False,0.061219514570045597
natural_mean,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_9a6bcdbfd54eac0e,10101001,False,0.21587243014208934
natural_mean,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_3745eec79815ddf1,10011011,False,0.017636754272486677
natural_mean,1.7268613737542182,qpool_bace2709926cfaee,qmask_17b31d3e8666d651,01011101,False,0.0385178113262028
natural_mean,1.7268613737542182,qpool_c519138426e50658,qmask_e8f30cbb6e37ce0d,10101011,False,0.10738578880124305
natural_mean,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_afbe22c87ad11ae4,10101100,False,0.14968090637915621
natural_mean,1.7268613737542182,qpool_ff721276bd560c43,qmask_7c7f09c2f082e17d,01111000,False,0.10402212802289368
transformed_mean,1.7268613737542182,qpool_04a0d16a2ce1d6ae,qmask_7c330068eacbeec8,01111110,False,0.20768843059044984
transformed_mean,1.7268613737542182,qpool_094d56ddcd5f1fe4,qmask_a4b7b621b0c57baf,10111100,False,0.47556881235759851
transformed_mean,1.7268613737542182,qpool_0b1792f4952557ee,qmask_282cb65c9e54d1f9,01101110,False,0.24423268192602055
transformed_mean,1.7268613737542182,qpool_0ffd30d33ad8dd0f,qmask_4f926e356a625a67,01111100,False,0.28550642897752598
transformed_mean,1.7268613737542182,qpool_169a31b6710ef111,qmask_96b494b452b77f8e,01110100,False,0.25149464527016652
transformed_mean,1.7268613737542182,qpool_3bc403a0734a65bf,qmask_7496171506cc1757,10011111,False,0.20190730902901904
transformed_mean,1.7268613737542182,qpool_4da0243bdf72a6cd,qmask_5106913f39c2ea0e,01100101,False,0.22741579755833885
transformed_mean,1.7268613737542182,qpool_59fb93108c625f9c,qmask_9cf9f1f53520f88b,01111010,False,0.17659147236236095
transformed_mean,1.7268613737542182,qpool_6c9ad557921d1966,qmask_ba4de66f5ec66b86,01010110,False,0.3160040470207589
transformed_mean,1.7268613737542182,qpool_70bc91001fd21361,qmask_14432725d56e8049,10011100,False,0.27215146270893853
transformed_mean,1.7268613737542182,qpool_7d29cbb2adc90870,qmask_ecfec3b493d7256a,01100110,False,0.18406513634217891
transformed_mean,1.7268613737542182,qpool_a6ffe2b653ce5a24,qmask_3745eec79815ddf1,10011011,False,0.19110113391197009
transformed_mean,1.7268613737542182,qpool_bace2709926cfaee,qmask_17b31d3e8666d651,01011101,False,0.20531435356283001
transformed_mean,1.7268613737542182,qpool_c519138426e50658,qmask_ed854a1bc1c21a23,01111011,False,0.22122468389522248
transformed_mean,1.7268613737542182,qpool_e3bc02cdca185ab2,qmask_9f2a7299208a9ed1,01100111,False,0.1762748231196159
transformed_mean,1.7268613737542182,qpool_ff721276bd560c43,qmask_7c7f09c2f082e17d,01111000,False,0.26834579281195836
direct_risk,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_d7d102c2537b80f1,11100110,False,1.0957917588007426
direct_risk,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_514b410bbe7f097e,11010111,False,1.0046335478002457
direct_risk,2.5902920606313273,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,11001111,False,1.1284215716622976
direct_risk,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,11010110,False,1.0163217989947286
direct_risk,2.5902920606313273,qpool_169a31b6710ef111,qmask_cb0a7c3a10da33f2,11001100,False,1.1404245355090907
direct_risk,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_8ec53a11acfe0f00,11110110,False,1.1920042831253768
direct_risk,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,11110111,False,1.2101007889956399
direct_risk,2.5902920606313273,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,11000100,False,1.0566442442370589
direct_risk,2.5902920606313273,qpool_6c9ad557921d1966,qmask_d79394fce5af8530,11011111,False,1.2616627819290607
direct_risk,2.5902920606313273,qpool_70bc91001fd21361,qmask_a6bb6d75ba01c741,11010000,False,1.1127025261081394
direct_risk,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_aa927932235c699d,11011100,False,1.2469249490255716
direct_risk,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_8a58e1cfc4f87182,11010001,False,1.0990212993161785
direct_risk,2.5902920606313273,qpool_bace2709926cfaee,qmask_bad2b6dedfcd4ce3,11010101,False,1.0365258075820729
direct_risk,2.5902920606313273,qpool_c519138426e50658,qmask_07e4d5ad11974b66,01010100,False,1.4799795031446721
direct_risk,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,11110100,False,1.1982471254580684
direct_risk,2.5902920606313273,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,11100101,False,1.0945598932783303
exact_noop,2.5902920606313273,qpool_04a0d16a2ce1d6ae,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_094d56ddcd5f1fe4,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_0b1792f4952557ee,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_0ffd30d33ad8dd0f,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_169a31b6710ef111,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_3bc403a0734a65bf,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_4da0243bdf72a6cd,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_59fb93108c625f9c,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_6c9ad557921d1966,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_70bc91001fd21361,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_7d29cbb2adc90870,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_a6ffe2b653ce5a24,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_bace2709926cfaee,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_c519138426e50658,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_e3bc02cdca185ab2,analytic_noop,00000000,True,2.5902920606313273
exact_noop,2.5902920606313273,qpool_ff721276bd560c43,analytic_noop,00000000,True,2.5902920606313273
natural_mean,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_d7d102c2537b80f1,11100110,False,0.0036797454926800199
natural_mean,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_2def687a70c0189d,11100100,False,0.1140785824192827
natural_mean,2.5902920606313273,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,11001111,False,0.2234514303583488
natural_mean,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,11010110,False,0.086916097586675178
natural_mean,2.5902920606313273,qpool_169a31b6710ef111,qmask_cb0a7c3a10da33f2,11001100,False,0.043364086858053152
natural_mean,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_81b5d6cd2a60bf37,11110101,False,0.37609864225865941
natural_mean,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,11110111,False,0.52277524569458089
natural_mean,2.5902920606313273,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,11000100,False,0.42555862516749077
natural_mean,2.5902920606313273,qpool_6c9ad557921d1966,qmask_e003b3ec0121953b,11011001,False,0.34320747975137511
natural_mean,2.5902920606313273,qpool_70bc91001fd21361,qmask_527883050feb9009,11001011,False,0.0092064133153884065
natural_mean,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_6d08de407943319e,11101101,False,0.3951048566038069
natural_mean,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_a9284c314595341d,11001010,False,0.1267304728678873
natural_mean,2.5902920606313273,qpool_bace2709926cfaee,qmask_bad2b6dedfcd4ce3,11010101,False,0.067334279318648882
natural_mean,2.5902920606313273,qpool_c519138426e50658,qmask_47a8b0e6e63f5071,10111110,False,0.46755182930640293
natural_mean,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,11110100,False,0.23684795230350009
natural_mean,2.5902920606313273,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,11100101,False,0.044942761963518763
transformed_mean,2.5902920606313273,qpool_04a0d16a2ce1d6ae,qmask_87bb9cc60085dcff,11011101,False,0.19573339103999432
transformed_mean,2.5902920606313273,qpool_094d56ddcd5f1fe4,qmask_514b410bbe7f097e,11010111,False,0.21499046468168762
transformed_mean,2.5902920606313273,qpool_0b1792f4952557ee,qmask_693dc55993aa4fa9,11001111,False,0.24742847481681476
transformed_mean,2.5902920606313273,qpool_0ffd30d33ad8dd0f,qmask_c76e2148877c5063,11010110,False,0.2683536859471447
transformed_mean,2.5902920606313273,qpool_169a31b6710ef111,qmask_427363983d4a675f,11011110,False,0.23053076885960788
transformed_mean,2.5902920606313273,qpool_3bc403a0734a65bf,qmask_81b5d6cd2a60bf37,11110101,False,0.27698973407042882
transformed_mean,2.5902920606313273,qpool_4da0243bdf72a6cd,qmask_fe024629e8134fa2,11110111,False,0.35337733422190959
transformed_mean,2.5902920606313273,qpool_59fb93108c625f9c,qmask_d9d8505932b1a835,11000100,False,0.37355616959433835
transformed_mean,2.5902920606313273,qpool_6c9ad557921d1966,qmask_d79394fce5af8530,11011111,False,0.21413337717555583
transformed_mean,2.5902920606313273,qpool_70bc91001fd21361,qmask_527883050feb9009,11001011,False,0.29143081099029305
transformed_mean,2.5902920606313273,qpool_7d29cbb2adc90870,qmask_aa927932235c699d,11011100,False,0.22690603301589229
transformed_mean,2.5902920606313273,qpool_a6ffe2b653ce5a24,qmask_58970516f324daa1,11011000,False,0.30705483377841536
transformed_mean,2.5902920606313273,qpool_bace2709926cfaee,qmask_ddc0ed6fecc12d09,11011011,False,0.21211766242613764
transformed_mean,2.5902920606313273,qpool_c519138426e50658,qmask_ed854a1bc1c21a23,01111011,False,0.92105876888061622
transformed_mean,2.5902920606313273,qpool_e3bc02cdca185ab2,qmask_90dd78ad11f097b3,11110100,False,0.30894920113878621
transformed_mean,2.5902920606313273,qpool_ff721276bd560c43,qmask_f9ff1c9f8ba69f2e,11100101,False,0.16332124642853296
