selector,target,ridge,term,coefficient
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_3,-0.58857944394903716
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_4,-0.60146254604029492
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_5,-0.31094021058188054
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_6,-0.25681447530253482
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_7,-0.17774836112548473
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_0:head_1,1.2735760791116628
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_0:head_2,0.3901341883891834
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_0:head_3,0.37265210005582367
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_0:head_4,0.37309636829708948
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_0:head_5,0.15715297495963021
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_0:head_6,0.16549399741925658
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_0:head_7,0.081302457859330962
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_1:head_2,0.21769571315739528
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_1:head_3,0.33208562939367026
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_1:head_4,0.33452868325648832
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_1:head_5,0.10507996807573133
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_1:head_6,0.14564977289775585
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_1:head_7,0.046265026784079635
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_2:head_3,0.20510040692312331
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_2:head_4,0.21522522527638413
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_2:head_5,0.087287094289017056
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_2:head_6,0.022091007897652906
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_2:head_7,0.08477331881888199
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_3:head_4,-0.0063278190522916763
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_3:head_5,0.043685544115626369
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_3:head_6,-0.022508568766662088
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_3:head_7,0.024361964288085545
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_4:head_5,0.092048240267073492
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_4:head_6,0.019827942824190533
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_4:head_7,0.042984864761417274
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_5:head_6,0.013936322062521192
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_5:head_7,0.014923304294078406
transformed_mean,1.7268613737542182,9.9999999999999995e-07,head_6:head_7,0.023996398005881891
direct_risk,1.7268613737542182,9.9999999999999995e-07,intercept,1.7358439367754379
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_0,-0.79625788491462113
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_1,-0.74659551431434068
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_2,-0.23793751875736954
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_3,-0.27937426556321943
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_4,-0.19933992552887553
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_5,-0.17587492102298613
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_6,-0.12724672038461921
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_7,-0.065438655016739164
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_0:head_1,0.70294344538236841
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_0:head_2,0.18743637193996932
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_0:head_3,0.19659518590621539
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_0:head_4,0.20003027543081708
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_0:head_5,0.10230684634738808
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_0:head_6,0.080831218215147618
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_0:head_7,0.046152394918115118
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_1:head_2,0.20764963278603785
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_1:head_3,0.21702892792080328
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_1:head_4,0.20466574968115267
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_1:head_5,0.097480479289109759
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_1:head_6,0.076399843125865979
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_1:head_7,0.061565253789320595
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_2:head_3,0.080689849365550945
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_2:head_4,0.098632209242024232
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_2:head_5,0.037983629614165459
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_2:head_6,0.016027497041010131
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_2:head_7,0.028023700113377476
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_3:head_4,0.16028530798889112
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_3:head_5,0.028091788720764444
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_3:head_6,0.023653742112674549
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_3:head_7,0.0074642743784443548
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_4:head_5,0.038717689352135279
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_4:head_6,0.024686201248354873
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_4:head_7,0.023367923616306172
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_5:head_6,0.0056829975839144372
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_5:head_7,-0.0028183276894352869
direct_risk,1.7268613737542182,9.9999999999999995e-07,head_6:head_7,0.0039966108998340669
natural_mean,2.5902920606313273,0.01,intercept,-0.013411630011806626
natural_mean,2.5902920606313273,0.01,head_0,0.81297662743193555
natural_mean,2.5902920606313273,0.01,head_1,0.73340406522714885
natural_mean,2.5902920606313273,0.01,head_2,0.37413211399916946
natural_mean,2.5902920606313273,0.01,head_3,0.26546453325811858
natural_mean,2.5902920606313273,0.01,head_4,0.2435224560138165
natural_mean,2.5902920606313273,0.01,head_5,0.14670478607653292
natural_mean,2.5902920606313273,0.01,head_6,0.086467748390033947
natural_mean,2.5902920606313273,0.01,head_7,0.080583216424697374
natural_mean,2.5902920606313273,0.01,head_0:head_1,0.42918336741974078
natural_mean,2.5902920606313273,0.01,head_0:head_2,-0.038874492535613807
natural_mean,2.5902920606313273,0.01,head_0:head_3,0.029509857524820989
natural_mean,2.5902920606313273,0.01,head_0:head_4,0.040721225394585718
natural_mean,2.5902920606313273,0.01,head_0:head_5,0.023133752546730599
natural_mean,2.5902920606313273,0.01,head_0:head_6,0.0085023519554349326
natural_mean,2.5902920606313273,0.01,head_0:head_7,0.03411896654893605
natural_mean,2.5902920606313273,0.01,head_1:head_2,-0.020863287261540745
natural_mean,2.5902920606313273,0.01,head_1:head_3,0.069324944084584436
natural_mean,2.5902920606313273,0.01,head_1:head_4,0.09252207230316728
natural_mean,2.5902920606313273,0.01,head_1:head_5,0.032742466773554801
natural_mean,2.5902920606313273,0.01,head_1:head_6,0.013253761872298502
natural_mean,2.5902920606313273,0.01,head_1:head_7,0.040148389502840914
natural_mean,2.5902920606313273,0.01,head_2:head_3,-0.011968583823754372
natural_mean,2.5902920606313273,0.01,head_2:head_4,-0.014238864684348993
natural_mean,2.5902920606313273,0.01,head_2:head_5,-0.0029142914538071462
natural_mean,2.5902920606313273,0.01,head_2:head_6,-0.0017828934633086053
natural_mean,2.5902920606313273,0.01,head_2:head_7,0.0092529040155573845
natural_mean,2.5902920606313273,0.01,head_3:head_4,0.11299568267255752
natural_mean,2.5902920606313273,0.01,head_3:head_5,-0.0014042163209869187
natural_mean,2.5902920606313273,0.01,head_3:head_6,0.030038382832357064
natural_mean,2.5902920606313273,0.01,head_3:head_7,-0.019770654427642177
natural_mean,2.5902920606313273,0.01,head_4:head_5,0.0054287845978676415
natural_mean,2.5902920606313273,0.01,head_4:head_6,0.016419541767084777
natural_mean,2.5902920606313273,0.01,head_4:head_7,-0.017793578984799781
natural_mean,2.5902920606313273,0.01,head_5:head_6,0.011317359157504319
natural_mean,2.5902920606313273,0.01,head_5:head_7,-0.0050821321092304013
natural_mean,2.5902920606313273,0.01,head_6:head_7,-0.0011201073083988212
transformed_mean,2.5902920606313273,0.10000000000000001,intercept,2.966001748296919
transformed_mean,2.5902920606313273,0.10000000000000001,head_0,-1.2098851558467776
transformed_mean,2.5902920606313273,0.10000000000000001,head_1,-1.1271393259242348
transformed_mean,2.5902920606313273,0.10000000000000001,head_2,-0.66196491171093308
transformed_mean,2.5902920606313273,0.10000000000000001,head_3,-0.56765428089619685
transformed_mean,2.5902920606313273,0.10000000000000001,head_4,-0.53592177920124384
transformed_mean,2.5902920606313273,0.10000000000000001,head_5,-0.32385002731178808
transformed_mean,2.5902920606313273,0.10000000000000001,head_6,-0.27929269098014836
transformed_mean,2.5902920606313273,0.10000000000000001,head_7,-0.15263965847028058
transformed_mean,2.5902920606313273,0.10000000000000001,head_0:head_1,-0.08900757098625256
transformed_mean,2.5902920606313273,0.10000000000000001,head_0:head_2,0.22095174592399386
transformed_mean,2.5902920606313273,0.10000000000000001,head_0:head_3,0.22244666700057616
transformed_mean,2.5902920606313273,0.10000000000000001,head_0:head_4,0.20632010959969679
transformed_mean,2.5902920606313273,0.10000000000000001,head_0:head_5,0.13158334788796361
transformed_mean,2.5902920606313273,0.10000000000000001,head_0:head_6,0.091818096917950495
transformed_mean,2.5902920606313273,0.10000000000000001,head_0:head_7,0.037366366124720087
transformed_mean,2.5902920606313273,0.10000000000000001,head_1:head_2,0.17046643167159176
transformed_mean,2.5902920606313273,0.10000000000000001,head_1:head_3,0.21987648920384409
transformed_mean,2.5902920606313273,0.10000000000000001,head_1:head_4,0.19700594014889172
transformed_mean,2.5902920606313273,0.10000000000000001,head_1:head_5,0.025853153478508847
transformed_mean,2.5902920606313273,0.10000000000000001,head_1:head_6,0.095852892861830255
transformed_mean,2.5902920606313273,0.10000000000000001,head_1:head_7,0.0096966128539431526
transformed_mean,2.5902920606313273,0.10000000000000001,head_2:head_3,0.17012052534548122
transformed_mean,2.5902920606313273,0.10000000000000001,head_2:head_4,0.16569680973135822
transformed_mean,2.5902920606313273,0.10000000000000001,head_2:head_5,0.11513231408319458
transformed_mean,2.5902920606313273,0.10000000000000001,head_2:head_6,0.08750175973794827
transformed_mean,2.5902920606313273,0.10000000000000001,head_2:head_7,0.036179004488945676
transformed_mean,2.5902920606313273,0.10000000000000001,head_3:head_4,0.025011992383193515
transformed_mean,2.5902920606313273,0.10000000000000001,head_3:head_5,0.046018050922896889
transformed_mean,2.5902920606313273,0.10000000000000001,head_3:head_6,-0.0018550523208670847
transformed_mean,2.5902920606313273,0.10000000000000001,head_3:head_7,0.022861036065294781
transformed_mean,2.5902920606313273,0.10000000000000001,head_4:head_5,0.040246674259896024
transformed_mean,2.5902920606313273,0.10000000000000001,head_4:head_6,0.029514145722029133
transformed_mean,2.5902920606313273,0.10000000000000001,head_4:head_7,0.036965829581405249
transformed_mean,2.5902920606313273,0.10000000000000001,head_5:head_6,0.067587343642921557
transformed_mean,2.5902920606313273,0.10000000000000001,head_5:head_7,0.014577171869019684
transformed_mean,2.5902920606313273,0.10000000000000001,head_6:head_7,0.01477525029184593
direct_risk,2.5902920606313273,0.01,intercept,2.6975303937565682
direct_risk,2.5902920606313273,0.01,head_0,-0.93842418597027966
direct_risk,2.5902920606313273,0.01,head_1,-0.88102525346378813
direct_risk,2.5902920606313273,0.01,head_2,-0.40252405062225627
direct_risk,2.5902920606313273,0.01,head_3,-0.36566326554510897
direct_risk,2.5902920606313273,0.01,head_4,-0.32254340199324166
direct_risk,2.5902920606313273,0.01,head_5,-0.20866215465812343
direct_risk,2.5902920606313273,0.01,head_6,-0.1499321136325556
direct_risk,2.5902920606313273,0.01,head_7,-0.099713496383109376
direct_risk,2.5902920606313273,0.01,head_0:head_1,0.26863737719184066
direct_risk,2.5902920606313273,0.01,head_0:head_2,0.20569436049316575
direct_risk,2.5902920606313273,0.01,head_0:head_3,0.16796230524333139
direct_risk,2.5902920606313273,0.01,head_0:head_4,0.18506695708123017
direct_risk,2.5902920606313273,0.01,head_0:head_5,0.072091326415417975
direct_risk,2.5902920606313273,0.01,head_0:head_6,0.057159638209468934
direct_risk,2.5902920606313273,0.01,head_0:head_7,0.023698924493597288
direct_risk,2.5902920606313273,0.01,head_1:head_2,0.19478767902681229
direct_risk,2.5902920606313273,0.01,head_1:head_3,0.163685154895576
direct_risk,2.5902920606313273,0.01,head_1:head_4,0.18089791298721117
direct_risk,2.5902920606313273,0.01,head_1:head_5,0.046496740965423326
direct_risk,2.5902920606313273,0.01,head_1:head_6,0.052268718164868583
direct_risk,2.5902920606313273,0.01,head_1:head_7,0.037193473483939844
direct_risk,2.5902920606313273,0.01,head_2:head_3,0.10100951740003994
direct_risk,2.5902920606313273,0.01,head_2:head_4,0.11909552293428541
direct_risk,2.5902920606313273,0.01,head_2:head_5,0.049033293135323903
direct_risk,2.5902920606313273,0.01,head_2:head_6,0.027681684697562155
direct_risk,2.5902920606313273,0.01,head_2:head_7,0.029784757064746016
direct_risk,2.5902920606313273,0.01,head_3:head_4,0.1128983317285574
direct_risk,2.5902920606313273,0.01,head_3:head_5,0.027617887194124852
direct_risk,2.5902920606313273,0.01,head_3:head_6,0.0016009251366709864
direct_risk,2.5902920606313273,0.01,head_3:head_7,0.02513987161361125
direct_risk,2.5902920606313273,0.01,head_4:head_5,0.040358823196832184
direct_risk,2.5902920606313273,0.01,head_4:head_6,0.017306862166822791
direct_risk,2.5902920606313273,0.01,head_4:head_7,0.043043748961402888
direct_risk,2.5902920606313273,0.01,head_5:head_6,0.0049783050912932877
direct_risk,2.5902920606313273,0.01,head_5:head_7,-3.929165094878986e-05
direct_risk,2.5902920606313273,0.01,head_6:head_7,0.0020322672484264967
