mask_id,actual_target_loss,target,actual_mean_effect
mask_072954e13582403d,0.9896210534498096,0.5,-0.2776400176808238
mask_072e2682365e2f97,0.9373029302805662,0.5,-0.20536378771066666
mask_0732f42873beb7c1,1.5668171867728233,0.5,-0.8399236388504505
mask_07925c231a40da13,0.9552214397117496,0.5,-0.03339091595262289
mask_07d46c4064df28de,1.4631977993994951,0.5,-0.7287544924765825
mask_0838942308d6f177,2.0129884127527475,0.5,-1.3683914374560118
mask_083abb01ea255f99,1.746273030526936,0.5,-0.935325033031404
mask_0884e2e4153afdb8,0.5553712174296379,0.5,0.26291588693857193
mask_089e213431f6eb46,1.4512159265577793,0.5,-0.6918579563498497
mask_08afa32350905510,1.1029809964820743,0.5,0.14748784061521292
mask_08d855ced7976fbd,1.005377609282732,0.5,-0.13849976286292076
mask_08f90efcdb801452,0.967122258618474,0.5,-0.2888441253453493
mask_0904dee778551768,1.7238499829545617,0.5,-0.9524659747257829
mask_0935b37917cb2f4e,0.7000170322135091,0.5,0.2370230620726943
mask_093d3fa653003127,1.0928653720766306,0.5,-0.18271677196025848
mask_097298711823b0c6,0.9364820029586554,0.5,-0.19071465358138084
mask_0997d526f9689999,0.6770948935300112,0.5,0.3185277748852968
mask_09f06118a3697554,0.976737598888576,0.5,0.08240183535963297
mask_0a06f345857aff06,1.7669133925810456,0.5,-1.0876944633200765
mask_0a28ee8c3af8c41e,0.5734365060925484,0.5,0.28128624334931374
mask_0a31203ffa7a8cb3,0.7817312069237232,0.5,-0.1203954741358757
mask_0accfd1da172416d,1.002071913331747,0.5,0.238750871270895
mask_0b2f75e03d26edd8,0.7942917384207249,0.5,-0.05348324403166771
mask_0b68f6d9b759212d,1.0981596997007728,0.5,0.3548962203785777
mask_0bc4832fd9aec1f2,0.7761164139956236,0.5,0.1852512378245592
mask_0bce5d98f89f8967,1.3565568644553423,0.5,-0.6729901190847158
mask_0be6ade830ac7383,0.7134870886802673,0.5,0.055987175554037094
mask_0bfc518746e3d728,1.2120474707335234,0.5,-0.5493018310517073
mask_0c2fc012190ed2ec,0.9436831707134843,0.5,-0.2890845211222768
mask_0cc7b2ed6fb1a109,1.0012320578098297,0.5,-0.2592123728245497
mask_0cda8af62c1cee9b,0.687000023201108,0.5,-0.052893904969096184
mask_0d5960085c603016,1.5045286305248737,0.5,-0.7809322103857994
mask_0d85c06514242c0c,0.8240224272012711,0.5,-0.21672139316797256
mask_0dcd157549c8d42a,0.7164828702807426,0.5,-0.06428191438317299
mask_0df9ada3d7c6e6d5,0.7801233483478427,0.5,0.28673449996858835
mask_0e36055127594c70,1.0938841011375189,0.5,-0.4135903064161539
mask_0e930aaa1f77d422,1.8438644353300333,0.5,-1.1096089240163565
mask_0ed66c76df3d0896,1.519435964524746,0.5,-0.7966412976384163
mask_0eee67f37c3677e3,1.2238290617242455,0.5,-0.4547762433066964
mask_0eefd56c19c642ab,1.2677823463454843,0.5,-0.40350628551095724
mask_0f5f2a7c22b3c724,1.6706977132707834,0.5,-0.9120437372475863
mask_0f79187c3e6db006,1.4458730146288872,0.5,-0.7648155484348536
mask_0f79f5dfc9216a44,0.6000110283493996,0.5,0.1597607433795929
mask_0f7c9a6b6a3c540b,1.03780388366431,0.5,-0.3243294144049287
mask_0fafbb62dfe42520,0.8388460632413626,0.5,-0.28443522565066814
mask_0fc55301bc5110b4,1.2149225305765867,0.5,0.4764306377619505
mask_0fd46d3c39a1f7fd,1.0356079963967204,0.5,0.20149627793580294
mask_0fda322c6f29c62f,0.6894577657803893,0.5,0.2446203948929906
mask_1059ad14c514309d,1.0986184030771255,0.5,-0.4222366102039814
mask_10ef00248e2a16b2,1.1201534112915397,0.5,0.3393826661631465
mask_111864c7b4146c7a,1.168993167579174,0.5,-0.4802767410874367
mask_11298ef694692957,1.227759474888444,0.5,-0.6021629180759192
mask_114d66a3330411f5,1.2206073394045234,0.5,0.23953062761574984
mask_114f886ec2593a10,1.048299465328455,0.5,0.3238744791597128
mask_11620895769a8f4b,1.2636150373145938,0.5,0.3766063963994384
mask_117de91ea651d055,1.0101671675220132,0.5,-0.3728832835331559
mask_117e8c9e5264dff6,0.6206243149936199,0.5,0.31155334785580635
mask_11a6ae30724af7e5,1.0607685139402747,0.5,-0.3212918294593692
mask_120eeaa8cf7f7e75,0.5880474410951138,0.5,0.15483511239290237
mask_1244031a883d820c,0.8732782965525985,0.5,-0.08072575088590384
mask_12568b0e0ed2c7f8,0.8943434786051512,0.5,-0.08913262002170086
mask_128a07b7cbc2dc57,1.2473660483956337,0.5,-0.5674580670893192
mask_12d8856790b59f36,0.753125574439764,0.5,0.15152311697602272
mask_12df70d97dce178a,1.000147607177496,0.5,-0.2831523660570383
mask_12faad1c8a7f9215,1.198415624909103,0.5,-0.28875413816422224
mask_131ba968878c6cd8,1.0084359180182219,0.5,0.11829310283064842
mask_1331b3dffb33182f,0.5424399711191654,0.5,0.17084895446896553
mask_134b07dd594e447e,1.119657952338457,0.5,-0.32764459401369095
mask_135680c361d0da49,1.1995455138385296,0.5,-0.46379242837429047
mask_13960b9e9f989b7c,0.9898352194577456,0.5,-0.1145325805991888
mask_13c05cca640e9a93,1.0669892812147737,0.5,-0.3318368839100003
mask_13d1e81e91818242,1.1242203190922737,0.5,-0.35893844440579414
mask_1406ff544e9b3a0b,1.5473581356927752,0.5,-0.8276636796072125
mask_142d87275e91de25,0.5943940542638302,0.5,0.2193843312561512
mask_1448958516e7a26e,0.9771686941385269,0.5,0.5103708673268557
mask_144ffa9c13ebe5e6,0.8674585502594709,0.5,-0.06445627473294735
mask_145ad0f2a47628f9,1.777945950627327,0.5,-1.071195311844349
mask_14fdcb5a1cbda0f2,2.2042064368724823,0.5,-1.5811748839914799
mask_15ac9bfc3136ad52,0.5235580932348967,0.5,0.18233182467520237
mask_15bedc78af6be791,1.0723427273333073,0.5,-0.07565346732735634
mask_15dbbd57577f344f,1.2753753988072276,0.5,-0.6836468195542693
mask_15fbb2d2f5f91d69,1.208518985658884,0.5,-0.11225620657205582
mask_160537cfc32ea934,0.6626655291765928,0.5,-0.1075859647244215
mask_16a9b3ed05944871,1.064901566132903,0.5,-0.3082418907433748
mask_16aa2116057fbb2c,1.4162574205547571,0.5,-0.7195800598710775
mask_16df0ec2026de757,0.9132017605006695,0.5,0.19571693800389767
mask_16df5fb9f0d10710,1.6268791379407048,0.5,-0.7709575751796365
mask_1733f0524d65bfe5,0.7547157853841782,0.5,0.32588424533605576
mask_1734762cb122ad9c,1.093865699134767,0.5,0.07557062711566687
mask_1740db587b2ef31c,1.2172818072140217,0.5,-0.6513620801270008
mask_178e7e78622d47f3,0.9781013783067465,0.5,-0.22919677011668682
mask_17978fc8968f1fc3,1.314695779234171,0.5,-0.5698569342494011
mask_17e1d420a472715c,1.32446881942451,0.5,-0.581144792959094
mask_17eb354e2751426d,1.3344227205961943,0.5,-0.6363120842725039
mask_181346430c4d6d51,0.9119439534842968,0.5,0.3590775355696678
mask_1831f7f60f4c02b9,0.5723542366176844,0.5,0.19150766916573048
mask_1847091ed3a6cc0e,0.6411179807037115,0.5,0.17613724060356617
mask_186a81edfb3146c0,0.6269939038902521,0.5,0.05298027582466602
mask_190544ae64094af3,0.8452876061201096,0.5,0.03754734247922897
mask_1937faf23a42d5e8,0.6030584499239922,0.5,0.19637663289904594
mask_195f53ddcd1db88f,0.9253208339214325,0.5,-0.22878148034214973
mask_196c237c32e1bcb4,0.6402754429727793,0.5,0.10543298535048962
mask_19c7481685387603,1.7895161425694823,0.5,-1.0988911455497146
mask_19f6dd08f240b339,0.959634318947792,0.5,0.23845439963042736
mask_1a191f5df2f0867e,1.8062696009874344,0.5,-0.9845114182680845
mask_1a4dc8b55fe297c7,1.845619585365057,0.5,-1.1509195230901241
mask_1a5c04afb13b8f15,0.5450920164585114,0.5,0.25382133200764656
mask_1a66749071956386,0.5813949052244425,0.5,0.11476598493754864
mask_1a7470cdd112fbb6,1.0646137911826372,0.5,-0.23325959034264088
mask_1a916969945c77e4,1.2718863990157843,0.5,-0.3491551484912634
mask_1ad7e8e3fc0e89a0,1.1682744463905692,0.5,-0.5657888306304812
mask_1adee324e61f2b05,0.6897386107593775,0.5,0.14008423499763012
mask_1aed2b00b810536b,1.7226946670562029,0.5,-1.0939308498054743
mask_1b5a9457682fc335,1.3107722513377666,0.5,-0.6039494760334492
mask_1b5e4b3cbe82238c,0.9459562506526709,0.5,-0.12548941560089588
mask_1b8e3c90320a9bd6,1.0705090770497918,0.5,-0.1964267259463668
mask_1bbbd7e8877b7859,1.138219221495092,0.5,-0.27321706991642714
mask_1bf1742c9673a1e0,1.143739535473287,0.5,0.19574233796447515
mask_1c0d45d71202cf71,1.3557431483641267,0.5,-0.6429574070498347
mask_1c49e558ac8e8c24,1.0336420787498355,0.5,0.11923727858811617
mask_1c571138f21b985c,0.6350570432841778,0.5,0.03733191266655922
mask_1c72465674cf4c69,0.5812922418117523,0.5,0.1440786048769951
mask_1c9732dfb31b0d66,0.8642054945230484,0.5,-0.22595816105604172
mask_1d0de6255c504b20,1.4446015916764736,0.5,-0.7543011978268623
mask_1d103d2f6b709210,0.7136440929025412,0.5,-0.08956926129758358
mask_1d16c18271af2d8d,1.164214032702148,0.5,0.3243299452587962
mask_1d27bf5f9697db4b,1.4106923965737224,0.5,-0.6817954080179334
mask_1d5f694ee2bf1c48,0.9378189956769347,0.5,-0.3323340592905879
mask_1d6e5ccbc72bd038,1.221003819257021,0.5,-0.6330585703253746
mask_1d957da7913442f3,0.8119510635733604,0.5,0.02068673446774483
mask_1da4314b76fdcde5,1.1068284669891,0.5,-0.25753027107566595
mask_1daae154b318adc3,1.0648439638316631,0.5,0.18903493881225586
mask_1ddec9b913c4eadb,1.2162468088790774,0.5,-0.054721361957490444
mask_1dfaca9284f22a9c,0.5973297096788883,0.5,0.3052210547029972
mask_1e751198d8d80a05,1.3448461312800646,0.5,-0.6008589062839746
mask_1e8b5a2adeaf203a,0.8892054175958037,0.5,-0.28867113310843706
mask_1e9bb83edcbd9ec4,1.0701968297362328,0.5,-0.30889588594436646
mask_1f11bf48cf022c42,1.0543955275788903,0.5,0.35296586621552706
mask_1f4dee51121f3999,0.8262131754308939,0.5,-0.15607030503451824
mask_1f66693b15562c34,1.5801701247692108,0.5,-0.6988949067890644
mask_1f8f09a0cd98b134,1.0339390775188804,0.5,-0.30466101970523596
mask_1fbcdcf2c8ef78a5,0.6858252249658108,0.5,-0.0942922905087471
mask_1fc27d3599ddce5e,0.670433497056365,0.5,0.12952052243053913
mask_1fd0fcd3e947221b,0.9566565174609423,0.5,-0.1535170041024685
mask_200d729dea01f134,1.3055446986109018,0.5,-0.5399917233735323
mask_2017130db58fa9ec,0.6435273569077253,0.5,0.2325307186692953
mask_2052b652efadfb00,1.21922324039042,0.5,0.2374146580696106
mask_20571b2725af155e,0.8456695871427655,0.5,0.18301800172775984
mask_2093fe6a7466992d,1.223561747930944,0.5,-0.29395656380802393
mask_20b913706c641242,1.269480261951685,0.5,0.0022786408662795994
mask_211d0c7debf09a64,1.0910787703469396,0.5,0.26432863157242537
mask_212f1c63647f1a45,1.1148677729070187,0.5,-0.23941487818956375
mask_2136507cb0843491,0.6633365266025066,0.5,0.3958062343299389
mask_21a57f486e7ae09f,1.0651680883020163,0.5,-0.25280904956161976
mask_21bba402dbe98912,1.1404968621209264,0.5,-0.30198267195373774
mask_21cf31a6434f4a9d,0.8240948785096407,0.5,-0.13133322447538376
mask_223dc6df7a1b26b2,1.1264371974393725,0.5,-0.48830884229391813
mask_228c1deca4be234b,0.9232187336310744,0.5,0.26896942500025034
mask_22c459154ea7a30f,1.0329471305012703,0.5,-0.3954395763576031
mask_22f4b9a2bf67d329,0.7784997578710318,0.5,-0.08512812107801437
mask_22fde5999ca9e697,0.7096907831728458,0.5,-0.10517556592822075
mask_23454a19f135f201,0.8072311524301767,0.5,0.2710385750979185
mask_23e74ecc325a67dc,1.1817884175106883,0.5,-0.20150942262262106
mask_24092c6b55aa384a,0.6982089206576347,0.5,0.07954243198037148
mask_245adf09100b1922,0.9377736169844866,0.5,-0.06302069686353207
mask_2482fd8651909e90,1.4092644471675158,0.5,-0.6135988887399435
mask_24a1d3f2599c2a05,0.8261270960792899,0.5,0.0873877489939332
mask_24b4697f805a7584,0.9036199143156409,0.5,-0.16975038405507803
mask_24da5546bf549bd6,1.2408238491043448,0.5,-0.6168802557513118
mask_24eae8c69d0072c9,0.5878148954361677,0.5,0.3701480124145746
mask_24fa674f7a93682a,1.2598817525431514,0.5,0.12905532028526068
mask_25163ea71ca4cf93,1.1330840047448874,0.5,-0.22871089354157448
mask_252032a80c6a5be8,1.5671062329784036,0.5,-0.8287463868036866
mask_254fdfd651fb9b8a,0.9383778255432844,0.5,-0.19598999805748463
mask_2551782edfb91532,1.1373250130563974,0.5,-0.43837170489132404
mask_25d8db4717834646,1.5111137069761753,0.5,-0.7340334728360176
mask_26023e64e7dcebe4,0.5862209834158421,0.5,0.12073768675327301
mask_260c97855ce7d2b0,0.6782918144017458,0.5,0.15339897386729717
mask_2629e88750249bd4,0.9491324750706553,0.5,-0.21254582423716784
mask_2652aa7472b56586,0.7895604874938726,0.5,-0.1314041819423437
mask_2658022fba547221,1.1798772271722555,0.5,-0.5240185726433992
mask_2674aa2c35c35cde,1.1864212499931455,0.5,-0.6058812597766519
mask_2682d3e873be0249,1.8516484759747982,0.5,-1.2017733491957188
mask_269ee30f53d3539e,0.9089976716786623,0.5,-0.10048855282366276
mask_26bab075bcb67ef0,1.1798578444868326,0.5,-0.4550233241170645
mask_26d7ad71022342ab,0.7280365135520697,0.5,-0.046130815520882607
mask_26d7dbbf8984eba4,0.8019588999450207,0.5,-0.156307402998209
mask_26dceb5ad9668e41,1.823957258835435,0.5,-1.1413398291915655
mask_270e983a70b4117f,1.6398896789178252,0.5,-0.9725093683227897
mask_2771fe498a8e43c6,1.0190575066953897,0.5,0.23294079303741455
mask_2795f67449ac2cd9,0.7033368516713381,0.5,0.1167284082621336
mask_27c9968a2dbf1986,1.1132072675973177,0.5,-0.4804269839078188
mask_27dc3b419ec2e97e,0.6866729967296124,0.5,-0.06526720151305199
mask_288de99d120b53b0,0.8238537227734923,0.5,-0.10535342525690794
mask_2890f9541345cc11,1.1917215697467327,0.5,-0.5013067498803139
mask_28b9f31e1beaa32d,0.8387623680755496,0.5,0.03599263448268175
mask_28c4ae2256b1ddf1,1.5017098523676395,0.5,-0.7720293290913105
mask_28ca683babec0d8d,0.7409436982125044,0.5,0.07684005238115788
mask_28d50d001014ebc8,1.0896030263975263,0.5,-0.13949452992528677
mask_291e8c70815f65fd,0.5711647048592567,0.5,0.0035058669745922063
mask_29497e16305fb8f7,1.1619526520371437,0.5,-0.5062395483255386
mask_29575c73aab5e32a,1.1764725297689438,0.5,0.28511885553598404
mask_297f88ed3d846a15,1.2112658815458417,0.5,-0.21456879656761885
mask_29c421046a60a605,1.090751415118575,0.5,-0.399595532566309
mask_29cfccbe8846bed8,1.3194777546450496,0.5,-0.39744055178016424
mask_29f6eae51aa3640f,0.6227747797966003,0.5,0.03365514427423477
mask_2a46a76d3a38f9ba,1.0070421556010842,0.5,0.37168082874268293
mask_2a733cadd07c9797,1.1248639412224293,0.5,-0.46181220188736916
mask_2a754c9a872246ae,1.1416792515665293,0.5,-0.24416407756507397
mask_2a7d26fa7148945a,1.622705484740436,0.5,-0.7294481610879302
mask_2a8c152999c7a893,0.9415267761796713,0.5,-0.27025129459798336
mask_2a90d7813af5c2fd,1.3886328134685755,0.5,-0.6843628901988268
mask_2aa79880cd16e245,1.9444627314805984,0.5,-1.2922754511237144
mask_2ac4ed05ae4c779c,0.7613748665899038,0.5,-0.006947698071599009
mask_2b5a14df955c8bb0,1.022492103278637,0.5,-0.17333243414759636
mask_2ba5bbabdda9d2ac,0.8968456191942096,0.5,-0.01098864059895277
mask_2bc61697194058fd,0.86332668364048,0.5,-0.14767351746559143
mask_2c1a0d1f51043ce5,0.7544625736773014,0.5,0.22498025372624397
mask_2c7d8105fb6ebfd5,1.3270075991749763,0.5,-0.5756523981690407
mask_2d32b52d531e3008,1.356479661539197,0.5,-0.7688192222267389
mask_2d56a8de98ae3081,0.8869845373556018,0.5,-0.1513662962242961
mask_2d713f813d2910a1,0.9391616843640804,0.5,-0.3122311644256115
mask_2d7568b8b22c2bd2,0.9323891727253795,0.5,0.19919672328978777
mask_2d82baba5d880532,0.928580766543746,0.5,-0.18076959624886513
mask_2dad5e7b108bb7c6,1.0449251718819141,0.5,-0.16416727751493454
mask_2dbc03e0cbff35f8,1.6896335817873478,0.5,-0.7993773985654116
mask_2de1faf8d83a0f73,0.8501585628837347,0.5,-0.21301049925386906
mask_2e3d1b86aff55094,1.1156965987756848,0.5,-0.4543362529948354
mask_2e570709557174c0,1.2096150144934654,0.5,-0.5698102787137032
mask_2e6ddf310dc4b20f,1.1401444058865309,0.5,-0.2661134749650955
mask_2e745ef7708aada7,1.3388247936964035,0.5,-0.49867331609129906
mask_2e829cedba98b157,1.5077280197292566,0.5,-0.7890673112124205
mask_2edbddf2ab14a010,1.0106129813939333,0.5,0.6000090707093477
mask_2edd6d6346e3ac49,0.8876035716384649,0.5,-0.21488428302109241
mask_2ee2f0370ed39326,1.102905840612948,0.5,-0.4039233075454831
mask_2ef281849b6d7519,1.6555122006684542,0.5,-0.8328837491571903
mask_2f48b43f928fe443,0.6274431124329567,0.5,0.2392726168036461
mask_2fbcad1958d27661,0.6313667260110378,0.5,0.16062377765774727
mask_2fdfde2e85085bfc,0.8896242696791887,0.5,0.15728191658854485
mask_3011b61d44b8c0ff,0.820426331833005,0.5,-0.2732549514621496
mask_301f307d2ce76f45,1.7415441516786814,0.5,-1.0607413556426764
mask_3058c6d77d8be80a,0.7928410954773426,0.5,-0.21145937964320183
mask_30967adf6a9c628c,0.7158455960452557,0.5,0.4057510755956173
mask_3096bfee32fec1e8,1.1061671050265431,0.5,0.1493250811472535
mask_30c7252552f44368,1.0263679763302207,0.5,0.13375239167362452
mask_30ff592189caa36c,0.8454804653301835,0.5,0.01955509092658758
mask_311246bcf526519a,1.2258130982518196,0.5,-0.1017756499350071
mask_3120a5ae59964d69,1.0180456321686506,0.5,-0.34432569332420826
mask_3173690085bbd5dc,1.1018165815621614,0.5,-0.3025242816656828
mask_319728a7e09b1241,1.3574271416291595,0.5,-0.2933556707575917
mask_31a3b320e41240c0,0.6333009283989668,0.5,0.24676222912967205
mask_31adef0ea8bcb233,0.6389983110129833,0.5,0.20293859764933586
mask_31d5136409c97655,1.2562496680766344,0.5,-0.5033380035310984
mask_31e0b66dd5387257,1.4525184091180563,0.5,-0.7036536168307066
mask_31ec196c8f384aa2,0.770086320117116,0.5,0.02130204252898693
mask_32083b90cbe58d29,0.6589153036475182,0.5,0.34559351205825806
mask_3217746b19168db5,1.0634988164529204,0.5,0.4648516522720456
mask_3219541d905d9de3,1.8182287346571684,0.5,-1.16178890876472
mask_3222cad4dfe8bda2,0.904790279455483,0.5,-0.1695490749552846
mask_324406e4f168b6e1,0.8842613762244582,0.5,-0.0031602801755070673
mask_3275d584f67375f6,0.9943463755771518,0.5,-0.10043499153107405
mask_327f0545bb69aae0,0.8400931740179658,0.5,0.08683320973068476
mask_32942531cef4aaf6,0.7890730332583189,0.5,0.06643849052488804
mask_32970440e71e681d,1.136250028386712,0.5,-0.5384334716945887
mask_32e07f56c5eae0ac,0.7000385550782084,0.5,0.2679808782413602
mask_330c7e0bbf03c99b,1.1141839986667037,0.5,-0.4772819606587291
mask_332c3341fb6d8d79,1.581869661808014,0.5,-0.9066505692899227
mask_33c8f8a063c5ff6d,1.0112983789294958,0.5,0.15570239908993244
mask_33d2f91410af116e,0.7078635785728693,0.5,0.2577845621854067
mask_33f71ecf2101a81c,0.7753365384414792,0.5,0.18964181374758482
mask_34137b58d71928dc,1.379498079419136,0.5,-0.5328893698751926
mask_34653614da62b27f,1.2132896222174168,0.5,0.33028613217175007
mask_348341ab7037ab71,1.4950401540845633,0.5,-0.5937751457095146
mask_348a5f0a86f1cf36,0.5965291019529104,0.5,0.07022369839251041
mask_349cec88dfbb6d53,1.1560033531859517,0.5,-0.5115882130339742
mask_34ce0f318ff3a60b,1.0051908874884248,0.5,0.07522668223828077
mask_34e5514d32a5fa00,1.4026643577963114,0.5,-0.7487508300691843
mask_35e9681bfe6ab4b8,0.8540218435227871,0.5,-0.2667210102081299
mask_35eb9432d8f82e30,1.0553713887929916,0.5,-0.16706493496894836
mask_3612c8289d9847c3,1.6846417533233762,0.5,-0.8880107691511512
mask_361c74f6beceddf9,1.5971897523850203,0.5,-0.7300318144261837
mask_36599ad4a747efbf,1.376288628205657,0.5,-0.7405038122087717
mask_368e2a846c571483,1.8908278476446867,0.5,-1.1847936380654573
mask_37106ae832484e62,0.787017285823822,0.5,-0.21869130805134773
mask_3744473ce40d5b73,1.9758353102952242,0.5,-1.3188652824610472
mask_3744ed833c39d003,2.0898648612201214,0.5,-1.4643803648650646
mask_374679c6aa6c97af,1.3140380010008812,0.5,-0.6104796528816223
mask_374e276665ad3cf2,1.319920338690281,0.5,-0.7060553822666407
mask_3770d6ec0410a7e3,1.1370284520089626,0.5,-0.5234052315354347
mask_378f966619a8fe25,1.0919703226536512,0.5,-0.28269059769809246
mask_379b885409f36201,1.0715041812509298,0.5,-0.13602588139474392
mask_37af67985e6b5fc6,0.7901358753442764,0.5,-0.17556845024228096
mask_37cab89487794f79,1.2540884707123041,0.5,-0.4735372308641672
mask_37f6f88cef5b3afd,1.45590437669307,0.5,-0.8294242145493627
mask_383d254a887de479,1.3670456036925316,0.5,-0.634377971291542
mask_389fd52d40cd33e8,1.5015744557604194,0.5,-0.6732856845483184
mask_38a19867b4e06f39,0.9936959305778146,0.5,-0.3675174517557025
mask_38a2ce661c61438d,0.9402091549709439,0.5,0.348380739800632
mask_38ab50145b0e5c9f,1.6071981908753514,0.5,-0.7024922585114837
mask_38dd2eada3d6fa40,0.784884873777628,0.5,0.07622942328453064
mask_38f27ae39a1ff5be,1.0236021606251597,0.5,0.367841518484056
mask_3902a2eb400dffa6,0.592392997816205,0.5,0.0936258677393198
mask_391d07e7068fd72c,1.3034309670329094,0.5,-0.692936547100544
mask_392da1da97dca29d,0.7384899780154228,0.5,0.1712295264005661
mask_39cca0146ccfe5b8,0.7844299785792828,0.5,-0.0336485281586647
mask_39fd0654c48728b4,0.6727007320150733,0.5,0.14422811288386583
mask_39fef7db4d0f84c5,1.1359647177159786,0.5,-0.3491533324122429
mask_3a2a17d97166233e,0.8575406335294247,0.5,-0.21979329362511635
mask_3a43f2f94887e79a,0.8565124673768878,0.5,-0.1505205323919654
mask_3a557a74120694b1,1.4329076781868935,0.5,-0.7030905038118362
mask_3a60d153a8033588,1.4207957992330194,0.5,-0.689325706101954
mask_3a8a5a7402290c7a,1.4927274882793427,0.5,-0.738673273473978
mask_3aa999fbe97d54f9,0.60395029745996,0.5,0.12697660364210606
mask_3ab166f031982273,0.9006327036768198,0.5,-0.09210315346717834
mask_3b3df79177f159fb,1.578830481506884,0.5,-0.7290200209245086
mask_3b5988957c7b1106,0.7492111716419458,0.5,0.06354798190295696
mask_3b6bb9588c171d67,1.6332246381789446,0.5,-0.8951967675238848
mask_3b6ec87f883d12db,1.2693688869476318,0.5,-0.7235736101865768
mask_3b9207112fb19a86,1.1459338963031769,0.5,-0.26290288195014
mask_3baf9f0c4c48f50b,1.5160166723653674,0.5,-0.6376920556649566
mask_3bc8ffff95c79989,0.7084245532751083,0.5,0.08551079034805298
mask_3be54e43f8bf7f60,0.880968676880002,0.5,-0.3195416238158941
mask_3c103901a85f2c90,1.425339313223958,0.5,-0.632037689909339
mask_3c266672bf637105,1.169481810182333,0.5,-0.5588599145412445
mask_3c2fa65d59564f73,1.2318256311118603,0.5,-0.0941054429858923
mask_3c3ef8038496903b,1.2350822733715177,0.5,0.2622099919244647
mask_3c5beaa60ccf262c,1.7444341517984867,0.5,-1.0536881983280182
mask_3c630391ca340df7,0.65811119787395,0.5,0.1231407318264246
mask_3ca3fb1b0193ecd6,0.6050579063594341,0.5,0.1446026861667633
mask_3caa109521f3e40c,1.1425850708037615,0.5,-0.4679160285741091
mask_3cae9f4bfc7d6974,0.9391741240397096,0.5,-0.0094630429521203
mask_3cd2fd2697b950c0,1.0220948057249188,0.5,0.2930481182411313
mask_3cd61284932e125c,0.9399194261059165,0.5,-0.20151165779680014
mask_3cf8f862f86e64a2,1.2283293660730124,0.5,-0.6336997058242559
mask_3d03d154c7b53ead,1.2893405836075544,0.5,-0.652071813121438
mask_3d1483275d1ed1e4,0.6346769873052835,0.5,0.11766141839325428
mask_3d4a482b78d1fb54,0.9826874146237969,0.5,0.21132526639848948
mask_3d5e51072ada7b1d,0.6219648513942957,0.5,0.08054290525615215
mask_3d678247af56c852,1.0031399801373482,0.5,0.3868395835161209
mask_3e9275a5918cb975,0.6007681805640459,0.5,0.20621581934392452
mask_3f185a8812767204,1.152759350836277,0.5,-0.5248787011951208
