selector_family,model,measurement_budget,pool_id,target,policy,selected_mask_id,selected_head_count,selected_mean_target_loss,selected_mean_objective,selected_within_tolerance,oracle_mask_id,oracle_head_count,oracle_mean_target_loss,oracle_mean_objective,post_outcome_descriptive_only,best_fixed_action_regret
direct_risk,additive_head,160,phase06_candidate_pool_01,1.5,cost_aware,mask_60aa0a7fb249ea37,7,1.490109515376389,1.6301095153763892,0.064453125,mask_8f735f2cb6133fb2,5,1.2931325919926167,1.3931325919926167,True,0.2369769233837724
direct_risk,additive_head,160,phase06_candidate_pool_01,1.5,target_loss,mask_60aa0a7fb249ea37,7,1.490109515376389,1.490109515376389,0.064453125,mask_8f735f2cb6133fb2,5,1.2931325919926167,1.2931325919926167,True,0.19697692338377237
direct_risk,additive_head,160,phase06_candidate_pool_02,0.5,cost_aware,mask_fa4d838029aa7135,7,0.7628310807049274,0.9028310807049275,0.2265625,mask_8ecaf4d3ebf999fb,5,0.6002030055969954,0.7002030055969953,True,0.20262807510793213
direct_risk,additive_head,160,phase06_candidate_pool_02,0.5,target_loss,mask_fa4d838029aa7135,7,0.7628310807049274,0.7628310807049274,0.2265625,mask_8ecaf4d3ebf999fb,5,0.6002030055969954,0.6002030055969954,True,0.1626280751079321
direct_risk,additive_head,160,phase06_candidate_pool_02,1.0,cost_aware,mask_fa4d838029aa7135,7,1.1205790601670742,1.2605790601670743,0.1015625,mask_3ca3fb1b0193ecd6,6,0.9202317446470261,1.0402317446470262,True,0.22034731552004816
direct_risk,additive_head,160,phase06_candidate_pool_02,1.0,target_loss,mask_fa4d838029aa7135,7,1.1205790601670742,1.1205790601670742,0.1015625,mask_3ca3fb1b0193ecd6,6,0.9202317446470261,0.9202317446470261,True,0.20034731552004814
direct_risk,additive_head,160,phase06_candidate_pool_02,1.5,cost_aware,mask_fa4d838029aa7135,7,1.5832700170576572,1.7232700170576574,0.0234375,mask_3ca3fb1b0193ecd6,6,1.3674915172159672,1.4874915172159673,True,0.23577849984169008
direct_risk,additive_head,160,phase06_candidate_pool_02,1.5,target_loss,mask_fa4d838029aa7135,7,1.5832700170576572,1.5832700170576572,0.0234375,mask_3ca3fb1b0193ecd6,6,1.3674915172159672,1.3674915172159672,True,0.21577849984169006
direct_risk,additive_head,160,phase06_candidate_pool_03,0.5,cost_aware,mask_c7aa76cfe19311e6,5,0.6453309059143066,0.7453309059143066,0.234375,mask_acb5d56587be8429,5,0.5785317048430443,0.6785317048430443,True,0.06679920107126236
direct_risk,additive_head,160,phase06_candidate_pool_03,0.5,target_loss,mask_c7aa76cfe19311e6,5,0.6453309059143066,0.6453309059143066,0.234375,mask_acb5d56587be8429,5,0.5785317048430443,0.5785317048430443,True,0.06679920107126236
direct_risk,additive_head,160,phase06_candidate_pool_03,1.0,cost_aware,mask_c7aa76cfe19311e6,5,0.9067982546985149,1.006798254698515,0.146484375,mask_c7aa76cfe19311e6,5,0.9067982546985149,1.006798254698515,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_03,1.0,target_loss,mask_ca85be282e906700,6,1.0051415925845504,1.0051415925845504,0.125,mask_c7aa76cfe19311e6,5,0.9067982546985149,0.9067982546985149,True,0.09834333788603544
direct_risk,additive_head,160,phase06_candidate_pool_03,1.5,cost_aware,mask_ca85be282e906700,6,1.3790504885837436,1.4990504885837437,0.06640625,mask_32e07f56c5eae0ac,5,1.2992673171684146,1.3992673171684147,True,0.099783171415329
direct_risk,additive_head,160,phase06_candidate_pool_03,1.5,target_loss,mask_ca85be282e906700,6,1.3790504885837436,1.3790504885837436,0.06640625,mask_32e07f56c5eae0ac,5,1.2992673171684146,1.2992673171684146,True,0.07978317141532898
direct_risk,additive_head,160,phase06_candidate_pool_04,0.5,cost_aware,mask_72f1b1c0fed2784f,4,0.5670666843652725,0.6470666843652725,0.27734375,mask_72f1b1c0fed2784f,4,0.5670666843652725,0.6470666843652725,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_04,0.5,target_loss,mask_72f1b1c0fed2784f,4,0.5670666843652725,0.5670666843652725,0.27734375,mask_72f1b1c0fed2784f,4,0.5670666843652725,0.5670666843652725,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_04,1.0,cost_aware,mask_72f1b1c0fed2784f,4,0.841801792383194,0.921801792383194,0.130859375,mask_72f1b1c0fed2784f,4,0.841801792383194,0.9218017923831939,True,1.1102230246251565e-16
direct_risk,additive_head,160,phase06_candidate_pool_04,1.0,target_loss,mask_dcea897590bd9243,7,0.9722911715507507,0.9722911715507507,0.154296875,mask_72f1b1c0fed2784f,4,0.841801792383194,0.841801792383194,True,0.13048937916755676
direct_risk,additive_head,160,phase06_candidate_pool_04,1.5,cost_aware,mask_72f1b1c0fed2784f,4,1.2486733384430408,1.328673338443041,0.05859375,mask_72f1b1c0fed2784f,4,1.2486733384430408,1.328673338443041,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_04,1.5,target_loss,mask_dcea897590bd9243,7,1.3007374554872513,1.3007374554872513,0.07421875,mask_72f1b1c0fed2784f,4,1.2486733384430408,1.2486733384430408,True,0.052064117044210434
direct_risk,additive_head,160,phase06_candidate_pool_05,0.5,cost_aware,mask_c90734f24742d01f,6,0.7057152129709721,0.8257152129709721,0.208984375,mask_5fc86f4553a28add,4,0.6136969830840826,0.6936969830840826,True,0.1320182298868895
direct_risk,additive_head,160,phase06_candidate_pool_05,0.5,target_loss,mask_c90734f24742d01f,6,0.7057152129709721,0.7057152129709721,0.208984375,mask_3aa999fbe97d54f9,5,0.60395029745996,0.60395029745996,True,0.10176491551101208
direct_risk,additive_head,160,phase06_candidate_pool_05,1.0,cost_aware,mask_c90734f24742d01f,6,1.0538662187755108,1.173866218775511,0.08984375,mask_3aa999fbe97d54f9,5,0.9212541002780199,1.02125410027802,True,0.1526121184974909
direct_risk,additive_head,160,phase06_candidate_pool_05,1.0,target_loss,mask_c90734f24742d01f,6,1.0538662187755108,1.0538662187755108,0.08984375,mask_6f68c1805e63dbcb,7,0.9142916109412909,0.9142916109412909,True,0.13957460783421993
direct_risk,additive_head,160,phase06_candidate_pool_05,1.5,cost_aware,mask_10ef00248e2a16b2,6,1.4946112567558885,1.6146112567558886,0.09765625,mask_3aa999fbe97d54f9,5,1.381946811452508,1.481946811452508,True,0.1326644453033805
direct_risk,additive_head,160,phase06_candidate_pool_05,1.5,target_loss,mask_10ef00248e2a16b2,6,1.4946112567558885,1.4946112567558885,0.09765625,mask_6f68c1805e63dbcb,7,1.3433052729815245,1.3433052729815245,True,0.151305983774364
direct_risk,additive_head,160,phase06_candidate_pool_06,0.5,cost_aware,mask_6d0e7bb42ef5b279,4,0.5868089906871319,0.6668089906871318,0.23046875,mask_6d0e7bb42ef5b279,4,0.5868089906871319,0.6668089906871318,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_06,0.5,target_loss,mask_6d0e7bb42ef5b279,4,0.5868089906871319,0.5868089906871319,0.23046875,mask_6d0e7bb42ef5b279,4,0.5868089906871319,0.5868089906871319,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_06,1.0,cost_aware,mask_6d0e7bb42ef5b279,4,0.8404193259775639,0.9204193259775639,0.166015625,mask_6d0e7bb42ef5b279,4,0.8404193259775639,0.9204193259775638,True,1.1102230246251565e-16
direct_risk,additive_head,160,phase06_candidate_pool_06,1.0,target_loss,mask_6d0e7bb42ef5b279,4,0.8404193259775639,0.8404193259775639,0.166015625,mask_6d0e7bb42ef5b279,4,0.8404193259775639,0.8404193259775639,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_06,1.5,cost_aware,mask_6d0e7bb42ef5b279,4,1.2517065405845642,1.3317065405845643,0.060546875,mask_6d0e7bb42ef5b279,4,1.2517065405845642,1.3317065405845643,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_06,1.5,target_loss,mask_6d0e7bb42ef5b279,4,1.2517065405845642,1.2517065405845642,0.060546875,mask_6d0e7bb42ef5b279,4,1.2517065405845642,1.2517065405845642,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_07,0.5,cost_aware,mask_91317a05ccd46a9e,4,0.6407899651676416,0.7207899651676417,0.248046875,mask_0245683bb1a0a29d,4,0.5153235141187906,0.5953235141187906,True,0.12546645104885112
direct_risk,additive_head,160,phase06_candidate_pool_07,0.5,target_loss,mask_91317a05ccd46a9e,4,0.6407899651676416,0.6407899651676416,0.248046875,mask_0245683bb1a0a29d,4,0.5153235141187906,0.5153235141187906,True,0.125466451048851
direct_risk,additive_head,160,phase06_candidate_pool_07,1.0,cost_aware,mask_91317a05ccd46a9e,4,0.9006908778101206,0.9806908778101207,0.134765625,mask_0245683bb1a0a29d,4,0.8361367862671614,0.9161367862671613,True,0.06455409154295932
direct_risk,additive_head,160,phase06_candidate_pool_07,1.0,target_loss,mask_91317a05ccd46a9e,4,0.9006908778101206,0.9006908778101206,0.134765625,mask_0245683bb1a0a29d,4,0.8361367862671614,0.8361367862671614,True,0.06455409154295921
direct_risk,additive_head,160,phase06_candidate_pool_07,1.5,cost_aware,mask_91317a05ccd46a9e,4,1.295778850093484,1.375778850093484,0.05859375,mask_fead3e7aa836f74c,7,1.2129916362464428,1.352991636246443,True,0.022787213847041077
direct_risk,additive_head,160,phase06_candidate_pool_07,1.5,target_loss,mask_91317a05ccd46a9e,4,1.295778850093484,1.295778850093484,0.05859375,mask_fead3e7aa836f74c,7,1.2129916362464428,1.2129916362464428,True,0.08278721384704113
direct_risk,additive_head,160,phase06_candidate_pool_08,0.5,cost_aware,mask_7174af0465aa0aa4,4,0.7493800222873688,0.8293800222873688,0.224609375,mask_a756436e53d3c0be,5,0.6669639395549893,0.7669639395549893,True,0.06241608273237953
direct_risk,additive_head,160,phase06_candidate_pool_08,0.5,target_loss,mask_7174af0465aa0aa4,4,0.7493800222873688,0.7493800222873688,0.224609375,mask_a756436e53d3c0be,5,0.6669639395549893,0.6669639395549893,True,0.08241608273237944
direct_risk,additive_head,160,phase06_candidate_pool_08,1.0,cost_aware,mask_7174af0465aa0aa4,4,1.1329243183135986,1.2129243183135987,0.0859375,mask_a756436e53d3c0be,5,0.9753274107351899,1.07532741073519,True,0.1375969075784087
direct_risk,additive_head,160,phase06_candidate_pool_08,1.0,target_loss,mask_7174af0465aa0aa4,4,1.1329243183135986,1.1329243183135986,0.0859375,mask_a756436e53d3c0be,5,0.9753274107351899,0.9753274107351899,True,0.15759690757840872
direct_risk,additive_head,160,phase06_candidate_pool_08,1.5,cost_aware,mask_7174af0465aa0aa4,4,1.608907364308834,1.6889073643088341,0.013671875,mask_a756436e53d3c0be,5,1.4081510910764337,1.5081510910764337,True,0.1807562732324004
direct_risk,additive_head,160,phase06_candidate_pool_08,1.5,target_loss,mask_7174af0465aa0aa4,4,1.608907364308834,1.608907364308834,0.013671875,mask_55c8b0ca6aa655b2,7,1.3740089274942875,1.3740089274942875,True,0.23489843681454659
direct_risk,additive_head,160,phase06_candidate_pool_09,0.5,cost_aware,mask_0b68f6d9b759212d,6,1.0981596997007728,1.2181596997007729,0.14453125,mask_48bc6ad638e9e78f,5,0.5671026837080717,0.6671026837080717,True,0.5510570159927012
direct_risk,additive_head,160,phase06_candidate_pool_09,0.5,target_loss,mask_0b68f6d9b759212d,6,1.0981596997007728,1.0981596997007728,0.14453125,mask_48bc6ad638e9e78f,5,0.5671026837080717,0.5671026837080717,True,0.531057015992701
direct_risk,additive_head,160,phase06_candidate_pool_09,1.0,cost_aware,mask_0b68f6d9b759212d,6,1.1989666251465678,1.318966625146568,0.150390625,mask_3902a2eb400dffa6,4,0.9426293466240168,1.0226293466240168,True,0.2963372785225511
direct_risk,additive_head,160,phase06_candidate_pool_09,1.0,target_loss,mask_0b68f6d9b759212d,6,1.1989666251465678,1.1989666251465678,0.150390625,mask_3902a2eb400dffa6,4,0.9426293466240168,0.9426293466240168,True,0.25633727852255106
direct_risk,additive_head,160,phase06_candidate_pool_09,1.5,cost_aware,mask_0b68f6d9b759212d,6,1.4488485297188163,1.5688485297188164,0.115234375,mask_3902a2eb400dffa6,4,1.4115807432681322,1.4915807432681323,True,0.0772677864506841
direct_risk,additive_head,160,phase06_candidate_pool_09,1.5,target_loss,mask_0b68f6d9b759212d,6,1.4488485297188163,1.4488485297188163,0.115234375,mask_433ab404a0e50e56,9,1.3171212943270802,1.3171212943270802,True,0.13172723539173603
direct_risk,additive_head,160,phase06_candidate_pool_10,0.5,cost_aware,mask_fffb040a35c1b9fd,7,0.6570873074233532,0.7970873074233532,0.234375,mask_291e8c70815f65fd,4,0.5711647048592567,0.6511647048592567,True,0.1459226025640965
direct_risk,additive_head,160,phase06_candidate_pool_10,0.5,target_loss,mask_fffb040a35c1b9fd,7,0.6570873074233532,0.6570873074233532,0.234375,mask_291e8c70815f65fd,4,0.5711647048592567,0.5711647048592567,True,0.08592260256409645
direct_risk,additive_head,160,phase06_candidate_pool_10,1.0,cost_aware,mask_82a8a9716b098476,6,1.0638386998325586,1.1838386998325587,0.10546875,mask_89baada089f28777,6,0.8725992310792208,0.9925992310792208,True,0.19123946875333797
direct_risk,additive_head,160,phase06_candidate_pool_10,1.0,target_loss,mask_82a8a9716b098476,6,1.0638386998325586,1.0638386998325586,0.10546875,mask_89baada089f28777,6,0.8725992310792208,0.8725992310792208,True,0.19123946875333786
direct_risk,additive_head,160,phase06_candidate_pool_10,1.5,cost_aware,mask_82a8a9716b098476,6,1.531515570357442,1.651515570357442,0.021484375,mask_89baada089f28777,6,1.3001688327640295,1.4201688327640296,True,0.2313467375934124
direct_risk,additive_head,160,phase06_candidate_pool_10,1.5,target_loss,mask_82a8a9716b098476,6,1.531515570357442,1.531515570357442,0.021484375,mask_89baada089f28777,6,1.3001688327640295,1.3001688327640295,True,0.2313467375934124
direct_risk,additive_head,160,phase06_candidate_pool_11,0.5,cost_aware,mask_a35e668a6c3b97ee,4,0.5946319829672575,0.6746319829672575,0.205078125,mask_537238852e583435,6,0.5303241666406393,0.6503241666406393,True,0.02430781632661816
direct_risk,additive_head,160,phase06_candidate_pool_11,0.5,target_loss,mask_aba08106bc715514,6,0.7584685757756233,0.7584685757756233,0.193359375,mask_537238852e583435,6,0.5303241666406393,0.5303241666406393,True,0.22814440913498402
direct_risk,additive_head,160,phase06_candidate_pool_11,1.0,cost_aware,mask_aba08106bc715514,6,1.0608832091093063,1.1808832091093064,0.14453125,mask_537238852e583435,6,0.8134142849594355,0.9334142849594355,True,0.24746892414987098
direct_risk,additive_head,160,phase06_candidate_pool_11,1.0,target_loss,mask_aba08106bc715514,6,1.0608832091093063,1.0608832091093063,0.14453125,mask_537238852e583435,6,0.8134142849594355,0.8134142849594355,True,0.24746892414987087
direct_risk,additive_head,160,phase06_candidate_pool_11,1.5,cost_aware,mask_aba08106bc715514,6,1.4957608617842197,1.6157608617842198,0.04296875,mask_537238852e583435,6,1.2535358797758818,1.3735358797758819,True,0.24222498200833797
direct_risk,additive_head,160,phase06_candidate_pool_11,1.5,target_loss,mask_aba08106bc715514,6,1.4957608617842197,1.4957608617842197,0.04296875,mask_537238852e583435,6,1.2535358797758818,1.2535358797758818,True,0.24222498200833797
direct_risk,additive_head,160,phase06_candidate_pool_12,0.5,cost_aware,mask_d730d30fc95de84a,6,0.6129193622618914,0.7329193622618914,0.2734375,mask_bdf0b8784b36d2e1,6,0.6075350530445576,0.7275350530445576,True,0.005384309217333794
direct_risk,additive_head,160,phase06_candidate_pool_12,0.5,target_loss,mask_d730d30fc95de84a,6,0.6129193622618914,0.6129193622618914,0.2734375,mask_bdf0b8784b36d2e1,6,0.6075350530445576,0.6075350530445576,True,0.005384309217333794
direct_risk,additive_head,160,phase06_candidate_pool_12,1.0,cost_aware,mask_d730d30fc95de84a,6,0.8569654431194067,0.9769654431194068,0.14453125,mask_d730d30fc95de84a,6,0.8569654431194067,0.9769654431194067,True,1.1102230246251565e-16
direct_risk,additive_head,160,phase06_candidate_pool_12,1.0,target_loss,mask_d730d30fc95de84a,6,0.8569654431194067,0.8569654431194067,0.14453125,mask_d730d30fc95de84a,6,0.8569654431194067,0.8569654431194067,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_12,1.5,cost_aware,mask_d730d30fc95de84a,6,1.2496018577367067,1.3696018577367068,0.05859375,mask_d730d30fc95de84a,6,1.2496018577367067,1.3696018577367068,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_12,1.5,target_loss,mask_d730d30fc95de84a,6,1.2496018577367067,1.2496018577367067,0.05859375,mask_d730d30fc95de84a,6,1.2496018577367067,1.2496018577367067,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_13,0.5,cost_aware,mask_6ec65240391e285d,7,0.8180879279971123,0.9580879279971124,0.193359375,mask_5c1186ae688fb280,5,0.6188777536153793,0.7188777536153793,True,0.2392101743817331
direct_risk,additive_head,160,phase06_candidate_pool_13,0.5,target_loss,mask_6ec65240391e285d,7,0.8180879279971123,0.8180879279971123,0.193359375,mask_5c1186ae688fb280,5,0.6188777536153793,0.6188777536153793,True,0.19921017438173294
direct_risk,additive_head,160,phase06_candidate_pool_13,1.0,cost_aware,mask_6ec65240391e285d,7,1.157237198203802,1.2972371982038022,0.107421875,mask_8c8e74aa97c03916,7,0.8942289128899574,1.0342289128899576,True,0.2630082853138447
direct_risk,additive_head,160,phase06_candidate_pool_13,1.0,target_loss,mask_6ec65240391e285d,7,1.157237198203802,1.157237198203802,0.107421875,mask_8c8e74aa97c03916,7,0.8942289128899574,0.8942289128899574,True,0.2630082853138447
direct_risk,additive_head,160,phase06_candidate_pool_13,1.5,cost_aware,mask_6ec65240391e285d,7,1.602196328341961,1.742196328341961,0.0390625,mask_8c8e74aa97c03916,7,1.2820786274969578,1.422078627496958,True,0.32011770084500313
direct_risk,additive_head,160,phase06_candidate_pool_13,1.5,target_loss,mask_6ec65240391e285d,7,1.602196328341961,1.602196328341961,0.0390625,mask_8c8e74aa97c03916,7,1.2820786274969578,1.2820786274969578,True,0.32011770084500313
direct_risk,additive_head,160,phase06_candidate_pool_14,0.5,cost_aware,mask_ffd36a42917e5dbe,6,0.7298916913568974,0.8498916913568973,0.208984375,mask_c5cb7f1d2122bd76,6,0.5249533839523792,0.6449533839523792,True,0.20493830740451813
direct_risk,additive_head,160,phase06_candidate_pool_14,0.5,target_loss,mask_ffd36a42917e5dbe,6,0.7298916913568974,0.7298916913568974,0.208984375,mask_c5cb7f1d2122bd76,6,0.5249533839523792,0.5249533839523792,True,0.20493830740451813
direct_risk,additive_head,160,phase06_candidate_pool_14,1.0,cost_aware,mask_ffd36a42917e5dbe,6,0.9126723520457745,1.0326723520457746,0.166015625,mask_c5cb7f1d2122bd76,6,0.8515015877783298,0.9715015877783298,True,0.06117076426744472
direct_risk,additive_head,160,phase06_candidate_pool_14,1.0,target_loss,mask_ffd36a42917e5dbe,6,0.9126723520457745,0.9126723520457745,0.166015625,mask_c5cb7f1d2122bd76,6,0.8515015877783298,0.8515015877783298,True,0.06117076426744461
direct_risk,additive_head,160,phase06_candidate_pool_14,1.5,cost_aware,mask_ffd36a42917e5dbe,6,1.2591148018836975,1.3791148018836976,0.0703125,mask_ffd36a42917e5dbe,6,1.2591148018836975,1.3791148018836976,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_14,1.5,target_loss,mask_ffd36a42917e5dbe,6,1.2591148018836975,1.2591148018836975,0.0703125,mask_ffd36a42917e5dbe,6,1.2591148018836975,1.2591148018836975,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_15,0.5,cost_aware,mask_495f51a2cfd99402,7,0.8457167763262987,0.9857167763262987,0.216796875,mask_5704fc590b16cd85,4,0.5876161940395832,0.6676161940395832,True,0.31810058228671556
direct_risk,additive_head,160,phase06_candidate_pool_15,0.5,target_loss,mask_495f51a2cfd99402,7,0.8457167763262987,0.8457167763262987,0.216796875,mask_5704fc590b16cd85,4,0.5876161940395832,0.5876161940395832,True,0.2581005822867155
direct_risk,additive_head,160,phase06_candidate_pool_15,1.0,cost_aware,mask_495f51a2cfd99402,7,1.2010437827557325,1.3410437827557327,0.1015625,mask_5704fc590b16cd85,4,0.976076278835535,1.0560762788355351,True,0.28496750392019754
direct_risk,additive_head,160,phase06_candidate_pool_15,1.0,target_loss,mask_495f51a2cfd99402,7,1.2010437827557325,1.2010437827557325,0.1015625,mask_5704fc590b16cd85,4,0.976076278835535,0.976076278835535,True,0.2249675039201975
direct_risk,additive_head,160,phase06_candidate_pool_15,1.5,cost_aware,mask_495f51a2cfd99402,7,1.6663901042193174,1.8063901042193176,0.021484375,mask_89c985428d0efa0d,7,1.3613013215363026,1.5013013215363027,True,0.30508878268301487
direct_risk,additive_head,160,phase06_candidate_pool_15,1.5,target_loss,mask_495f51a2cfd99402,7,1.6663901042193174,1.6663901042193174,0.021484375,mask_89c985428d0efa0d,7,1.3613013215363026,1.3613013215363026,True,0.30508878268301487
direct_risk,additive_head,160,phase06_candidate_pool_16,0.5,cost_aware,mask_ade46d84e1098487,6,0.6414518766105175,0.7614518766105175,0.255859375,mask_64655155454b8409,4,0.5477279275655746,0.6277279275655746,True,0.1337239490449429
direct_risk,additive_head,160,phase06_candidate_pool_16,0.5,target_loss,mask_ade46d84e1098487,6,0.6414518766105175,0.6414518766105175,0.255859375,mask_64655155454b8409,4,0.5477279275655746,0.5477279275655746,True,0.09372394904494286
direct_risk,additive_head,160,phase06_candidate_pool_16,1.0,cost_aware,mask_ade46d84e1098487,6,1.0003237277269363,1.1203237277269364,0.1015625,mask_5fa51ff4096a4c94,6,0.8520670048892498,0.9720670048892498,True,0.14825672283768665
direct_risk,additive_head,160,phase06_candidate_pool_16,1.0,target_loss,mask_ade46d84e1098487,6,1.0003237277269363,1.0003237277269363,0.1015625,mask_5fa51ff4096a4c94,6,0.8520670048892498,0.8520670048892498,True,0.14825672283768654
direct_risk,additive_head,160,phase06_candidate_pool_16,1.5,cost_aware,mask_ade46d84e1098487,6,1.4606951512396336,1.5806951512396337,0.021484375,mask_5fa51ff4096a4c94,6,1.2689626663923264,1.3889626663923265,True,0.1917324848473072
direct_risk,additive_head,160,phase06_candidate_pool_16,1.5,target_loss,mask_ade46d84e1098487,6,1.4606951512396336,1.4606951512396336,0.021484375,mask_5fa51ff4096a4c94,6,1.2689626663923264,1.2689626663923264,True,0.1917324848473072
direct_risk,additive_head,160,phase06_candidate_pool_17,0.5,cost_aware,mask_d4c13587265adf19,5,0.6219190079718828,0.7219190079718828,0.265625,mask_d4c13587265adf19,5,0.6219190079718828,0.7219190079718828,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_17,0.5,target_loss,mask_d4c13587265adf19,5,0.6219190079718828,0.6219190079718828,0.265625,mask_d4c13587265adf19,5,0.6219190079718828,0.6219190079718828,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_17,1.0,cost_aware,mask_d4c13587265adf19,5,0.8482322040945292,0.9482322040945292,0.140625,mask_d4c13587265adf19,5,0.8482322040945292,0.9482322040945291,True,1.1102230246251565e-16
direct_risk,additive_head,160,phase06_candidate_pool_17,1.0,target_loss,mask_d4c13587265adf19,5,0.8482322040945292,0.8482322040945292,0.140625,mask_d4c13587265adf19,5,0.8482322040945292,0.8482322040945292,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_17,1.5,cost_aware,mask_d4c13587265adf19,5,1.221563806757331,1.321563806757331,0.08203125,mask_d4c13587265adf19,5,1.221563806757331,1.321563806757331,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_17,1.5,target_loss,mask_d4c13587265adf19,5,1.221563806757331,1.221563806757331,0.08203125,mask_d4c13587265adf19,5,1.221563806757331,1.221563806757331,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_18,0.5,cost_aware,mask_0935b37917cb2f4e,5,0.7000170322135091,0.8000170322135091,0.23046875,mask_0f79f5dfc9216a44,7,0.6000110283493996,0.7400110283493996,True,0.06000600386410948
direct_risk,additive_head,160,phase06_candidate_pool_18,0.5,target_loss,mask_0935b37917cb2f4e,5,0.7000170322135091,0.7000170322135091,0.23046875,mask_0f79f5dfc9216a44,7,0.6000110283493996,0.6000110283493996,True,0.10000600386410952
direct_risk,additive_head,160,phase06_candidate_pool_18,1.0,cost_aware,mask_0935b37917cb2f4e,5,0.9442979814484715,1.0442979814484716,0.146484375,mask_0935b37917cb2f4e,5,0.9442979814484715,1.0442979814484716,True,0.0
direct_risk,additive_head,160,phase06_candidate_pool_18,1.0,target_loss,mask_0935b37917cb2f4e,5,0.9442979814484715,0.9442979814484715,0.146484375,mask_0f79f5dfc9216a44,7,0.912358146160841,0.912358146160841,True,0.03193983528763056
direct_risk,additive_head,160,phase06_candidate_pool_18,1.5,cost_aware,mask_0935b37917cb2f4e,5,1.3290044451132417,1.4290044451132418,0.052734375,mask_0997d526f9689999,7,1.2851242925971746,1.4251242925971748,True,0.0038801525160669925
direct_risk,additive_head,160,phase06_candidate_pool_18,1.5,target_loss,mask_abfec566ae9c844c,8,1.3990387814119458,1.3990387814119458,0.099609375,mask_0997d526f9689999,7,1.2851242925971746,1.2851242925971746,True,0.11391448881477118
