comparison_id,pool_id,mean_absolute_target_loss_reduction,positive_direction,zero_direction
H2_secondary_vs_additive,phase06_candidate_pool_10,0.0889734411612153,True,False
H2_secondary_vs_additive,phase06_candidate_pool_11,0.08743606321513653,True,False
H2_secondary_vs_additive,phase06_candidate_pool_12,-0.3080378412269056,False,False
H2_secondary_vs_additive,phase06_candidate_pool_13,0.007908297702670096,True,False
H2_secondary_vs_additive,phase06_candidate_pool_14,0.08142692316323519,True,False
H2_secondary_vs_additive,phase06_candidate_pool_15,0.20822918973863125,True,False
H2_secondary_vs_additive,phase06_candidate_pool_16,0.1209903359413147,True,False
H2_secondary_vs_additive,phase06_candidate_pool_17,-0.2971943630836904,False,False
H2_secondary_vs_additive,phase06_candidate_pool_18,0.026711576618254178,True,False
H2_secondary_vs_additive,phase06_candidate_pool_19,0.12074747309088707,True,False
H2_secondary_vs_additive,phase06_candidate_pool_20,-0.13976580323651433,False,False
H2_secondary_vs_additive,phase06_candidate_pool_21,0.047876375261694186,True,False
H2_secondary_vs_additive,phase06_candidate_pool_22,0.13705717027187347,True,False
H2_secondary_vs_additive,phase06_candidate_pool_23,-0.3432074524462223,False,False
H2_secondary_vs_additive,phase06_candidate_pool_24,-0.012411932926625012,False,False
H2_secondary_vs_additive,phase06_candidate_pool_25,0.025792817585170272,True,False
H2_secondary_vs_additive,phase06_candidate_pool_26,-0.0015045609325170495,False,False
H2_secondary_vs_additive,phase06_candidate_pool_27,0.12151946686208248,True,False
H2_secondary_vs_additive,phase06_candidate_pool_28,-0.04173798114061355,False,False
H2_secondary_vs_additive,phase06_candidate_pool_29,0.16385788610205054,True,False
H2_secondary_vs_additive,phase06_candidate_pool_30,-0.03918488975614309,False,False
H2_secondary_vs_additive,phase06_candidate_pool_31,-0.032780902460217476,False,False
H2_secondary_vs_additive,phase06_candidate_pool_32,0.018619413487613205,True,False
H2_secondary_vs_additive,phase06_candidate_pool_33,0.13810953311622143,True,False
H2_secondary_vs_additive,phase06_candidate_pool_34,0.05684220511466265,True,False
H2_secondary_vs_additive,phase06_candidate_pool_35,-0.08036171970888972,False,False
H2_secondary_vs_additive,phase06_candidate_pool_36,-0.07917916076257825,False,False
H2_secondary_vs_additive,phase06_candidate_pool_37,0.07748867245391011,True,False
H2_secondary_vs_additive,phase06_candidate_pool_38,-0.1988484114408493,False,False
H2_secondary_vs_additive,phase06_candidate_pool_39,0.09625749755650759,True,False
H2_secondary_vs_additive,phase06_candidate_pool_40,0.012542450800538063,True,False
H2_secondary_vs_additive,phase06_candidate_pool_41,-0.006035739555954933,False,False
H2_secondary_vs_additive,phase06_candidate_pool_42,0.13069269573315978,True,False
H2_secondary_vs_additive,phase06_candidate_pool_43,-0.0681279031559825,False,False
H2_secondary_vs_additive,phase06_candidate_pool_44,0.005236863624304535,True,False
H2_secondary_vs_additive,phase06_candidate_pool_45,0.013329111505299805,True,False
H2_secondary_vs_additive,phase06_candidate_pool_46,0.2711044894531369,True,False
H2_secondary_vs_additive,phase06_candidate_pool_47,0.16125771449878812,True,False
H2_secondary_vs_count,phase06_candidate_pool_00,0.1301401504315436,True,False
H2_secondary_vs_count,phase06_candidate_pool_01,0.312731240876019,True,False
H2_secondary_vs_count,phase06_candidate_pool_02,0.17906024493277073,True,False
H2_secondary_vs_count,phase06_candidate_pool_03,0.015223425347357988,True,False
H2_secondary_vs_count,phase06_candidate_pool_04,0.11825439054518938,True,False
H2_secondary_vs_count,phase06_candidate_pool_05,0.120669761672616,True,False
H2_secondary_vs_count,phase06_candidate_pool_06,-0.33646012656390667,False,False
H2_secondary_vs_count,phase06_candidate_pool_07,0.020709525793790814,True,False
H2_secondary_vs_count,phase06_candidate_pool_08,0.005065655335783959,True,False
H2_secondary_vs_count,phase06_candidate_pool_09,0.1152615761384368,True,False
H2_secondary_vs_count,phase06_candidate_pool_10,0.0889734411612153,True,False
H2_secondary_vs_count,phase06_candidate_pool_11,0.08743606321513653,True,False
H2_secondary_vs_count,phase06_candidate_pool_12,-0.3080378412269056,False,False
H2_secondary_vs_count,phase06_candidate_pool_13,0.007908297702670096,True,False
H2_secondary_vs_count,phase06_candidate_pool_14,0.08142692316323519,True,False
H2_secondary_vs_count,phase06_candidate_pool_15,0.20822918973863125,True,False
H2_secondary_vs_count,phase06_candidate_pool_16,0.1209903359413147,True,False
H2_secondary_vs_count,phase06_candidate_pool_17,-0.2971943630836904,False,False
H2_secondary_vs_count,phase06_candidate_pool_18,0.1378950928337872,True,False
H2_secondary_vs_count,phase06_candidate_pool_19,0.19282268872484565,True,False
H2_secondary_vs_count,phase06_candidate_pool_20,-0.13976580323651433,False,False
H2_secondary_vs_count,phase06_candidate_pool_21,0.016747096553444855,True,False
H2_secondary_vs_count,phase06_candidate_pool_22,0.13705717027187347,True,False
H2_secondary_vs_count,phase06_candidate_pool_23,-0.3432074524462223,False,False
H2_secondary_vs_count,phase06_candidate_pool_24,-0.012411932926625012,False,False
H2_secondary_vs_count,phase06_candidate_pool_25,0.025792817585170272,True,False
H2_secondary_vs_count,phase06_candidate_pool_26,-0.0015045609325170495,False,False
H2_secondary_vs_count,phase06_candidate_pool_27,0.12151946686208248,True,False
H2_secondary_vs_count,phase06_candidate_pool_28,-0.1295852088369429,False,False
H2_secondary_vs_count,phase06_candidate_pool_29,0.16385788610205054,True,False
H2_secondary_vs_count,phase06_candidate_pool_30,0.02640891820192337,True,False
H2_secondary_vs_count,phase06_candidate_pool_31,-0.032780902460217476,False,False
H2_secondary_vs_count,phase06_candidate_pool_32,0.018619413487613205,True,False
H2_secondary_vs_count,phase06_candidate_pool_33,0.13810953311622143,True,False
H2_secondary_vs_count,phase06_candidate_pool_34,0.0563176441937685,True,False
H2_secondary_vs_count,phase06_candidate_pool_35,-0.08036171970888972,False,False
H2_secondary_vs_count,phase06_candidate_pool_36,-0.08554582623764873,False,False
H2_secondary_vs_count,phase06_candidate_pool_37,0.15360730420798063,True,False
H2_secondary_vs_count,phase06_candidate_pool_38,-0.1988484114408493,False,False
H2_secondary_vs_count,phase06_candidate_pool_39,0.09625749755650759,True,False
H2_secondary_vs_count,phase06_candidate_pool_40,0.012542450800538063,True,False
H2_secondary_vs_count,phase06_candidate_pool_41,-0.006035739555954933,False,False
H2_secondary_vs_count,phase06_candidate_pool_42,0.13069269573315978,True,False
H2_secondary_vs_count,phase06_candidate_pool_43,-0.0681279031559825,False,False
H2_secondary_vs_count,phase06_candidate_pool_44,0.020645554177463058,True,False
H2_secondary_vs_count,phase06_candidate_pool_45,0.013329111505299805,True,False
H2_secondary_vs_count,phase06_candidate_pool_46,0.2711044894531369,True,False
H2_secondary_vs_count,phase06_candidate_pool_47,0.16125771449878812,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_00,0.36174833215773106,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_01,0.47141543962061405,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_02,0.36186233162879944,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_03,0.19045208767056465,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_04,0.24692639615386724,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_05,0.4209002600982785,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_06,0.1146434647962451,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_07,0.15794858802109957,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_08,0.14252724964171648,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_09,0.29666721913963556,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_10,0.22239196114242077,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_11,0.4708027932792902,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_12,0.04647629475221038,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_13,0.11812425404787064,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_14,0.3970263572409749,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_15,0.32830680534243584,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_16,0.015545522794127464,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_17,0.08983823796734214,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_18,0.4394974075257778,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_19,0.432135509327054,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_20,0.15866757091134787,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_21,0.3246150007471442,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_22,0.5440704245120287,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_23,-0.022335926070809368,False,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_24,0.3880141074769199,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_25,0.0,False,True
Jensen_parameter_count_sensitivity,phase06_candidate_pool_26,0.34599920362234116,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_27,0.11369506735354662,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_28,0.12606751220300794,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_29,0.3171349372714758,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_30,0.16557281836867332,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_31,0.40085526648908854,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_32,0.3529027458280325,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_33,0.29124011006206274,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_34,0.12000300455838442,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_35,0.1445319945923984,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_36,0.17666157754138112,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_37,0.2306281249038875,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_38,0.19591902662068605,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_39,0.027322968468070034,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_40,0.21512335445731878,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_41,0.3865593671798706,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_42,0.4882731083780527,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_43,0.35620526503771544,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_44,0.15426772087812424,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_45,0.27130817668512464,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_46,0.11467157304286957,True,False
Jensen_parameter_count_sensitivity,phase06_candidate_pool_47,0.002621817402541636,True,False
