bootstrap,term,value
20,PE_minus_PB,0.8004482015967369
21,PB,1.042381003499031
21,PE,1.8212865330278873
21,BE,0.3850981667637825
21,PBE,0.32103801891207695
21,PE_minus_PB,0.7789055295288563
22,PB,1.0879363641142845
22,PE,1.8825276382267475
22,BE,0.4276285916566849
22,PBE,0.35218145325779915
22,PE_minus_PB,0.794591274112463
23,PB,1.1017202287912369
23,PE,1.7817707546055317
23,BE,0.4036472775042057
23,PBE,0.3129909038543701
23,PE_minus_PB,0.6800505258142948
24,PB,1.0551711581647396
24,PE,1.8113247118890285
24,BE,0.41148460656404495
24,PBE,0.3327696956694126
24,PE_minus_PB,0.7561535537242889
25,PB,1.1283449716866016
25,PE,1.8030677400529385
25,BE,0.3936334140598774
25,PBE,0.3403691090643406
25,PE_minus_PB,0.6747227683663368
26,PB,1.0910981521010399
26,PE,1.8968141973018646
26,BE,0.4539465419948101
26,PBE,0.34670238569378853
26,PE_minus_PB,0.8057160452008247
27,PB,1.0658606328070164
27,PE,1.8802412785589695
27,BE,0.44459451362490654
27,PBE,0.3158414028584957
27,PE_minus_PB,0.8143806457519531
28,PB,0.9888109564781189
28,PE,1.793969202786684
28,BE,0.40906141325831413
28,PBE,0.3304549418389797
28,PE_minus_PB,0.8051582463085651
29,PB,1.0332163870334625
29,PE,1.8166641406714916
29,BE,0.44322003424167633
29,PBE,0.3432149849832058
29,PE_minus_PB,0.7834477536380291
30,PB,1.0732980780303478
30,PE,1.8498815782368183
30,BE,0.4370990917086601
30,PBE,0.3356110379099846
30,PE_minus_PB,0.7765835002064705
31,PB,1.0474164262413979
31,PE,1.884136252105236
31,BE,0.46813005581498146
31,PBE,0.39443668723106384
31,PE_minus_PB,0.8367198258638382
32,PB,1.061723716557026
32,PE,1.913398403674364
32,BE,0.45142656564712524
32,PBE,0.36324935778975487
32,PE_minus_PB,0.8516746871173382
33,PB,1.1408667713403702
33,PE,1.8131737858057022
33,BE,0.4216792806982994
33,PBE,0.33325042575597763
33,PE_minus_PB,0.672307014465332
34,PB,0.947360448539257
34,PE,1.7746288552880287
34,BE,0.38821039721369743
34,PBE,0.3119855113327503
34,PE_minus_PB,0.8272684067487717
35,PB,1.058349009603262
35,PE,1.8410106152296066
35,BE,0.4086909219622612
35,PBE,0.34128405526280403
35,PE_minus_PB,0.7826616056263447
36,PB,1.017253901809454
36,PE,1.7885539941489697
36,BE,0.4295651242136955
36,PBE,0.3336441144347191
36,PE_minus_PB,0.7713000923395157
37,PB,1.012329887598753
37,PE,1.8019191287457943
37,BE,0.4405810534954071
37,PBE,0.3544781431555748
37,PE_minus_PB,0.7895892411470413
38,PB,1.058696310967207
38,PE,1.7982830591499805
38,BE,0.403120506554842
38,PBE,0.34807294234633446
38,PE_minus_PB,0.7395867481827736
39,PB,1.0278881415724754
39,PE,1.8783945329487324
39,BE,0.4417097270488739
39,PBE,0.3767097778618336
39,PE_minus_PB,0.8505063913762569
40,PB,1.014339841902256
40,PE,1.865400142967701
40,BE,0.4065682664513588
40,PBE,0.3474344052374363
40,PE_minus_PB,0.851060301065445
41,PB,1.040849681943655
41,PE,1.8288933672010899
41,BE,0.4264534264802933
41,PBE,0.3000914193689823
41,PE_minus_PB,0.7880436852574348
42,PB,1.0363922528922558
42,PE,1.8487991951406002
42,BE,0.4109591916203499
42,PBE,0.3401855640113354
42,PE_minus_PB,0.8124069422483444
43,PB,0.9928744845092297
43,PE,1.7914215885102749
43,BE,0.41729549691081047
43,PBE,0.34458152577281
43,PE_minus_PB,0.7985471040010452
44,PB,1.054372876882553
44,PE,1.8568909838795662
44,BE,0.42828935012221336
44,PBE,0.36259225010871887
44,PE_minus_PB,0.8025181069970131
45,PB,1.0346830151975155
45,PE,1.83872801810503
45,BE,0.42758919298648834
45,PBE,0.36031921580433846
45,PE_minus_PB,0.8040450029075146
46,PB,0.9920317269861698
46,PE,1.9115184918045998
46,BE,0.47122205421328545
46,PBE,0.39041415601968765
46,PE_minus_PB,0.91948676481843
47,PB,1.075956117361784
47,PE,1.83506665751338
47,BE,0.3965442292392254
47,PBE,0.3362423740327358
47,PE_minus_PB,0.7591105401515961
48,PB,1.02729557082057
48,PE,1.9503984041512012
48,BE,0.4661720022559166
48,PBE,0.3677833341062069
48,PE_minus_PB,0.9231028333306313
49,PB,1.0793808549642563
49,PE,1.8764831870794296
49,BE,0.4196619912981987
49,PBE,0.321036696434021
49,PE_minus_PB,0.7971023321151733
50,PB,1.0745904929935932
50,PE,1.8453119546175003
50,BE,0.4045260138809681
50,PBE,0.3532308489084244
50,PE_minus_PB,0.7707214616239071
51,PB,1.0252728462219238
51,PE,1.8528950102627277
51,BE,0.4265512339770794
51,PBE,0.33262450620532036
51,PE_minus_PB,0.8276221640408039
52,PB,1.0113992094993591
52,PE,1.8707429952919483
52,BE,0.43576376885175705
52,PBE,0.3499526120722294
52,PE_minus_PB,0.8593437857925892
53,PB,1.1444960162043571
53,PE,1.8688025027513504
53,BE,0.4141118861734867
53,PBE,0.3548697680234909
53,PE_minus_PB,0.7243064865469933
54,PB,1.0155441462993622
54,PE,1.8148621506989002
54,BE,0.4226079471409321
54,PBE,0.3320978060364723
54,PE_minus_PB,0.799318004399538
55,PB,1.0583022758364677
55,PE,1.9485463090240955
55,BE,0.45848221704363823
55,PBE,0.3751678727567196
55,PE_minus_PB,0.8902440331876278
56,PB,1.013467714190483
56,PE,1.865955263376236
56,BE,0.4403774365782738
56,PBE,0.3432290814816952
56,PE_minus_PB,0.8524875491857529
57,PB,0.9819522500038147
57,PE,1.832893829792738
57,BE,0.4005914404988289
57,PBE,0.3370753973722458
57,PE_minus_PB,0.8509415797889233
58,PB,1.1110801696777344
58,PE,1.8785361088812351
58,BE,0.41465844586491585
58,PBE,0.35100508108735085
58,PE_minus_PB,0.7674559392035007
59,PB,1.0116590112447739
59,PE,1.8144185356795788
59,BE,0.4074586406350136
59,PBE,0.32039422914385796
59,PE_minus_PB,0.8027595244348049
60,PB,0.969079066067934
60,PE,1.837441824376583
60,BE,0.43586479872465134
60,PBE,0.3386069983243942
60,PE_minus_PB,0.8683627583086491
61,PB,1.0830768197774887
61,PE,1.781230952590704
61,BE,0.393791027367115
61,PBE,0.3159538060426712
61,PE_minus_PB,0.6981541328132153
62,PB,0.9892377555370331
62,PE,1.8619315810501575
62,BE,0.43367741629481316
62,PBE,0.34660886228084564
62,PE_minus_PB,0.8726938255131245
63,PB,1.135527703911066
63,PE,1.8914690054953098
63,BE,0.4077961705625057
63,PBE,0.34136947244405746
63,PE_minus_PB,0.7559413015842438
64,PB,1.1459817253053188
64,PE,1.8773520961403847
64,BE,0.4175860397517681
64,PBE,0.34915097802877426
64,PE_minus_PB,0.7313703708350658
65,PB,1.0315779373049736
65,PE,1.9103709161281586
65,BE,0.46225957199931145
65,PBE,0.35099485889077187
65,PE_minus_PB,0.878792978823185
66,PB,1.0522335581481457
66,PE,1.864455085247755
66,BE,0.43522051349282265
66,PBE,0.35074198991060257
66,PE_minus_PB,0.8122215270996094
67,PB,0.9202179983258247
67,PE,1.8388089314103127
67,BE,0.45448869466781616
67,PBE,0.3535085469484329
67,PE_minus_PB,0.9185909330844879
68,PB,1.0816472098231316
68,PE,1.8910766765475273
68,BE,0.4376399740576744
68,PBE,0.35387128219008446
68,PE_minus_PB,0.8094294667243958
69,PB,0.9429912567138672
69,PE,1.835503924638033
69,BE,0.43955013528466225
69,PBE,0.34639493003487587
69,PE_minus_PB,0.8925126679241657
70,PB,1.0502640679478645
70,PE,1.7444096431136131
70,BE,0.37771663442254066
70,PBE,0.30580685660243034
70,PE_minus_PB,0.6941455751657486
71,PB,0.9863171316683292
71,PE,1.893073856830597
71,BE,0.46091678366065025
71,PBE,0.3840380311012268
71,PE_minus_PB,0.9067567251622677
72,PB,1.1097908318042755
72,PE,1.9023771956562996
72,BE,0.4295096844434738
72,PBE,0.34461478143930435
72,PE_minus_PB,0.7925863638520241
73,PB,1.1058710552752018
73,PE,1.9086400270462036
73,BE,0.427169568836689
73,PBE,0.3408190719783306
73,PE_minus_PB,0.8027689717710018
74,PB,1.0889062769711018
74,PE,1.8279842212796211
74,BE,0.41173627227544785
74,PBE,0.32997794076800346
74,PE_minus_PB,0.7390779443085194
75,PB,1.0796088986098766
75,PE,1.8679306097328663
75,BE,0.43446653708815575
75,PBE,0.35704178363084793
75,PE_minus_PB,0.7883217111229897
76,PB,0.99708491563797
76,PE,1.817992925643921
76,BE,0.4055538512766361
76,PBE,0.3275172933936119
76,PE_minus_PB,0.8209080100059509
77,PB,1.093670081347227
77,PE,1.8661628812551498
77,BE,0.44413186237215996
77,PBE,0.3679262660443783
77,PE_minus_PB,0.7724927999079227
78,PB,1.1016059182584286
78,PE,1.8838793858885765
78,BE,0.4453532062470913
78,PBE,0.34364496916532516
78,PE_minus_PB,0.7822734676301479
79,PB,1.1103350408375263
79,PE,1.8277887403964996
79,BE,0.4351402744650841
79,PBE,0.33884425088763237
79,PE_minus_PB,0.7174536995589733
80,PB,1.0342603251338005
80,PE,1.7997089996933937
80,BE,0.403643935918808
80,PBE,0.313703328371048
80,PE_minus_PB,0.7654486745595932
81,PB,1.0354594737291336
81,PE,1.8230309151113033
81,BE,0.4232078976929188
81,PBE,0.3161299601197243
81,PE_minus_PB,0.7875714413821697
82,PB,1.0532856695353985
82,PE,1.83345315605402
82,BE,0.408019233494997
82,PBE,0.32571060210466385
82,PE_minus_PB,0.7801674865186214
83,PB,0.9797120429575443
83,PE,1.7497840970754623
83,BE,0.38867203891277313
83,PBE,0.31755080074071884
83,PE_minus_PB,0.770072054117918
84,PB,1.052390843629837
84,PE,1.8230918794870377
84,BE,0.42969680950045586
84,PBE,0.34736423194408417
84,PE_minus_PB,0.7707010358572006
85,PB,1.0565486699342728
85,PE,1.82571304962039
85,BE,0.3997885249555111
85,PBE,0.3082699403166771
85,PE_minus_PB,0.7691643796861172
86,PB,1.0273802801966667
86,PE,1.8105800114572048
86,BE,0.40486298874020576
86,PBE,0.33464425429701805
86,PE_minus_PB,0.7831997312605381
87,PB,0.9926488474011421
87,PE,1.905297514051199
87,BE,0.41644809395074844
87,PBE,0.3556380569934845
87,PE_minus_PB,0.9126486666500568
88,PB,1.125732310116291
88,PE,1.8740391358733177
88,BE,0.43444377556443214
88,PBE,0.32427850365638733
88,PE_minus_PB,0.7483068257570267
89,PB,0.9632181115448475
89,PE,1.7404191568493843
89,BE,0.42037736251950264
89,PBE,0.3218243345618248
89,PE_minus_PB,0.7772010453045368
90,PB,1.0837261751294136
90,PE,1.9456964768469334
90,BE,0.4563311003148556
90,PBE,0.36783745139837265
90,PE_minus_PB,0.8619703017175198
91,PB,1.1035203784704208
91,PE,1.9134574830532074
91,BE,0.4301336444914341
91,PBE,0.3706995062530041
91,PE_minus_PB,0.8099371045827866
92,PB,1.0101580023765564
92,PE,1.8398780450224876
92,BE,0.4156443066895008
92,PBE,0.3438626118004322
92,PE_minus_PB,0.8297200426459312
93,PB,1.0813749134540558
93,PE,1.7872496247291565
93,BE,0.40387676283717155
93,PBE,0.32125643640756607
93,PE_minus_PB,0.7058747112751007
94,PB,1.0859975293278694
94,PE,1.8188175335526466
94,BE,0.41480080410838127
94,PBE,0.34005412459373474
94,PE_minus_PB,0.7328200042247772
95,PB,1.0637282468378544
95,PE,1.7698766142129898
95,BE,0.39747561141848564
95,PBE,0.3277342915534973
95,PE_minus_PB,0.7061483673751354
96,PB,0.908858984708786
96,PE,1.7599004097282887
96,BE,0.4140498861670494
96,PBE,0.32027575746178627
96,PE_minus_PB,0.8510414250195026
97,PB,1.0803270526230335
97,PE,1.850096046924591
97,BE,0.43202681839466095
97,PBE,0.34992555528879166
97,PE_minus_PB,0.7697689943015575
98,PB,1.022742498666048
98,PE,1.7901137471199036
98,BE,0.41463328525424004
98,PBE,0.3310931548476219
98,PE_minus_PB,0.7673712484538555
99,PB,1.003820650279522
99,PE,1.8864282928407192
99,BE,0.43227603286504745
99,PBE,0.31823404133319855
99,PE_minus_PB,0.8826076425611973
100,PB,0.9826984778046608
100,PE,1.7520006597042084
100,BE,0.4251709207892418
100,PBE,0.3130710646510124
100,PE_minus_PB,0.7693021818995476
101,PB,1.0691938325762749
101,PE,1.8144421875476837
101,BE,0.44198624789714813
101,PBE,0.33800899237394333
101,PE_minus_PB,0.7452483549714088
102,PB,0.9972592629492283
102,PE,1.8427670560777187
102,BE,0.4272230789065361
102,PBE,0.3400299958884716
102,PE_minus_PB,0.8455077931284904
103,PB,1.0146269276738167
103,PE,1.7954131998121738
103,BE,0.4091537408530712
103,PBE,0.3265184387564659
103,PE_minus_PB,0.7807862721383572
104,PB,1.0703283287584782
104,PE,1.8717553168535233
104,BE,0.4508020542562008
104,PBE,0.35209447145462036
104,PE_minus_PB,0.8014269880950451
105,PB,1.0551354736089706
105,PE,1.8406080789864063
105,BE,0.42172692716121674
105,PBE,0.34055518731474876
105,PE_minus_PB,0.7854726053774357
106,PB,1.0350942723453045
106,PE,1.8396017737686634
106,BE,0.41570620238780975
106,PBE,0.34569012373685837
106,PE_minus_PB,0.8045075014233589
107,PB,1.0625596307218075
107,PE,1.8153340443968773
107,BE,0.3887785002589226
107,PBE,0.339790228754282
107,PE_minus_PB,0.7527744136750698
108,PB,1.0222755409777164
108,PE,1.8315578773617744
108,BE,0.4234478995203972
108,PBE,0.3083399869501591
108,PE_minus_PB,0.809282336384058
109,PB,1.0841560997068882
109,PE,1.7762631811201572
109,BE,0.42349427565932274
109,PBE,0.31546009331941605
109,PE_minus_PB,0.692107081413269
110,PB,1.0212917029857635
110,PE,1.8348909579217434
110,BE,0.4133693054318428
110,PBE,0.3386648967862129
110,PE_minus_PB,0.8135992549359798
111,PB,1.0768059454858303
111,PE,1.8267196416854858
111,BE,0.42812931537628174
111,PBE,0.32699575275182724
111,PE_minus_PB,0.7499136961996555
112,PB,1.0746003314852715
112,PE,1.8286941833794117
112,BE,0.43840281665325165
112,PBE,0.3172266110777855
112,PE_minus_PB,0.7540938518941402
113,PB,1.0303651094436646
113,PE,1.8404502384364605
113,BE,0.4480891153216362
113,PBE,0.3506888784468174
113,PE_minus_PB,0.8100851289927959
114,PB,1.0270279087126255
114,PE,1.833257932215929
114,BE,0.4293198622763157
114,PBE,0.33765144273638725
114,PE_minus_PB,0.8062300235033035
115,PB,0.9827748946845531
115,PE,1.7913059368729591
115,BE,0.39987216889858246
115,PBE,0.3080609478056431
115,PE_minus_PB,0.808531042188406
116,PB,1.0246172361075878
116,PE,1.7839928381145
116,BE,0.4094967804849148
116,PBE,0.3539324551820755
116,PE_minus_PB,0.7593756020069122
117,PB,1.0593010298907757
117,PE,1.892140667885542
117,BE,0.44549886509776115
117,PBE,0.3712978921830654
117,PE_minus_PB,0.8328396379947662
118,PB,1.030795555561781
118,PE,1.8272335305809975
118,BE,0.40269042924046516
118,PBE,0.3242396116256714
118,PE_minus_PB,0.7964379750192165
119,PB,1.1001688465476036
119,PE,1.8752488009631634
119,BE,0.4050443582236767
119,PBE,0.3464772626757622
119,PE_minus_PB,0.7750799544155598
120,PB,1.023740492761135
120,PE,1.9075370877981186
120,BE,0.42856375500559807
120,PBE,0.37410159781575203
120,PE_minus_PB,0.8837965950369835
121,PB,1.0748237371444702
121,PE,1.9002336263656616
121,BE,0.44900450110435486
121,PBE,0.3603571578860283
121,PE_minus_PB,0.8254098892211914
122,PB,0.9906475320458412
122,PE,1.8146312646567822
122,BE,0.4047044478356838
122,PBE,0.3362155072391033
122,PE_minus_PB,0.8239837326109409
123,PB,1.0891145318746567
123,PE,1.8228162452578545
123,BE,0.4007095545530319
123,PBE,0.3280588947236538
123,PE_minus_PB,0.7337017133831978
124,PB,1.142479833215475
124,PE,1.8899977840483189
124,BE,0.4399016797542572
124,PBE,0.34315723553299904
124,PE_minus_PB,0.7475179508328438
125,PB,1.106125209480524
125,PE,1.8444391526281834
125,BE,0.41233640909194946
125,PBE,0.338406078517437
125,PE_minus_PB,0.7383139431476593
126,PB,1.051161751151085
126,PE,1.816736113280058
126,BE,0.3867812678217888
126,PBE,0.3289947621524334
126,PE_minus_PB,0.765574362128973
127,PB,1.0299980230629444
127,PE,1.9104789085686207
127,BE,0.4040087088942528
127,PBE,0.33875133469700813
127,PE_minus_PB,0.8804808855056763
128,PB,1.0273843444883823
128,PE,1.8258179686963558
128,BE,0.4231627844274044
128,PBE,0.34839148819446564
128,PE_minus_PB,0.7984336242079735
129,PB,1.027321357280016
129,PE,1.808604046702385
129,BE,0.41170255467295647
129,PBE,0.3371533937752247
129,PE_minus_PB,0.781282689422369
130,PB,1.0639289133250713
130,PE,1.8423535004258156
130,BE,0.4122534655034542
130,PBE,0.3333165943622589
130,PE_minus_PB,0.7784245871007442
131,PB,1.0425219722092152
131,PE,1.7809692695736885
131,BE,0.4082081615924835
131,PBE,0.3224991075694561
131,PE_minus_PB,0.7384472973644733
132,PB,1.1046268232166767
132,PE,1.8622839413583279
132,BE,0.407493244856596
132,PBE,0.3259023576974869
132,PE_minus_PB,0.7576571181416512
133,PB,1.1227449551224709
133,PE,1.82787199690938
133,BE,0.4096844010055065
133,PBE,0.3265797272324562
133,PE_minus_PB,0.7051270417869091
134,PB,1.0667546764016151
134,PE,1.8594245091080666
134,BE,0.43112658709287643
134,PBE,0.3568446785211563
134,PE_minus_PB,0.7926698327064514
135,PB,1.0261535458266735
135,PE,1.7945082373917103
135,BE,0.39490675553679466
135,PBE,0.34097787365317345
135,PE_minus_PB,0.7683546915650368
136,PB,1.077642548829317
136,PE,1.8040988259017467
136,BE,0.37799592688679695
136,PBE,0.3234272822737694
136,PE_minus_PB,0.7264562770724297
137,PB,1.0841693505644798
137,PE,1.90611307695508
137,BE,0.4143745116889477
137,PBE,0.3153965324163437
137,PE_minus_PB,0.8219437263906002
138,PB,1.1448155790567398
138,PE,1.9098346196115017
138,BE,0.4284238629043102
138,PBE,0.3791906125843525
138,PE_minus_PB,0.7650190405547619
139,PB,1.0501383803784847
139,PE,1.8350495509803295
139,BE,0.4317464157938957
139,PBE,0.324333593249321
139,PE_minus_PB,0.7849111706018448
140,PB,1.042170237749815
140,PE,1.8593786545097828
140,BE,0.43615344539284706
140,PBE,0.3624494858086109
140,PE_minus_PB,0.8172084167599678
141,PB,1.0317396707832813
141,PE,1.8725609704852104
141,BE,0.4499107152223587
141,PBE,0.3487244322896004
141,PE_minus_PB,0.8408212997019291
142,PB,1.0423030257225037
142,PE,1.7952030338346958
142,BE,0.4120647571980953
142,PBE,0.30782682821154594
142,PE_minus_PB,0.7529000081121922
143,PB,1.079652052372694
143,PE,1.7853772602975368
143,BE,0.426313903182745
143,PBE,0.3261849693953991
143,PE_minus_PB,0.7057252079248428
144,PB,1.0536863505840302
144,PE,1.777416206896305
144,BE,0.41951223835349083
144,PBE,0.3270636275410652
144,PE_minus_PB,0.7237298563122749
145,PB,1.0267229229211807
145,PE,1.898279633373022
145,BE,0.40440018102526665
145,PBE,0.3361179642379284
145,PE_minus_PB,0.8715567104518414
146,PB,1.089896034449339
146,PE,1.8322912864387035
146,BE,0.41642744466662407
146,PBE,0.3470778241753578
146,PE_minus_PB,0.7423952519893646
147,PB,1.0281648449599743
147,PE,1.864813920110464
147,BE,0.4094402492046356
147,PBE,0.33390118926763535
147,PE_minus_PB,0.8366490751504898
148,PB,1.1353297904133797
148,PE,1.9035757221281528
148,BE,0.4232587479054928
148,PBE,0.34640219435095787
148,PE_minus_PB,0.7682459317147732
149,PB,1.0423401519656181
149,PE,1.8335491195321083
149,BE,0.4172644503414631
149,PBE,0.36469583213329315
149,PE_minus_PB,0.7912089675664902
150,PB,1.012218363583088
150,PE,1.7790334671735764
150,BE,0.4124181531369686
150,PBE,0.317122720181942
150,PE_minus_PB,0.7668151035904884
151,PB,1.054309505969286
151,PE,1.84627091512084
151,BE,0.40748248249292374
151,PBE,0.31584354490041733
151,PE_minus_PB,0.7919614091515541
152,PB,1.0427686125040054
152,PE,1.7746858522295952
152,BE,0.40186857432127
152,PBE,0.30414047092199326
152,PE_minus_PB,0.7319172397255898
153,PB,1.0405136533081532
153,PE,1.8116649575531483
153,BE,0.4497561603784561
153,PBE,0.37229008972644806
153,PE_minus_PB,0.7711513042449951
154,PB,1.0492987930774689
154,PE,1.801303718239069
154,BE,0.39213044196367264
154,PBE,0.3250829465687275
154,PE_minus_PB,0.7520049251616001
155,PB,1.1544631272554398
155,PE,1.8036184683442116
155,BE,0.4177614152431488
155,PBE,0.3486137017607689
155,PE_minus_PB,0.6491553410887718
156,PB,1.0436160787940025
156,PE,1.9157162494957447
156,BE,0.4556540995836258
156,PBE,0.3887809105217457
156,PE_minus_PB,0.8721001707017422
157,PB,1.048656515777111
157,PE,1.7775659263134003
157,BE,0.406582061201334
157,PBE,0.32089124619960785
157,PE_minus_PB,0.7289094105362892
158,PB,0.9858274199068546
158,PE,1.8509761355817318
158,BE,0.44700539484620094
158,PBE,0.32811013981699944
158,PE_minus_PB,0.8651487156748772
159,PB,1.0661468841135502
159,PE,1.7412841133773327
159,BE,0.4206705838441849
159,PBE,0.307522963732481
159,PE_minus_PB,0.6751372292637825
160,PB,1.0381519794464111
160,PE,1.9045991748571396
160,BE,0.4520426541566849
160,PBE,0.3723532445728779
160,PE_minus_PB,0.8664471954107285
161,PB,1.0811445154249668
161,PE,1.9103393889963627
161,BE,0.393188264220953
161,PBE,0.34240856021642685
161,PE_minus_PB,0.8291948735713959
162,PB,1.1285670213401318
162,PE,1.8732384219765663
162,BE,0.4096122048795223
162,PBE,0.31793923303484917
162,PE_minus_PB,0.7446714006364346
163,PB,1.0292481258511543
163,PE,1.8046539686620235
163,BE,0.4015441760420799
163,PBE,0.3250686042010784
163,PE_minus_PB,0.7754058428108692
164,PB,1.0068427361547947
164,PE,1.7474960833787918
164,BE,0.4238588772714138
164,PBE,0.3346520960330963
164,PE_minus_PB,0.7406533472239971
165,PB,1.0525388084352016
165,PE,1.7633310481905937
165,BE,0.38274437189102173
165,PBE,0.3275918997824192
165,PE_minus_PB,0.7107922397553921
166,PB,1.0194681659340858
166,PE,1.7890576906502247
166,BE,0.40229832753539085
166,PBE,0.3347780890762806
166,PE_minus_PB,0.7695895247161388
167,PB,1.055156234651804
167,PE,1.8087972402572632
167,BE,0.4041181318461895
167,PBE,0.3140030615031719
167,PE_minus_PB,0.7536410056054592
168,PB,1.0455522872507572
168,PE,1.8856207020580769
168,BE,0.45038826391100883
168,PBE,0.3832503668963909
168,PE_minus_PB,0.8400684148073196
169,PB,1.068847592920065
169,PE,1.763306275010109
169,BE,0.41224683448672295
169,PBE,0.32696372643113136
169,PE_minus_PB,0.694458682090044
170,PB,1.0518312528729439
170,PE,1.8783588223159313
170,BE,0.43558236584067345
170,PBE,0.35373129323124886
170,PE_minus_PB,0.8265275694429874
171,PB,1.065387673676014
171,PE,1.8329139538109303
171,BE,0.4275878183543682
171,PBE,0.3678283281624317
171,PE_minus_PB,0.7675262801349163
172,PB,1.04336354508996
172,PE,1.9011522941291332
172,BE,0.44897379353642464
172,PBE,0.372421495616436
172,PE_minus_PB,0.8577887490391731
173,PB,1.0454887561500072
173,PE,1.8254865556955338
173,BE,0.4137220270931721
173,PBE,0.3396350145339966
173,PE_minus_PB,0.7799977995455265
174,PB,1.0249228216707706
174,PE,1.8064694553613663
174,BE,0.41917582228779793
174,PBE,0.3299972005188465
174,PE_minus_PB,0.7815466336905956
175,PB,0.9993925839662552
175,PE,1.8108211234211922
175,BE,0.42487889155745506
175,PBE,0.3336985595524311
175,PE_minus_PB,0.811428539454937
176,PB,1.0247036553919315
176,PE,1.841938130557537
176,BE,0.4301188886165619
176,PBE,0.3424648307263851
176,PE_minus_PB,0.8172344751656055
177,PB,1.1615799777209759
177,PE,1.849058587104082
177,BE,0.38435348495841026
177,PBE,0.3391549773514271
177,PE_minus_PB,0.6874786093831062
178,PB,1.024427779018879
178,PE,1.833182580769062
178,BE,0.4123830981552601
178,PBE,0.3475004658102989
178,PE_minus_PB,0.8087548017501831
179,PB,1.0893847942352295
179,PE,1.8238362595438957
179,BE,0.4097735807299614
179,PBE,0.3392002284526825
179,PE_minus_PB,0.7344514653086662
180,PB,0.9226449802517891
180,PE,1.7931699827313423
180,BE,0.4049249440431595
180,PBE,0.3006781339645386
180,PE_minus_PB,0.8705250024795532
181,PB,1.0549608245491982
181,PE,1.8535534963011742
181,BE,0.4462585225701332
181,PBE,0.3812349773943424
181,PE_minus_PB,0.798592671751976
182,PB,0.9969797842204571
182,PE,1.8051825277507305
182,BE,0.42124537751078606
182,PBE,0.3214350827038288
182,PE_minus_PB,0.8082027435302734
183,PB,1.0840186886489391
