bootstrap,model,mae
4,count_plus_all_poly4,0.2389415250123975
5,additive_head,0.3805313184505662
5,count_additive,0.3873310711095665
5,count_plus_PB_bin4,0.3877695718724088
5,count_plus_PE_bin4,0.2632030817468137
5,count_plus_BE_bin4,0.38844474672168106
5,count_plus_all_bin4,0.25638660829811194
5,count_plus_all_minus_PB_bin4,0.2649957120223333
5,count_plus_all_minus_PE_bin4,0.39033948553079617
5,count_plus_all_minus_BE_bin4,0.2586329111980522
5,count_plus_PB_poly4,0.3853342317772202
5,count_plus_PE_poly4,0.25929166721231905
5,count_plus_BE_poly4,0.3859641622233601
5,count_plus_all_poly4,0.23702758870411506
6,additive_head,0.36374473370034155
6,count_additive,0.3696203422033698
6,count_plus_PB_bin4,0.3704221727299758
6,count_plus_PE_bin4,0.24951789033891672
6,count_plus_BE_bin4,0.370047257615642
6,count_plus_all_bin4,0.24210286054738006
6,count_plus_all_minus_PB_bin4,0.2494914518790055
6,count_plus_all_minus_PE_bin4,0.3725393448062261
6,count_plus_all_minus_BE_bin4,0.24576208200129646
6,count_plus_PB_poly4,0.3683579004563777
6,count_plus_PE_poly4,0.24429605858200926
6,count_plus_BE_poly4,0.36718053290969255
6,count_plus_all_poly4,0.22267917708032425
7,additive_head,0.37027097598708003
7,count_additive,0.37615046890240567
7,count_plus_PB_bin4,0.3761585371403239
7,count_plus_PE_bin4,0.2557531203499814
7,count_plus_BE_bin4,0.3766225923321261
7,count_plus_all_bin4,0.2478411097936001
7,count_plus_all_minus_PB_bin4,0.2577546361706665
7,count_plus_all_minus_PE_bin4,0.37815162907296607
7,count_plus_all_minus_BE_bin4,0.24980183288593052
7,count_plus_PB_poly4,0.3729750254246674
7,count_plus_PE_poly4,0.2521298470431701
7,count_plus_BE_poly4,0.3740651480987059
7,count_plus_all_poly4,0.22826586406448152
8,additive_head,0.3763451070272971
8,count_additive,0.3828542020300122
8,count_plus_PB_bin4,0.383249127926315
8,count_plus_PE_bin4,0.2613518385742689
8,count_plus_BE_bin4,0.38338575772914746
8,count_plus_all_bin4,0.25387429138339473
8,count_plus_all_minus_PB_bin4,0.2627152991499219
8,count_plus_all_minus_PE_bin4,0.3854501449671876
8,count_plus_all_minus_BE_bin4,0.25647724098363445
8,count_plus_PB_poly4,0.38034439225819217
8,count_plus_PE_poly4,0.2579076435686863
8,count_plus_BE_poly4,0.3806042642298995
8,count_plus_all_poly4,0.23411046774231775
9,additive_head,0.388949668560184
9,count_additive,0.39545520228304964
9,count_plus_PB_bin4,0.3960097538420106
9,count_plus_PE_bin4,0.26959283007711377
9,count_plus_BE_bin4,0.39582992769750386
9,count_plus_all_bin4,0.2620397479039134
9,count_plus_all_minus_PB_bin4,0.2700194454105082
9,count_plus_all_minus_PE_bin4,0.39802507384558816
9,count_plus_all_minus_BE_bin4,0.26554371254446585
9,count_plus_PB_poly4,0.3935005395710773
9,count_plus_PE_poly4,0.26556558548450204
9,count_plus_BE_poly4,0.3926608704462483
9,count_plus_all_poly4,0.24153975345970333
10,additive_head,0.36986181516697736
10,count_additive,0.37639926111274974
10,count_plus_PB_bin4,0.3767576275047013
10,count_plus_PE_bin4,0.254268908897639
10,count_plus_BE_bin4,0.37727586616934705
10,count_plus_all_bin4,0.2476299893096905
10,count_plus_all_minus_PB_bin4,0.25581322642202237
10,count_plus_all_minus_PE_bin4,0.37942950285804933
10,count_plus_all_minus_BE_bin4,0.24946801253565148
10,count_plus_PB_poly4,0.3742924994561805
10,count_plus_PE_poly4,0.24888796379440384
10,count_plus_BE_poly4,0.3748024680723446
10,count_plus_all_poly4,0.2265340768271272
11,additive_head,0.39808330826957167
11,count_additive,0.40479595602236246
11,count_plus_PB_bin4,0.40394741393713396
11,count_plus_PE_bin4,0.2778312947028728
11,count_plus_BE_bin4,0.4035911797220925
11,count_plus_all_bin4,0.2681702035534571
11,count_plus_all_minus_PB_bin4,0.2782873704655506
11,count_plus_all_minus_PE_bin4,0.40524119643693357
11,count_plus_all_minus_BE_bin4,0.2716320444198331
11,count_plus_PB_poly4,0.4007147899434965
11,count_plus_PE_poly4,0.2719328122103249
11,count_plus_BE_poly4,0.40083024853734867
11,count_plus_all_poly4,0.2448157245199655
12,additive_head,0.3951434775330745
12,count_additive,0.4020843187395009
12,count_plus_PB_bin4,0.40180073357804913
12,count_plus_PE_bin4,0.2765941952430123
12,count_plus_BE_bin4,0.40275673407020196
12,count_plus_all_bin4,0.26914759586588916
12,count_plus_all_minus_PB_bin4,0.27959877997207216
12,count_plus_all_minus_PE_bin4,0.40417604044198124
12,count_plus_all_minus_BE_bin4,0.2707022856813015
12,count_plus_PB_poly4,0.39836684313020687
12,count_plus_PE_poly4,0.2738412212582179
12,count_plus_BE_poly4,0.4001794186315536
12,count_plus_all_poly4,0.2481041705527247
13,additive_head,0.38146201551848835
13,count_additive,0.3882086559826486
13,count_plus_PB_bin4,0.38827732817911337
13,count_plus_PE_bin4,0.2640204247756917
13,count_plus_BE_bin4,0.38879828792396504
13,count_plus_all_bin4,0.25615577706509896
13,count_plus_all_minus_PB_bin4,0.26503710374827344
13,count_plus_all_minus_PE_bin4,0.3906729410453399
13,count_plus_all_minus_BE_bin4,0.25912634372162396
13,count_plus_PB_poly4,0.38572712897173694
13,count_plus_PE_poly4,0.2593941151640769
13,count_plus_BE_poly4,0.3860173863519659
13,count_plus_all_poly4,0.2355328390100163
14,additive_head,0.376751351277844
14,count_additive,0.38208648668912726
14,count_plus_PB_bin4,0.382470474481554
14,count_plus_PE_bin4,0.2595107047125632
14,count_plus_BE_bin4,0.3823004854378585
14,count_plus_all_bin4,0.25149904287429165
14,count_plus_all_minus_PB_bin4,0.2602707572316456
14,count_plus_all_minus_PE_bin4,0.38433270760056454
14,count_plus_all_minus_BE_bin4,0.25488267586619273
14,count_plus_PB_poly4,0.38001421729099294
14,count_plus_PE_poly4,0.25517539490685537
14,count_plus_BE_poly4,0.37946375857261183
14,count_plus_all_poly4,0.2321102815274144
15,additive_head,0.394421811643112
15,count_additive,0.40087743621930094
15,count_plus_PB_bin4,0.3995790753850782
15,count_plus_PE_bin4,0.2767891702155423
15,count_plus_BE_bin4,0.4009229512563778
15,count_plus_all_bin4,0.2683476177510576
15,count_plus_all_minus_PB_bin4,0.2791369029426828
15,count_plus_all_minus_PE_bin4,0.40150068178039006
15,count_plus_all_minus_BE_bin4,0.27010383215539635
15,count_plus_PB_poly4,0.3963181269477743
15,count_plus_PE_poly4,0.2714264524309823
15,count_plus_BE_poly4,0.39859066318053243
15,count_plus_all_poly4,0.24604466433651848
16,additive_head,0.3863097747870529
16,count_additive,0.39284433782306116
16,count_plus_PB_bin4,0.3925197009713692
16,count_plus_PE_bin4,0.26897092430524305
16,count_plus_BE_bin4,0.393461462363489
16,count_plus_all_bin4,0.2612936918304922
16,count_plus_all_minus_PB_bin4,0.2715540491265814
16,count_plus_all_minus_PE_bin4,0.39466810806781816
16,count_plus_all_minus_BE_bin4,0.2629611170644535
16,count_plus_PB_poly4,0.3893083685611601
16,count_plus_PE_poly4,0.2648734271646788
16,count_plus_BE_poly4,0.3910734210303696
16,count_plus_all_poly4,0.2402214635841849
17,additive_head,0.38278731820337897
17,count_additive,0.3891038791490439
17,count_plus_PB_bin4,0.38967708486143793
17,count_plus_PE_bin4,0.2640327887349811
17,count_plus_BE_bin4,0.38971370655869175
17,count_plus_all_bin4,0.25575973285632214
17,count_plus_all_minus_PB_bin4,0.2647050506999806
17,count_plus_all_minus_PE_bin4,0.39188964943917226
17,count_plus_all_minus_BE_bin4,0.25933897384903837
17,count_plus_PB_poly4,0.38727309498501145
17,count_plus_PE_poly4,0.2601923580673064
17,count_plus_BE_poly4,0.3868172409356765
17,count_plus_all_poly4,0.23679266965150503
18,additive_head,0.3712752439716937
18,count_additive,0.37714906796173875
18,count_plus_PB_bin4,0.3764628536742176
18,count_plus_PE_bin4,0.25839422532606887
18,count_plus_BE_bin4,0.37662506097306897
18,count_plus_all_bin4,0.24987469743184318
18,count_plus_all_minus_PB_bin4,0.2595746573523104
18,count_plus_all_minus_PE_bin4,0.3780483077900735
18,count_plus_all_minus_BE_bin4,0.25226633666995263
18,count_plus_PB_poly4,0.37348823180670265
18,count_plus_PE_poly4,0.2527903588969423
18,count_plus_BE_poly4,0.37399712733047225
18,count_plus_all_poly4,0.2280037863765691
19,additive_head,0.3943113406339802
19,count_additive,0.4012189328507073
19,count_plus_PB_bin4,0.4017657787459443
19,count_plus_PE_bin4,0.2720907347302467
19,count_plus_BE_bin4,0.4018983471800447
19,count_plus_all_bin4,0.2647127911697077
19,count_plus_all_minus_PB_bin4,0.2734117195730652
19,count_plus_all_minus_PE_bin4,0.40420767230369137
19,count_plus_all_minus_BE_bin4,0.26734660062569304
19,count_plus_PB_poly4,0.3991106017964717
19,count_plus_PE_poly4,0.26736914298954206
19,count_plus_BE_poly4,0.39934037409352074
19,count_plus_all_poly4,0.24359295236386264
20,additive_head,0.3914953181407931
20,count_additive,0.3975427196972213
20,count_plus_PB_bin4,0.39717899761298525
20,count_plus_PE_bin4,0.27215600348911195
20,count_plus_BE_bin4,0.3972286388088587
20,count_plus_all_bin4,0.2635076343956294
20,count_plus_all_minus_PB_bin4,0.27290719284807025
20,count_plus_all_minus_PE_bin4,0.39887485153214414
20,count_plus_all_minus_BE_bin4,0.26670791652452214
20,count_plus_PB_poly4,0.394371367641962
20,count_plus_PE_poly4,0.26733406178895097
20,count_plus_BE_poly4,0.39425572287608496
20,count_plus_all_poly4,0.24205783108913118
21,additive_head,0.3680106290457269
21,count_additive,0.373366214225165
21,count_plus_PB_bin4,0.37250483067910023
21,count_plus_PE_bin4,0.25741772229114096
21,count_plus_BE_bin4,0.3735649619186555
21,count_plus_all_bin4,0.24951662643556244
21,count_plus_all_minus_PB_bin4,0.2593826874933479
21,count_plus_all_minus_PE_bin4,0.37423893567678307
21,count_plus_all_minus_BE_bin4,0.2510057650178509
21,count_plus_PB_poly4,0.3695276416665375
21,count_plus_PE_poly4,0.2531052450683846
21,count_plus_BE_poly4,0.37101989893604814
21,count_plus_all_poly4,0.2290808046469818
22,additive_head,0.4016896788709795
22,count_additive,0.40800899800960133
22,count_plus_PB_bin4,0.40655509270631407
22,count_plus_PE_bin4,0.28433790304460277
22,count_plus_BE_bin4,0.4068306844331149
22,count_plus_all_bin4,0.2747695206212265
22,count_plus_all_minus_PB_bin4,0.2854443390313302
22,count_plus_all_minus_PE_bin4,0.40763516955571644
22,count_plus_all_minus_BE_bin4,0.2776946367567126
22,count_plus_PB_poly4,0.40277047654382303
22,count_plus_PE_poly4,0.2789168851870445
22,count_plus_BE_poly4,0.4044088224637806
22,count_plus_all_poly4,0.2513798877887598
23,additive_head,0.38062503686697624
23,count_additive,0.38735429992062664
23,count_plus_PB_bin4,0.3874405995277603
23,count_plus_PE_bin4,0.26423099325353727
23,count_plus_BE_bin4,0.38840034009596697
23,count_plus_all_bin4,0.25732816484852933
23,count_plus_all_minus_PB_bin4,0.2670687787229189
23,count_plus_all_minus_PE_bin4,0.3901098799360262
23,count_plus_all_minus_BE_bin4,0.25824454887450415
23,count_plus_PB_poly4,0.3842486978593834
23,count_plus_PE_poly4,0.259828546799453
23,count_plus_BE_poly4,0.3861438647743673
23,count_plus_all_poly4,0.23611889885431872
24,additive_head,0.365626748807024
24,count_additive,0.37161052888129964
24,count_plus_PB_bin4,0.37051304918055394
24,count_plus_PE_bin4,0.2529433992160041
24,count_plus_BE_bin4,0.37084865450686966
24,count_plus_all_bin4,0.24503357495536632
24,count_plus_all_minus_PB_bin4,0.2541234812770231
24,count_plus_all_minus_PE_bin4,0.3717848998279446
24,count_plus_all_minus_BE_bin4,0.24698606110651208
24,count_plus_PB_poly4,0.3680541336669388
24,count_plus_PE_poly4,0.2441700178054161
24,count_plus_BE_poly4,0.3685130641885197
24,count_plus_all_poly4,0.2206640998370463
25,additive_head,0.4022983856740443
25,count_additive,0.40948300579670927
25,count_plus_PB_bin4,0.41016904907771734
25,count_plus_PE_bin4,0.27977674009469766
25,count_plus_BE_bin4,0.41049982791045664
25,count_plus_all_bin4,0.2726589743667368
25,count_plus_all_minus_PB_bin4,0.28180723290180487
25,count_plus_all_minus_PE_bin4,0.41272471174281034
25,count_plus_all_minus_BE_bin4,0.27478983487634556
25,count_plus_PB_poly4,0.4071342476432996
25,count_plus_PE_poly4,0.27682029440365963
25,count_plus_BE_poly4,0.4077052458070363
25,count_plus_all_poly4,0.2526175971314259
26,additive_head,0.38003951822980286
26,count_additive,0.3860304660550885
26,count_plus_PB_bin4,0.38472421824532765
26,count_plus_PE_bin4,0.26731571915024505
26,count_plus_BE_bin4,0.38591707918991636
26,count_plus_all_bin4,0.258762804494135
26,count_plus_all_minus_PB_bin4,0.26969176587673016
26,count_plus_all_minus_PE_bin4,0.38654560521012
26,count_plus_all_minus_BE_bin4,0.26034538653898337
26,count_plus_PB_poly4,0.381121513660684
26,count_plus_PE_poly4,0.26315643626074253
26,count_plus_BE_poly4,0.38361064932650013
26,count_plus_all_poly4,0.2374634144166745
27,additive_head,0.385401398769167
27,count_additive,0.3918798340171844
27,count_plus_PB_bin4,0.39213355815666867
27,count_plus_PE_bin4,0.26719640999886984
27,count_plus_BE_bin4,0.39239342774281355
27,count_plus_all_bin4,0.25885007578594665
27,count_plus_all_minus_PB_bin4,0.26847817052670686
27,count_plus_all_minus_PE_bin4,0.3943384628357153
27,count_plus_all_minus_BE_bin4,0.2617365108302851
27,count_plus_PB_poly4,0.38919183636675564
27,count_plus_PE_poly4,0.2634342286202442
27,count_plus_BE_poly4,0.38960718851003484
27,count_plus_all_poly4,0.2389816965812636
28,additive_head,0.3930337145355628
28,count_additive,0.40049462724346946
28,count_plus_PB_bin4,0.39910765714921986
28,count_plus_PE_bin4,0.2786773877479871
28,count_plus_BE_bin4,0.4002666177310509
28,count_plus_all_bin4,0.27079817888720253
28,count_plus_all_minus_PB_bin4,0.28079697295053513
28,count_plus_all_minus_PE_bin4,0.40111968200324427
28,count_plus_all_minus_BE_bin4,0.27209224425110545
28,count_plus_PB_poly4,0.39568168501958134
28,count_plus_PE_poly4,0.27237342082435
28,count_plus_BE_poly4,0.397978418174605
28,count_plus_all_poly4,0.2464649816852456
29,additive_head,0.37308974038463677
29,count_additive,0.3795930753386794
29,count_plus_PB_bin4,0.37986115010302357
29,count_plus_PE_bin4,0.25785267232515385
29,count_plus_BE_bin4,0.38056614563781593
29,count_plus_all_bin4,0.2511221928737701
29,count_plus_all_minus_PB_bin4,0.259630460748609
29,count_plus_all_minus_PE_bin4,0.3825052189917214
29,count_plus_all_minus_BE_bin4,0.2533555744407109
29,count_plus_PB_poly4,0.37732678435454753
29,count_plus_PE_poly4,0.2544933624594145
29,count_plus_BE_poly4,0.3780274025558884
29,count_plus_all_poly4,0.23189831271658162
30,additive_head,0.38020005839240945
30,count_additive,0.38607769657936714
30,count_plus_PB_bin4,0.38498155282334384
30,count_plus_PE_bin4,0.26701338386889056
30,count_plus_BE_bin4,0.38564256371838057
30,count_plus_all_bin4,0.2579937266441549
30,count_plus_all_minus_PB_bin4,0.26880001508842033
30,count_plus_all_minus_PE_bin4,0.3863445742693709
30,count_plus_all_minus_BE_bin4,0.2602239375411889
30,count_plus_PB_poly4,0.3815425872861615
30,count_plus_PE_poly4,0.26236200882711413
30,count_plus_BE_poly4,0.3831592173829192
30,count_plus_all_poly4,0.23664683463081015
31,additive_head,0.37955353926912794
31,count_additive,0.3864590007372768
31,count_plus_PB_bin4,0.3863927728799479
31,count_plus_PE_bin4,0.26424138809978936
31,count_plus_BE_bin4,0.38752997630668584
31,count_plus_all_bin4,0.25777584760228084
31,count_plus_all_minus_PB_bin4,0.26684368382286794
31,count_plus_all_minus_PE_bin4,0.3891092347455549
31,count_plus_all_minus_BE_bin4,0.258662769301752
31,count_plus_PB_poly4,0.3834909032292806
31,count_plus_PE_poly4,0.259650729247738
31,count_plus_BE_poly4,0.38530640232520624
31,count_plus_all_poly4,0.23665639265220312
32,additive_head,0.3813538364155407
32,count_additive,0.38797886099254414
32,count_plus_PB_bin4,0.3883344467134836
32,count_plus_PE_bin4,0.2634056424656763
32,count_plus_BE_bin4,0.3890686034642667
32,count_plus_all_bin4,0.2564020781667674
32,count_plus_all_minus_PB_bin4,0.26593108348681105
32,count_plus_all_minus_PE_bin4,0.3909024082813577
32,count_plus_all_minus_BE_bin4,0.25785975536876204
32,count_plus_PB_poly4,0.3854569315870517
32,count_plus_PE_poly4,0.2592266149137325
32,count_plus_BE_poly4,0.3866832814182081
32,count_plus_all_poly4,0.2360456411598685
33,additive_head,0.36984124234098414
33,count_additive,0.375162269022434
33,count_plus_PB_bin4,0.3744223685684917
33,count_plus_PE_bin4,0.2569269116852769
33,count_plus_BE_bin4,0.37494717529110033
33,count_plus_all_bin4,0.24942354493721303
33,count_plus_all_minus_PB_bin4,0.25813236730262884
33,count_plus_all_minus_PE_bin4,0.3759190423011839
33,count_plus_all_minus_BE_bin4,0.251573946279333
33,count_plus_PB_poly4,0.3719357113264067
33,count_plus_PE_poly4,0.25028740607086297
33,count_plus_BE_poly4,0.37240415119214987
33,count_plus_all_poly4,0.2264837302723875
34,additive_head,0.385014369562597
34,count_additive,0.3910983140429872
34,count_plus_PB_bin4,0.3913963177752816
34,count_plus_PE_bin4,0.26693810517059546
34,count_plus_BE_bin4,0.39144008658086243
34,count_plus_all_bin4,0.2587191373487539
34,count_plus_all_minus_PB_bin4,0.2686560951844001
34,count_plus_all_minus_PE_bin4,0.39340687412722536
34,count_plus_all_minus_BE_bin4,0.2612334211522813
34,count_plus_PB_poly4,0.38844312243952456
34,count_plus_PE_poly4,0.26257194899116754
34,count_plus_BE_poly4,0.38859760308447255
34,count_plus_all_poly4,0.23834879063400383
35,additive_head,0.4049121839371434
35,count_additive,0.412193241160245
35,count_plus_PB_bin4,0.4121237421853074
35,count_plus_PE_bin4,0.2821600223402099
35,count_plus_BE_bin4,0.4127674885364341
35,count_plus_all_bin4,0.273646091684581
35,count_plus_all_minus_PB_bin4,0.28397253825693136
35,count_plus_all_minus_PE_bin4,0.4144187124850898
35,count_plus_all_minus_BE_bin4,0.27607697494135
35,count_plus_PB_poly4,0.40908610330226286
35,count_plus_PE_poly4,0.2768193657702273
35,count_plus_BE_poly4,0.41012990460056126
35,count_plus_all_poly4,0.25158424221480635
36,additive_head,0.3678272998171855
36,count_additive,0.37344937476536727
36,count_plus_PB_bin4,0.37395891907372236
36,count_plus_PE_bin4,0.2543207183969548
36,count_plus_BE_bin4,0.373956722684863
36,count_plus_all_bin4,0.24705457405484005
36,count_plus_all_minus_PB_bin4,0.255685437832186
36,count_plus_all_minus_PE_bin4,0.3761846197326514
36,count_plus_all_minus_BE_bin4,0.2493897622476041
36,count_plus_PB_poly4,0.3712923883840212
36,count_plus_PE_poly4,0.24986886406190628
36,count_plus_BE_poly4,0.3714416232186483
36,count_plus_all_poly4,0.22726439113393973
37,additive_head,0.3626229549147642
37,count_additive,0.3677047548857956
37,count_plus_PB_bin4,0.3673703651043077
37,count_plus_PE_bin4,0.2522931087591552
37,count_plus_BE_bin4,0.367386215321504
37,count_plus_all_bin4,0.24362260581213055
37,count_plus_all_minus_PB_bin4,0.25326720453000884
37,count_plus_all_minus_PE_bin4,0.3688178217114215
37,count_plus_all_minus_BE_bin4,0.24653639794305066
37,count_plus_PB_poly4,0.3642916922089811
37,count_plus_PE_poly4,0.24808260088628092
37,count_plus_BE_poly4,0.364676519352133
37,count_plus_all_poly4,0.22357471565415557
38,additive_head,0.39334037823472356
38,count_additive,0.4005674255635648
38,count_plus_PB_bin4,0.4024493119918168
38,count_plus_PE_bin4,0.2684308146754587
38,count_plus_BE_bin4,0.40239742546309126
38,count_plus_all_bin4,0.26173820159461914
38,count_plus_all_minus_PB_bin4,0.26892928283913203
38,count_plus_all_minus_PE_bin4,0.40538175017379974
38,count_plus_all_minus_BE_bin4,0.26536617797294726
38,count_plus_PB_poly4,0.40074983617423204
38,count_plus_PE_poly4,0.26485662271102733
38,count_plus_BE_poly4,0.3991154388891839
38,count_plus_all_poly4,0.2440827772617332
39,additive_head,0.3929568914716968
39,count_additive,0.3993433089841818
39,count_plus_PB_bin4,0.39872313938344195
39,count_plus_PE_bin4,0.274962814980351
39,count_plus_BE_bin4,0.3992445864942795
39,count_plus_all_bin4,0.26648017906983806
39,count_plus_all_minus_PB_bin4,0.27702170376701873
39,count_plus_all_minus_PE_bin4,0.40043536658806184
39,count_plus_all_minus_BE_bin4,0.26845655964579834
39,count_plus_PB_poly4,0.39540664266660214
39,count_plus_PE_poly4,0.270010845241052
39,count_plus_BE_poly4,0.3966910930765054
39,count_plus_all_poly4,0.24411796984489934
40,additive_head,0.3658640860128632
40,count_additive,0.37244273849253506
40,count_plus_PB_bin4,0.3720870829416798
40,count_plus_PE_bin4,0.25480843111610463
40,count_plus_BE_bin4,0.3730030522054348
40,count_plus_all_bin4,0.2472694852433801
40,count_plus_all_minus_PB_bin4,0.2571121851630627
40,count_plus_all_minus_PE_bin4,0.3743985919552151
40,count_plus_all_minus_BE_bin4,0.24859125170746038
40,count_plus_PB_poly4,0.3685949926677078
40,count_plus_PE_poly4,0.2506028437061697
40,count_plus_BE_poly4,0.37080824768914133
40,count_plus_all_poly4,0.22631865688933278
41,additive_head,0.38863061469102034
41,count_additive,0.3954888172030012
41,count_plus_PB_bin4,0.3957231175100183
41,count_plus_PE_bin4,0.269653271439929
41,count_plus_BE_bin4,0.39630157885863915
41,count_plus_all_bin4,0.2618367849074262
41,count_plus_all_minus_PB_bin4,0.27098609482159375
41,count_plus_all_minus_PE_bin4,0.39830279886875875
41,count_plus_all_minus_BE_bin4,0.26476555171787286
41,count_plus_PB_poly4,0.393314850421188
41,count_plus_PE_poly4,0.26545478581108195
41,count_plus_BE_poly4,0.3936356550277732
41,count_plus_all_poly4,0.24196139338458417
42,additive_head,0.3706105054886232
42,count_additive,0.3765122588690663
42,count_plus_PB_bin4,0.37656836091415546
42,count_plus_PE_bin4,0.2581200712746812
42,count_plus_BE_bin4,0.37679651735352504
42,count_plus_all_bin4,0.25037326476439287
42,count_plus_all_minus_PB_bin4,0.25949845000166205
42,count_plus_all_minus_PE_bin4,0.37854961806042675
42,count_plus_all_minus_BE_bin4,0.25300863433073395
42,count_plus_PB_poly4,0.37337799284033946
42,count_plus_PE_poly4,0.2542884489623846
42,count_plus_BE_poly4,0.37405396163469024
42,count_plus_all_poly4,0.23020326653452453
43,additive_head,0.3604624673719451
43,count_additive,0.3662478898497252
43,count_plus_PB_bin4,0.3661620602117774
43,count_plus_PE_bin4,0.24991003702359987
43,count_plus_BE_bin4,0.36621401098712647
43,count_plus_all_bin4,0.24104931791960685
43,count_plus_all_minus_PB_bin4,0.2504958797688927
43,count_plus_all_minus_PE_bin4,0.367692507966368
43,count_plus_all_minus_BE_bin4,0.24471147955478384
43,count_plus_PB_poly4,0.3634274637639291
43,count_plus_PE_poly4,0.24569888554247582
43,count_plus_BE_poly4,0.363475229479251
43,count_plus_all_poly4,0.2225775491681087
44,additive_head,0.3949188052080865
44,count_additive,0.40181619136495
44,count_plus_PB_bin4,0.40112729901798894
44,count_plus_PE_bin4,0.2762760154249883
44,count_plus_BE_bin4,0.40160193571873226
44,count_plus_all_bin4,0.26827445690298724
44,count_plus_all_minus_PB_bin4,0.27808245957013233
44,count_plus_all_minus_PE_bin4,0.4030948698486549
44,count_plus_all_minus_BE_bin4,0.27021707853187726
44,count_plus_PB_poly4,0.3980774678692078
44,count_plus_PE_poly4,0.2706924100771437
44,count_plus_BE_poly4,0.399232414502189
44,count_plus_all_poly4,0.24522905926218863
45,additive_head,0.3913358273583297
45,count_additive,0.39782468386491276
45,count_plus_PB_bin4,0.3983163858789543
45,count_plus_PE_bin4,0.2711840044734542
45,count_plus_BE_bin4,0.3991142383272434
45,count_plus_all_bin4,0.2641316123806787
45,count_plus_all_minus_PB_bin4,0.27357357576868907
45,count_plus_all_minus_PE_bin4,0.401126762911466
45,count_plus_all_minus_BE_bin4,0.2659079219299828
45,count_plus_PB_poly4,0.39528459364390234
45,count_plus_PE_poly4,0.26937377445425864
45,count_plus_BE_poly4,0.3964710678766509
45,count_plus_all_poly4,0.24554651257241483
46,additive_head,0.3671700747470531
46,count_additive,0.37326793932524593
46,count_plus_PB_bin4,0.3738823817742666
46,count_plus_PE_bin4,0.2537699250868461
46,count_plus_BE_bin4,0.3742913429377413
46,count_plus_all_bin4,0.24673924716349802
46,count_plus_all_minus_PB_bin4,0.25542203701375565
46,count_plus_all_minus_PE_bin4,0.37636726129394127
46,count_plus_all_minus_BE_bin4,0.24910534701206802
46,count_plus_PB_poly4,0.37129891277157717
46,count_plus_PE_poly4,0.25057627379808056
46,count_plus_BE_poly4,0.37163658385928827
46,count_plus_all_poly4,0.22820849992446787
47,additive_head,0.40239264608164566
