schema_version,prompt_id,split,family_id,cluster_id,mask_id,mask_bits,bank,pool_id,clean_margin,ablated_margin,drop_from_clean
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_578313c81dc911fd,00110111,calibration,,5.110519409179688,4.782861709594728,0.3276576995849608
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_59d1e7272cfe7e64,00100101,calibration,,5.110519409179688,4.977705478668213,0.1328139305114746
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_5dc615d8705d787f,11101010,calibration,,5.110519409179688,3.2976083755493164,1.812911033630371
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_63c802383bb0b7d1,00000010,calibration,,5.110519409179688,5.044424057006836,0.0660953521728514
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_6505ca549adbbfd8,01110011,calibration,,5.110519409179688,4.481369972229004,0.6291494369506834
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_65a8cc93a7501058,00000001,calibration,,5.110519409179688,5.011892318725586,0.0986270904541014
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_687cf8e70b6a898b,00001010,calibration,,5.110519409179688,4.937216758728027,0.1733026504516601
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_68a4c77200a9f082,00011101,calibration,,5.110519409179688,4.637436389923096,0.4730830192565918
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_6ccf560d1b847377,11100011,calibration,,5.110519409179688,3.427549123764038,1.6829702854156494
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_6e51f231f688047a,01010010,calibration,,5.110519409179688,4.29968786239624,0.8108315467834472
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_6f66947abd3cecf3,00101011,calibration,,5.110519409179688,5.099150657653809,0.0113687515258788
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_74de301990edf4eb,00010101,calibration,,5.110519409179688,4.599952220916748,0.5105671882629395
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_768b1fdef9aea78a,01111101,calibration,,5.110519409179688,4.203690528869629,0.9068288803100584
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_770d52bd09d41781,10100111,calibration,,5.110519409179688,3.7998106479644775,1.31070876121521
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_77ba150e7fd84cd4,11111111,calibration,,5.110519409179688,2.814471960067749,2.2960474491119385
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_79592aa76b30552e,11010100,calibration,,5.110519409179688,2.9098119735717773,2.2007074356079106
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_7b9924334671dc3c,11110000,calibration,,5.110519409179688,3.334926128387451,1.7755932807922363
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_80c22435e31a5b8f,10001101,calibration,,5.110519409179688,3.4850094318389893,1.6255099773406982
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_80f540cffe1476e0,00100100,calibration,,5.110519409179688,5.1335668563842765,-0.0230474472045897
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_83bdd2f6f8ba0b15,00001100,calibration,,5.110519409179688,4.898993492126465,0.2115259170532226
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_83cd46bbfdb2dadc,10011110,calibration,,5.110519409179688,3.3893377780914307,1.7211816310882568
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_85bae553f1393ee3,01101001,calibration,,5.110519409179688,4.553513526916504,0.5570058822631834
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_87421d0b4454d335,10011001,calibration,,5.110519409179688,3.380865812301636,1.7296535968780518
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_8ac8f15ccd161fe5,00100001,calibration,,5.110519409179688,5.234210014343262,-0.1236906051635742
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_8cc847c16cbf8458,00101101,calibration,,5.110519409179688,5.018600940704346,0.0919184684753417
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_8e3d0e460649f034,10111101,calibration,,5.110519409179688,3.572593927383423,1.5379254817962646
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_9195abaaf16a5b16,01000101,calibration,,5.110519409179688,4.23095703125,0.8795623779296875
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_9301cb6d11128fab,00001000,calibration,,5.110519409179688,5.029962539672852,0.0805568695068358
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_935a2d7ebb29af1f,01101100,calibration,,5.110519409179688,4.552888870239258,0.5576305389404295
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_9580c9aee23bebef,01011111,calibration,,5.110519409179688,3.979006290435791,1.1315131187438965
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_9591cc3aef8b6919,10100011,calibration,,5.110519409179688,3.990200996398926,1.1203184127807615
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_983343405ce254dc,10011000,calibration,,5.110519409179688,3.5116240978240967,1.5988953113555908
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_9851f27c8a1261cf,00010010,calibration,,5.110519409179688,4.881202220916748,0.2293171882629394
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_98909862b8426e62,00101111,calibration,,5.110519409179688,4.944138526916504,0.1663808822631835
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_98b5c234bdcb60a6,00111100,calibration,,5.110519409179688,4.966501712799072,0.1440176963806152
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_99bd8289d44a47ab,01001110,calibration,,5.110519409179688,4.1939473152160645,0.916572093963623
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_9cde30e792f21be4,11011010,calibration,,5.110519409179688,2.7563953399658203,2.354124069213867
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_9ea7582643f4efef,01110000,calibration,,5.110519409179688,4.597832679748535,0.5126867294311523
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_9fcd59148bb80ee0,01000100,calibration,,5.110519409179688,4.38766288757324,0.7228565216064453
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a0f2dfd81710a947,11000101,calibration,,5.110519409179688,3.0016112327575684,2.108908176422119
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a1573183a15a2e70,10000001,calibration,,5.110519409179688,3.82247257232666,1.2880468368530271
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a25c4863c1939b2d,01110110,calibration,,5.110519409179688,4.368707180023193,0.7418122291564941
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a2936295892ea72e,10111010,calibration,,5.110519409179688,3.7746739387512207,1.3358454704284668
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a2b08d2c6effabb4,01011110,calibration,,5.110519409179688,4.054956436157227,1.0555629730224607
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a2fad41e50925520,11111110,calibration,,5.110519409179688,2.9250423908233643,2.1854770183563232
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a515dba1ffca22f8,11000111,calibration,,5.110519409179688,2.950185537338257,2.1603338718414307
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a5a1d27ddb2c8227,00011000,calibration,,5.110519409179688,4.87976598739624,0.2307534217834472
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a7e071ad8118b157,01000011,calibration,,5.110519409179688,4.372300624847412,0.7382187843322752
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a95e52ff7755375c,10010000,calibration,,5.110519409179688,3.651877164840698,1.4586422443389893
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_a9929e246d832442,00010100,calibration,,5.110519409179688,4.72156286239624,0.3889565467834472
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_ab82286bfce0dce8,10011010,calibration,,5.110519409179688,3.5063953399658203,1.6041240692138672
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_aeefd9c22ef47246,11100001,calibration,,5.110519409179688,3.409492254257202,1.7010271549224854
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_b051c49bfab72409,11110011,calibration,,5.110519409179688,3.183093786239624,1.927425622940064
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_b223032f5f64c4c5,00000101,calibration,,5.110519409179688,4.736729145050049,0.3737902641296386
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_b6763bc34afb5c5b,11001101,calibration,,5.110519409179688,2.8038330078125,2.3066864013671875
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_b8c5ae0317a9b762,10100001,calibration,,5.110519409179688,4.078376770019531,1.0321426391601562
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_bc5fb3d2d5ed3276,10101000,calibration,,5.110519409179688,3.9661624431610094,1.1443569660186768
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_bc97d60f409c5bcc,11100010,calibration,,5.110519409179688,3.51838493347168,1.5921344757080078
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_bd340fbbf1a02c1e,10010001,calibration,,5.110519409179688,3.5715556144714355,1.538963794708252
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_beade84bac4d98cf,01010111,calibration,,5.110519409179688,3.967486143112183,1.1430332660675049
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_bee1b8b7a1bb7213,10000110,calibration,,5.110519409179688,3.633611917495728,1.47690749168396
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_bee7b633b7bd6ef7,00010000,calibration,,5.110519409179688,4.90906286239624,0.2014565467834472
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_bf8c1434803ab072,10100000,calibration,,5.110519409179688,4.198761940002441,0.911757469177246
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_c57fd19b885fa91c,00000111,calibration,,5.110519409179688,4.660759925842285,0.4497594833374022
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_c6d5462a4cdcb880,00110001,calibration,,5.110519409179688,5.044254302978516,0.0662651062011718
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_cad19fe5613acd04,11101011,calibration,,5.110519409179688,3.182518243789673,1.9280011653900144
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_ccd3d07c7049d77e,10100100,calibration,,5.110519409179688,3.9557018280029297,1.1548175811767578
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_d27886ee3f587e5e,11010011,calibration,,5.110519409179688,2.923901557922364,2.186617851257324
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_d3be04383e5daabc,10000000,calibration,,5.110519409179688,3.914608240127564,1.195911169052124
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_d70df547db1f4ba0,01110111,calibration,,5.110519409179688,4.235204219818115,0.8753151893615722
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_d7297cb8fc9edb4c,00111001,calibration,,5.110519409179688,5.020910739898682,0.0896086692810058
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_d78f793f96d91b9c,01101011,calibration,,5.110519409179688,4.520721912384033,0.5897974967956543
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_db24ac2b7a2f84be,01001111,calibration,,5.110519409179688,4.082642078399656,1.0278773307800293
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_db632076d6432ff6,11101100,calibration,,5.110519409179688,3.204744338989258,1.9057750701904297
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_dbcbcb69e45ef1f2,10000100,calibration,,5.110519409179688,3.7160604000091553,1.3944590091705322
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_dbffe49b261d746e,11001110,calibration,,5.110519409179688,2.85372257232666,2.256796836853028
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_e2d31aba6a9f8aa6,01011001,calibration,,5.110519409179688,4.125406742095947,0.9851126670837402
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_e533feea92d993a3,01101111,calibration,,5.110519409179688,4.366013526916504,0.7445058822631834
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_e6c3147853331ffe,01011010,calibration,,5.110519409179688,4.219861507415772,0.890657901763916
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_e71d0de82cb01931,10010010,calibration,,5.110519409179688,3.6425046920776367,1.4680147171020508
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_e87690dd6a8adfcf,11000000,calibration,,5.110519409179688,3.3209567070007324,1.7895627021789553
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_e9ca713c8628e4cf,01010000,calibration,,5.110519409179688,4.366262435913086,0.7442569732666015
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_e9ed53e1d966b6fb,00100010,calibration,,5.110519409179688,5.281905174255371,-0.1713857650756835
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_eb7f727b9d2992c3,11101000,calibration,,5.110519409179688,3.3032264709472656,1.8072929382324217
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_ed8af04e85b28058,11010010,calibration,,5.110519409179688,3.017745018005371,2.0927743911743164
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_eddb086f36dd8040,01010101,calibration,,5.110519409179688,4.105963230133057,1.0045561790466309
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_ee2de6c0d52abb70,00001101,calibration,,5.110519409179688,4.841050624847412,0.2694687843322752
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_f104e74668251aef,10001000,calibration,,5.110519409179688,3.72290563583374,1.3876137733459473
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_f1d52a8ab428b413,00000100,calibration,,5.110519409179688,4.896109580993652,0.2144098281860351
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_f5a72707a920dc77,10101010,calibration,,5.110519409179688,3.936727523803712,1.1737918853759766
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_fcb115619f2c84ff,01100000,calibration,,5.110519409179688,4.7990264892578125,0.311492919921875
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_fdd0119e69754782,01001000,calibration,,5.110519409179688,4.432650089263916,0.6778693199157713
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_ffc7bf7b5cff42c0,10111011,calibration,,5.110519409179688,3.673365354537964,1.4371540546417236
observerbench.qwen_induction_effect_rows.v1,qseq_00111061ca67072f,train,length_64_gap_8,qcluster_calibration_0036,qmask_ffe81ae2864a91d7,00100110,calibration,,5.110519409179688,5.020334720611572,0.0901846885681152
observerbench.qwen_induction_effect_rows.v1,qseq_0100115daa28e659,train,length_32_gap_16,qcluster_calibration_0058,qmask_06d456004de1cb39,01110001,calibration,,1.9318791627883911,1.521312236785889,0.4105669260025023
