model,measurement_budget,term,coefficient
count_plus_all_bin4,160,P:9.9,1.0621445569226302
count_plus_all_bin4,160,P:9.6,-0.5071890913383001
count_plus_all_bin4,160,P:10.0,0.26788616908497337
count_plus_all_bin4,160,B:9.0,0.18401341673319643
count_plus_all_bin4,160,B:9.7,0.2675959666550818
count_plus_all_bin4,160,B:10.1,0.1173247049380581
count_plus_all_bin4,160,B:10.2,0.17339043817901964
count_plus_all_bin4,160,B:10.6,0.5079758290932902
count_plus_all_bin4,160,B:10.10,0.31870133026966796
count_plus_all_bin4,160,B:11.2,-0.3178768485222798
count_plus_all_bin4,160,B:11.9,0.007887938192760388
count_plus_all_bin4,160,E:10.7,-1.3609535752739264
count_plus_all_bin4,160,E:11.10,-1.401570957298659
count_plus_all_bin4,160,P_count_eq_1,-0.1834765784250955
count_plus_all_bin4,160,P_count_eq_2,-0.08590221448774371
count_plus_all_bin4,160,P_count_eq_3,0.39270754796043117
count_plus_all_bin4,160,B_count_eq_1,-0.2746282073487142
count_plus_all_bin4,160,B_count_2_3,-0.20438900526591885
count_plus_all_bin4,160,B_count_4_5,-0.7085710238087372
count_plus_all_bin4,160,B_count_6_8,-0.6025911462018083
count_plus_all_bin4,160,E_count_eq_1,-0.1252666762490355
count_plus_all_bin4,160,E_count_eq_2,-1.3186289303008212
count_plus_all_bin4,160,PB_bin4_11,0.01356568223405501
count_plus_all_bin4,160,PB_bin4_12,0.2390836156806455
count_plus_all_bin4,160,PB_bin4_21,-0.46976459170998897
count_plus_all_bin4,160,PB_bin4_22,-0.10866024397435126
count_plus_all_bin4,160,PE_bin4_11,0.448095778526352
count_plus_all_bin4,160,PE_bin4_12,0.8902891306721294
count_plus_all_bin4,160,PE_bin4_21,0.9590368268145851
count_plus_all_bin4,160,PE_bin4_22,2.3474144965792023
count_plus_all_bin4,160,BE_bin4_11,0.2519332312388452
count_plus_all_bin4,160,BE_bin4_12,0.7595154408601038
count_plus_all_bin4,160,BE_bin4_21,0.3351384295595804
count_plus_all_bin4,160,BE_bin4_22,1.171187051845013
singleton_sum,14,head_0,0.5586530764897665
singleton_sum,14,head_1,-0.35333046813805896
singleton_sum,14,head_2,0.38284675776958466
singleton_sum,14,head_3,-0.001215875148773198
singleton_sum,14,head_4,0.2781998962163925
singleton_sum,14,head_5,0.09423511723677318
singleton_sum,14,head_6,-0.030014216899871826
singleton_sum,14,head_7,0.30459481477737427
singleton_sum,14,head_8,0.15794824560483298
singleton_sum,14,head_9,-0.46943343182404834
singleton_sum,14,head_10,0.0047898044188817305
singleton_sum,14,head_11,-1.6072851618131
singleton_sum,14,head_12,-1.1689575960238774
