observer,example_idx,x1_before,x2_before,x1_after,x2_after,interaction_after,target_after,nuisance_after,control_strength,local_target_gain,direction_feasible
first_order,67,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.657809963790367,0.8983664471763634,0.9129246923032147,0.85,True
first_order,68,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.683260877003112,0.9282098393088146,0.9129246923032147,0.85,True
first_order,69,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6709978973126357,0.9960411905965125,0.2997630636342441,0.85,True
first_order,70,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6658095513654496,0.9237168422187478,0.9129246923032147,0.85,True
first_order,71,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6158621224910628,-0.08818227172508675,0.385979713447496,0.8499999999999999,True
first_order,72,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6324682820107994,0.9234829033101054,0.9129246923032147,0.85,True
first_order,73,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6338969493182827,-0.09621494097510322,0.385979713447496,0.8499999999999999,True
first_order,74,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6403886055888142,0.999721522860495,0.2997630636342441,0.85,True
first_order,75,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6256300403649133,-0.06743151753113,0.385979713447496,0.8499999999999999,True
first_order,76,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6634184525424975,1.01339382788046,0.2997630636342441,0.85,True
first_order,77,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6202650791663586,0.9632494020489949,0.9129246923032147,0.85,True
first_order,78,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6298013882023126,1.035713683419911,0.9129246923032147,0.85,True
first_order,79,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5272278051177806,0.5928137598786745,-0.22718191522147466,0.85,True
first_order,80,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.640936133749209,0.9751194862674477,0.9129246923032147,0.85,True
first_order,81,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6406727258129361,0.9808812462132136,0.2997630636342441,0.85,True
first_order,82,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6525380073944818,0.9417610369403038,0.9129246923032147,0.85,True
first_order,83,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6037664656428224,1.0447248735520254,0.2997630636342441,0.85,True
first_order,84,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5467784180922155,0.5991316108600068,-0.22718191522147466,0.85,True
first_order,85,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6577989190085081,-0.0882755934093711,0.385979713447496,0.8499999999999999,True
first_order,86,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6344532935492604,-0.10623107119176159,0.385979713447496,0.8499999999999999,True
first_order,87,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5710301029029619,-0.09694967677286176,0.385979713447496,0.8499999999999999,True
first_order,88,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5746778791142142,0.6080431325985749,-0.22718191522147466,0.85,True
first_order,89,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6653859966353834,1.008474221026853,0.2997630636342441,0.85,True
first_order,90,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6666163175836416,1.012148643214216,0.2997630636342441,0.85,True
first_order,91,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5821313749280561,0.5967097172617107,-0.22718191522147466,0.85,True
first_order,92,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6316595806327252,0.9921273813501644,0.2997630636342441,0.85,True
first_order,93,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.641936827077142,0.9794704133233453,0.9129246923032147,0.85,True
first_order,94,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6078983671972271,1.0076499367202956,0.2997630636342441,0.85,True
first_order,95,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.61518968911249,0.9240157329428277,0.9129246923032147,0.85,True
first_order,96,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6342645786517331,1.004171578445904,0.2997630636342441,0.85,True
first_order,97,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6398687855938177,-0.12822864509619902,0.385979713447496,0.8499999999999999,True
first_order,98,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6302373690943464,0.985857694960041,0.9129246923032147,0.85,True
first_order,99,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6929074916615126,1.0501762981913965,0.2997630636342441,0.85,True
first_order,100,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6259985289600336,-0.10841793084594484,0.385979713447496,0.8499999999999999,True
first_order,101,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5711679200294124,0.6022569647221647,-0.22718191522147466,0.85,True
first_order,102,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6365246900881245,0.9544112115541145,0.9129246923032147,0.85,True
first_order,103,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.5797798919883657,0.8850173186108309,0.9129246923032147,0.85,True
first_order,104,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.662025581534059,0.944077304033369,0.9129246923032147,0.85,True
first_order,105,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.662032203870196,0.9461865802994811,0.9129246923032147,0.85,True
first_order,106,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.5775243517558502,0.9950037268645348,0.2997630636342441,0.85,True
first_order,107,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6735786115627009,1.030561663931488,0.2997630636342441,0.85,True
first_order,108,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6153097108725425,0.9805640918349131,0.9129246923032147,0.85,True
first_order,109,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.629081455033227,0.9609838661947503,0.9129246923032147,0.85,True
first_order,110,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6444252813920428,1.0266603554909657,0.2997630636342441,0.85,True
first_order,111,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.525337324862764,0.5955419147964166,-0.22718191522147466,0.85,True
first_order,112,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6649521759560915,0.9376538112292812,0.9129246923032147,0.85,True
first_order,113,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6727185412591605,0.9973523766135909,0.2997630636342441,0.85,True
first_order,114,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6489911429552944,0.9053668376428678,0.9129246923032147,0.85,True
first_order,115,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5739784307003446,0.6232667145367001,-0.22718191522147466,0.85,True
first_order,116,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6737963542873351,-0.14739493195979253,0.385979713447496,0.8499999999999999,True
first_order,117,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5725910475118872,0.6179076064971517,-0.22718191522147466,0.85,True
first_order,118,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6584067321731006,0.9787255509826986,0.9129246923032147,0.85,True
first_order,119,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.721816385839824,0.9670482183879152,0.9129246923032147,0.85,True
first_order,120,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6169024892916695,0.9897670558613549,0.9129246923032147,0.85,True
first_order,121,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6384867182499525,0.9931054778768093,0.2997630636342441,0.85,True
first_order,122,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5999346889381494,0.6149732477440587,-0.22718191522147466,0.85,True
first_order,123,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6237300125640286,0.9766038328501356,0.9129246923032147,0.85,True
first_order,124,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.5508768514936535,0.9878526531191277,0.9129246923032147,0.85,True
first_order,125,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5864907769470874,-0.1587770178425969,0.385979713447496,0.8499999999999999,True
first_order,126,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6533760269785587,0.9132797763573703,0.9129246923032147,0.85,True
first_order,127,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6703296349168575,0.9465556083931117,0.9129246923032147,0.85,True
first_order,128,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6509666654032884,0.9166911418574903,0.9129246923032147,0.85,True
first_order,129,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.559562899413624,0.5963580126390748,-0.22718191522147466,0.85,True
first_order,130,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.669930330081845,0.9414402208558398,0.9129246923032147,0.85,True
first_order,131,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5587722237880075,0.6032453606487531,-0.22718191522147466,0.85,True
first_order,132,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6705873819294195,0.9429971339466997,0.9129246923032147,0.85,True
first_order,133,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.609701317939412,-0.13413328862897989,0.385979713447496,0.8499999999999999,True
first_order,134,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.625000945484119,0.924844515292056,0.9129246923032147,0.85,True
first_order,135,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6349573739597796,-0.13884338602224577,0.385979713447496,0.8499999999999999,True
first_order,136,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6995989851761153,0.9240334797643011,0.9129246923032147,0.85,True
first_order,137,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.584568521679086,0.6656909162295249,-0.22718191522147466,0.85,True
first_order,138,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6193112189294303,0.943412100203724,0.9129246923032147,0.85,True
first_order,139,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6289491345768912,1.017278768014915,0.2997630636342441,0.85,True
first_order,140,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.5927158278439284,1.0657103555331005,0.2997630636342441,0.85,True
first_order,141,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6027757290503469,-0.10415510825689939,0.385979713447496,0.8499999999999999,True
first_order,142,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6328092827443828,1.040979842885209,0.2997630636342441,0.85,True
first_order,143,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6024085799234091,-0.11538653651846464,0.385979713447496,0.8499999999999999,True
first_order,144,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5823196629843697,-0.10230711693338268,0.385979713447496,0.8499999999999999,True
first_order,145,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6471828317775556,0.9552508558083128,0.9129246923032147,0.85,True
first_order,146,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6404291512629694,0.9546580886454811,0.9129246923032147,0.85,True
first_order,147,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6845612375094208,1.0875104294296594,0.2997630636342441,0.85,True
first_order,148,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5406599738000866,0.6048752625794216,-0.22718191522147466,0.85,True
first_order,149,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.592945501230093,0.9216289904004377,0.9129246923032147,0.85,True
first_order,150,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.5945479702727486,1.0064858465309867,0.2997630636342441,0.85,True
first_order,151,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.692273608354282,0.9692953262249513,0.9129246923032147,0.85,True
first_order,152,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6005652725291162,1.030246561542977,0.2997630636342441,0.85,True
first_order,153,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6436741703983477,0.9886748973561288,0.9129246923032147,0.85,True
first_order,154,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6193106906329744,0.9708904635517501,0.2997630636342441,0.85,True
first_order,155,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.586609767634261,-0.1147281791670878,0.385979713447496,0.8499999999999999,True
first_order,156,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6332035938232425,-0.08081659938108327,0.385979713447496,0.8499999999999999,True
first_order,157,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6067480546673275,1.0109015126896397,0.2997630636342441,0.85,True
first_order,158,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.5835797702406182,0.9982815157856757,0.2997630636342441,0.85,True
first_order,159,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6420768004437223,0.971717242857923,0.9129246923032147,0.85,True
first_order,160,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.5981161619363395,0.9638878823980235,0.9129246923032147,0.85,True
first_order,161,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5818371784737373,-0.11356609311801402,0.385979713447496,0.8499999999999999,True
first_order,162,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.672049165977673,0.936553408002382,0.9129246923032147,0.85,True
first_order,163,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.669257457799573,0.9651808474406147,0.9129246923032147,0.85,True
first_order,164,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5948018769893955,-0.14770730794769038,0.385979713447496,0.8499999999999999,True
first_order,165,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6620027702551363,-0.14956400405533127,0.385979713447496,0.8499999999999999,True
first_order,166,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6450135548861078,0.9901038743705491,0.2997630636342441,0.85,True
first_order,167,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.5652526429763287,1.0257939745418563,0.2997630636342441,0.85,True
first_order,168,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6590844377285787,0.908762113609201,0.9129246923032147,0.85,True
first_order,169,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6272402257571303,0.9375876642110627,0.9129246923032147,0.85,True
first_order,170,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.5830671781153951,-0.1122723625067168,0.385979713447496,0.8499999999999999,True
first_order,171,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6335870553098726,0.9569681319927787,0.9129246923032147,0.85,True
first_order,172,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6387616863168994,0.991020976846166,0.2997630636342441,0.85,True
first_order,173,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6806112206594133,0.9447275438481418,0.9129246923032147,0.85,True
first_order,174,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.7109812591520432,0.950968772973435,0.9129246923032147,0.85,True
first_order,175,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6286009259544653,-0.07342575435948334,0.385979713447496,0.8499999999999999,True
first_order,176,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6798199458332057,0.927962427555683,0.9129246923032147,0.85,True
first_order,177,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6558773990563482,0.9809537503701448,0.9129246923032147,0.85,True
first_order,178,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5697185292610816,0.5903446580397491,-0.22718191522147466,0.85,True
first_order,179,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6427785942734856,1.1023046161864758,0.2997630636342441,0.85,True
first_order,180,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6187780926723665,0.909815537243805,0.9129246923032147,0.85,True
first_order,181,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6199851247894483,-0.11376463863320019,0.385979713447496,0.8499999999999999,True
first_order,182,1.0,0.0,1.1640532194296551,0.1409856980633773,0.16411485572421164,0.6281796809700511,1.0101197797774348,0.2997630636342441,0.85,True
first_order,183,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5421841612719551,0.5882871358498167,-0.22718191522147466,0.85,True
first_order,184,0.0,0.0,1.373797325211282,1.1806276985351352,1.6219431743179205,2.6791743034181437,0.9620342262294262,0.9129246923032147,0.85,True
first_order,185,1.0,1.0,0.9285630051687505,0.9386077602204435,0.871556442505005,1.5545893839532878,0.6098125156140479,-0.22718191522147466,0.85,True
first_order,186,0.0,1.0,0.1913189108071787,1.164417560878414,0.22277509947200985,0.6044275930452734,-0.14332981846334442,0.385979713447496,0.8499999999999999,True
