bootstrap,model,mae
3,count_plus_all_minus_PB_bin4,0.26175268129033985
3,count_plus_all_minus_PE_bin4,0.3243224982675236
3,count_plus_all_minus_BE_bin4,0.24822244614195627
3,count_plus_PB_poly4,0.2932820507671799
3,count_plus_PE_poly4,0.23627325848181982
3,count_plus_BE_poly4,0.3174460229518278
3,count_plus_all_poly4,0.21734184896321498
4,additive_head,0.3201548685369746
4,count_additive,0.32391752758484166
4,count_plus_PB_bin4,0.3206195348588581
4,count_plus_PE_bin4,0.26463844533564396
4,count_plus_BE_bin4,0.3253811431254086
4,count_plus_all_bin4,0.25808882137934946
4,count_plus_all_minus_PB_bin4,0.26608304258230725
4,count_plus_all_minus_PE_bin4,0.330781899370281
4,count_plus_all_minus_BE_bin4,0.25212630122300506
4,count_plus_PB_poly4,0.2991411581973874
4,count_plus_PE_poly4,0.2407914215458785
4,count_plus_BE_poly4,0.32359836562366984
4,count_plus_all_poly4,0.21971868951062384
5,additive_head,0.31775946635978386
5,count_additive,0.3225182356124758
5,count_plus_PB_bin4,0.3196572004053603
5,count_plus_PE_bin4,0.26190970814022824
5,count_plus_BE_bin4,0.32485913161524993
5,count_plus_all_bin4,0.2569963590656181
5,count_plus_all_minus_PB_bin4,0.2641446536679981
5,count_plus_all_minus_PE_bin4,0.3307406109125844
5,count_plus_all_minus_BE_bin4,0.2507175037068556
5,count_plus_PB_poly4,0.299284025637275
5,count_plus_PE_poly4,0.2377767367533108
5,count_plus_BE_poly4,0.32310652091870806
5,count_plus_all_poly4,0.21966475517828576
6,additive_head,0.3038765004958209
6,count_additive,0.3075673887103657
6,count_plus_PB_bin4,0.3053200922937808
6,count_plus_PE_bin4,0.24889892214252182
6,count_plus_BE_bin4,0.3097165283297124
6,count_plus_all_bin4,0.24477067896521804
6,count_plus_all_minus_PB_bin4,0.2500081895348892
6,count_plus_all_minus_PE_bin4,0.31593942657587687
6,count_plus_all_minus_BE_bin4,0.23915177129468704
6,count_plus_PB_poly4,0.28637959556097764
6,count_plus_PE_poly4,0.22459870991121847
6,count_plus_BE_poly4,0.30802683439051315
6,count_plus_all_poly4,0.2080509908586813
7,additive_head,0.30901372408795263
7,count_additive,0.3113959917610429
7,count_plus_PB_bin4,0.30864466123821727
7,count_plus_PE_bin4,0.25265148236305995
7,count_plus_BE_bin4,0.31347446504532883
7,count_plus_all_bin4,0.24673219906322727
7,count_plus_all_minus_PB_bin4,0.2547144772437687
7,count_plus_all_minus_PE_bin4,0.31899496620785117
7,count_plus_all_minus_BE_bin4,0.24070982521839976
7,count_plus_PB_poly4,0.2878323692774603
7,count_plus_PE_poly4,0.22950911138549035
7,count_plus_BE_poly4,0.31222909394463294
7,count_plus_all_poly4,0.2094940433793208
8,additive_head,0.3150436370218102
8,count_additive,0.32015207751251384
8,count_plus_PB_bin4,0.316544165406609
8,count_plus_PE_bin4,0.2604295837942826
8,count_plus_BE_bin4,0.32159798368262255
8,count_plus_all_bin4,0.25548024411377457
8,count_plus_all_minus_PB_bin4,0.26243867609821303
8,count_plus_all_minus_PE_bin4,0.32720463757151036
8,count_plus_all_minus_BE_bin4,0.24959694368719534
8,count_plus_PB_poly4,0.29567544068015095
8,count_plus_PE_poly4,0.23657383873057264
8,count_plus_BE_poly4,0.3197585266295263
8,count_plus_all_poly4,0.2174167075194517
9,additive_head,0.3241297021148381
9,count_additive,0.3299429341331484
9,count_plus_PB_bin4,0.32601862818127847
9,count_plus_PE_bin4,0.27009655785230813
9,count_plus_BE_bin4,0.3310761401453654
9,count_plus_all_bin4,0.26553924991905253
9,count_plus_all_minus_PB_bin4,0.27180966237923165
9,count_plus_all_minus_PE_bin4,0.33665380727326266
9,count_plus_all_minus_BE_bin4,0.2593550423615955
9,count_plus_PB_poly4,0.3050494393378087
9,count_plus_PE_poly4,0.24387526507935492
9,count_plus_BE_poly4,0.32884858085685476
9,count_plus_all_poly4,0.2242740128709324
10,additive_head,0.3103075400524876
10,count_additive,0.31329162272838146
10,count_plus_PB_bin4,0.31032259681679164
10,count_plus_PE_bin4,0.25404377070219886
10,count_plus_BE_bin4,0.31588882293540294
10,count_plus_all_bin4,0.24909163541372772
10,count_plus_all_minus_PB_bin4,0.2566384418965799
10,count_plus_all_minus_PE_bin4,0.32156962875060613
10,count_plus_all_minus_BE_bin4,0.24261791129346308
10,count_plus_PB_poly4,0.29022807068944506
10,count_plus_PE_poly4,0.22975514353659246
10,count_plus_BE_poly4,0.3149546044863819
10,count_plus_all_poly4,0.21177933605876956
11,additive_head,0.33387923542997083
11,count_additive,0.33635213237716693
11,count_plus_PB_bin4,0.33171249431192845
11,count_plus_PE_bin4,0.27478182053358075
11,count_plus_BE_bin4,0.3371286563957765
11,count_plus_all_bin4,0.26634259274054256
11,count_plus_all_minus_PB_bin4,0.2759070458020541
11,count_plus_all_minus_PE_bin4,0.3422429577321819
11,count_plus_all_minus_BE_bin4,0.26087740832138545
11,count_plus_PB_poly4,0.30991284385601536
11,count_plus_PE_poly4,0.2501430178902805
11,count_plus_BE_poly4,0.335311034005245
11,count_plus_all_poly4,0.22748670745353605
12,additive_head,0.3311943074058502
12,count_additive,0.3358940417992159
12,count_plus_PB_bin4,0.3320474117319481
12,count_plus_PE_bin4,0.27615774869500237
12,count_plus_BE_bin4,0.33778180670991104
12,count_plus_all_bin4,0.269574582301057
12,count_plus_all_minus_PB_bin4,0.27898779949901664
12,count_plus_all_minus_PE_bin4,0.3432679068154743
12,count_plus_all_minus_BE_bin4,0.2628702672458556
12,count_plus_PB_poly4,0.3087729244448537
12,count_plus_PE_poly4,0.2519455364196225
12,count_plus_BE_poly4,0.3362652587827904
12,count_plus_all_poly4,0.22962735739478335
13,additive_head,0.3188101051345846
13,count_additive,0.32287531766623767
13,count_plus_PB_bin4,0.31992796679924906
13,count_plus_PE_bin4,0.2627825018001665
13,count_plus_BE_bin4,0.3248850116832215
13,count_plus_all_bin4,0.2572916972856689
13,count_plus_all_minus_PB_bin4,0.26476180334317895
13,count_plus_all_minus_PE_bin4,0.33081673893460606
13,count_plus_all_minus_BE_bin4,0.2511096399114209
13,count_plus_PB_poly4,0.29912128937715754
13,count_plus_PE_poly4,0.23768577326090107
13,count_plus_BE_poly4,0.32325440033942693
13,count_plus_all_poly4,0.21829435969637828
14,additive_head,0.3150374263811732
14,count_additive,0.31781785908484345
14,count_plus_PB_bin4,0.3144993356979318
14,count_plus_PE_bin4,0.25929828860560156
14,count_plus_BE_bin4,0.3191894197950912
14,count_plus_all_bin4,0.25389720977401575
14,count_plus_all_minus_PB_bin4,0.2607436277929197
14,count_plus_all_minus_PE_bin4,0.32480856385747753
14,count_plus_all_minus_BE_bin4,0.2480374568097699
14,count_plus_PB_poly4,0.2938512908288967
14,count_plus_PE_poly4,0.23489480158540044
14,count_plus_BE_poly4,0.31737483780899084
14,count_plus_all_poly4,0.21549783776741954
15,additive_head,0.33074854032493334
15,count_additive,0.3320030214434026
15,count_plus_PB_bin4,0.3282352341022156
15,count_plus_PE_bin4,0.2714262072533935
15,count_plus_BE_bin4,0.3346322575892078
15,count_plus_all_bin4,0.26298197933306217
15,count_plus_all_minus_PB_bin4,0.2739297260504109
15,count_plus_all_minus_PE_bin4,0.33960428636045126
15,count_plus_all_minus_BE_bin4,0.2569334536421232
15,count_plus_PB_poly4,0.3061963924416638
15,count_plus_PE_poly4,0.24878281350129372
15,count_plus_BE_poly4,0.33374096857803737
15,count_plus_all_poly4,0.2267699316956544
16,additive_head,0.32415977845164856
16,count_additive,0.32733050578398665
16,count_plus_PB_bin4,0.32421041557403696
16,count_plus_PE_bin4,0.2663235719123812
16,count_plus_BE_bin4,0.32949787150864585
16,count_plus_all_bin4,0.2599510620352724
16,count_plus_all_minus_PB_bin4,0.2688750914652348
16,count_plus_all_minus_PE_bin4,0.33524329533841457
16,count_plus_all_minus_BE_bin4,0.25369107949398273
16,count_plus_PB_poly4,0.3023034357793667
16,count_plus_PE_poly4,0.24324279758381612
16,count_plus_BE_poly4,0.32810674207389384
16,count_plus_all_poly4,0.222166840525405
17,additive_head,0.3202637242841817
17,count_additive,0.32497752920935874
17,count_plus_PB_bin4,0.32243431358074626
17,count_plus_PE_bin4,0.2644392325811271
17,count_plus_BE_bin4,0.32680621017719036
17,count_plus_all_bin4,0.26064404529359503
17,count_plus_all_minus_PB_bin4,0.2664627855793518
17,count_plus_all_minus_PE_bin4,0.3332702478227792
17,count_plus_all_minus_BE_bin4,0.2544808219537762
17,count_plus_PB_poly4,0.3007560924644828
17,count_plus_PE_poly4,0.23842216815799477
17,count_plus_BE_poly4,0.324879399272504
17,count_plus_all_poly4,0.2196719330219421
18,additive_head,0.31196412551336106
18,count_additive,0.31343162884089215
18,count_plus_PB_bin4,0.30941602386324757
18,count_plus_PE_bin4,0.2557851617916637
18,count_plus_BE_bin4,0.3149403267927225
18,count_plus_all_bin4,0.24874153599913199
18,count_plus_all_minus_PB_bin4,0.2573906838529639
18,count_plus_all_minus_PE_bin4,0.31971260276025415
18,count_plus_all_minus_BE_bin4,0.24315548628103228
18,count_plus_PB_poly4,0.28901670487714837
18,count_plus_PE_poly4,0.2323774998175893
18,count_plus_BE_poly4,0.3136025827176544
18,count_plus_all_poly4,0.2113086044205826
19,additive_head,0.3295892928702712
19,count_additive,0.3341931314073735
19,count_plus_PB_bin4,0.3307310222083816
19,count_plus_PE_bin4,0.2707671252131257
19,count_plus_BE_bin4,0.3363697623505747
19,count_plus_all_bin4,0.26552294645760055
19,count_plus_all_minus_PB_bin4,0.2733551576580788
19,count_plus_all_minus_PE_bin4,0.34230223800952797
19,count_plus_all_minus_BE_bin4,0.2589776429906273
19,count_plus_PB_poly4,0.30964744690408796
19,count_plus_PE_poly4,0.24558808679287072
19,count_plus_BE_poly4,0.3347741791696912
19,count_plus_all_poly4,0.22682290214438933
20,additive_head,0.3272426641927405
20,count_additive,0.3301830207536094
20,count_plus_PB_bin4,0.3267684394080612
20,count_plus_PE_bin4,0.27038266430205615
20,count_plus_BE_bin4,0.3316382295937757
20,count_plus_all_bin4,0.2639607654203602
20,count_plus_all_minus_PB_bin4,0.27211372074078616
20,count_plus_all_minus_PE_bin4,0.3371952481386799
20,count_plus_all_minus_BE_bin4,0.2577875143158769
20,count_plus_PB_poly4,0.3049553787759655
20,count_plus_PE_poly4,0.24453484297911726
20,count_plus_BE_poly4,0.3298555589221923
20,count_plus_all_poly4,0.22233768602895582
21,additive_head,0.3086290692796112
21,count_additive,0.3098939350429867
21,count_plus_PB_bin4,0.30617237865622166
21,count_plus_PE_bin4,0.25403143651437987
21,count_plus_BE_bin4,0.3116319695859867
21,count_plus_all_bin4,0.24696241756054876
21,count_plus_all_minus_PB_bin4,0.2560829053859806
21,count_plus_all_minus_PE_bin4,0.316308661111537
21,count_plus_all_minus_BE_bin4,0.24143355606330438
21,count_plus_PB_poly4,0.2851629572968991
21,count_plus_PE_poly4,0.23203310875497524
21,count_plus_BE_poly4,0.31037337202019344
21,count_plus_all_poly4,0.21046459791895905
22,additive_head,0.336735865628738
22,count_additive,0.3378880158117274
22,count_plus_PB_bin4,0.33391687222274136
22,count_plus_PE_bin4,0.2775889266396544
22,count_plus_BE_bin4,0.3394171990214248
22,count_plus_all_bin4,0.26829938417212584
22,count_plus_all_minus_PB_bin4,0.2792657261466719
22,count_plus_all_minus_PE_bin4,0.3445613941418612
22,count_plus_all_minus_BE_bin4,0.2627931108853218
22,count_plus_PB_poly4,0.31057852393582047
22,count_plus_PE_poly4,0.25505294514697424
22,count_plus_BE_poly4,0.33775205944224196
22,count_plus_all_poly4,0.23091237866363673
23,additive_head,0.31927857945242033
23,count_additive,0.32227972281140665
23,count_plus_PB_bin4,0.31904153249924894
23,count_plus_PE_bin4,0.2625971752799804
23,count_plus_BE_bin4,0.325055675121832
23,count_plus_all_bin4,0.25637188580588305
23,count_plus_all_minus_PB_bin4,0.265739801221676
23,count_plus_all_minus_PE_bin4,0.33043385274290604
23,count_plus_all_minus_BE_bin4,0.24977091173695842
23,count_plus_PB_poly4,0.29782297280085435
23,count_plus_PE_poly4,0.23975237360966176
23,count_plus_BE_poly4,0.3240776072435391
23,count_plus_all_poly4,0.21961488348529173
24,additive_head,0.3072495753470089
24,count_additive,0.307646314393882
24,count_plus_PB_bin4,0.3041724608173032
24,count_plus_PE_bin4,0.24872679074045417
24,count_plus_BE_bin4,0.3092943934668657
24,count_plus_all_bin4,0.24076022222187485
24,count_plus_all_minus_PB_bin4,0.2502377063571823
24,count_plus_all_minus_PE_bin4,0.31430413250171785
24,count_plus_all_minus_BE_bin4,0.23512889820572974
24,count_plus_PB_poly4,0.28471805315969717
24,count_plus_PE_poly4,0.2254425710799214
24,count_plus_BE_poly4,0.30855433148010414
24,count_plus_all_poly4,0.20546239789330087
25,additive_head,0.3360671084723167
25,count_additive,0.3412618082575283
25,count_plus_PB_bin4,0.33704882600067204
25,count_plus_PE_bin4,0.27881567445848143
25,count_plus_BE_bin4,0.3432221984662946
25,count_plus_all_bin4,0.2734057081692044
25,count_plus_all_minus_PB_bin4,0.28125450432343013
25,count_plus_all_minus_PE_bin4,0.34852419447034116
25,count_plus_all_minus_BE_bin4,0.26686147246384806
25,count_plus_PB_poly4,0.3153499246596466
25,count_plus_PE_poly4,0.2542681186528445
25,count_plus_BE_poly4,0.3411502315533608
25,count_plus_all_poly4,0.23428441089516222
26,additive_head,0.31907346185146357
26,count_additive,0.3197803902675077
26,count_plus_PB_bin4,0.3160491641238599
26,count_plus_PE_bin4,0.26308716777564584
26,count_plus_BE_bin4,0.32180964391938505
26,count_plus_all_bin4,0.2541465068630943
26,count_plus_all_minus_PB_bin4,0.2653049053897531
26,count_plus_all_minus_PE_bin4,0.3266603140688935
26,count_plus_all_minus_BE_bin4,0.2483812809916167
26,count_plus_PB_poly4,0.2938313315033141
26,count_plus_PE_poly4,0.241597834691588
26,count_plus_BE_poly4,0.3210009827990323
26,count_plus_all_poly4,0.218868660000037
27,additive_head,0.32320059004903967
27,count_additive,0.32759486223257106
27,count_plus_PB_bin4,0.32447799940086475
27,count_plus_PE_bin4,0.26659795882356685
27,count_plus_BE_bin4,0.3292664301399514
27,count_plus_all_bin4,0.26099095001445466
27,count_plus_all_minus_PB_bin4,0.26849608583359125
27,count_plus_all_minus_PE_bin4,0.3353249025094343
27,count_plus_all_minus_BE_bin4,0.25497783590453793
27,count_plus_PB_poly4,0.3028909177922713
27,count_plus_PE_poly4,0.24249903598607933
27,count_plus_BE_poly4,0.32752319306946887
27,count_plus_all_poly4,0.22212933121574147
28,additive_head,0.3321361756784639
28,count_additive,0.3353245395583552
28,count_plus_PB_bin4,0.33080322874937595
28,count_plus_PE_bin4,0.2748608539160041
28,count_plus_BE_bin4,0.33744022879230273
28,count_plus_all_bin4,0.2663188853947499
28,count_plus_all_minus_PB_bin4,0.2778722435667978
28,count_plus_all_minus_PE_bin4,0.3422724774465263
28,count_plus_all_minus_BE_bin4,0.26028169065987383
28,count_plus_PB_poly4,0.3085402950315713
28,count_plus_PE_poly4,0.2526365257899532
28,count_plus_BE_poly4,0.33653056218889643
28,count_plus_all_poly4,0.2304004980966258
29,additive_head,0.3113777248229638
29,count_additive,0.31551939535263784
29,count_plus_PB_bin4,0.3121188356006478
29,count_plus_PE_bin4,0.25675172388504847
29,count_plus_BE_bin4,0.3174502555247942
29,count_plus_all_bin4,0.2519589858179291
29,count_plus_all_minus_PB_bin4,0.2587628269756523
29,count_plus_all_minus_PE_bin4,0.3230433164827894
29,count_plus_all_minus_BE_bin4,0.24575920371598112
29,count_plus_PB_poly4,0.2921158544717275
29,count_plus_PE_poly4,0.23311463706744492
29,count_plus_BE_poly4,0.3159342727889098
29,count_plus_all_poly4,0.2154102925936306
30,additive_head,0.3184458160115849
30,count_additive,0.31957689715958804
30,count_plus_PB_bin4,0.3159818806133017
30,count_plus_PE_bin4,0.26175473077447786
30,count_plus_BE_bin4,0.321134052963649
30,count_plus_all_bin4,0.25380597724073906
30,count_plus_all_minus_PB_bin4,0.26357397352604417
30,count_plus_all_minus_PE_bin4,0.32611689841757074
30,count_plus_all_minus_BE_bin4,0.2482312638098799
30,count_plus_PB_poly4,0.2938064288574135
30,count_plus_PE_poly4,0.2391034910860816
30,count_plus_BE_poly4,0.31976825280779814
30,count_plus_all_poly4,0.2158805126894639
31,additive_head,0.3195060012925135
31,count_additive,0.3232952267520842
31,count_plus_PB_bin4,0.3195045227570084
31,count_plus_PE_bin4,0.2635247379912707
31,count_plus_BE_bin4,0.32596843945265036
31,count_plus_all_bin4,0.25810584786307667
31,count_plus_all_minus_PB_bin4,0.26708435048839363
31,count_plus_all_minus_PE_bin4,0.3309771982733117
31,count_plus_all_minus_BE_bin4,0.2514433928360697
31,count_plus_PB_poly4,0.29854019847687724
31,count_plus_PE_poly4,0.24060660261081127
31,count_plus_BE_poly4,0.32492206823156994
31,count_plus_all_poly4,0.22115479516824715
32,additive_head,0.3208706568593743
32,count_additive,0.32372282470774905
32,count_plus_PB_bin4,0.3203894444803507
32,count_plus_PE_bin4,0.263229461791411
32,count_plus_BE_bin4,0.32626061713747834
32,count_plus_all_bin4,0.2568653935492726
32,count_plus_all_minus_PB_bin4,0.26561589620884485
32,count_plus_all_minus_PE_bin4,0.33154280030931405
32,count_plus_all_minus_BE_bin4,0.2504843163241274
32,count_plus_PB_poly4,0.29981615901662667
32,count_plus_PE_poly4,0.2401876272188656
32,count_plus_BE_poly4,0.3249818737476721
32,count_plus_all_poly4,0.2211547838364702
33,additive_head,0.30996131295564544
33,count_additive,0.31176711928274375
33,count_plus_PB_bin4,0.3089144932951781
33,count_plus_PE_bin4,0.2540744596282421
33,count_plus_BE_bin4,0.3134763749648942
33,count_plus_all_bin4,0.2476649535361813
33,count_plus_all_minus_PB_bin4,0.2555091201781649
33,count_plus_all_minus_PE_bin4,0.31922164278112364
33,count_plus_all_minus_BE_bin4,0.24214287306116894
33,count_plus_PB_poly4,0.28822216909118253
33,count_plus_PE_poly4,0.2301099180247556
33,count_plus_BE_poly4,0.31207898920690813
33,count_plus_all_poly4,0.2098447910687371
34,additive_head,0.3225889786815345
34,count_additive,0.32639313341245296
34,count_plus_PB_bin4,0.32285625761644965
34,count_plus_PE_bin4,0.26576461653388944
34,count_plus_BE_bin4,0.32784418100945956
34,count_plus_all_bin4,0.2601771299495964
34,count_plus_all_minus_PB_bin4,0.2675396022734474
34,count_plus_all_minus_PE_bin4,0.3336236475327746
34,count_plus_all_minus_BE_bin4,0.2542223252427608
34,count_plus_PB_poly4,0.30100892557786335
34,count_plus_PE_poly4,0.2417060469451254
34,count_plus_BE_poly4,0.3261703247795751
34,count_plus_all_poly4,0.22056149637765313
35,additive_head,0.33985353571124083
35,count_additive,0.34406207162782976
35,count_plus_PB_bin4,0.34043358786756406
35,count_plus_PE_bin4,0.27945639855093524
35,count_plus_BE_bin4,0.34615195455816494
35,count_plus_all_bin4,0.27302711805775065
35,count_plus_all_minus_PB_bin4,0.2816246153325842
35,count_plus_all_minus_PE_bin4,0.3522507186687626
35,count_plus_all_minus_BE_bin4,0.2667128610869958
35,count_plus_PB_poly4,0.31808408124480486
35,count_plus_PE_poly4,0.2549319298792139
35,count_plus_BE_poly4,0.3443986757731222
35,count_plus_all_poly4,0.233931029821053
36,additive_head,0.3095697186975791
36,count_additive,0.31354444705950246
36,count_plus_PB_bin4,0.31068176819983473
36,count_plus_PE_bin4,0.25515114628564195
36,count_plus_BE_bin4,0.31525567600286364
36,count_plus_all_bin4,0.25098954414703945
36,count_plus_all_minus_PB_bin4,0.2575185722887372
36,count_plus_all_minus_PE_bin4,0.3212560865169879
36,count_plus_all_minus_BE_bin4,0.24491513470500967
36,count_plus_PB_poly4,0.2894192295455065
36,count_plus_PE_poly4,0.2316585478100593
36,count_plus_BE_poly4,0.3136053067950789
36,count_plus_all_poly4,0.2129779452238843
37,additive_head,0.30437474234811557
37,count_additive,0.30570266925522555
37,count_plus_PB_bin4,0.3021898931945111
37,count_plus_PE_bin4,0.24957018920521307
37,count_plus_BE_bin4,0.3070385435799049
37,count_plus_all_bin4,0.24313649827598102
37,count_plus_all_minus_PB_bin4,0.25103389279963473
37,count_plus_all_minus_PE_bin4,0.3119703070490577
37,count_plus_all_minus_BE_bin4,0.2378727941100856
37,count_plus_PB_poly4,0.28195302269407374
37,count_plus_PE_poly4,0.22715448796363713
37,count_plus_BE_poly4,0.30532557257304527
37,count_plus_all_poly4,0.2066802600991128
38,additive_head,0.32788614795637755
38,count_additive,0.3350373309289802
38,count_plus_PB_bin4,0.3319889207017323
38,count_plus_PE_bin4,0.2716086478094909
38,count_plus_BE_bin4,0.33704971612339435
38,count_plus_all_bin4,0.2697065492542721
38,count_plus_all_minus_PB_bin4,0.27422999889854116
38,count_plus_all_minus_PE_bin4,0.3433680117657015
38,count_plus_all_minus_BE_bin4,0.2628871586042931
38,count_plus_PB_poly4,0.3119826488594387
38,count_plus_PE_poly4,0.24415754558270497
38,count_plus_BE_poly4,0.3351619620161049
38,count_plus_all_poly4,0.22842926853828444
39,additive_head,0.32926038600803487
39,count_additive,0.3316182087226191
39,count_plus_PB_bin4,0.3275135988544805
39,count_plus_PE_bin4,0.2712343412402546
39,count_plus_BE_bin4,0.3332787960323457
39,count_plus_all_bin4,0.26356586953621164
39,count_plus_all_minus_PB_bin4,0.2733076799616221
39,count_plus_all_minus_PE_bin4,0.3383951616578623
39,count_plus_all_minus_BE_bin4,0.25756678861682214
39,count_plus_PB_poly4,0.30518273422275793
39,count_plus_PE_poly4,0.24783614780612656
39,count_plus_BE_poly4,0.33167814270372425
39,count_plus_all_poly4,0.2246655201498165
40,additive_head,0.30784324074353814
40,count_additive,0.30997488967469533
40,count_plus_PB_bin4,0.306122154893952
40,count_plus_PE_bin4,0.25293653528792764
40,count_plus_BE_bin4,0.3122512749238343
40,count_plus_all_bin4,0.24578637925739164
40,count_plus_all_minus_PB_bin4,0.25551522890957046
40,count_plus_all_minus_PE_bin4,0.3167724972654322
40,count_plus_all_minus_BE_bin4,0.2397673900948208
40,count_plus_PB_poly4,0.2860459254803719
40,count_plus_PE_poly4,0.23159482754456345
40,count_plus_BE_poly4,0.3111771488434044
40,count_plus_all_poly4,0.2112083863174949
41,additive_head,0.32515216722945395
41,count_additive,0.33004524350051967
41,count_plus_PB_bin4,0.3269351200351228
41,count_plus_PE_bin4,0.2687355958493903
41,count_plus_BE_bin4,0.3322505195425433
41,count_plus_all_bin4,0.26358999424637863
41,count_plus_all_minus_PB_bin4,0.270749814141573
41,count_plus_all_minus_PE_bin4,0.3384053800250914
41,count_plus_all_minus_BE_bin4,0.25739297637924297
41,count_plus_PB_poly4,0.3058505889011077
41,count_plus_PE_poly4,0.24413775097069604
41,count_plus_BE_poly4,0.3304129893542228
41,count_plus_all_poly4,0.22549068396426816
42,additive_head,0.3103752979768662
42,count_additive,0.3135727164062832
42,count_plus_PB_bin4,0.3101846829115993
42,count_plus_PE_bin4,0.25632918833893104
42,count_plus_BE_bin4,0.3151711086921264
42,count_plus_all_bin4,0.2504197247116625
42,count_plus_all_minus_PB_bin4,0.25798636436254657
42,count_plus_all_minus_PE_bin4,0.32062469885462996
42,count_plus_all_minus_BE_bin4,0.24457877829482144
42,count_plus_PB_poly4,0.28909028813399396
42,count_plus_PE_poly4,0.23272519109155215
42,count_plus_BE_poly4,0.31332716733428334
42,count_plus_all_poly4,0.21264648569659045
43,additive_head,0.30135044745711104
43,count_additive,0.303014929582662
43,count_plus_PB_bin4,0.3001215713937802
43,count_plus_PE_bin4,0.24581714049075104
43,count_plus_BE_bin4,0.30469220420831467
43,count_plus_all_bin4,0.23919704596476105
43,count_plus_all_minus_PB_bin4,0.2465889127019117
43,count_plus_all_minus_PE_bin4,0.309761040740468
43,count_plus_all_minus_BE_bin4,0.23405234216191223
43,count_plus_PB_poly4,0.2815039738345427
43,count_plus_PE_poly4,0.22379632294657842
43,count_plus_BE_poly4,0.3029185305640595
43,count_plus_all_poly4,0.20495864555989632
44,additive_head,0.33265477805567506
44,count_additive,0.33472323655348635
44,count_plus_PB_bin4,0.33065437427935374
44,count_plus_PE_bin4,0.2743279043240077
44,count_plus_BE_bin4,0.3365121529222933
44,count_plus_all_bin4,0.266312106589482
44,count_plus_all_minus_PB_bin4,0.27694469365758423
44,count_plus_all_minus_PE_bin4,0.34170811666454937
44,count_plus_all_minus_BE_bin4,0.2599725743314595
44,count_plus_PB_poly4,0.3086095973975347
44,count_plus_PE_poly4,0.2503247847132015
44,count_plus_BE_poly4,0.3353969429504714
44,count_plus_all_poly4,0.2287033145183995
45,additive_head,0.32584441007737874
45,count_additive,0.3301958612344736
45,count_plus_PB_bin4,0.3267856049395851
45,count_plus_PE_bin4,0.2699777771481145
45,count_plus_BE_bin4,0.33232626080416294
45,count_plus_all_bin4,0.2646874127147718
45,count_plus_all_minus_PB_bin4,0.2724142628528049
45,count_plus_all_minus_PE_bin4,0.3380746436279535
45,count_plus_all_minus_BE_bin4,0.25813791919508067
45,count_plus_PB_poly4,0.3051312978732595
45,count_plus_PE_poly4,0.24555264769157667
45,count_plus_BE_poly4,0.33056550762533704
45,count_plus_all_poly4,0.22536963561692377
46,additive_head,0.30815056608027
46,count_additive,0.31282490608970964
46,count_plus_PB_bin4,0.3095049741951887
46,count_plus_PE_bin4,0.25525106664256025
46,count_plus_BE_bin4,0.3146887757180953
46,count_plus_all_bin4,0.25096156727707586
46,count_plus_all_minus_PB_bin4,0.25782266191937836
46,count_plus_all_minus_PE_bin4,0.3201079588202481
46,count_plus_all_minus_BE_bin4,0.2446364925767349
46,count_plus_PB_poly4,0.28901107617156185
46,count_plus_PE_poly4,0.23136125001986957
46,count_plus_BE_poly4,0.3131170207170706
