analysis_status,target,model,measurement_budget,term,coefficient
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,B:9.0,-0.07239027227033124
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,B:9.7,-0.12723573495082977
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,B:10.1,0.07955739199062106
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,B:10.2,0.15013096751662536
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,B:10.6,-0.03999451797543086
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,B:10.10,-0.18254086838447633
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,B:11.2,0.5124137815740356
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,B:11.9,0.06256662764359719
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,E:10.7,0.7924678101457192
exploratory_post_outcome_not_confirmatory,0.5,additive_head,80,E:11.10,0.8101915478823095
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,intercept,0.8961210500259853
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,P:9.9,-0.42393199847897545
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,P:9.6,0.1340640451760398
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,P:10.0,-0.09527737690302397
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,B:9.0,-0.13893315394202474
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,B:9.7,-0.13151330965754618
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,B:10.1,0.04723963436134581
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,B:10.2,0.14236252166627616
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,B:10.6,-0.09414555194655894
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,B:10.10,-0.12501272940243388
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,B:11.2,0.3964368430460221
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,B:11.9,0.07233856504267121
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,E:10.7,0.734688536976685
exploratory_post_outcome_not_confirmatory,0.5,additive_head,160,E:11.10,0.7413430020416408
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,intercept,0.5000009034838225
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,P:9.9,0.07209656636900584
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,P:9.6,0.23850555777589302
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,P:10.0,-0.2040444180864433
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B:9.0,-0.033125314900602616
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B:9.7,-0.17025121794729745
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B:10.1,-0.11076669409323671
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B:10.2,0.018127712836105793
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B:10.6,-0.09811651682306123
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B:10.10,-0.10920209307055687
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B:11.2,0.43509174156930974
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B:11.9,-0.039130516107705154
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,E:10.7,0.9863770455041849
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,E:11.10,0.546941528392826
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,P_count_eq_1,0.12080775666387068
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,P_count_eq_2,0.15349237804136986
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,P_count_eq_3,-0.10707826943960552
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B_count_eq_1,0.03434004545311572
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B_count_2_3,-0.12822587775634864
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B_count_4_5,0.4723553494530766
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,B_count_6_8,-0.2742377518027536
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,E_count_eq_1,0.6242781878976382
exploratory_post_outcome_not_confirmatory,0.5,count_additive,20,E_count_eq_2,0.45452019575934605
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,intercept,1.0658531073238195
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,P:9.9,-0.32129194772346237
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,P:9.6,-0.10559551005763038
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,P:10.0,0.1853442204939881
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B:9.0,-0.3424157041819138
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B:9.7,0.30108118394793193
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B:10.1,0.31099840734746986
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B:10.2,0.34044017011610006
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B:10.6,0.30802178346659
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B:10.10,0.41562594491277394
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B:11.2,0.46899347386459606
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B:11.9,0.3574126954279257
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,E:10.7,0.6476392321982604
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,E:11.10,0.2540463566227143
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,P_count_eq_1,-0.3632823968731323
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,P_count_eq_2,-0.13850366797797803
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,P_count_eq_3,0.13291549742538997
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B_count_eq_1,-0.7422780702613841
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B_count_2_3,-0.39268558182022495
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B_count_4_5,-1.179995165380423
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,B_count_6_8,-1.5929126730348921
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,E_count_eq_1,-0.08545435580320358
exploratory_post_outcome_not_confirmatory,0.5,count_additive,40,E_count_eq_2,0.49356997636376704
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,intercept,0.8876092374281049
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,P:9.9,-0.4808050892283353
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,P:9.6,0.12340793962673881
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,P:10.0,0.02689339339680586
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B:9.0,-0.04673643236975113
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B:9.7,-0.08172504479893915
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B:10.1,0.13465381460511197
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B:10.2,0.202465674845716
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B:10.6,0.041377504793697575
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B:10.10,-0.1042436503039515
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B:11.2,0.5599938884090684
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B:11.9,0.12948763267457963
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,E:10.7,0.5596156306400614
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,E:11.10,0.5228541113149858
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,P_count_eq_1,-0.1502057334868845
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,P_count_eq_2,-0.15362155304800157
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,P_count_eq_3,0.04231502821253959
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B_count_eq_1,-0.23212693079786637
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B_count_2_3,-0.09098360716242695
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B_count_4_5,-0.1702587826528846
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,B_count_6_8,-0.5813271904953955
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,E_count_eq_1,0.08682434923324166
exploratory_post_outcome_not_confirmatory,0.5,count_additive,80,E_count_eq_2,0.49782270613219537
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,intercept,1.003352119690859
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,P:9.9,-0.41902723250325774
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,P:9.6,0.1393716630308526
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,P:10.0,-0.08025383347938961
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B:9.0,-0.16642516301658675
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B:9.7,-0.1600301257435044
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B:10.1,0.031036068855862246
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B:10.2,0.11024609418352005
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B:10.6,-0.1261411499568199
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B:10.10,-0.1574091793302712
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B:11.2,0.36985556699670924
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B:11.9,0.0435222241398656
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,E:10.7,0.4988538988957676
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,E:11.10,0.5048898383358653
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,P_count_eq_1,-0.1774653952845726
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,P_count_eq_2,-0.19675564635406545
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,P_count_eq_3,0.0703557582918196
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B_count_eq_1,-0.010449822018800936
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B_count_2_3,0.19701000497702365
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B_count_4_5,0.23129489987394822
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,B_count_6_8,0.15310710946776873
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,E_count_eq_1,0.05172263456936061
exploratory_post_outcome_not_confirmatory,0.5,count_additive,160,E_count_eq_2,0.47601055172014156
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,intercept,0.5000007842298687
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,P:9.9,0.09186874304892233
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,P:9.6,0.2582776421737348
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,P:10.0,-0.1842723185132638
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B:9.0,-0.027452057686387126
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B:9.7,-0.16457798857407216
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B:10.1,-0.10509349124165719
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B:10.2,0.023800846149713648
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B:10.6,-0.09244338350945323
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B:10.10,-0.10352874317360157
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B:11.2,0.4407650253051703
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B:11.9,-0.0334573132561262
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,E:10.7,0.9217426624624281
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,E:11.10,0.48230727594092754
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,P_count_eq_1,0.10103575568070712
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,P_count_eq_2,0.23481656863002182
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,P_count_eq_3,-0.13493160943712257
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B_count_eq_1,0.02866695151290121
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B_count_2_3,-0.17124225055824155
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B_count_4_5,0.4179926611210638
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,B_count_6_8,-0.22454444889423256
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,E_count_eq_1,0.6889126578761787
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,E_count_eq_2,0.3575686448605097
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,PE_bin4_11,-0.09507947349690953
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,PE_bin4_12,0.2522170480475321
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,PE_bin4_21,-0.0054666356519288565
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,20,PE_bin4_22,0.10535159380584035
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,intercept,0.5547805480159201
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,P:9.9,-0.07218326109351844
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,P:9.6,0.3816261916833171
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,P:10.0,0.4822387022510634
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B:9.0,-0.2559505871122087
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B:9.7,0.11768838330969018
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B:10.1,0.32965365461108476
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B:10.2,0.4824550075837196
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B:10.6,0.17370282755440555
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B:10.10,0.3007380183311115
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B:11.2,0.42646514944386665
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B:11.9,0.21350674148943813
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,E:10.7,0.973415134238963
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,E:11.10,0.8148550577662512
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,P_count_eq_1,-0.062428926244021465
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,P_count_eq_2,0.17441089901430976
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,P_count_eq_3,0.16842958794998275
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B_count_eq_1,-0.26420766536723034
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B_count_2_3,-0.42581132349472245
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B_count_4_5,-0.9003716086557821
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,B_count_6_8,-1.3910276991092274
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,E_count_eq_1,0.11349501429029528
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,E_count_eq_2,0.8373875897286711
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,PE_bin4_11,-0.7162655451438728
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,PE_bin4_12,-1.641595109362106
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,PE_bin4_21,-1.2277701968379313
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,40,PE_bin4_22,-1.8877023462133746
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,intercept,0.5185605732103226
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,P:9.9,-0.14910312987774327
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,P:9.6,0.4846182177381249
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,P:10.0,0.2798173509819247
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B:9.0,-0.033712502864578164
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B:9.7,-0.07404137360849174
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B:10.1,0.08548010623501653
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B:10.2,0.16984901395746158
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B:10.6,0.017089352849883954
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B:10.10,-0.10221596079677411
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B:11.2,0.49487434763902793
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B:11.9,0.08568388717020607
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,E:10.7,0.9299403078786583
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,E:11.10,0.9644593252398787
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,P_count_eq_1,0.003391861146662385
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,P_count_eq_2,0.14515660149913126
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,P_count_eq_3,0.10720912383602041
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B_count_eq_1,-0.031233799680778974
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B_count_2_3,-0.26796567666436705
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B_count_4_5,-0.1773141085763615
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,B_count_6_8,-0.5498434143175097
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,E_count_eq_1,0.09803251278002716
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,E_count_eq_2,0.8981835648565882
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,PE_bin4_11,-0.4930721845601737
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,PE_bin4_12,-1.1252219475315572
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,PE_bin4_21,-0.8418347389474047
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,80,PE_bin4_22,-2.1930047534987405
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,intercept,0.5208918192866655
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,P:9.9,-0.07935332575071295
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,P:9.6,0.4681742069074011
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,P:10.0,0.2454993906393147
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B:9.0,-0.15213077565589808
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B:9.7,-0.12283957136395265
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B:10.1,0.008677203756982443
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B:10.2,0.14550534374670823
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B:10.6,-0.1303392036630646
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B:10.10,-0.1422592004605378
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B:11.2,0.3887023668079748
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B:11.9,0.0389183729396413
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,E:10.7,0.9344369595327306
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,E:11.10,0.96885918388447
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,P_count_eq_1,0.08347840858053564
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,P_count_eq_2,0.16054285767515422
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,P_count_eq_3,0.07658538025747837
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B_count_eq_1,0.10265227537170893
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B_count_2_3,-0.005535004434356943
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B_count_4_5,0.08437626714586186
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,B_count_6_8,0.00114539937689128
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,E_count_eq_1,0.08512505118600693
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,E_count_eq_2,0.9090855402429797
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,PE_bin4_11,-0.5806010371479996
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,PE_bin4_12,-1.2871791563136632
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,PE_bin4_21,-0.8271073745709548
exploratory_post_outcome_not_confirmatory,0.5,count_plus_PE_bin4,160,PE_bin4_22,-2.3148133043118886
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,intercept,0.5000009296336496
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,P:9.9,0.07154259866745535
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,P:9.6,0.23795155585760172
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,P:10.0,-0.20459869867184646
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B:9.0,-0.04031440829096879
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B:9.7,-0.17744055307931705
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B:10.1,-0.1179560057431334
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B:10.2,0.010938461593791764
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B:10.6,-0.10530576806537514
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B:10.10,-0.1163911724686881
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B:11.2,0.4279026246968218
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B:11.9,-0.046319827757601205
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,E:10.7,0.8962792015967915
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,E:11.10,0.4568437555137117
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,P_count_eq_1,0.12136179261724571
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,P_count_eq_2,0.15337846129165586
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,P_count_eq_3,-0.10774108559553174
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B_count_eq_1,0.041529237212578146
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B_count_2_3,-0.09130038270664192
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B_count_4_5,0.254095601202629
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,B_count_6_8,-0.1569079221937982
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,E_count_eq_1,0.714375960606355
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,E_count_eq_2,0.31937350297594697
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,PB_bin4_11,-0.035829930420371706
exploratory_post_outcome_not_confirmatory,0.5,count_plus_all_bin4,20,PB_bin4_12,0.14945831201489596
