analysis_status,candidate_selector_family,candidate_model,reference_selector_family,reference_model,measurement_budget,policy,pool_id,mean_objective_loss_reduction,positive_direction
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_06,0.011328966046373049,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_07,0.18090583135684332,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_08,0.3608170996109645,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_09,0.05916708459456762,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_00,0.0721198597053687,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_01,-0.23064014375209804,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_02,0.2901609440396229,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_03,0.26701400657494867,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_04,-0.12600452462832126,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_05,0.07336278026302658,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_06,0.11805302664637567,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_07,-0.03589085708061855,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_08,0.3808170996109644,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_09,0.03434650942683221,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_00,-0.037228478739658996,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_01,-0.03630120555559794,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_02,0.2634942773729563,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_03,0.2354689141114553,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_04,0.043054825315872826,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_05,0.028300408273935318,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_06,-0.04129374399781227,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_07,-0.049224190413951874,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_08,0.3608170996109645,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,candidate_pool_09,0.055063494791587196,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_00,-0.03722847873965902,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_01,0.0731768907606602,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_02,0.2901609440396229,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_03,0.25493992318709696,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_04,-0.045415054808060275,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_05,0.13653456673026082,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_06,-0.027960410664478946,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_07,-0.03589085708061855,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_08,0.3808170996109644,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,candidate_pool_09,0.048396828124920556,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_00,-0.1736205667257309,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_01,-0.14146495734651884,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_02,0.018534452964862187,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_03,0.23197341337800026,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_04,-0.03643636157115301,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_05,0.010206119467814764,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_06,0.06517067924141884,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_07,0.24135619153579077,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_08,0.4959014256795247,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,candidate_pool_09,0.12076856195926666,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_00,-0.14452277928590776,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_01,-0.017171580195426882,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_02,0.005201119631528833,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_03,0.26530674671133364,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_04,-0.0831030282378196,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_05,0.045106944590807004,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_06,0.16540173982580506,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_07,0.2880228582024574,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_08,0.3095551468431949,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,candidate_pool_09,0.10076856195926669,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_00,-0.19577973211805025,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_01,-0.14182386547327042,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_02,0.4258017682780822,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_03,0.12760389720400175,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_04,-0.03643636157115301,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_05,0.005106944590806961,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_06,-0.05363068853815397,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_07,0.3333546792467435,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_08,0.4307372060914834,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,candidate_pool_09,0.17058582976460457,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_00,-0.20911306545138364,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_01,0.0024695116778215196,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_02,0.4658017682780822,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_03,0.282135580778122,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_04,-0.0831030282378196,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_05,0.0800077697137992,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_06,-0.033630688538153986,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_07,0.3733546792467435,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_08,0.3808170996109644,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,candidate_pool_09,0.019030072738726953,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_00,-0.021301017453273136,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_01,-0.03630120555559794,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_02,0.2409493631372849,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_03,0.22034733990828195,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_04,-0.03466864923636118,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_05,0.09834810470541318,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_06,-0.1413511379311482,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_07,0.18090583135684332,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_08,0.3608170996109645,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,candidate_pool_09,0.06655073662598927,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_00,-0.02130101745327316,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_01,-0.020983368158340416,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_02,0.2901609440396229,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_03,0.26701400657494867,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_04,-0.12600452462832126,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_05,0.17991559649507205,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_06,-0.027960410664478946,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_07,-0.03589085708061855,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_08,0.3808170996109644,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,candidate_pool_09,0.048396828124920556,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_00,0.12032077213128407,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_01,0.20636821538209915,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_02,0.158776693046093,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_03,0.13947083552678427,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_04,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_05,0.04441431785623232,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_06,-0.07677236571907997,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_07,0.37818005432685214,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_08,0.29321301355957985,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,candidate_pool_09,0.11913609753052394,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_00,0.12698743879795074,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_01,0.38399492586652434,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_02,0.1321100263794263,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_03,0.16613750219345094,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_04,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_05,0.029712243278821337,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_06,-0.0701056990524133,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_07,0.19225187038381897,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_08,0.2532130135595798,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,cost_aware,candidate_pool_09,0.09246943086385728,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_00,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_01,0.17246070752541223,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_02,0.158776693046093,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_03,0.2973423736790816,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_04,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_05,0.04441431785623232,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_06,-0.07677236571907997,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_07,0.09322003150979678,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_08,0.19289045284191766,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,target_loss,candidate_pool_09,0.012593965977430344,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_00,-0.10943454891443254,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_01,0.24535380626718206,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_02,0.1321100263794263,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_03,0.33067570701241494,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_04,0.0,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_05,0.09931514297922457,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_06,-0.047156610836585365,0
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_07,0.1132200315097968,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_08,0.166223786175251,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_additive,160,cost_aware,candidate_pool_09,0.025927299310763676,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_00,0.016462352126836777,1
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,count_plus_PE_bin4,160,target_loss,candidate_pool_01,0.06536339844266574,1
