analysis_status,candidate_selector_family,candidate_model,reference_selector_family,reference_model,measurement_budget,policy,target_scope,metric,mean,q025,q975,reference_mean,candidate_mean,reduction_fraction,ordered_name_pair_q025,ordered_name_pair_q975,unordered_name_pair_q025,unordered_name_pair_q975
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,mean_effect,additive_head,160,cost_aware,target_1,objective_loss_reduction,-0.07715397582948205,-0.23212921127378938,0.08065823853500191,1.0517696781903507,1.1289236540198329,-0.0733563416300718,-0.23473602604676905,0.0833109908723014,-0.2395465920642488,0.08322662120083417
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,mean_effect,additive_head,160,cost_aware,target_1.5,objective_loss_reduction,-0.13008038833737373,-0.27036073637343944,0.009142550035566062,1.1529802353829148,1.2830606237202882,-0.11282100451112494,-0.280353961309768,-0.001453334001880141,-0.27020766271366364,-0.0013202328704475486
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,target_loss,pooled,objective_loss_reduction,0.01705935007582108,-0.11113477442103127,0.1404674929395939,1.0395814009631674,1.0225220508873463,0.016409826166585578,-0.10528787335729212,0.14022482791998517,-0.11012691124485414,0.13537435200790954
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,target_loss,pooled,within_tolerance_improvement,0.01848958333333333,-0.0028678385416666657,0.04010742187499998,0.14622395833333332,0.16471354166666666,,-0.0043920242122129265,0.04002529055616404,-0.004640997023809523,0.04013206231109043
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,target_loss,target_0.5,objective_loss_reduction,0.04279268253594637,-0.19066146058030428,0.2688793839234858,1.03783615026623,0.9950434677302837,0.04123259969790897,-0.17705998918277202,0.28151196786718563,-0.1887546957853334,0.26032405263979824
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,target_loss,target_0.5,within_tolerance_improvement,0.013671875,-0.030859375,0.05625,0.162109375,0.17578125,,-0.0333399209486166,0.05709088486140724,-0.029037383816293057,0.059334945172098655
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,target_loss,target_1,objective_loss_reduction,0.04050107561051845,-0.12683503884356467,0.2223965830914675,1.032559772580862,0.9920586969703435,0.03922395263306341,-0.13058716630922204,0.2229471505709999,-0.1419208960996557,0.2375712162654938
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,target_loss,target_1,within_tolerance_improvement,0.027734375,-0.008212890625,0.06446289062499995,0.141015625,0.16875,,-0.009093521421107628,0.06520085937499999,-0.012129502572898798,0.06653225806451613
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,target_loss,target_1.5,objective_loss_reduction,-0.032115707919001577,-0.16647228042595089,0.11168850987218318,1.04834828004241,1.0804639879614115,-0.030634578727693783,-0.1784776677818647,0.11839951766943962,-0.17404134191372442,0.12559549425051758
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,target_loss,target_1.5,within_tolerance_improvement,0.0140625,-0.019140625,0.04765625,0.135546875,0.149609375,,-0.020464797153229988,0.048824694274596916,-0.018942562787407146,0.04797417503586797
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,cost_aware,pooled,objective_loss_reduction,0.03215350599338611,-0.07506732321294644,0.14302628319580094,1.1668869829699398,1.1347334769765536,0.027554944448475706,-0.08614744629585554,0.15342258830843908,-0.08116876963288466,0.1572466556301336
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,cost_aware,target_0.5,objective_loss_reduction,0.09115218760818244,-0.1457087356653064,0.3231996485717594,1.2061956553384663,1.1150434677302836,0.07556998502254143,-0.15648075728679217,0.328522902694288,-0.14668060649288697,0.3143673389400929
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,cost_aware,target_1,objective_loss_reduction,0.0668907653987408,-0.07633045036196708,0.23888329784013324,1.1355837406367066,1.0686929752379657,0.05890430005737493,-0.08186801064276625,0.23315593596002046,-0.07951782796820514,0.23677746927238527
exploratory_post_outcome_not_confirmatory,direct_risk,count_additive,mean_effect,count_additive,160,cost_aware,target_1.5,objective_loss_reduction,-0.06158243502676488,-0.19288359166905286,0.062319857054948635,1.1588815529346468,1.2204639879614114,-0.05313954206175695,-0.18346444745896442,0.06895242817032537,-0.1860263510012759,0.06308245197636206
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,pooled,objective_loss_reduction,0.09484155029058457,0.0014092779081935696,0.19176861100364467,1.0264590797324975,0.931617529441913,0.09239681558012128,0.0013803579655165443,0.1942348744173072,-0.0007874495611319319,0.19779778743647444
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,pooled,within_tolerance_improvement,0.018229166666666664,-0.0026074218750000017,0.04010416666666666,0.15442708333333333,0.17265625,,-0.002893218485097074,0.04033830323174044,-0.0026177463340486405,0.04111264311466532
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_0.5,objective_loss_reduction,0.15425668712705373,-0.02286191113293171,0.3331690720282493,1.0477109437808394,0.8934542566537857,0.1472321044680442,-0.01617796858900497,0.33036677879026155,-0.024039701124800805,0.3360146641006154
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_0.5,within_tolerance_improvement,0.028515625,-0.015244140625,0.07891601562499995,0.165234375,0.19375,,-0.016164937759336098,0.08108136248698491,-0.018355440647482013,0.07737594070050358
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_1,objective_loss_reduction,0.1079511409625411,-0.06712025216780604,0.2943892807746305,1.048487023077905,0.9405358821153641,0.10295896714643465,-0.07428512055068713,0.30226863896289813,-0.0766456610184177,0.2972669048421258
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_1,within_tolerance_improvement,0.030078125,-0.0109375,0.071875,0.1453125,0.175390625,,-0.012563765182186234,0.07004092579099942,-0.011078330800405267,0.07101456979552952
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_1.5,objective_loss_reduction,0.02231682278215885,-0.06522553476504982,0.11516152141615739,0.983179272338748,0.9608624495565892,0.022698630260046548,-0.0640891154882443,0.12123391553561211,-0.059677029714121387,0.1269589593949274
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_1.5,within_tolerance_improvement,-0.00390625,-0.028125,0.019541015624999946,0.152734375,0.148828125,,-0.029601106719367592,0.020987772123268307,-0.02990026314197568,0.019348765432098725
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,pooled,objective_loss_reduction,0.08433387008061013,-0.0343248582995186,0.20475086411448812,1.132526442674299,1.048192572593689,0.07446525476391332,-0.02972735261250353,0.19958114205575628,-0.04113880540170742,0.20324227598928502
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,target_0.5,objective_loss_reduction,0.169925901286304,0.008730815872363759,0.3515615021349862,1.1191052873954177,0.9491793861091138,0.1518408528671918,0.006578430097768098,0.349311394910649,0.004764776920748289,0.3505775212175408
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,target_1,objective_loss_reduction,0.09100696384906773,-0.06383760070279236,0.26689628304280316,1.177542845964432,1.0865358821153641,0.07728547981159119,-0.06717658479176437,0.27243491645911516,-0.07004189215199615,0.27909573438499763
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_PE_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,target_1.5,objective_loss_reduction,-0.007931254893541326,-0.12823086602091788,0.1012817443959414,1.100931194663048,1.108862449556589,-0.007204133130198726,-0.1326781730077076,0.10429540527880257,-0.1271848230751611,0.11328065132517293
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,pooled,objective_loss_reduction,0.08221514007697503,0.00029901341535151543,0.17239484111933642,1.015244573292633,0.9330294332156579,0.08098062500382106,-0.0028539662070770698,0.18360052985815414,-0.00850142266563878,0.18486421005861128
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,pooled,within_tolerance_improvement,0.01705729166666667,-0.0014355468750000004,0.03828450520833332,0.15755208333333334,0.174609375,,-0.0031670093289132557,0.03994941634241244,-0.0027896906102317723,0.03899724070930296
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,target_0.5,objective_loss_reduction,0.1963143741711974,0.051123113688081506,0.36045186406932755,1.0176696451380849,0.8213552709668874,0.1929057971897747,0.047712653592964754,0.35026310303532476,0.03778666398684008,0.34843217285228845
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,target_0.5,within_tolerance_improvement,0.03671875,-0.004296875,0.08047851562499996,0.16796875,0.2046875,,-0.004971531115509063,0.08606134074004324,-0.0020287510165356458,0.08498073122529644
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,target_1,objective_loss_reduction,0.07991920039057732,-0.06853324443101882,0.26285292928107074,1.0215677600353956,0.9416485596448183,0.07823191325831215,-0.0761335881525482,0.2581350885756335,-0.07201609923783578,0.2586979464721678
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,target_1,within_tolerance_improvement,0.02578125,-0.011337890625,0.062109375,0.15234375,0.178125,,-0.012863583138173302,0.06367240168539325,-0.009508445451886517,0.06279384689922479
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,target_1.5,objective_loss_reduction,-0.029588154330849648,-0.15179956789128482,0.06340077434666452,1.0064963147044181,1.0360844690352677,-0.029397180991704797,-0.14264579441219513,0.06936373806338043,-0.15259196184321147,0.07168839691996955
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,target_loss,target_1.5,within_tolerance_improvement,-0.011328125,-0.039853515624999995,0.01328125,0.15234375,0.141015625,,-0.037452944015444016,0.014628543086079861,-0.03920140495867769,0.013506762285219208
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,pooled,objective_loss_reduction,0.10375314511607092,0.010547611002251519,0.20031015720069398,1.1428631581043205,1.0391100129882493,0.09078352415189181,0.009881932285685603,0.20876442770698617,0.00496175246405174,0.2088792486057608
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,target_0.5,objective_loss_reduction,0.18684064372628928,0.02321987957600507,0.3494410316294059,1.1121959146931768,0.9253552709668874,0.16799256431168721,0.030780438265294766,0.36125418595682696,0.021832803576674803,0.34807692005808866
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,target_1,objective_loss_reduction,0.13353669841587545,0.002857447689026615,0.30426555803902444,1.1598972449153664,1.0263605464994907,0.11512804173064413,-0.006385745032290744,0.29136452964074955,-0.005792356174505632,0.3000099406113388
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_all_bin4,160,cost_aware,target_1.5,objective_loss_reduction,-0.009117906793951988,-0.13170116504356263,0.09114716785438357,1.1564963147044183,1.16561422149837,-0.007884077690539271,-0.12863628641510239,0.0968213045053439,-0.1400872704726749,0.09666161886259057
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,pooled,objective_loss_reduction,0.08323889585832756,-0.025202935406317312,0.2076161422301084,1.0162683290739853,0.9330294332156579,0.08190641534030102,-0.03657788428251848,0.20670054281991346,-0.03902734971648305,0.21261003613578344
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,pooled,within_tolerance_improvement,0.02044270833333333,-0.0010449218750000007,0.042578125,0.15416666666666667,0.174609375,,-0.000540157788489268,0.04327223251505324,-0.0009990352967881061,0.0425213597994075
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,target_0.5,objective_loss_reduction,0.23188114129006862,0.03519092152826488,0.42150199823081486,1.0532364122569562,0.8213552709668874,0.2201605817949038,0.04205130020154068,0.44494215673911847,0.022762399107576856,0.4345863850546065
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,target_0.5,within_tolerance_improvement,0.046875,-0.004306640625,0.098828125,0.1578125,0.2046875,,-0.008005761316872428,0.1,-0.005718939268699559,0.09852714646464641
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,target_1,objective_loss_reduction,0.029955684021115304,-0.16277525088749825,0.25648777551949015,0.9716042436659336,0.9416485596448183,0.0308311580732607,-0.15860950843562205,0.26788452658734485,-0.159883436189759,0.2547837487043538
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,target_1,within_tolerance_improvement,0.0203125,-0.02265625,0.0640625,0.1578125,0.178125,,-0.024276047981985103,0.06730009144482825,-0.020612963706977367,0.06300644028103043
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,target_1.5,objective_loss_reduction,-0.012120137736201287,-0.12819572900421916,0.11656855568289748,1.0239643312990665,1.0360844690352677,-0.011836484304902405,-0.13111693380621098,0.12051509781737053,-0.13568718772090715,0.1188955482982453
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,target_loss,target_1.5,within_tolerance_improvement,-0.005859375,-0.039072265625,0.029296875,0.146875,0.141015625,,-0.03636820007301935,0.026778786610878656,-0.03966173549027956,0.030183321114369492
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,pooled,objective_loss_reduction,0.09345657300452392,-0.007040195198853801,0.19449172254080568,1.1325665859927734,1.0391100129882493,0.08251750860423164,-0.0035328421073868143,0.1941971020800188,-0.0069862806640785015,0.19917249074355728
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,target_0.5,objective_loss_reduction,0.2675945734381676,0.0657396961901337,0.4861195962246508,1.1929498444050552,0.9253552709668874,0.22431334786888854,0.0638305521272682,0.47411197665579613,0.057012724477416774,0.4852816741101241
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,target_1,objective_loss_reduction,0.02540913169085981,-0.1183268501982093,0.14760696251466868,1.0517696781903507,1.0263605464994907,0.02415845618841013,-0.12307018411256408,0.1540735142017375,-0.11124044853316845,0.15591036933103603
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,additive_head,160,cost_aware,target_1.5,objective_loss_reduction,-0.01263398611545562,-0.13410124829337,0.11829126361943766,1.1529802353829148,1.16561422149837,-0.010957677961634583,-0.1388577756144592,0.11495960576425587,-0.13105394399346268,0.11588255146238537
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,pooled,objective_loss_reduction,0.10655196774750948,-0.031097493038202324,0.2544471531920135,1.0395814009631674,0.9330294332156579,0.10249506931231125,-0.03137117487747178,0.24552711070712127,-0.02823782550809616,0.249753178661651
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,pooled,within_tolerance_improvement,0.028385416666666663,0.004296874999999999,0.0515625,0.14622395833333332,0.174609375,,0.004323326482677627,0.0521084107392798,0.004489099576838607,0.05139981455125716
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,target_0.5,objective_loss_reduction,0.21648087929934262,0.02942887187935412,0.40532383325509724,1.03783615026623,0.8213552709668874,0.2085886864162614,0.025215457214081943,0.41665278235788444,0.03451752288183735,0.41281571060109146
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,target_0.5,within_tolerance_improvement,0.042578125,-0.008203125,0.0921875,0.162109375,0.2046875,,-0.008048315958299919,0.09388693408397837,-0.00868432103742525,0.09215746792544179
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,target_1,objective_loss_reduction,0.09091121293604373,-0.12562634516507387,0.3129415302909907,1.032559772580862,0.9416485596448183,0.08804450391168447,-0.11993000912181176,0.31205937140783974,-0.1323310053044177,0.3191057315218167
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,target_1,within_tolerance_improvement,0.037109375,-0.005869140625,0.07618164062499995,0.141015625,0.178125,,-0.005794939490591664,0.07868481324876672,-0.004763674986723314,0.07851629712803644
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,target_1.5,objective_loss_reduction,0.012263811007142068,-0.164443293614313,0.195833066413179,1.04834828004241,1.0360844690352677,0.011698222089557819,-0.15959211308989094,0.195039713644505,-0.16416843542124412,0.1982333845567519
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,target_loss,target_1.5,within_tolerance_improvement,0.00546875,-0.0296875,0.040625,0.135546875,0.141015625,,-0.030740538890826646,0.042388668430335084,-0.028521344099035235,0.03919505494505494
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,pooled,objective_loss_reduction,0.12777696998169025,-0.004807266360893844,0.28151571341535697,1.1668869829699398,1.0391100129882493,0.10950243840793784,-0.007394728247516037,0.2757504532740229,-0.007311655741377652,0.2723909238753832
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,target_0.5,objective_loss_reduction,0.2808403843715787,0.07413298170566561,0.4871774379594251,1.2061956553384663,0.9253552709668874,0.23283153369738602,0.07322770747782421,0.5050273831302998,0.08583085828925961,0.49638333937261303
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,target_1,objective_loss_reduction,0.10922319413721562,-0.10775342965759337,0.3052974536534398,1.1355837406367066,1.0263605464994907,0.09618242162922801,-0.1006889377667369,0.32255452115102345,-0.09558810872652314,0.3170768368647452
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_additive,160,cost_aware,target_1.5,objective_loss_reduction,-0.00673266856372356,-0.16273335865139965,0.17494620877839617,1.1588815529346468,1.16561422149837,-0.005809626140544181,-0.17304618730973526,0.1685672606029402,-0.16828558599768262,0.17460819766105148
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,pooled,objective_loss_reduction,0.09342964651683965,-0.004121573106385767,0.19216753973780823,1.0264590797324975,0.9330294332156579,0.09102130651052166,-0.004933808622853121,0.1980054970326004,-0.00329408971780384,0.19573306043029284
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,pooled,within_tolerance_improvement,0.020182291666666664,-0.0003906250000000001,0.04023763020833331,0.15442708333333333,0.174609375,,-0.0026577348194769565,0.043011732184058155,-0.002014666016048579,0.04207706766917286
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_0.5,objective_loss_reduction,0.22635567281395197,0.10898421307094396,0.363072241595946,1.0477109437808394,0.8213552709668874,0.21604782708206696,0.09718461758517176,0.38130664412097554,0.0973410887155528,0.3699764581924969
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_0.5,within_tolerance_improvement,0.039453125,-0.0004003906249999995,0.08594726562499995,0.165234375,0.2046875,,-0.0004150680551749333,0.08696159702250039,0.0007329059829059833,0.08405188030984508
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_1,objective_loss_reduction,0.10683846343308687,-0.09285114333033562,0.30787793753668663,1.048487023077905,0.9416485596448183,0.10189774511415056,-0.07877629381422135,0.3021550105739402,-0.07412239992065554,0.3029036993740785
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_1,within_tolerance_improvement,0.0328125,-0.012900390624999999,0.0742382812499999,0.1453125,0.178125,,-0.011892736602837855,0.07511107722027344,-0.010269245963162314,0.07572232178414973
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_1.5,objective_loss_reduction,-0.05290519669651985,-0.16596656639128923,0.0444074332434683,0.983179272338748,1.0360844690352677,-0.05381032552758263,-0.17047625447347248,0.051521059984561385,-0.16543287349815475,0.05037483979333777
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,target_loss,target_1.5,within_tolerance_improvement,-0.01171875,-0.0375,0.011728515624999946,0.152734375,0.141015625,,-0.041503144338037874,0.010938572303921562,-0.0384622641509434,0.012121212121212121
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,pooled,objective_loss_reduction,0.09341642968604962,-0.010975340835750087,0.20090302297988286,1.132526442674299,1.0391100129882493,0.08248498769305562,-0.009749211433564086,0.20150426362248278,-0.011496570927505537,0.21013107524287844
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,target_0.5,objective_loss_reduction,0.1937500164285302,0.028887006896734242,0.3727761115644127,1.1191052873954177,0.9253552709668874,0.17312939060404223,0.029147878555476854,0.3645866653402336,0.03294419408322073,0.37885020510518963
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,target_1,objective_loss_reduction,0.15118229946494105,0.008238088742271095,0.3171343944717198,1.177542845964432,1.0263605464994907,0.12838793932896736,0.003482150517849258,0.3315869869421861,0.006095401369357206,0.312930008596576
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,mean_effect,count_plus_PE_bin4,160,cost_aware,target_1.5,objective_loss_reduction,-0.06468302683532237,-0.20538031318224967,0.05737131461948151,1.100931194663048,1.16561422149837,-0.05875301485586419,-0.21008044672450435,0.06510811022021222,-0.21431643198650038,0.06298552779828695
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,pooled,objective_loss_reduction,0.13831076336403686,0.05808576183704039,0.21989840085618187,1.0713401965796947,0.9330294332156579,0.12910069444383834,0.05578563143108672,0.23087624617618743,0.05576855911870874,0.22679581189190598
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,pooled,within_tolerance_improvement,0.02265625,0.005856119791666667,0.03919270833333333,0.151953125,0.174609375,,0.0053875412277901895,0.040983881984840466,0.004526462053022478,0.04
exploratory_post_outcome_not_confirmatory,direct_risk,count_plus_all_bin4,direct_risk,additive_head,160,target_loss,target_0.5,objective_loss_reduction,0.1769025858491659,0.0635171767231077,0.3218626574147491,0.9982578568160534,0.8213552709668874,0.1772113133308034,0.056161394603947874,0.31549130742298065,0.061559401687758655,0.3159917815150234
