analysis_status,screen_status,target,model,measurement_budget,term,coefficient
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_0:head_5,0.1454718146755712
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_0:head_6,0.3914656958845802
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_0:head_7,0.3232862771235369
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_0:head_8,-0.00477775264836049
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_0:head_9,-0.23834677141948518
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_0:head_10,-0.006029790100852014
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_0:head_11,-1.5065625234045492
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_0:head_12,-0.5825030850858739
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_2,0.0031298372024504465
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_3,0.015809878632163307
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_4,0.04924620487111797
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_5,-0.12475919134090019
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_6,-0.09931713832090332
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_7,-0.2028264169671397
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_8,-0.013275449792112544
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_9,0.003371498250724704
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_10,0.13250658907800805
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_11,-0.4321115806168988
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_1:head_12,0.07831297783602444
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_3,-0.02869289362745175
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_4,0.18743313832481448
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_5,0.1248242782653386
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_6,-0.09324562583876145
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_7,0.1894379364056905
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_8,0.14365234202773133
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_9,0.11112106443007348
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_10,0.051571995354012495
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_11,-0.07375699798783837
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_2:head_12,-0.5182020371704928
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_3:head_4,-0.042166405299814795
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_3:head_5,0.03604200795471085
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_3:head_6,-0.17440732636593542
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_3:head_7,0.2999837356554224
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_3:head_8,-0.04260477822237682
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_3:head_9,-0.010437757944427053
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_3:head_10,-0.05406258671517472
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_3:head_11,-0.15341811775698852
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_3:head_12,-0.02036671541425818
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_4:head_5,-0.1593315208580253
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_4:head_6,-0.07485965904962982
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_4:head_7,0.12058984527075345
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_4:head_8,0.10911634225969076
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_4:head_9,-0.01018618796040089
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_4:head_10,0.08287904351630444
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_4:head_11,-0.12668684963173504
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_4:head_12,0.026387146834296913
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_5:head_6,0.05474152243109392
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_5:head_7,-0.07760827470271162
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_5:head_8,0.09288962852161237
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_5:head_9,0.07285426009979831
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_5:head_10,-0.09973635041599851
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_5:head_11,-0.0990441033586383
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_5:head_12,0.04404169217270465
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_6:head_7,0.10792993291855627
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_6:head_8,0.18161291880708885
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_6:head_9,-0.009250582819737197
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_6:head_10,0.11871169749656944
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_6:head_11,0.07200385195380597
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_6:head_12,-0.15290813754732993
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_7:head_8,-0.011287777561960685
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_7:head_9,-0.07120994309096648
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_7:head_10,0.027294488286486385
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_7:head_11,-0.009503284672188764
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_7:head_12,-0.3922742805064505
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_8:head_9,-0.265737108518152
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_8:head_10,-0.11013629552876625
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_8:head_11,-0.23347166111575055
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_8:head_12,-0.22312392674976947
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_9:head_10,0.04059750784707926
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_9:head_11,-0.010322449736873691
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_9:head_12,0.05857921341878104
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_10:head_11,-0.01656065815641695
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_10:head_12,0.12855868482084026
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,0.5,head_pair_quadratic_screen,160,head_11:head_12,0.6149170810141463
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,intercept,1.032644883786823
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0,-0.23319858848676797
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1,0.39362483040052454
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2,-0.3867223940858043
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3,-0.018128102840562026
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_4,-0.2680192871700172
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_5,-0.0929495963660126
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_6,0.021209793980949826
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_7,-0.30473964587688324
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_8,-0.06432467512089916
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_9,0.5294412358293867
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_10,-0.10629160128640465
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_11,1.5690900048541419
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_12,1.241412622341914
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_1,0.28578647355470377
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_2,0.43358298540497375
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_3,-0.00536280963652864
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_4,0.10964329292422043
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_5,0.13020311911499172
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_6,0.22693686969563456
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_7,0.2825435317053022
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_8,-0.010241851272964045
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_9,-0.24258494767583738
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_10,0.03193722889009898
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_11,-1.6494789693094014
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_0:head_12,-0.525731592230215
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_2,-0.04680377020073435
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_3,-0.03338411122380458
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_4,-0.006453727252596363
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_5,-0.09209196878129655
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_6,-0.10027805860338672
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_7,-0.18112880381750077
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_8,-0.062493217322914296
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_9,0.01391527474512521
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_10,0.11186100857056977
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_11,-0.5230916471814031
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_1:head_12,0.06393896863735525
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_3,-0.03586077533014453
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_4,0.19662006970025578
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_5,0.11232373967840732
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_6,-0.04112241356549306
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_7,0.1353255082850573
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_8,0.1605507085885616
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_9,0.009748571784809961
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_10,0.025852337435858984
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_11,-0.027322288114032284
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_2:head_12,-0.4582804728284076
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3:head_4,-0.03606972390193014
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3:head_5,0.025737801895794245
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3:head_6,-0.10975477721272231
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3:head_7,0.23895598216916047
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3:head_8,-0.0064987118546535
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3:head_9,0.023221768199044313
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3:head_10,-0.08780165300335875
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3:head_11,-0.14254920385841083
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_3:head_12,0.023153011871363163
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_4:head_5,-0.08918433059787033
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_4:head_6,-0.08153328179881493
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_4:head_7,0.07658692323828084
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_4:head_8,0.030845127565403037
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_4:head_9,0.027124002257996455
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_4:head_10,0.08609049841671161
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_4:head_11,-0.08653876005264638
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_4:head_12,0.05757206210394304
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_5:head_6,0.06329312219519549
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_5:head_7,-0.01951938618510234
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_5:head_8,0.08790279172101094
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_5:head_9,0.014571634685606375
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_5:head_10,-0.07680445581406593
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_5:head_11,-0.03542658039970401
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_5:head_12,-0.046878282195974647
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_6:head_7,0.08923856001874439
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_6:head_8,0.1878650059681732
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_6:head_9,-0.021719319617344475
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_6:head_10,0.0870832178580705
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_6:head_11,0.03551667992583626
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_6:head_12,-0.16909007948481536
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_7:head_8,-0.004745372596022083
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_7:head_9,-0.05514706123372619
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_7:head_10,0.007246274350592484
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_7:head_11,0.030811266687737905
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_7:head_12,-0.33615709837728125
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_8:head_9,-0.2194236684377386
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_8:head_10,-0.0697798369676872
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_8:head_11,-0.16464931942977923
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_8:head_12,-0.2845982050374745
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_9:head_10,0.017780357700459933
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_9:head_11,-0.03998499246551045
exploratory_post_outcome_not_confirmatory,bounded_posthoc_screen_no_ridge_tuning,1.0,head_pair_quadratic_screen,160,head_9:head_12,0.047050955774402575
