analysis_status,selector_family,model,measurement_budget,pool_id,target,policy,selected_mask_id,selected_head_count,selected_size_match_cell,predicted_target_loss,predicted_objective
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_02,1.5,target_loss,mask_3c9ed4cc352cbb27,5,n_heads_05,0.0679481586005715,0.0679481586005715
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_02,1.5,cost_aware,mask_3c9ed4cc352cbb27,5,n_heads_05,0.0679481586005715,0.1679481586005715
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,0.5,target_loss,mask_aedb2c503c8eced2,5,n_heads_05,0.014028288280447686,0.014028288280447686
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,0.5,cost_aware,mask_aedb2c503c8eced2,5,n_heads_05,0.014028288280447686,0.1140282882804477
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,1.0,target_loss,mask_0f1c886d2bd569f0,7,n_heads_07,0.19412719064894102,0.19412719064894102
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,1.0,cost_aware,mask_0f1c886d2bd569f0,7,n_heads_07,0.19412719064894102,0.33412719064894103
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,1.5,target_loss,mask_0f1c886d2bd569f0,7,n_heads_07,0.24210493531458271,0.24210493531458271
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_03,1.5,cost_aware,mask_0f1c886d2bd569f0,7,n_heads_07,0.24210493531458271,0.3821049353145827
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,0.5,target_loss,mask_93f84412f1b2de39,7,n_heads_07,0.08009034735449638,0.08009034735449638
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,0.5,cost_aware,mask_93f84412f1b2de39,7,n_heads_07,0.08009034735449638,0.2200903473544964
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,1.0,target_loss,mask_6d2e3876c8f68db8,9,n_heads_09,0.07176136840058207,0.07176136840058207
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,1.0,cost_aware,mask_6d2e3876c8f68db8,9,n_heads_09,0.07176136840058207,0.25176136840058205
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,1.5,target_loss,mask_6d2e3876c8f68db8,9,n_heads_09,0.05726976558211626,0.05726976558211626
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_04,1.5,cost_aware,mask_6d2e3876c8f68db8,9,n_heads_09,0.05726976558211626,0.23726976558211627
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_05,0.5,target_loss,mask_0ea1a19911258943,4,n_heads_04,0.1790658052518897,0.1790658052518897
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_05,0.5,cost_aware,mask_0ea1a19911258943,4,n_heads_04,0.1790658052518897,0.2590658052518897
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_05,1.0,target_loss,mask_f5d21a1898de9318,7,n_heads_07,0.005015061701949208,0.005015061701949208
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_05,1.0,cost_aware,mask_f5d21a1898de9318,7,n_heads_07,0.005015061701949208,0.14501506170194922
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_05,1.5,target_loss,mask_f5d21a1898de9318,7,n_heads_07,-0.02693859343351568,-0.02693859343351568
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_05,1.5,cost_aware,mask_f5d21a1898de9318,7,n_heads_07,-0.02693859343351568,0.11306140656648433
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_06,0.5,target_loss,mask_f2b097d9ab973b9b,7,n_heads_07,-0.17469366563873406,-0.17469366563873406
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_06,0.5,cost_aware,mask_f2b097d9ab973b9b,7,n_heads_07,-0.17469366563873406,-0.03469366563873405
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_06,1.0,target_loss,mask_8a4903df460893e2,6,n_heads_06,-0.06214529474831137,-0.06214529474831137
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_06,1.0,cost_aware,mask_8a4903df460893e2,6,n_heads_06,-0.06214529474831137,0.05785470525168863
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_06,1.5,target_loss,mask_8a4903df460893e2,6,n_heads_06,-0.055790768801566526,-0.055790768801566526
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_06,1.5,cost_aware,mask_8a4903df460893e2,6,n_heads_06,-0.055790768801566526,0.06420923119843347
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_07,0.5,target_loss,mask_66a1456a9ed6a190,9,n_heads_09,-0.17959116671946723,-0.17959116671946723
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_07,0.5,cost_aware,mask_66a1456a9ed6a190,9,n_heads_09,-0.17959116671946723,0.000408833280532761
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_07,1.0,target_loss,mask_66a1456a9ed6a190,9,n_heads_09,-0.3447558452861435,-0.3447558452861435
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_07,1.0,cost_aware,mask_66a1456a9ed6a190,9,n_heads_09,-0.3447558452861435,-0.1647558452861435
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_07,1.5,target_loss,mask_66a1456a9ed6a190,9,n_heads_09,-0.2664678946994458,-0.2664678946994458
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_07,1.5,cost_aware,mask_66a1456a9ed6a190,9,n_heads_09,-0.2664678946994458,-0.08646789469944582
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_08,0.5,target_loss,mask_0483c7c3a82ced7e,6,n_heads_06,-0.12299029812004242,-0.12299029812004242
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_08,0.5,cost_aware,mask_0483c7c3a82ced7e,6,n_heads_06,-0.12299029812004242,-0.002990298120042423
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_08,1.0,target_loss,mask_0483c7c3a82ced7e,6,n_heads_06,0.09998393337230543,0.09998393337230543
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_08,1.0,cost_aware,mask_0483c7c3a82ced7e,6,n_heads_06,0.09998393337230543,0.21998393337230543
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_08,1.5,target_loss,mask_a9f1de05a2b5cc89,7,n_heads_07,0.2645722196467636,0.2645722196467636
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_08,1.5,cost_aware,mask_a9f1de05a2b5cc89,7,n_heads_07,0.2645722196467636,0.4045722196467636
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_09,0.5,target_loss,mask_6c66643ec3bf086c,6,n_heads_06,0.11988479858737122,0.11988479858737122
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_09,0.5,cost_aware,mask_6c66643ec3bf086c,6,n_heads_06,0.11988479858737122,0.23988479858737122
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_09,1.0,target_loss,mask_6c66643ec3bf086c,6,n_heads_06,-0.02230421192744464,-0.02230421192744464
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_09,1.0,cost_aware,mask_6c66643ec3bf086c,6,n_heads_06,-0.02230421192744464,0.09769578807255536
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_09,1.5,target_loss,mask_6c66643ec3bf086c,6,n_heads_06,0.050947333013895535,0.050947333013895535
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,20,candidate_pool_09,1.5,cost_aware,mask_6c66643ec3bf086c,6,n_heads_06,0.050947333013895535,0.17094733301389553
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_00,0.5,target_loss,mask_a096a397a7d70275,7,n_heads_07,0.49277644811750987,0.49277644811750987
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_00,0.5,cost_aware,mask_a096a397a7d70275,7,n_heads_07,0.49277644811750987,0.6327764481175099
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_00,1.0,target_loss,mask_a096a397a7d70275,7,n_heads_07,0.35752252337748375,0.35752252337748375
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_00,1.0,cost_aware,mask_a096a397a7d70275,7,n_heads_07,0.35752252337748375,0.49752252337748376
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_00,1.5,target_loss,mask_a096a397a7d70275,7,n_heads_07,0.4019798731541244,0.4019798731541244
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_00,1.5,cost_aware,mask_a096a397a7d70275,7,n_heads_07,0.4019798731541244,0.5419798731541244
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_01,0.5,target_loss,mask_3507ab216f864cbe,4,n_heads_04,0.10225419909197145,0.10225419909197145
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_01,0.5,cost_aware,mask_3507ab216f864cbe,4,n_heads_04,0.10225419909197145,0.18225419909197144
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_01,1.0,target_loss,mask_3507ab216f864cbe,4,n_heads_04,0.161908396299956,0.161908396299956
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_01,1.0,cost_aware,mask_3507ab216f864cbe,4,n_heads_04,0.161908396299956,0.24190839629995597
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_01,1.5,target_loss,mask_3507ab216f864cbe,4,n_heads_04,0.3419103182437605,0.3419103182437605
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_01,1.5,cost_aware,mask_3507ab216f864cbe,4,n_heads_04,0.3419103182437605,0.4219103182437605
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_02,0.5,target_loss,mask_3c9ed4cc352cbb27,5,n_heads_05,0.20073565985932265,0.20073565985932265
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_02,0.5,cost_aware,mask_3c9ed4cc352cbb27,5,n_heads_05,0.20073565985932265,0.30073565985932266
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_02,1.0,target_loss,mask_3c9ed4cc352cbb27,5,n_heads_05,0.14895497145190414,0.14895497145190414
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_02,1.0,cost_aware,mask_3c9ed4cc352cbb27,5,n_heads_05,0.14895497145190414,0.24895497145190415
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_02,1.5,target_loss,mask_3c9ed4cc352cbb27,5,n_heads_05,0.23949471555323398,0.23949471555323398
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_02,1.5,cost_aware,mask_3c9ed4cc352cbb27,5,n_heads_05,0.23949471555323398,0.33949471555323396
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_03,0.5,target_loss,mask_438eb8e7551c3dd4,4,n_heads_04,0.4645109472302704,0.4645109472302704
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_03,0.5,cost_aware,mask_438eb8e7551c3dd4,4,n_heads_04,0.4645109472302704,0.5445109472302704
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_03,1.0,target_loss,mask_5b90a18db67578c0,5,n_heads_05,0.6508624758888242,0.6508624758888242
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_03,1.0,cost_aware,mask_5b90a18db67578c0,5,n_heads_05,0.6508624758888242,0.7508624758888242
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_03,1.5,target_loss,mask_5b90a18db67578c0,5,n_heads_05,0.7741977037688111,0.7741977037688111
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_03,1.5,cost_aware,mask_5b90a18db67578c0,5,n_heads_05,0.7741977037688111,0.8741977037688111
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_04,0.5,target_loss,mask_f0c601118b39fe23,4,n_heads_04,0.5081914644511847,0.5081914644511847
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_04,0.5,cost_aware,mask_f0c601118b39fe23,4,n_heads_04,0.5081914644511847,0.5881914644511846
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_04,1.0,target_loss,mask_6d2e3876c8f68db8,9,n_heads_09,0.6669407462930625,0.6669407462930625
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_04,1.0,cost_aware,mask_6d2e3876c8f68db8,9,n_heads_09,0.6669407462930625,0.8469407462930625
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_04,1.5,target_loss,mask_6d2e3876c8f68db8,9,n_heads_09,0.7265827321491644,0.7265827321491644
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_04,1.5,cost_aware,mask_6d2e3876c8f68db8,9,n_heads_09,0.7265827321491644,0.9065827321491644
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_05,0.5,target_loss,mask_f5d21a1898de9318,7,n_heads_07,0.6020083649882204,0.6020083649882204
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_05,0.5,cost_aware,mask_f5d21a1898de9318,7,n_heads_07,0.6020083649882204,0.7420083649882204
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_05,1.0,target_loss,mask_f5d21a1898de9318,7,n_heads_07,0.3489071472598996,0.3489071472598996
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_05,1.0,cost_aware,mask_f5d21a1898de9318,7,n_heads_07,0.3489071472598996,0.4889071472598996
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_05,1.5,target_loss,mask_f5d21a1898de9318,7,n_heads_07,0.32081438298814446,0.32081438298814446
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_05,1.5,cost_aware,mask_f5d21a1898de9318,7,n_heads_07,0.32081438298814446,0.4608143829881445
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_06,0.5,target_loss,mask_8a4903df460893e2,6,n_heads_06,0.21633614344300234,0.21633614344300234
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_06,0.5,cost_aware,mask_8a4903df460893e2,6,n_heads_06,0.21633614344300234,0.33633614344300233
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_06,1.0,target_loss,mask_8a4903df460893e2,6,n_heads_06,0.1873894396439221,0.1873894396439221
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_06,1.0,cost_aware,mask_8a4903df460893e2,6,n_heads_06,0.1873894396439221,0.30738943964392207
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_06,1.5,target_loss,mask_8a4903df460893e2,6,n_heads_06,0.2688863058315016,0.2688863058315016
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_06,1.5,cost_aware,mask_8a4903df460893e2,6,n_heads_06,0.2688863058315016,0.3888863058315016
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_07,0.5,target_loss,mask_83fe021aaca96bf0,5,n_heads_05,0.3207206498586529,0.3207206498586529
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_07,0.5,cost_aware,mask_83fe021aaca96bf0,5,n_heads_05,0.3207206498586529,0.4207206498586529
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_07,1.0,target_loss,mask_83fe021aaca96bf0,5,n_heads_05,0.21102202248721988,0.21102202248721988
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_07,1.0,cost_aware,mask_83fe021aaca96bf0,5,n_heads_05,0.21102202248721988,0.3110220224872199
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_07,1.5,target_loss,mask_83fe021aaca96bf0,5,n_heads_05,0.3143513428817445,0.3143513428817445
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_07,1.5,cost_aware,mask_83fe021aaca96bf0,5,n_heads_05,0.3143513428817445,0.41435134288174447
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_08,0.5,target_loss,mask_0483c7c3a82ced7e,6,n_heads_06,0.6400077870044505,0.6400077870044505
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_08,0.5,cost_aware,mask_0483c7c3a82ced7e,6,n_heads_06,0.6400077870044505,0.7600077870044505
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_08,1.0,target_loss,mask_a9f1de05a2b5cc89,7,n_heads_07,0.5259902888771397,0.5259902888771397
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_08,1.0,cost_aware,mask_a9f1de05a2b5cc89,7,n_heads_07,0.5259902888771397,0.6659902888771397
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_08,1.5,target_loss,mask_a9f1de05a2b5cc89,7,n_heads_07,0.523512433906039,0.523512433906039
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_08,1.5,cost_aware,mask_a9f1de05a2b5cc89,7,n_heads_07,0.523512433906039,0.663512433906039
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_09,0.5,target_loss,mask_7014c21a00895564,4,n_heads_04,0.46788464455293355,0.46788464455293355
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_09,0.5,cost_aware,mask_7014c21a00895564,4,n_heads_04,0.46788464455293355,0.5478846445529335
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_09,1.0,target_loss,mask_c3f11a7d9ebab23d,6,n_heads_06,0.7932246067997345,0.7932246067997345
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_09,1.0,cost_aware,mask_c3f11a7d9ebab23d,6,n_heads_06,0.7932246067997345,0.9132246067997345
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_09,1.5,target_loss,mask_6c66643ec3bf086c,6,n_heads_06,0.8202489276682304,0.8202489276682304
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,40,candidate_pool_09,1.5,cost_aware,mask_6c66643ec3bf086c,6,n_heads_06,0.8202489276682304,0.9402489276682304
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_00,0.5,target_loss,mask_153f1c2a9e066490,6,n_heads_06,0.20846846089967624,0.20846846089967624
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_00,0.5,cost_aware,mask_153f1c2a9e066490,6,n_heads_06,0.20846846089967624,0.32846846089967624
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_00,1.0,target_loss,mask_153f1c2a9e066490,6,n_heads_06,0.05659254568142727,0.05659254568142727
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_00,1.0,cost_aware,mask_153f1c2a9e066490,6,n_heads_06,0.05659254568142727,0.17659254568142727
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_00,1.5,target_loss,mask_153f1c2a9e066490,6,n_heads_06,0.1184255969919299,0.1184255969919299
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_00,1.5,cost_aware,mask_153f1c2a9e066490,6,n_heads_06,0.1184255969919299,0.2384255969919299
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_01,0.5,target_loss,mask_c6f04107d7ae9b56,9,n_heads_09,0.07140908132211246,0.07140908132211246
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_01,0.5,cost_aware,mask_c6f04107d7ae9b56,9,n_heads_09,0.07140908132211246,0.2514090813221125
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_01,1.0,target_loss,mask_c6f04107d7ae9b56,9,n_heads_09,-0.17869485957595913,-0.17869485957595913
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_01,1.0,cost_aware,mask_c6f04107d7ae9b56,9,n_heads_09,-0.17869485957595913,0.0013051404240408682
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_01,1.5,target_loss,mask_c6f04107d7ae9b56,9,n_heads_09,-0.18860302778028226,-0.18860302778028226
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_01,1.5,cost_aware,mask_c6f04107d7ae9b56,9,n_heads_09,-0.18860302778028226,-0.008603027780282269
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_02,0.5,target_loss,mask_c7772d470875866f,4,n_heads_04,0.12461270975298563,0.12461270975298563
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_02,0.5,cost_aware,mask_c7772d470875866f,4,n_heads_04,0.12461270975298563,0.20461270975298562
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_02,1.0,target_loss,mask_c7772d470875866f,4,n_heads_04,0.16753457030746216,0.16753457030746216
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_02,1.0,cost_aware,mask_c7772d470875866f,4,n_heads_04,0.16753457030746216,0.24753457030746218
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_02,1.5,target_loss,mask_c7772d470875866f,4,n_heads_04,0.38958120057722667,0.38958120057722667
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_02,1.5,cost_aware,mask_c7772d470875866f,4,n_heads_04,0.38958120057722667,0.4695812005772267
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_03,0.5,target_loss,mask_dc2e11f8d6ea9e67,6,n_heads_06,0.2670598522848332,0.2670598522848332
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_03,0.5,cost_aware,mask_dc2e11f8d6ea9e67,6,n_heads_06,0.2670598522848332,0.3870598522848332
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_03,1.0,target_loss,mask_dc2e11f8d6ea9e67,6,n_heads_06,0.32128422601057627,0.32128422601057627
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_03,1.0,cost_aware,mask_dc2e11f8d6ea9e67,6,n_heads_06,0.32128422601057627,0.44128422601057626
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_03,1.5,target_loss,mask_dc2e11f8d6ea9e67,6,n_heads_06,0.513716489308908,0.513716489308908
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_03,1.5,cost_aware,mask_dc2e11f8d6ea9e67,6,n_heads_06,0.513716489308908,0.633716489308908
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_04,0.5,target_loss,mask_6d2e3876c8f68db8,9,n_heads_09,0.6228325453307906,0.6228325453307906
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_04,0.5,cost_aware,mask_6d2e3876c8f68db8,9,n_heads_09,0.6228325453307906,0.8028325453307905
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_04,1.0,target_loss,mask_6d2e3876c8f68db8,9,n_heads_09,0.49755599650495885,0.49755599650495885
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_04,1.0,cost_aware,mask_6d2e3876c8f68db8,9,n_heads_09,0.49755599650495885,0.6775559965049589
exploratory_post_outcome_not_confirmatory,direct_risk,additive_head,80,candidate_pool_04,1.5,target_loss,mask_6d2e3876c8f68db8,9,n_heads_09,0.5438290267671729,0.5438290267671729
