target,reference,pair_index,pool_index,reference_minus_direct_loss
0.5,natural_mean_effect_head_pair_quadratic,0,29,0.22980040311813354
0.5,natural_mean_effect_head_pair_quadratic,0,30,0.1268671751022339
0.5,natural_mean_effect_head_pair_quadratic,0,31,0.5564181208610535
0.5,natural_mean_effect_head_pair_quadratic,0,32,0.010622143745422363
0.5,natural_mean_effect_head_pair_quadratic,0,33,0.07275551557540894
0.5,natural_mean_effect_head_pair_quadratic,0,34,0.1409144401550293
0.5,natural_mean_effect_head_pair_quadratic,0,35,1.152195692062378
0.5,natural_mean_effect_head_pair_quadratic,0,36,0.17751997709274292
0.5,natural_mean_effect_head_pair_quadratic,0,37,0.334461510181427
0.5,natural_mean_effect_head_pair_quadratic,0,38,0.08087241649627686
0.5,natural_mean_effect_head_pair_quadratic,0,39,0.836672306060791
0.5,natural_mean_effect_head_pair_quadratic,0,40,0.23163527250289917
0.5,natural_mean_effect_head_pair_quadratic,0,41,0.0
0.5,natural_mean_effect_head_pair_quadratic,0,42,0.31612104177474976
0.5,natural_mean_effect_head_pair_quadratic,0,43,0.5059671401977539
0.5,natural_mean_effect_head_pair_quadratic,0,44,0.485511839389801
0.5,natural_mean_effect_head_pair_quadratic,0,45,0.7580412030220032
0.5,natural_mean_effect_head_pair_quadratic,0,46,0.839285135269165
0.5,natural_mean_effect_head_pair_quadratic,0,47,-0.02609461545944214
0.5,natural_mean_effect_head_pair_quadratic,1,0,0.30393996834754944
0.5,natural_mean_effect_head_pair_quadratic,1,1,0.26626846194267273
0.5,natural_mean_effect_head_pair_quadratic,1,2,0.0
0.5,natural_mean_effect_head_pair_quadratic,1,3,0.3806072175502777
0.5,natural_mean_effect_head_pair_quadratic,1,4,0.4720219373703003
0.5,natural_mean_effect_head_pair_quadratic,1,5,0.2457062304019928
0.5,natural_mean_effect_head_pair_quadratic,1,6,0.017366766929626465
0.5,natural_mean_effect_head_pair_quadratic,1,7,0.0
0.5,natural_mean_effect_head_pair_quadratic,1,8,0.23707067966461182
0.5,natural_mean_effect_head_pair_quadratic,1,9,-0.03812992572784424
0.5,natural_mean_effect_head_pair_quadratic,1,10,0.9459781646728516
0.5,natural_mean_effect_head_pair_quadratic,1,11,0.38479405641555786
0.5,natural_mean_effect_head_pair_quadratic,1,12,0.15711435675621033
0.5,natural_mean_effect_head_pair_quadratic,1,13,0.38686519861221313
0.5,natural_mean_effect_head_pair_quadratic,1,14,0.7325595319271088
0.5,natural_mean_effect_head_pair_quadratic,1,15,0.3131183385848999
0.5,natural_mean_effect_head_pair_quadratic,1,16,0.05919688940048218
0.5,natural_mean_effect_head_pair_quadratic,1,17,-0.0383361279964447
0.5,natural_mean_effect_head_pair_quadratic,1,18,0.0
0.5,natural_mean_effect_head_pair_quadratic,1,19,-0.4738292098045349
0.5,natural_mean_effect_head_pair_quadratic,1,20,0.3907324969768524
0.5,natural_mean_effect_head_pair_quadratic,1,21,0.5829644799232483
0.5,natural_mean_effect_head_pair_quadratic,1,22,0.3182368278503418
0.5,natural_mean_effect_head_pair_quadratic,1,23,-0.07805383205413818
0.5,natural_mean_effect_head_pair_quadratic,1,24,0.5494400262832642
0.5,natural_mean_effect_head_pair_quadratic,1,25,0.30282729864120483
0.5,natural_mean_effect_head_pair_quadratic,1,26,0.24779653549194336
0.5,natural_mean_effect_head_pair_quadratic,1,27,1.042548805475235
0.5,natural_mean_effect_head_pair_quadratic,1,28,0.0
0.5,natural_mean_effect_head_pair_quadratic,1,29,-0.2850993275642395
0.5,natural_mean_effect_head_pair_quadratic,1,30,0.6214919686317444
0.5,natural_mean_effect_head_pair_quadratic,1,31,0.4981977939605713
0.5,natural_mean_effect_head_pair_quadratic,1,32,-0.11314123868942261
0.5,natural_mean_effect_head_pair_quadratic,1,33,0.16875386238098145
0.5,natural_mean_effect_head_pair_quadratic,1,34,0.07499152421951294
0.5,natural_mean_effect_head_pair_quadratic,1,35,0.6171348690986633
0.5,natural_mean_effect_head_pair_quadratic,1,36,-0.11209762096405029
0.5,natural_mean_effect_head_pair_quadratic,1,37,-0.3876854181289673
0.5,natural_mean_effect_head_pair_quadratic,1,38,0.1458248496055603
0.5,natural_mean_effect_head_pair_quadratic,1,39,0.4838332533836365
0.5,natural_mean_effect_head_pair_quadratic,1,40,-0.019682645797729492
0.5,natural_mean_effect_head_pair_quadratic,1,41,0.0
0.5,natural_mean_effect_head_pair_quadratic,1,42,0.315415620803833
0.5,natural_mean_effect_head_pair_quadratic,1,43,0.3776761293411255
0.5,natural_mean_effect_head_pair_quadratic,1,44,-0.2247295379638672
0.5,natural_mean_effect_head_pair_quadratic,1,45,0.25301510095596313
0.5,natural_mean_effect_head_pair_quadratic,1,46,0.20978876948356628
0.5,natural_mean_effect_head_pair_quadratic,1,47,0.9214576482772827
0.5,natural_mean_effect_head_pair_quadratic,2,0,0.7520481944084167
0.5,natural_mean_effect_head_pair_quadratic,2,1,-0.17958414554595947
0.5,natural_mean_effect_head_pair_quadratic,2,2,0.0
0.5,natural_mean_effect_head_pair_quadratic,2,3,0.42163711786270136
0.5,natural_mean_effect_head_pair_quadratic,2,4,0.22508293390274048
0.5,natural_mean_effect_head_pair_quadratic,2,5,-0.413665235042572
0.5,natural_mean_effect_head_pair_quadratic,2,6,-0.519218385219574
0.5,natural_mean_effect_head_pair_quadratic,2,7,0.0
0.5,natural_mean_effect_head_pair_quadratic,2,8,0.6133699417114258
0.5,natural_mean_effect_head_pair_quadratic,2,9,0.10527974367141724
0.5,natural_mean_effect_head_pair_quadratic,2,10,0.3426200747489929
0.5,natural_mean_effect_head_pair_quadratic,2,11,0.09471386671066284
0.5,natural_mean_effect_head_pair_quadratic,2,12,1.3556634187698364
0.5,natural_mean_effect_head_pair_quadratic,2,13,-0.07118201255798334
0.5,natural_mean_effect_head_pair_quadratic,2,14,0.6380093097686768
0.5,natural_mean_effect_head_pair_quadratic,2,15,0.18452191352844244
0.5,natural_mean_effect_head_pair_quadratic,2,16,-0.25563210248947144
0.5,natural_mean_effect_head_pair_quadratic,2,17,0.004071712493896484
0.5,natural_mean_effect_head_pair_quadratic,2,18,0.0
0.5,natural_mean_effect_head_pair_quadratic,2,19,0.6442233920097351
0.5,natural_mean_effect_head_pair_quadratic,2,20,0.9215922951698303
0.5,natural_mean_effect_head_pair_quadratic,2,21,0.3181349039077759
0.5,natural_mean_effect_head_pair_quadratic,2,22,-0.2733278274536133
0.5,natural_mean_effect_head_pair_quadratic,2,23,0.013462483882904053
0.5,natural_mean_effect_head_pair_quadratic,2,24,0.6849219799041748
0.5,natural_mean_effect_head_pair_quadratic,2,25,0.2224145531654358
0.5,natural_mean_effect_head_pair_quadratic,2,26,0.3860677480697632
0.5,natural_mean_effect_head_pair_quadratic,2,27,0.17949610948562622
0.5,natural_mean_effect_head_pair_quadratic,2,28,0.0
0.5,natural_mean_effect_head_pair_quadratic,2,29,-0.7624240517616272
0.5,natural_mean_effect_head_pair_quadratic,2,30,0.6525334119796753
0.5,natural_mean_effect_head_pair_quadratic,2,31,0.7884044051170349
0.5,natural_mean_effect_head_pair_quadratic,2,32,0.7276488542556763
0.5,natural_mean_effect_head_pair_quadratic,2,33,0.12826806306838978
0.5,natural_mean_effect_head_pair_quadratic,2,34,0.6197057962417603
0.5,natural_mean_effect_head_pair_quadratic,2,35,0.6929896473884583
0.5,natural_mean_effect_head_pair_quadratic,2,36,0.17271220684051525
0.5,natural_mean_effect_head_pair_quadratic,2,37,0.07930552959442139
0.5,natural_mean_effect_head_pair_quadratic,2,38,1.3125466704368591
0.5,natural_mean_effect_head_pair_quadratic,2,39,-0.19628798961639404
0.5,natural_mean_effect_head_pair_quadratic,2,40,0.588717520236969
0.5,natural_mean_effect_head_pair_quadratic,2,41,0.0
0.5,natural_mean_effect_head_pair_quadratic,2,42,0.11419409513473511
0.5,natural_mean_effect_head_pair_quadratic,2,43,0.5309288501739502
0.5,natural_mean_effect_head_pair_quadratic,2,44,-0.8505000472068787
0.5,natural_mean_effect_head_pair_quadratic,2,45,0.166545569896698
0.5,natural_mean_effect_head_pair_quadratic,2,46,0.5247365832328796
0.5,natural_mean_effect_head_pair_quadratic,2,47,0.5797232389450073
0.5,natural_mean_effect_head_pair_quadratic,3,0,0.21429356932640076
0.5,natural_mean_effect_head_pair_quadratic,3,1,0.038133084774017334
0.5,natural_mean_effect_head_pair_quadratic,3,2,0.0
0.5,natural_mean_effect_head_pair_quadratic,3,3,0.1498242020606994
0.5,natural_mean_effect_head_pair_quadratic,3,4,0.6531901359558105
0.5,natural_mean_effect_head_pair_quadratic,3,5,0.30871111154556274
0.5,natural_mean_effect_head_pair_quadratic,3,6,1.2012750804424286
0.5,natural_mean_effect_head_pair_quadratic,3,7,0.0
0.5,natural_mean_effect_head_pair_quadratic,3,8,0.7649898529052734
0.5,natural_mean_effect_head_pair_quadratic,3,9,-0.027242779731750433
0.5,natural_mean_effect_head_pair_quadratic,3,10,0.8176965713500977
0.5,natural_mean_effect_head_pair_quadratic,3,11,-0.0918138325214386
0.5,natural_mean_effect_head_pair_quadratic,3,12,0.21429020166397095
0.5,natural_mean_effect_head_pair_quadratic,3,13,0.10231602191925049
0.5,natural_mean_effect_head_pair_quadratic,3,14,1.0263531804084778
0.5,natural_mean_effect_head_pair_quadratic,3,15,0.3070446252822876
0.5,natural_mean_effect_head_pair_quadratic,3,16,-0.20374774932861328
0.5,natural_mean_effect_head_pair_quadratic,3,17,-0.10166138410568237
0.5,natural_mean_effect_head_pair_quadratic,3,18,0.0
0.5,natural_mean_effect_head_pair_quadratic,3,19,-0.850224494934082
0.5,natural_mean_effect_head_pair_quadratic,3,20,0.04047369956970215
0.5,natural_mean_effect_head_pair_quadratic,3,21,1.090767741203308
0.5,natural_mean_effect_head_pair_quadratic,3,22,-0.6937987804412842
0.5,natural_mean_effect_head_pair_quadratic,3,23,-0.24185770750045776
0.5,natural_mean_effect_head_pair_quadratic,3,24,1.2189496755599976
0.5,natural_mean_effect_head_pair_quadratic,3,25,0.06494772434234619
0.5,natural_mean_effect_head_pair_quadratic,3,26,0.18622183799743652
0.5,natural_mean_effect_head_pair_quadratic,3,27,0.8806663453578949
0.5,natural_mean_effect_head_pair_quadratic,3,28,0.0
0.5,natural_mean_effect_head_pair_quadratic,3,29,0.3035556077957153
0.5,natural_mean_effect_head_pair_quadratic,3,30,0.39426565170288086
0.5,natural_mean_effect_head_pair_quadratic,3,31,0.5770809054374695
0.5,natural_mean_effect_head_pair_quadratic,3,32,0.06452202796936035
0.5,natural_mean_effect_head_pair_quadratic,3,33,0.9271597266197205
0.5,natural_mean_effect_head_pair_quadratic,3,34,0.06835275888442993
0.5,natural_mean_effect_head_pair_quadratic,3,35,0.6137285828590393
0.5,natural_mean_effect_head_pair_quadratic,3,36,-0.6227957010269165
0.5,natural_mean_effect_head_pair_quadratic,3,37,-0.12119847536087036
0.5,natural_mean_effect_head_pair_quadratic,3,38,0.19948583841323853
0.5,natural_mean_effect_head_pair_quadratic,3,39,0.508786678314209
0.5,natural_mean_effect_head_pair_quadratic,3,40,0.013714730739593506
0.5,natural_mean_effect_head_pair_quadratic,3,41,0.0
0.5,natural_mean_effect_head_pair_quadratic,3,42,0.47544795274734497
0.5,natural_mean_effect_head_pair_quadratic,3,43,0.4200703501701355
0.5,natural_mean_effect_head_pair_quadratic,3,44,0.6135380864143372
0.5,natural_mean_effect_head_pair_quadratic,3,45,-0.42504405975341797
0.5,natural_mean_effect_head_pair_quadratic,3,46,0.5739308595657349
0.5,natural_mean_effect_head_pair_quadratic,3,47,0.206023097038269
0.5,natural_mean_effect_head_pair_quadratic,4,0,0.5992282032966614
0.5,natural_mean_effect_head_pair_quadratic,4,1,-0.23726624250411987
0.5,natural_mean_effect_head_pair_quadratic,4,2,0.0
0.5,natural_mean_effect_head_pair_quadratic,4,3,0.005820095539093018
0.5,natural_mean_effect_head_pair_quadratic,4,4,0.29623138904571533
0.5,natural_mean_effect_head_pair_quadratic,4,5,0.9176321029663086
0.5,natural_mean_effect_head_pair_quadratic,4,6,0.9423702359199524
0.5,natural_mean_effect_head_pair_quadratic,4,7,0.0
0.5,natural_mean_effect_head_pair_quadratic,4,8,-0.09114032983779907
0.5,natural_mean_effect_head_pair_quadratic,4,9,0.4191693663597107
0.5,natural_mean_effect_head_pair_quadratic,4,10,0.20947414636611938
0.5,natural_mean_effect_head_pair_quadratic,4,11,0.0017833113670349121
0.5,natural_mean_effect_head_pair_quadratic,4,12,2.1156747937202454
0.5,natural_mean_effect_head_pair_quadratic,4,13,0.6684877872467041
0.5,natural_mean_effect_head_pair_quadratic,4,14,1.1983817219734192
0.5,natural_mean_effect_head_pair_quadratic,4,15,0.28198564052581787
0.5,natural_mean_effect_head_pair_quadratic,4,16,-0.23136907815933228
0.5,natural_mean_effect_head_pair_quadratic,4,17,-0.4962630867958069
0.5,natural_mean_effect_head_pair_quadratic,4,18,0.0
0.5,natural_mean_effect_head_pair_quadratic,4,19,-0.4723859429359436
0.5,natural_mean_effect_head_pair_quadratic,4,20,1.680586576461792
0.5,natural_mean_effect_head_pair_quadratic,4,21,0.348044753074646
0.5,natural_mean_effect_head_pair_quadratic,4,22,-0.3236348628997802
0.5,natural_mean_effect_head_pair_quadratic,4,23,-0.6441699862480164
0.5,natural_mean_effect_head_pair_quadratic,4,24,1.3492822647094727
0.5,natural_mean_effect_head_pair_quadratic,4,25,0.5042809844017029
0.5,natural_mean_effect_head_pair_quadratic,4,26,0.32561928033828735
0.5,natural_mean_effect_head_pair_quadratic,4,27,0.22411787509918213
0.5,natural_mean_effect_head_pair_quadratic,4,28,0.0
0.5,natural_mean_effect_head_pair_quadratic,4,29,0.4371529221534729
0.5,natural_mean_effect_head_pair_quadratic,4,30,-0.07617449760437012
0.5,natural_mean_effect_head_pair_quadratic,4,31,0.2301093339920044
0.5,natural_mean_effect_head_pair_quadratic,4,32,1.0886984467506409
0.5,natural_mean_effect_head_pair_quadratic,4,33,0.25128138065338135
0.5,natural_mean_effect_head_pair_quadratic,4,34,-0.10165292024612427
0.5,natural_mean_effect_head_pair_quadratic,4,35,0.8838366270065308
0.5,natural_mean_effect_head_pair_quadratic,4,36,-0.923312783241272
0.5,natural_mean_effect_head_pair_quadratic,4,37,0.10916167497634888
0.5,natural_mean_effect_head_pair_quadratic,4,38,2.098172187805176
0.5,natural_mean_effect_head_pair_quadratic,4,39,0.28757840394973755
0.5,natural_mean_effect_head_pair_quadratic,4,40,0.2489919662475586
0.5,natural_mean_effect_head_pair_quadratic,4,41,0.0
0.5,natural_mean_effect_head_pair_quadratic,4,42,0.25883007049560547
0.5,natural_mean_effect_head_pair_quadratic,4,43,0.4893267750740051
0.5,natural_mean_effect_head_pair_quadratic,4,44,0.2020413875579834
0.5,natural_mean_effect_head_pair_quadratic,4,45,0.1969863772392273
0.5,natural_mean_effect_head_pair_quadratic,4,46,0.08405733108520508
0.5,natural_mean_effect_head_pair_quadratic,4,47,0.4424198865890503
0.5,natural_mean_effect_head_pair_quadratic,5,0,0.3568260669708252
0.5,natural_mean_effect_head_pair_quadratic,5,1,-0.4700474143028259
0.5,natural_mean_effect_head_pair_quadratic,5,2,0.0
0.5,natural_mean_effect_head_pair_quadratic,5,3,0.1958630084991455
0.5,natural_mean_effect_head_pair_quadratic,5,4,0.0008281469345092773
0.5,natural_mean_effect_head_pair_quadratic,5,5,0.6254817843437195
0.5,natural_mean_effect_head_pair_quadratic,5,6,1.6249977350234985
0.5,natural_mean_effect_head_pair_quadratic,5,7,0.0
0.5,natural_mean_effect_head_pair_quadratic,5,8,0.19911903142929077
0.5,natural_mean_effect_head_pair_quadratic,5,9,-0.26707392930984497
0.5,natural_mean_effect_head_pair_quadratic,5,10,0.30244016647338867
0.5,natural_mean_effect_head_pair_quadratic,5,11,0.19644153118133545
0.5,natural_mean_effect_head_pair_quadratic,5,12,0.012705087661743164
0.5,natural_mean_effect_head_pair_quadratic,5,13,0.18125182390213013
0.5,natural_mean_effect_head_pair_quadratic,5,14,0.5555945038795471
0.5,natural_mean_effect_head_pair_quadratic,5,15,0.18734997510910034
0.5,natural_mean_effect_head_pair_quadratic,5,16,-0.05429410934448242
0.5,natural_mean_effect_head_pair_quadratic,5,17,0.12653905153274536
0.5,natural_mean_effect_head_pair_quadratic,5,18,0.0
0.5,natural_mean_effect_head_pair_quadratic,5,19,0.11148792505264282
0.5,natural_mean_effect_head_pair_quadratic,5,20,-0.4340878129005432
0.5,natural_mean_effect_head_pair_quadratic,5,21,0.29293227195739746
0.5,natural_mean_effect_head_pair_quadratic,5,22,-0.20278501510620117
0.5,natural_mean_effect_head_pair_quadratic,5,23,-0.24518680572509763
0.5,natural_mean_effect_head_pair_quadratic,5,24,0.7966987490653992
0.5,natural_mean_effect_head_pair_quadratic,5,25,0.2588273882865906
0.5,natural_mean_effect_head_pair_quadratic,5,26,0.7670629620552063
0.5,natural_mean_effect_head_pair_quadratic,5,27,0.2565538287162781
0.5,natural_mean_effect_head_pair_quadratic,5,28,0.0
0.5,natural_mean_effect_head_pair_quadratic,5,29,0.13873231410980225
0.5,natural_mean_effect_head_pair_quadratic,5,30,0.9478398561477661
0.5,natural_mean_effect_head_pair_quadratic,5,31,0.7804164886474609
0.5,natural_mean_effect_head_pair_quadratic,5,32,0.43354308605194086
0.5,natural_mean_effect_head_pair_quadratic,5,33,0.42901456356048584
0.5,natural_mean_effect_head_pair_quadratic,5,34,0.014878153800964355
0.5,natural_mean_effect_head_pair_quadratic,5,35,0.6347015500068665
0.5,natural_mean_effect_head_pair_quadratic,5,36,-0.550296425819397
0.5,natural_mean_effect_head_pair_quadratic,5,37,-0.40539044141769404
0.5,natural_mean_effect_head_pair_quadratic,5,38,0.024055838584899902
0.5,natural_mean_effect_head_pair_quadratic,5,39,0.02752476930618286
0.5,natural_mean_effect_head_pair_quadratic,5,40,0.23007863759994507
0.5,natural_mean_effect_head_pair_quadratic,5,41,0.0
0.5,natural_mean_effect_head_pair_quadratic,5,42,0.340120792388916
0.5,natural_mean_effect_head_pair_quadratic,5,43,0.43612951040267944
0.5,natural_mean_effect_head_pair_quadratic,5,44,0.2581590414047241
0.5,natural_mean_effect_head_pair_quadratic,5,45,0.3484116196632385
0.5,natural_mean_effect_head_pair_quadratic,5,46,0.9063997864723206
0.5,natural_mean_effect_head_pair_quadratic,5,47,0.9420292973518372
0.5,natural_mean_effect_head_pair_quadratic,6,0,0.06218743324279785
0.5,natural_mean_effect_head_pair_quadratic,6,1,-0.04163193702697754
0.5,natural_mean_effect_head_pair_quadratic,6,2,0.0
0.5,natural_mean_effect_head_pair_quadratic,6,3,0.12809056043624878
0.5,natural_mean_effect_head_pair_quadratic,6,4,0.19903284311294556
0.5,natural_mean_effect_head_pair_quadratic,6,5,-0.07655727863311768
0.5,natural_mean_effect_head_pair_quadratic,6,6,0.8922649025917053
0.5,natural_mean_effect_head_pair_quadratic,6,7,0.0
0.5,natural_mean_effect_head_pair_quadratic,6,8,0.03591364622116089
0.5,natural_mean_effect_head_pair_quadratic,6,9,-0.5956980586051941
0.5,natural_mean_effect_head_pair_quadratic,6,10,0.872241735458374
0.5,natural_mean_effect_head_pair_quadratic,6,11,-0.05841916799545288
0.5,natural_mean_effect_head_pair_quadratic,6,12,0.23830902576446533
0.5,natural_mean_effect_head_pair_quadratic,6,13,0.4324057102203369
0.5,natural_mean_effect_head_pair_quadratic,6,14,0.3419213891029358
0.5,natural_mean_effect_head_pair_quadratic,6,15,0.4220837950706482
0.5,natural_mean_effect_head_pair_quadratic,6,16,0.11266762018203735
0.5,natural_mean_effect_head_pair_quadratic,6,17,0.2745124101638794
0.5,natural_mean_effect_head_pair_quadratic,6,18,0.0
0.5,natural_mean_effect_head_pair_quadratic,6,19,-0.018025457859039307
0.5,natural_mean_effect_head_pair_quadratic,6,20,-0.09186118841171265
0.5,natural_mean_effect_head_pair_quadratic,6,21,0.8282653093338013
0.5,natural_mean_effect_head_pair_quadratic,6,22,-0.7629923820495605
0.5,natural_mean_effect_head_pair_quadratic,6,23,-0.12131744623184204
0.5,natural_mean_effect_head_pair_quadratic,6,24,0.4980607032775879
0.5,natural_mean_effect_head_pair_quadratic,6,25,0.07254540920257568
0.5,natural_mean_effect_head_pair_quadratic,6,26,0.0832471251487732
0.5,natural_mean_effect_head_pair_quadratic,6,27,0.5028277635574341
0.5,natural_mean_effect_head_pair_quadratic,6,28,0.0
0.5,natural_mean_effect_head_pair_quadratic,6,29,0.29975056648254395
0.5,natural_mean_effect_head_pair_quadratic,6,30,0.12997061014175415
0.5,natural_mean_effect_head_pair_quadratic,6,31,0.6864274144172668
0.5,natural_mean_effect_head_pair_quadratic,6,32,-0.5089468955993652
0.5,natural_mean_effect_head_pair_quadratic,6,33,0.35827767848968506
0.5,natural_mean_effect_head_pair_quadratic,6,34,-0.23259717226028442
0.5,natural_mean_effect_head_pair_quadratic,6,35,0.30046266317367554
0.5,natural_mean_effect_head_pair_quadratic,6,36,-0.8097430467605591
0.5,natural_mean_effect_head_pair_quadratic,6,37,0.15778964757919312
0.5,natural_mean_effect_head_pair_quadratic,6,38,0.17040997743606567
0.5,natural_mean_effect_head_pair_quadratic,6,39,0.07740658521652222
0.5,natural_mean_effect_head_pair_quadratic,6,40,0.10066413879394531
0.5,natural_mean_effect_head_pair_quadratic,6,41,0.0
0.5,natural_mean_effect_head_pair_quadratic,6,42,-0.018016159534454346
0.5,natural_mean_effect_head_pair_quadratic,6,43,0.5477809309959412
0.5,natural_mean_effect_head_pair_quadratic,6,44,1.2176260352134705
0.5,natural_mean_effect_head_pair_quadratic,6,45,-0.5201271772384644
0.5,natural_mean_effect_head_pair_quadratic,6,46,0.07944726943969727
0.5,natural_mean_effect_head_pair_quadratic,6,47,-0.10328692197799683
0.5,natural_mean_effect_head_pair_quadratic,7,0,0.06542733311653137
0.5,natural_mean_effect_head_pair_quadratic,7,1,0.3187243938446045
0.5,natural_mean_effect_head_pair_quadratic,7,2,0.0
0.5,natural_mean_effect_head_pair_quadratic,7,3,-0.10671401023864746
0.5,natural_mean_effect_head_pair_quadratic,7,4,0.7323969006538391
0.5,natural_mean_effect_head_pair_quadratic,7,5,-0.2120237946510315
0.5,natural_mean_effect_head_pair_quadratic,7,6,0.16303718090057373
0.5,natural_mean_effect_head_pair_quadratic,7,7,0.0
0.5,natural_mean_effect_head_pair_quadratic,7,8,0.4406752586364746
0.5,natural_mean_effect_head_pair_quadratic,7,9,-0.12964361906051636
0.5,natural_mean_effect_head_pair_quadratic,7,10,0.3106701970100403
0.5,natural_mean_effect_head_pair_quadratic,7,11,-0.09734678268432617
0.5,natural_mean_effect_head_pair_quadratic,7,12,0.3895951509475709
0.5,natural_mean_effect_head_pair_quadratic,7,13,0.7301706075668335
0.5,natural_mean_effect_head_pair_quadratic,7,14,0.4504128694534302
0.5,natural_mean_effect_head_pair_quadratic,7,15,-0.07006937265396118
0.5,natural_mean_effect_head_pair_quadratic,7,16,0.16278791427612305
0.5,natural_mean_effect_head_pair_quadratic,7,17,0.14528518915176392
0.5,natural_mean_effect_head_pair_quadratic,7,18,0.0
0.5,natural_mean_effect_head_pair_quadratic,7,19,-0.34197479486465454
0.5,natural_mean_effect_head_pair_quadratic,7,20,0.12452632188796997
0.5,natural_mean_effect_head_pair_quadratic,7,21,0.3794195055961609
0.5,natural_mean_effect_head_pair_quadratic,7,22,0.026869893074035756
0.5,natural_mean_effect_head_pair_quadratic,7,23,0.12033557891845703
0.5,natural_mean_effect_head_pair_quadratic,7,24,-0.0046443939208984375
0.5,natural_mean_effect_head_pair_quadratic,7,25,0.4855479896068573
0.5,natural_mean_effect_head_pair_quadratic,7,26,1.0413521528244019
0.5,natural_mean_effect_head_pair_quadratic,7,27,0.7532913088798523
0.5,natural_mean_effect_head_pair_quadratic,7,28,0.0
0.5,natural_mean_effect_head_pair_quadratic,7,29,0.02366030216217041
0.5,natural_mean_effect_head_pair_quadratic,7,30,1.3616074323654175
0.5,natural_mean_effect_head_pair_quadratic,7,31,0.21677720546722412
0.5,natural_mean_effect_head_pair_quadratic,7,32,0.16835865378379833
0.5,natural_mean_effect_head_pair_quadratic,7,33,0.6330830454826355
0.5,natural_mean_effect_head_pair_quadratic,7,34,-0.5053620636463165
0.5,natural_mean_effect_head_pair_quadratic,7,35,0.599436342716217
0.5,natural_mean_effect_head_pair_quadratic,7,36,0.7985395193099976
0.5,natural_mean_effect_head_pair_quadratic,7,37,-0.05965280532836914
0.5,natural_mean_effect_head_pair_quadratic,7,38,0.33647117018699646
0.5,natural_mean_effect_head_pair_quadratic,7,39,-0.031481266021728405
0.5,natural_mean_effect_head_pair_quadratic,7,40,0.6383762955665588
0.5,natural_mean_effect_head_pair_quadratic,7,41,0.0
0.5,natural_mean_effect_head_pair_quadratic,7,42,0.27379536628723145
0.5,natural_mean_effect_head_pair_quadratic,7,43,0.47161412239074707
0.5,natural_mean_effect_head_pair_quadratic,7,44,0.0985909104347229
0.5,natural_mean_effect_head_pair_quadratic,7,45,0.25223660469055187
0.5,natural_mean_effect_head_pair_quadratic,7,46,0.18255048990249634
0.5,natural_mean_effect_head_pair_quadratic,7,47,1.3273564577102661
0.5,natural_mean_effect_head_pair_quadratic,8,0,0.06080734729766846
0.5,natural_mean_effect_head_pair_quadratic,8,1,-0.2526509165763855
0.5,natural_mean_effect_head_pair_quadratic,8,2,0.0
0.5,natural_mean_effect_head_pair_quadratic,8,3,0.3481263518333435
0.5,natural_mean_effect_head_pair_quadratic,8,4,0.9187116622924805
0.5,natural_mean_effect_head_pair_quadratic,8,5,0.28589439392089844
0.5,natural_mean_effect_head_pair_quadratic,8,6,0.023743867874145452
